,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a small red chair to the right,-8.81731128692627,topk,,"a small, red chair facing the left",-29.21806907653809,topk,,a backwards-facing blue chair,-32.382076263427734,topk,,"a large, grey chair ",-7.15777063369751,topk,,"a small, red sofa (5)",-10.674586296081545,topk,,"a small blue sofa facing backwards""",-10.428550720214844,topk,,a grey sofa facing forwards,-29.259315490722656,topk,
1,"a small, red chair, facing right",-8.503095626831055,topk,,"a small, red chair - facing to the left",-32.69423294067383,topk,,a small blue chair is facing backwards,-32.25690078735352,topk,,a large grey chair faces forwards,-10.192867279052734,topk,,"a small, red sofa ",-6.724916458129883,topk,,"a  small, blue sofa facing backwards",-10.674599647521973,topk,,"a large, grey sofa, facing forwards",-30.981983184814453,topk,
2,a red chair ,-9.385684967041016,topk,,a small red chair is facing to the left,-32.89515686035156,topk,,"a small, blue chair with its back to us",-32.635032653808594,topk,,a large gray chair facing forwards,-9.216712951660156,topk,,"a small, red, left-facing sofa",-10.674565315246582,topk,,"a blue, small sofa facing backwards",-10.591188430786133,topk,,"a large, grey sofa",-29.93529319763184,topk,
3,"a small, red chair, facing to the right, in the room",-11.68846035003662,topk,,"a small, red",-32.836181640625,topk,,"a small, blue chair facing backward",-30.161033630371094,topk,,a grey chair facing forward,-10.621416091918944,topk,,a small sofa,-8.819127082824707,topk,,a blue chair facing backwards,-10.59243392944336,topk,,a small red chair facing to the left,-31.946853637695312,topk,
4,a red chair is facing to the right,-9.429207801818848,topk,,a small red chair facing to the left,-31.43158721923828,topk,,"a small, blue chair",-26.7421989440918,topk,,"a large, gray chair",-8.943132400512695,topk,,"a small, red",-10.992056846618652,topk,,a small blue sofa facing backwards in the room,-10.716797828674316,topk,,"a large, grey sofa  facing forwards",-30.489500045776367,topk,
5,a small red chair facing to the left,-9.15981674194336,topk,,a red chair facing to the left,-29.061254501342773,topk,,"a small, blue sofa facing backwards",-30.27259063720703,topk,,"a large grey chair, facing forwards",-9.94335651397705,topk,,"a  small, red sofa facing to the left",-10.478194236755373,topk,,"a small, blue sofa facing backwards",-6.389070510864258,topk,,"a large, grey sofa is facing forwards",-31.3881893157959,topk,
6,a small red chair,-8.832770347595215,topk,,"a small, red chair 2",-31.202617645263672,topk,,"a small, blue chair is facing backwards",-30.55703353881836,topk,,"a large, grey chair that is facing forwards",-9.808837890625,topk,,"a small, red sofa faces left",-9.540157318115234,topk,,a blue sofa facing backwards,-10.994001388549805,topk,,"a small, blue sofa facing backwards",-29.387296676635746,topk,
7,"a small, red chair  (1)",-9.975400924682615,topk,,"a small, red chair, facing to the left, in the room",-33.77568435668945,topk,,"a small, blue chair facing to the left",-31.28142738342285,topk,,a small red chair facing to the left,-10.71676254272461,topk,,a small  red sofa facing to the left,-10.649792671203612,topk,,"a small, blue sofa facing upwards",-10.185949325561523,topk,,a blue sofa facing backwards,-32.3376350402832,topk,
8,"a small, red chair facing to the right",-9.213943481445312,topk,,a small red chair,-32.40735626220703,topk,,"a small, blue chair face",-32.3906364440918,topk,,a grey chair,-9.898880004882812,topk,,"a small, red sofa",-3.599916219711304,topk,,"a small, blue sofa that is facing backwards",-15.192420959472656,topk,,a small red chair,-32.28165817260742,topk,
9,"a red chair, facing right",-8.334003448486328,topk,,"a small, red chair facing to the right",-28.780181884765625,topk,,"a small, blue chair facing the opposite direction of the other chairs",-34.37205123901367,topk,,a large grey chair,-5.684826850891113,topk,,"a small, red sofa facing  to the left",-10.700511932373049,topk,,"a small, blue chair facing backwards",-8.860257148742676,topk,,a large chair facing forwards,-32.33610153198242,topk,
10,a small chair,-8.362825393676758,topk,,"a small, red chair face",-32.64445114135742,topk,,a small chair facing backwards,-31.92898178100586,topk,,a small red chair,-10.147902488708496,topk,,a small red sofa,-4.513503551483154,topk,,"a small, blue, backwards-facing sofa",-10.82639217376709,topk,,"a small, red chair facing to the right",-29.65480232238769,topk,
11,a small red chair ,-8.465582847595215,topk,,"a small, red sofa facing to the left",-32.782684326171875,topk,,"a small, red chair facing to the right",-32.36901092529297,topk,,"a  large, grey chair facing forwards",-9.52661418914795,topk,,"a small, red sofa is in the room",-10.420122146606444,topk,,"a small, blue sofa",-8.447587013244629,topk,,"a large, grey sofa faces forwards",-32.13628005981445,topk,
12,"a small red chair facing right""",-9.454703330993652,topk,,a small red chair ,-31.96985626220703,topk,,a blue backwards chair,-32.523468017578125,topk,,"a small, red chair facing to the right",-7.968190670013428,topk,,"a small, red sofa, facing left",-9.626004219055176,topk,,a small blue sofa facing backwards ,-10.905113220214844,topk,,"a large, grey sofa""",-32.08373260498047,topk,
13,a small chair facing the right,-9.4684419631958,topk,,a small chair,-32.82503890991211,topk,,"a small, blue chair facing backwards",-23.364158630371094,topk,,"a large, grey chair face forwards",-10.704370498657228,topk,,"a small, red sofa faced to the left",-10.751416206359863,topk,,"a small, blue sofa facing backward",-8.615636825561523,topk,,"a small, blue chair facing backwards",-30.41482353210449,topk,
14,a small red chair facing right ,-8.432625770568848,topk,,a small red chair facing the left,-29.470922470092773,topk,,a chair facing backwards,-30.676332473754883,topk,,"a small, blue chair facing backwards",-9.328401565551758,topk,,"a small, red couch facing to the left",-10.74513816833496,topk,,a blue sofa facing backward,-10.40077781677246,topk,,"a small, blue sofa",-32.14965057373047,topk,
15,a red chair facing the right,-7.204677581787109,topk,,"a small, red chair is facing to the left",-31.14244842529297,topk,,"a small, blue chair backwards",-31.4140739440918,topk,,a large grey facing forwards chair,-9.860636711120604,topk,,"a small, red sofa in the room",-11.072911262512209,topk,,"a small, blue sofa  ",-10.853837013244627,topk,,"a large, grey, sofa, facing forwards",-32.61695861816406,topk,
16,a chair facing to the right,-9.333252906799316,topk,,"a  small, red chair facing to the left",-32.29049301147461,topk,,"a small, blue chair  ",-31.6796989440918,topk,,a large grey chair ,-8.755139350891113,topk,,"a small, red sofa is facing to the left",-20.341163635253903,topk,,a blue facing backwards,-10.991961479187012,topk,,"a  large, grey sofa facing forwards",-31.246307373046875,topk,
17,"a small, red chair that is facing to the right",-9.801114082336426,topk,,"a small, red chair  (2)",-32.31797409057617,topk,,"a small, blue sofa",-31.86244773864746,topk,,"a large, grey chair, facing forwards",-9.02843952178955,topk,,a red chair,-10.020893096923828,topk,,"a small, blue sofa (6) facing backwards",-11.071922302246094,topk,,a sofa facing forwards,-31.974184036254883,topk,
18,a small red chair facing the right,-6.731332302093506,topk,,"a small, red chair  ",-32.25382614135742,topk,,"a small, blue chair  facing backwards",-32.06099319458008,topk,,a large grey chair facing forward,-7.758411407470703,topk,,"a small, red sofa that is facing to the left",-9.663044929504396,topk,,"a small, blue sofa, facing backwards",-7.806567192077637,topk,,"a large, grey sofa ",-29.60716819763184,topk,
19,a small red chair facing right,-5.085024833679199,topk,,"a small, red chair, facing to the left",-29.606107711791992,topk,,"a small blue chair, facing backwards",-32.482479095458984,topk,,a chair,-6.406790733337402,topk,,"a small, red sofa""",-10.021791458129885,topk,,"a small, blue sofa is facing backwards",-8.956399917602539,topk,,a large grey sofa facing forwards,-31.529340744018555,topk,
