,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a large,-30.89715576171875,topk,,"a Small, red sofa facing to the right",-12.553767204284668,topk,,"a small, blue couch facing to the right",-32.429725646972656,topk,,"a small green sofa, facing backwards",-30.905366897583008,topk,,"a small, red  desk facing to the right",-32.68476104736328,topk,,"a small, blue desk facing to the  right",-32.97923278808594,topk,,"a small, green desk, facing backwards",-30.346471786499023,topk,
1,"a large, red sofa  (1)",-30.860145568847656,topk,,"a small , red sofa facing to the right",-11.47816276550293,topk,,"a  small, blue sofa",-31.86267852783203,topk,,a small green sofa facing the opposite direction of the other sofas,-32.77306365966797,topk,,"a small red desk, facing to the right",-31.516801834106445,topk,,"a small, blue desk ",-28.89712905883789,topk,,a desk facing backwards,-31.004444122314453,topk,
2,"a large, red sofa, facing to the right",-34.91554641723633,topk,,a small red couch,-10.139875411987305,topk,,"a small, blue sofa faces to the right",-31.49550437927246,topk,,a green sofa facing backwards,-30.03108024597168,topk,,a small desk,-30.69586181640625,topk,,a small blue desk  facing to the right,-32.861698150634766,topk,,"a small, green desk facing backwards, ",-31.116384506225582,topk,
3,"a large, red sofa facing right",-27.657146453857425,topk,,"a small, red, facing-right sofa",-12.56808853149414,topk,,"a small, blue sofa facing to the right",-23.39950180053711,topk,,"a small, green sofa  ",-31.280426025390625,topk,,"a small, blue desk facing to the right",-30.77166557312012,topk,,"a small, blue desk facing right",-31.34021377563477,topk,,a small green desk facing backwards,-30.622604370117188,topk,
4,a large red sofa facing the right,-28.63040351867676,topk,,a little red sofa,-9.976336479187012,topk,,a small blue sofa,-27.74689292907715,topk,,"a small, blue sofa facing to the right",-30.80237197875977,topk,,"a small, red desk""",-31.018218994140625,topk,,a blue desk facing to the right,-29.839975357055664,topk,,"a small, blue desk facing to the right",-29.56427574157715,topk,
5,"a large, red sofa facing the right",-28.69444274902344,topk,,"a small, blue sofa facing to the right",-11.183366775512695,topk,,a small blue sofa ,-30.68439292907715,topk,,"a small, green sofa with its back facing the viewer",-32.253265380859375,topk,,"a small, red desk that is facing to the right",-31.64116096496582,topk,,"a small, blue desk that is facing to the right",-31.939594268798828,topk,,a small desk facing backwards,-28.34923553466797,topk,
6,"a large, red sofa  facing to the right",-30.466440200805664,topk,,a Small red sofa facing to the right,-12.074512481689451,topk,,"a small, blue sofa is facing to the right",-30.359783172607425,topk,,"a small, green sofa facing the wall",-31.855491638183597,topk,,"a small, red desk-facing to the right",-32.74658966064453,topk,,a small blue desk ,-32.330467224121094,topk,,"a small, green desk facing to the right",-30.183786392211918,topk,
7,a red sofa facing right,-27.326021194458008,topk,,a small desk,-12.208001136779783,topk,,"a small, blue  sofa",-32.18460464477539,topk,,a small green desk facing backwards,-29.775697708129883,topk,,a small red desk facing right,-29.96237564086914,topk,,a green desk facing backwards,-32.887142181396484,topk,,"a small, green table facing backwards",-30.60249900817871,topk,
8,a red sofa ,-30.111143112182617,topk,,"a small, red, sofa",-12.386102676391602,topk,,a blue sofa,-27.22768783569336,topk,,"a small, green sofa with its back facing us",-31.823814392089844,topk,,"a small, red desk is facing to the right",-40.20320892333984,topk,,"a small, blue desk facing the right",-30.4815731048584,topk,,"a small, green desk facing backwards  is object 7",-32.04696273803711,topk,
9,a large red sofa,-26.06009864807129,topk,,a large red sofa,-11.800623893737791,topk,,"a small, blue sofa facing backwards",-31.75821685791016,topk,,"a small, green sofa with its back to us",-32.41413497924805,topk,,"a small, red desk  facing to the right",-28.834428787231445,topk,,"a small, blue  desk facing to the right",-32.60908508300781,topk,,"a small, green desk  facing backwards",-29.245628356933597,topk,
10,"a large red sofa, facing to the right",-31.10226821899414,topk,,a small sofa,-7.218339443206787,topk,,"a small, blue sofa facing right",-30.13919258117676,topk,,"a small, green sofa is facing backwards",-31.059223175048828,topk,,a desk,-31.974077224731445,topk,,a small blue desk,-32.564842224121094,topk,,"a small, red desk facing to the right",-30.829307556152344,topk,
11,"a large, red couch",-30.35785675048828,topk,,a ,-11.50019073486328,topk,,"a small, blue sofa facing the right",-31.59269142150879,topk,,"a small, green sofa that is facing backwards",-31.76827621459961,topk,,a red desk,-27.91705703735352,topk,,"a small, blue desk faces to the right",-33.21425247192383,topk,,"a small, green desk facing the opposite direction of the other desks and sofas",-34.05827713012695,topk,
12,"a large, red sofa  #1",-31.51961326599121,topk,,"a  small, red sofa",-11.902182579040527,topk,,"a small, blue sofa in the room",-31.975818634033203,topk,,a small green sofa facing backward,-30.94365501403809,topk,,a small red desk  facing to the right,-32.47835159301758,topk,,"a small, blue desk, facing to the right",-29.93377494812012,topk,,"a small, green desk is facing backwards",-30.057126998901367,topk,
