,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a red sofa, facing to the right",-30.748872756958008,topk,,"a small, red sofa  (2)",-30.148591995239254,topk,,"a small, blue  sofa",-10.548770904541016,topk,,"a small, green sofa ",-30.45269775390625,topk,,"a small, red desk",-24.90001106262207,topk,,"a small, blue sofa facing to the right""",-12.327388763427734,topk,,"a small, green desk",-25.58928680419922,topk,
1,a large  red sofa,-31.012325286865234,topk,,"a small, red sofa (2)",-30.92225646972656,topk,,a small sofa,-11.839838027954102,topk,,a small green sofa facing backwards,-28.50835609436035,topk,,a small sofa,-32.162017822265625,topk,,"a small , blue desk facing to the right",-11.53780746459961,topk,,"a small, green desk facing to the left",-30.37798309326172,topk,
2,"a large, red sofa is in the room, facing right",-36.07839584350586,topk,,"a small, red sofa  <|im_sep|>",-33.59523391723633,topk,,a small green sofa facing backwards,-11.753080368041992,topk,,"a small, green sofa facing backwards",-30.276525497436523,topk,,"a small, red desk  (5)",-31.76523208618164,topk,,"a ""small, blue desk facing to the right""",-12.50011157989502,topk,,"a small, green sofa facing backwards",-30.56134605407715,topk,
3,a red sofa facing the right,-29.42533493041992,topk,,a small sofa,-27.9019832611084,topk,,"a small, green sofa facing backwards",-11.284757614135742,topk,,"a small, green sofa with its back to us",-31.913537979125977,topk,,"a small, red desk ",-27.56407356262207,topk,,"a blue desk, facing to the right",-11.416410446166992,topk,,"a small, green desk facing backwards in the room",-29.427690505981445,topk,
4,a large sofa facing right,-30.141143798828125,topk,,"a small, red sofa  |   facing to the right",-33.664215087890625,topk,,a blue small sofa,-12.11086654663086,topk,,"a small, green sofa facing the opposite direction of the others",-32.88107681274414,topk,,"a large, red sofa facing to the right",-32.12022399902344,topk,,a small blue desk face to the right,-12.09343433380127,topk,,a desk facing backwards,-30.977540969848636,topk,
5,"a large, red sofa facing to the right",-33.59400177001953,topk,,"a small, red",-31.68313217163086,topk,,a small sofa that is blue in color and facing to the right,-12.85789680480957,topk,,"a small, green sofa faces backwards",-30.77626037597656,topk,,a small red sofa,-31.76409149169922,topk,,"a small, blue  desk facing to the right",-10.59582805633545,topk,,"a small, green desk facing to the right",-31.131044387817383,topk,
6,"a large, red sofa is in the room",-31.08613395690918,topk,,"a small, red sofa facing backwards",-31.21320533752441,topk,,a ,-12.021907806396484,topk,,"a small, green sofa with its back facing the viewer",-32.26493835449219,topk,,"a small, red desk face to the right",-31.03974151611328,topk,,"a small, blue deck facing to the right",-12.901362419128418,topk,,"a large, red sofa facing to the right",-30.59005546569824,topk,
7,"a large, red sofa  facing to the right",-29.532470703125,topk,,"a small, red sofa  facing to the right",-29.89330673217773,topk,,"a large, red sofa facing to the right",-11.645180702209473,topk,,a green sofa is facing backwards,-31.00404357910156,topk,,"a small, red desk to the right",-32.06600570678711,topk,,a ,-12.076035499572754,topk,,"a small, green desk facing forwards",-29.581228256225582,topk,
8,"a large, red sofa facing to the left",-34.655723571777344,topk,,"a large, red sofa facing to the right",-30.665855407714844,topk,,"a small sofa, blue in color, facing to the right",-13.26450252532959,topk,,"a  small, green sofa",-31.010574340820312,topk,,"a small, red desk is in the room",-31.67103576660156,topk,,a small blue desk faces to the right,-11.588214874267578,topk,,"a small, green desk facing backwards  (7)",-30.80830955505371,topk,
9,"a large, red sofa, facing to the right",-29.35556983947754,topk,,"a small, red sofa",-32.96452713012695,topk,,a small red sofa,-9.832147598266602,topk,,a green desk,-29.175649642944336,topk,,a desk facing to the right,-31.51014709472656,topk,,"a  small, blue desk facing to the right",-10.17824649810791,topk,,"a small, green table facing backwards",-30.590665817260746,topk,
