,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a green small desk facing forwards,-29.407413482666016,topk,,"a large, green desk facing to the right",-8.080897331237793,topk,,a large desk,-28.28951835632324,topk,,"a large,",-33.15849685668945,topk,,"a  small, green chair facing to the right",-31.405635833740234,topk,,"a large, green chair facing to the left",-32.801631927490234,topk,,"a large, grey chair facing to the left is object 7",-32.786460876464844,topk,
1,a small desk facing forwards,-27.258750915527344,topk,,a green desk facing the right,-9.709351539611816,topk,,"a large, green desk facing to the right",-32.546661376953125,topk,,"a large, green desk facing to the right",-33.840457916259766,topk,,a green desk chair,-32.241912841796875,topk,,"a large, green chair  ",-33.019256591796875,topk,,"a large, grey chair facing the left",-30.40334701538086,topk,
2,a small green desk facing forwards ,-28.092357635498047,topk,,a small green desk facing to the right,-9.407398223876951,topk,,a desk,-30.15216445922852,topk,,a chair facing to the left,-32.482017517089844,topk,,a small green chair ,-31.59814453125,topk,,a large green chair is facing forwards,-33.288597106933594,topk,,"a  large, grey chair facing to the left",-31.769405364990234,topk,
3,a desk,-30.15801239013672,topk,,"a  small, green desk facing to the right",-10.084959030151367,topk,,"a large desk, facing forwards, green",-32.204097747802734,topk,,"a large desk, grey in color, facing to the left",-32.617977142333984,topk,,a small green desk facing to the right,-32.218509674072266,topk,,a green chair that is facing forwards,-33.318416595458984,topk,,"a large, grey chair face to the left",-32.38222122192383,topk,
4,a small green desk facing to the right,-30.50665855407715,topk,,"a small, green desk facing  to the right",-10.566104888916016,topk,,"a large desk, green, facing forwards",-31.043025970458984,topk,,"a grey, large desk facing left",-33.3636360168457,topk,,a green desk chair facing to the right,-30.797889709472656,topk,,"a large,",-33.49983215332031,topk,,a grey chair facing the left,-31.625274658203125,topk,
5,a small green desk facing forwards is in the room,-30.765419006347656,topk,,a desk facing to the right,-6.753542423248291,topk,,"a large, green desk;",-31.284229278564453,topk,,"a grey, large desk facing to the left",-33.9332160949707,topk,,"a small, green, chair facing to the right",-32.72648239135742,topk,,"a large, green chair  facing forwards",-30.951478958129883,topk,,"a large, grey chair facing to the left,",-32.433135986328125,topk,
6,a little green desk facing forward,-30.56544685363769,topk,,a desk facing right,-9.03217887878418,topk,,a large green desk  facing forwards,-31.658588409423828,topk,,a long grey table,-33.331382751464844,topk,,a small,-31.55562973022461,topk,,"a  large, green chair facing forwards",-32.1609001159668,topk,,"a large, grey chair facing to the left'",-31.448760986328125,topk,
7,a small green desk ,-29.456558227539062,topk,,a small green desk facing the right,-7.960010528564453,topk,,a green chair facing forwards,-31.26409149169922,topk,,a grey chair,-32.95890045166016,topk,,a small chair facing to the right,-30.040075302124023,topk,,a green chair facing forwards,-32.42803955078125,topk,,"a large, grey chair facing to the left """,-32.401885986328125,topk,
8,a small,-30.351577758789062,topk,,a small green desk ,-10.227161407470703,topk,,"a large, green desk that is facing forwards",-31.40282821655273,topk,,"a  large, grey desk facing to the left",-31.723552703857425,topk,,a small green chair is facing to the right,-32.56820297241211,topk,,a large green chair facing to the right,-33.1024169921875,topk,,"a large, grey chair facing to the left is in the room",-32.64918518066406,topk,
9,a small desk,-28.33026885986328,topk,,"a small, green desk facing to the r",-10.8906888961792,topk,,"a large desk, facing forwards",-31.419456481933597,topk,,a large desk facing to the left,-33.05733871459961,topk,,a small green chair to the right,-32.342529296875,topk,,a big green chair facing forward,-32.619956970214844,topk,,"a large, grey chair facing left",-30.98562812805176,topk,
10,"a small, green desk  ",-30.58966445922852,topk,,a small,-10.177034378051758,topk,,a large green desk facing forwards,-31.96683120727539,topk,,a gray desk facing left,-33.29496383666992,topk,,a small green chair  facing to the right,-32.620731353759766,topk,,a large green desk facing forwards,-33.445587158203125,topk,,a large grey chair facing to the left,-31.805126190185547,topk,
