,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, blue fan facing to the left",-29.54815673828125,topk,,"a small, blue fan facing to the left",-30.60336685180664,topk,,"a small, blue fan facing to the left",-31.236791610717773,topk,,"a large, red fan facing the opposite direction of other fans",-32.6634635925293,topk,,"a small, green sofa  (5)",-10.158154487609863,topk,,a large blue sofa is facing to the left,-31.66639518737793,topk,,"a large, red sofa facing forwards",-30.432884216308597,topk,
1,"a small, blue fan is facing to the left",-30.000080108642575,topk,,a fan facing to the left,-30.58946228027344,topk,,a fan facing to the left,-31.593582153320312,topk,,"a large, red fan facing the opposite direction of the others",-32.371673583984375,topk,,a green sofa is facing left,-10.542160987854004,topk,,"a small, blue fan facing to the left",-32.38883972167969,topk,,"a small, blue fan facing to the left",-30.745445251464844,topk,
2,a fan facing to the left,-30.707555770874023,topk,,"a small, green fan (2)",-31.110504150390625,topk,,a big blue fan facing left,-31.81095314025879,topk,,a large fan that is red in color and facing backwards,-31.221525192260746,topk,,"a small, green sofa ",-7.642205238342285,topk,,"a large, blue sofa is facing to the left",-30.65201759338379,topk,,a large sofa facing backwards,-29.78034400939941,topk,
3,"a small fan, blue in color, facing left",-31.16267967224121,topk,,"a small, green fan, facing left",-31.579805374145508,topk,,a small blue fan facing to the left,-32.484920501708984,topk,,"a small, green fan facing to the left",-28.45516586303711,topk,,a small sofa,-8.733386039733887,topk,,"a small, green fan",-32.43217849731445,topk,,a large red sofa facing backward,-30.367000579833984,topk,
4,"a small, blue fan in the room",-30.933671951293945,topk,,"a small, green fan, facing to the left, in a room",-36.41582489013672,topk,,"a  large, blue fan facing to the left",-31.21611213684082,topk,,a red fan that is facing backwards,-30.048864364624023,topk,,"a small, green sofa faced to the left",-10.805606842041016,topk,,a large blue sofa  facing to the left,-31.41169548034668,topk,,"a large, red sofa facing the opposite direction of other objects",-33.79884338378906,topk,
5,"a small, blue fan  facing to the left",-29.807449340820312,topk,,"a small, green fan facing to the left",-32.30801010131836,topk,,"a small, green fan",-32.660926818847656,topk,,a large red fan facing backward,-30.22007179260254,topk,,"a small, green sofa faces left",-10.60527515411377,topk,,"a  large, blue sofa facing to the left",-31.29966354370117,topk,,"a large, red sofa is facing backwards",-29.769119262695312,topk,
6,"a small, blue fan to the left",-29.25653648376465,topk,,a small fan facing left,-31.253347396850582,topk,,"a small, green fan facing to the left",-30.980920791625977,topk,,"a large, red fan facing the opposite direction",-32.21204376220703,topk,,a green sofa on the left,-10.730914115905762,topk,,"a large, blue sofa facing to the left  (6)",-34.40132522583008,topk,,a red sofa facing backwards,-30.237865447998047,topk,
7,a blue fan on the left,-30.501239776611328,topk,,a small green fan is facing to the left,-33.83516311645508,topk,,"a large fan, blue in color, facing left",-33.08145523071289,topk,,"a large, red fan",-30.92631721496582,topk,,a green sofa ,-9.84311580657959,topk,,a blue sofa facing to the left,-31.45932388305664,topk,,"a large, red sofa facing to the right",-31.45796585083008,topk,
8,a small fan that is blue in color and facing to the left,-34.22703170776367,topk,,a small green fan facing the left,-29.74255752563477,topk,,a large  blue fan,-31.86013603210449,topk,,a red fan turned around,-29.914512634277344,topk,,a blue sofa facing to the left,-11.038200378417969,topk,,a large blue sofa faces to the left,-32.407318115234375,topk,,"a large, red sofa facing to the left",-30.889184951782227,topk,
9,"a blue fan, small in size, facing left",-31.34213638305664,topk,,a small green fan to the left,-31.521530151367188,topk,,a large fan is facing to the left,-32.52167510986328,topk,,a red fan facing the opposite direction of the other fans,-31.82072257995605,topk,,"a small, green sofa""",-10.548455238342283,topk,,"a large, blue sofa facing to the left""",-28.56707572937012,topk,,"a large, red sofa faces backwards",-30.9172420501709,topk,
10,"a blue, small fan facing left",-30.273527145385746,topk,,"a small, green fan-facing to the left",-31.85117721557617,topk,,a large fan faces left,-32.85215377807617,topk,,a backwards red fan,-29.07011032104492,topk,,"a green sofa, facing to the left",-9.519947052001951,topk,,"a large, blue sofa that is facing to the left",-32.564979553222656,topk,,a red sofa facing backward,-31.26078414916992,topk,
11,"a small, blue fan, facing to the left",-28.52923393249512,topk,,"a small fan facing to the left, colored green",-31.88241195678711,topk,,a large fan that is blue and facing to the left,-31.8835563659668,topk,,a large fan that is red in color and is facing backwards,-32.705650329589844,topk,,"a small, green sofa;",-10.892205238342283,topk,,"a large, blue sofa facing to the left",-24.92645072937012,topk,,a red sofa is facing backwards,-31.385143280029297,topk,
12,a blue fan facing to the left,-30.126956939697266,topk,,"a small, green fan facing to the right",-34.34796142578125,topk,,a  large  blue  fan  facing  to  the  left,-32.930320739746094,topk,,a large fan facing backwards,-28.160085678100582,topk,,"a large, blue sofa facing to the left",-8.985331535339355,topk,,"a small, green sofa facing to the left",-32.41983413696289,topk,,"a large, red sofa facing upwards",-31.865772247314453,topk,
13,"a small, blue fan  #1",-31.09954071044922,topk,,a small green fan facing left,-30.700532913208008,topk,,"a large, blue fan",-23.221397399902344,topk,,a large fan,-29.43193244934082,topk,,"a small, green sofa facing to the left",-2.4739773273468018,topk,,"a large, blue fan facing to the left",-32.51116943359375,topk,,"a large red sofa, facing backwards",-32.15040588378906,topk,
14,"a small, blue fan facing the left",-30.35721778869629,topk,,"a small, green sofa facing to the left",-31.45360946655273,topk,,a large fan,-32.116966247558594,topk,,a large red fan,-27.708419799804688,topk,,a green sofa facing the left,-11.30569839477539,topk,,"a large, blue sofa facing to the left of the room",-31.672901153564453,topk,,"a large, blue sofa facing to the left",-29.733436584472656,topk,
15,a small fan that is blue in color and is facing to the left,-32.01211929321289,topk,,"a large, green fan facing to the left",-30.303003311157227,topk,,a large fan is blue and facing left,-32.53181457519531,topk,,"a large, blue fan facing to the left",-29.701879501342773,topk,,"a small, green sofa facing left",-6.817409992218018,topk,,"a large, blue sofa facing to the left (6)",-32.58993911743164,topk,,"a small, green sofa facing to the left",-31.68558883666992,topk,
16,"a small, blue fan  (1)",-30.14952850341797,topk,,"a large, blue fan facing to the left",-30.361473083496094,topk,,"a large, blue sofa facing to the left",-30.74069595336914,topk,,"a large, red fan that is facing backwards",-31.39146041870117,topk,,"a small, green sofa, facing left",-10.448564529418944,topk,,"a large, blue sofa facing to the left,",-30.21551322937012,topk,,"a large, red, backwards-facing sofa",-31.630098342895508,topk,
17,"a small, blue fan on the left",-30.962947845458984,topk,,"a small, green fan  (2)",-30.39094352722168,topk,,a large fan is blue and facing to the left,-32.51943588256836,topk,,"a large, red fan facing to the left",-30.62492561340332,topk,,a green sofa  facing to the left,-10.54949951171875,topk,,a sofa,-31.12901496887207,topk,,a large red sofa facing backwards,-29.948841094970703,topk,
18,a small fan facing to the left,-27.92147254943848,topk,,"a small, green fan that is facing to the left",-35.90486526489258,topk,,a big blue fan,-32.5940055847168,topk,,a large red fan facing backwards,-28.08233642578125,topk,,a sofa,-8.732499122619629,topk,,a large sofa facing to the left,-29.60357666015625,topk,,"a small, blue fan",-31.147062301635746,topk,
19,a blue fan,-30.518455505371094,topk,,a small green fan facing to the left ,-31.52123641967773,topk,,a large fan that is blue in color,-32.7840690612793,topk,,a large red sofa facing backwards,-29.58570671081543,topk,,a green couch,-9.323052406311035,topk,,a large blue sofa faces left,-32.44266128540039,topk,,"a large, red sofa, facing backwards",-32.46390151977539,topk,
20,"a small, blue fan ",-29.56373405456543,topk,,a blue fan,-29.942554473876957,topk,,a blue fan,-28.370460510253903,topk,,"a small, blue fan",-28.71061515808105,topk,,"a small, green couch facing to the left",-10.953130722045898,topk,,a large blue sofa ,-31.18027114868164,topk,,"a large,",-31.154170989990234,topk,
21,"a small, blue fan",-29.635332107543945,topk,,a small green fan facing to the left,-26.997800827026367,topk,,"a large fan, blue",-32.86293411254883,topk,,a red fan facing the opposite direction of the others,-32.28745651245117,topk,,a green fan,-9.828817367553713,topk,,a green fan,-31.47503662109375,topk,,"a large, red sofa""",-31.260276794433597,topk,
22,"a small fan, blue in color, facing to the left",-30.506742477416992,topk,,"a small, green fan is facing to the left",-32.741302490234375,topk,,"a small, blue fan",-32.53513717651367,topk,,a fan facing backwards,-29.11800575256348,topk,,"a small, green sofa  ",-10.642205238342283,topk,,a blue sofa facing left,-32.47335433959961,topk,,"a large, red sofa facing",-31.943897247314453,topk,
23,"a small, blue fan 1",-30.462440490722656,topk,,a green fan,-25.07581901550293,topk,,a large fan that is blue in color and facing to the left,-32.11186981201172,topk,,"a red fan, facing backwards",-32.112098693847656,topk,,"a small, green sofa facing the left",-7.681410789489746,topk,,"a large, blue sofa, facing to the left",-30.05533599853516,topk,,a sofa facing backwards,-30.176410675048828,topk,
24,"a small, blue fan (1)",-30.961389541625977,topk,,"a small, green fan facing the left",-29.64354705810547,topk,,"a large, blue sofa",-32.41250228881836,topk,,"a large, red fan, facing backwards",-31.190086364746094,topk,,"a small, green sofa in the room",-10.676058769226074,topk,,"a large, blue sofa facing to the left """,-32.20770263671875,topk,,"a large, red fan facing backwards",-31.235090255737305,topk,
25,a small fan in the room,-30.73380279541016,topk,,"a large, red fan facing backwards",-31.12493133544922,topk,,a large sofa facing to the left,-32.22462844848633,topk,,"a large, red fan facing backwards",-30.57575798034668,topk,,"a small, green sofa is in the room",-10.87841796875,topk,,"a large, blue sofa facing to the left in the room",-32.093238830566406,topk,,"a large, red sofa face backwards",-31.88410186767578,topk,
26,a small fan that is blue and facing to the left,-31.80750274658203,topk,,"a small, green fan, facing to the left, in the room",-34.43342208862305,topk,,a large fan that is blue,-32.40705490112305,topk,,a red fan facing to the right,-29.87179946899414,topk,,"a small, green sofa is facing to the left",-8.232088088989258,topk,,a blue couch,-32.13847732543945,topk,,"a large, red sofa  facing backwards",-29.91726493835449,topk,
27,a small fan that is blue in color and facing left,-32.822261810302734,topk,,"a large, red sofa facing backwards",-31.791139602661133,topk,,a large blue fan,-24.804553985595703,topk,,"a large, red sofa facing backwards",-28.55161666870117,topk,,"a small, green sofa, facing to the left",-7.624332427978516,topk,,"a large blue sofa, facing left",-32.422142028808594,topk,,"a red, large sofa facing backwards",-31.561567306518555,topk,
28,"a small, blue fan  ",-30.25904655456543,topk,,a small green fan,-30.46737670898437,topk,,a green fan,-31.32475471496582,topk,,"a large, red fan facing to the right",-30.14055061340332,topk,,"a large, red sofa facing backwards",-10.048473358154297,topk,,a large blue sofa,-30.959022521972656,topk,,"a large, red sofa facing backwards",-27.29543685913086,topk,
29,a small fan that is blue in color,-31.460094451904297,topk,,"a small, green fan faces to the left",-31.375680923461918,topk,,"a  large, blue fan  facing to the left",-32.5797119140625,topk,,a large red fan is facing backwards,-30.060932159423828,topk,,a small green sofa,-4.859135627746582,topk,,a large blue sofa facing the left,-30.132476806640625,topk,,a red couch,-31.32880401611328,topk,
30,"a small, blue fan is in the room",-31.03533172607422,topk,,"a small, green fan, facing to the left, in the room, distinguishable from other objects",-40.96084213256836,topk,,"a large,",-32.077327728271484,topk,,a red sofa,-28.37918281555176,topk,,"a small, green sofa 5",-11.553818702697754,topk,,"a large, blue sofa to the left",-32.1359748840332,topk,,"a large, red sofa facing the opposite direction of the other objects",-33.48233413696289,topk,
31,a blue fan is in the room,-31.21186637878418,topk,,"a small, green fan to the left",-31.18701934814453,topk,,"a large, red fan facing backwards",-32.3187255859375,topk,,a red fan is facing backwards,-30.151338577270508,topk,,"a green, small sofa",-9.283446311950684,topk,,a green sofa facing to the left,-31.35357093811035,topk,,"a large, red sofa  ",-31.572776794433597,topk,
32,"a blue fan, facing left",-29.3682918548584,topk,,"a small green fan, facing to the left",-33.29255676269531,topk,,a large fan facing left,-31.00748062133789,topk,,"a red, large fan facing backwards",-29.82228279113769,topk,,a green sofa is facing to the left,-9.107746124267578,topk,,"a large, blue sofa faces to the left",-31.432559967041016,topk,,"a  large, red sofa facing backwards",-31.70943069458008,topk,
33,"a blue fan, facing to the left",-29.545360565185547,topk,,a small fan,-31.01277732849121,topk,,"a large fan, blue in color, facing to the left",-31.32732391357422,topk,,a large fan with a red color and facing backwards,-32.03584671020508,topk,,a green sofa to the left,-9.933627128601074,topk,,"a large, blue sofa facing to the left  ",-32.34051513671875,topk,,a large red sofa,-31.53644180297852,topk,
34,a small blue fan,-23.62860107421875,topk,,a green sofa,-31.566320419311523,topk,,a large fan ,-32.608436584472656,topk,,a red fan facing backwards,-30.602689743041992,topk,,"a small, green sofa faces to the left",-10.00809383392334,topk,,"a large, blue sofa facing to the left is object 6 in the room",-34.329437255859375,topk,,a blue sofa,-31.206159591674805,topk,
35,a blue fan to the left,-29.352184295654297,topk,,"a small, green fan is in the room, facing to the left",-34.03358840942383,topk,,a large fan is blue,-32.482765197753906,topk,,"a large, red fan is facing backwards",-28.611141204833984,topk,,a green sofa facing to the left,-9.852404594421388,topk,,a,-30.16026496887207,topk,,"a large, red sofa ",-28.549339294433597,topk,
36,"a small, blue fan""",-30.18092155456543,topk,,"a small, green fan  facing to the left",-30.201608657836918,topk,,"a  large, blue fan",-32.58980178833008,topk,,a,-29.38344955444336,topk,,a green sofa,-9.90561580657959,topk,,"a large blue sofa, facing to the left",-31.616878509521484,topk,,"a large, red sofa facing backward",-29.631397247314453,topk,
37,a small fan,-28.57330703735352,topk,,a,-30.581111907958984,topk,,a large fan facing the left,-31.55635070800781,topk,,"a large, red fan is facing backwards in the room",-32.236724853515625,topk,,"a green sofa, facing left",-9.830936431884766,topk,,"a large, blue sofa facing to the left ",-28.59051322937012,topk,,a large sofa,-30.653718948364254,topk,
38,"a blue fan, small in size, facing to the left",-31.405872344970703,topk,,"a small, green fan, facing to the left",-29.582809448242188,topk,,"a blue, large fan facing to the left",-32.603885650634766,topk,,"a large, red fan facing the opposite direction of the other fans",-32.6970100402832,topk,,a green sofa faces left,-10.708213806152344,topk,,"a large, blue sofa facing to the left'",-31.04363822937012,topk,,a large,-31.86120986938477,topk,
39,"a small, blue fan, facing left",-29.850339889526367,topk,,a small green fan ,-30.42831420898437,topk,,a large blue sofa,-32.81036758422852,topk,,"a large, red fan backwards",-29.647754669189453,topk,,a,-9.341874122619627,topk,,"a large, blue sofa facing to the left;",-31.69207572937012,topk,,a green sofa,-31.722387313842773,topk,
