,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a large, grey chair ",-28.62901306152344,topk,,"a large, grey chair ",-7.015625953674316,topk,,a red chair ,-7.769383430480957,topk,,"a small, grey chair that is facing backwards",-29.979286193847656,topk,,"a  large, grey desk  facing forwards",-32.21106719970703,topk,,"a large, red desk with its back facing the viewer",-11.985068321228027,topk,,"a large, grey desk facing backwards",-9.65048599243164,topk,
1,a grey chair ,-30.39608383178711,topk,,a grey chair facing forward,-9.901987075805664,topk,,a red chair facing backward,-9.370193481445312,topk,,"a large, grey chair facing backwards",-28.722490310668945,topk,,a grey desk facing forward,-31.16933822631836,topk,,"a large, red desk""",-9.940288543701172,topk,,"a small, grey desk is facing backwards",-8.972347259521484,topk,
2,"a large, grey chair facing backwards",-28.64732360839844,topk,,a large grey chair that is facing forwards,-10.98526382446289,topk,,a  red  chair,-10.039685249328612,topk,,a small grey chair,-30.014284133911133,topk,,a grey desk facing forwards ,-31.862720489501957,topk,,"a large, red desk facing the opposite direction of the other objects",-13.042484283447266,topk,,"a small, grey desk ",-6.83311939239502,topk,
3,"a grey chair facing backwards, large",-31.56308937072754,topk,,"a large, grey chair facing backwards",-10.134260177612305,topk,,"a large, grey chair facing backwards",-10.633755683898926,topk,,"a small, grey chair  (4)",-32.117305755615234,topk,,a chair facing forwards,-31.806671142578125,topk,,a large desk,-8.885726928710938,topk,,"a small, grey desk  facing backwards",-9.10154628753662,topk,
4,"a grey chair facing backwards, large in size",-30.97812843322754,topk,,a large grey chair facing the front,-10.546708106994627,topk,,a red desk facing backwards,-10.2509765625,topk,,"a grey, small chair facing backwards",-31.010160446166992,topk,,a grey desk facing forwards in the room,-32.891117095947266,topk,,a desk facing backwards,-7.61224889755249,topk,,"a small grey desk facing backwards""",-9.290289878845217,topk,
5,a grey chair that is facing backwards,-31.5805778503418,topk,,"a large grey chair, facing forwards",-10.097073554992676,topk,,a large chair facing backwards,-9.825945854187012,topk,,"a small, grey chair  facing backwards",-31.007719039916992,topk,,a grey desk facing forwards in a room,-32.51353073120117,topk,,"a large, red desk, facing backwards",-7.218606948852539,topk,,a grey desk facing backwards,-7.816536903381348,topk,
6,a backwards grey chair,-29.06953811645508,topk,,"a large, grey chair that is facing forwards",-8.876891136169434,topk,,a large chair that is red in colour and facing backwards,-13.243817329406738,topk,,a small grey chair facing forwards,-31.587276458740234,topk,,"a large, grey  desk facing forwards",-32.16170883178711,topk,,a red desk facing backwards,-9.250258445739746,topk,,a small grey desk facing backwards is in the room,-10.575840950012209,topk,
7,a large grey chair backwards,-30.64299964904785,topk,,a large grey chair facing forwards in the room,-10.160104751586914,topk,,"a small, grey chair",-10.391057968139648,topk,,a small grey chair ,-29.623659133911133,topk,,a ,-32.33123016357422,topk,,"a large, red chair facing backwards",-7.463570117950439,topk,,"a large, red chair facing backwards",-9.857256889343262,topk,
8,"a large, grey chair, facing backwards",-32.103790283203125,topk,,a forward-facing grey chair,-10.230332374572754,topk,,a chair facing backwards,-8.897082328796387,topk,,"a small, grey chair with its back to the viewer",-33.628021240234375,topk,,"a  large, grey desk facing forwards",-30.20317268371582,topk,,"a large, red desk that is facing backwards",-9.649582862854004,topk,,"a small, grey chair",-8.746219635009766,topk,
9,a large grey chair,-30.348957061767575,topk,,a grey chair,-9.100711822509766,topk,,"a, large, red chair facing backwards",-11.798009872436523,topk,,"a large, red chair facing backwards",-29.27650451660156,topk,,a large grey table,-32.50620651245117,topk,,a chair facing backwards,-9.709772109985352,topk,,a chair facing backwards,-9.32130241394043,topk,
10,"a large, grey chair that is facing backwards",-30.837121963500977,topk,,a large chair facing forwards,-7.055309295654297,topk,,"a red, large chair facing backwards",-10.33546257019043,topk,,"a small, grey chair",-25.34913825988769,topk,,a grey desk is facing forwards,-32.55585479736328,topk,,"a large, red desk  facing backwards",-8.23776626586914,topk,,"a small, grey desk, facing backwards",-10.713624954223633,topk,
11,a chair facing backwards,-28.196067810058597,topk,,a large grey chair,-10.502279281616213,topk,,"a large, red, backwards-facing chair",-11.193419456481934,topk,,"a small, grey, backwards-facing chair",-31.739803314208984,topk,,a large grey desk ,-30.93958282470703,topk,,"a large, red desk facing backward",-7.421974182128906,topk,,a small desk facing backwards,-8.198653221130371,topk,
12,a large grey chair ,-29.700519561767575,topk,,"a  large, grey chair facing forwards",-8.9514799118042,topk,,"a large, red, facing-backwards chair",-10.684616088867188,topk,,"a small, grey chair facing backward",-30.020652770996094,topk,,a small grey chair facing backwards,-32.447296142578125,topk,,a small grey chair facing backwards,-9.863082885742188,topk,,a small grey chair facing backwards,-7.580133438110352,topk,
13,a grey chair facing away,-30.416868209838867,topk,,a large grey chair facing forwards ,-8.185964584350586,topk,,a large chair,-8.974446296691895,topk,,a chair facing backwards,-30.96403694152832,topk,,a large grey desk is facing forwards,-31.94394874572754,topk,,a large desk facing backwards,-6.8235764503479,topk,,"a small grey desk facing backwards,",-9.712164878845217,topk,
14,a large chair,-30.707143783569336,topk,,"a large grey chair facing forwards""",-10.170339584350586,topk,,a large red chair facing backwards,-11.49349594116211,topk,,a backwards-facing small grey chair,-31.454326629638672,topk,,a large grey desk  facing forwards,-33.3840217590332,topk,,"a large, red desk facing",-10.211036682128906,topk,,a small grey desk facing backwards in a room,-10.92146110534668,topk,
15,a large grey chair 1,-30.98451042175293,topk,,a large chair,-10.005836486816406,topk,,a large chair that is red in color and facing backwards,-12.423945426940918,topk,,"a small, gray chair facing backwards",-31.052490234375,topk,,a chair,-32.1746826171875,topk,,"a large, red desk",-4.112163543701172,topk,,a small gray desk facing backwards,-9.507861137390137,topk,
16,"a large, grey chair  facing backwards",-30.271076202392575,topk,,a small grey chair facing backwards,-9.60626983642578,topk,,a small grey chair facing backwards,-9.583340644836426,topk,,"a small, grey chair  ",-31.067890167236328,topk,,a large grey chair facing forwards,-32.18606185913086,topk,,a red desk,-10.142520904541016,topk,,"a small, grey desk facing backwards",-1.385324478149414,topk,
17,a large grey facing backwards chair,-31.120323181152344,topk,,"a large, grey chair, facing forwards",-23.06405258178711,topk,,a red chair facing away,-9.19769287109375,topk,,a small-grey-chair-facing-backwards,-32.024295806884766,topk,,a grey desk ,-32.328521728515625,topk,,a small grey desk facing backwards,-8.967973709106445,topk,,a small grey desk facing backwards,-8.955536842346191,topk,
18,a grey chair is facing backwards,-30.919469833374023,topk,,"a large, grey chair  ",-10.3125,topk,,a red chair,-4.714695930480957,topk,,"a small, grey chair is facing backwards",-30.625268936157227,topk,,"a small, grey desk facing backwards",-29.59198760986328,topk,,"a small, grey desk facing backwards",-9.103201866149902,topk,,"a small, grey desk that is facing backwards",-9.310269355773926,topk,
19,a large grey chair facing backward,-29.182737350463867,topk,,"a large, grey chair is facing forwards",-9.258846282958984,topk,,"a large red chair, facing backwards",-9.69791030883789,topk,,"a small, grey chair with its back to you",-33.119041442871094,topk,,a small grey desk facing backwards,-31.559614181518555,topk,,"a large, red desk  ",-9.971538543701172,topk,,a small grey desk ,-8.96288013458252,topk,
20,"a grey, large chair, facing backwards",-31.522476196289062,topk,,a large grey chair facing forwards,-5.060964584350586,topk,,"a large, red desk",-8.071632385253906,topk,,a grey desk,-29.759033203125,topk,,"a grey desk, facing forwards",-31.753904342651367,topk,,"a large,",-9.854369163513184,topk,,"a small, grey desk facing forwards",-8.088449478149414,topk,
