,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a red sofa, facing to the right",-30.70465660095215,topk,,"a small, red sofa  (2)",-30.123764038085938,topk,,"a small, blue sofa faces to the right",-9.55827808380127,topk,,"a small, green couch",-9.17830753326416,topk,,"a small, red desk",-24.830718994140625,topk,,a small blue desk ,-32.330467224121094,topk,,"a small, green desk",-25.559568405151367,topk,
1,"a large, red, sofa, facing, right",-32.175636291503906,topk,,"a small, red sofa facing to the right, ",-30.888961791992188,topk,,"a small, blue  sofa",-10.598668098449709,topk,,"a small, green sofa ",-9.95620822906494,topk,,"a small, red desk  (5)",-31.720993041992188,topk,,"a  small, blue desk facing to the right",-32.24180221557617,topk,,"a small, green desk facing to the left",-31.21482276916504,topk,
2,a large  red sofa,-31.001039505004883,topk,,"a small, red sofa ",-26.83634757995605,topk,,"a small, blue sofa faces right",-11.016874313354492,topk,,a small green sofa facing backwards,-5.447761058807373,topk,,"a small, red desk ",-27.494781494140625,topk,,"a small, blue desk facing to the left",-31.99420928955078,topk,,"a small, red desk",-30.625661849975582,topk,
3,a red sofa in the room,-31.61036872863769,topk,,a small red sofa facing the right,-29.821287155151367,topk,,"a small, blue couch facing to the right",-10.828956604003906,topk,,"a small, green sofa facing backwards",-9.717967987060549,topk,,a red desk facing to the right,-28.748594284057617,topk,,"a small, blue desk facing right",-30.540401458740234,topk,,"a small, green desk facing backwards in the room",-29.37364196777344,topk,
4,"a large, red facing to the right",-32.64630889892578,topk,,"a small, red sofa facing to the right of the large, red sofa",-32.61714172363281,topk,,"a small, blue sofa facing backwards",-10.172279357910156,topk,,a green sofa facing backward,-10.440093040466309,topk,,"a large, red sofa facing to the right",-31.10428047180176,topk,,"a small, blue desk  facing to the right",-29.27851104736328,topk,,"a small, green desk face backwards",-30.802146911621094,topk,
5,a large sofa facing to the right is red,-33.02653503417969,topk,,a small red sofa facing right,-28.20113754272461,topk,,"a small, blue sofa is in the room",-10.696468353271484,topk,,"a small, green sofa with its back to us",-11.327601432800291,topk,,"a small, red desk  is facing to the right",-32.556602478027344,topk,,"a small, blue desk ",-28.89712905883789,topk,,a desk facing backwards,-31.004444122314453,topk,
6,a red sofa facing the right,-31.53071403503418,topk,,"a small, red sofa",-25.03947257995605,topk,,"a small, blue sofa faced to the right",-11.15187168121338,topk,,"a small, green sofa facing the opposite direction of the others",-11.917417526245115,topk,,"a small, red desk to the right",-31.995885848999023,topk,,"a small blue desk, facing to the right",-32.16473388671875,topk,,"a small, green desk facing to the right",-31.12281990051269,topk,
7,"a large, red",-31.844221115112305,topk,,"a small, red sofa  facing to the right",-29.000577926635746,topk,,"a small, blue sofaFacing to the right",-11.444231986999512,topk,,"a small, green sofa faces backwards",-10.545125961303713,topk,,"a small, red desk is in the room",-31.64539909362793,topk,,"a small, blue desk",-26.11587905883789,topk,,"a small, green desk facing forwards",-29.592226028442383,topk,
8,"a red, large sofa facing right",-31.848299026489254,topk,,a small red sofa  facing to the right,-30.64332389831543,topk,,"a small, blue sofa",-3.5889267921447754,topk,,a green desk facing backwards,-9.110601425170898,topk,,a desk facing to the right,-32.268306732177734,topk,,a small blue desk facing right,-31.932252883911133,topk,,"a small, green desk facing backwards  (7)",-30.816560745239254,topk,
9,a red sofa ,-30.14414596557617,topk,,a small red sofa,-26.727500915527344,topk,,a blue small sofa facing to the right,-11.117305755615234,topk,,"a small, green sofa with its back facing the viewer",-12.165496826171877,topk,,"a small, red desk facing the right",-29.83319854736328,topk,,"a small, blue desk facing to the right <|user|>",-33.254234313964844,topk,,"a small, green table facing backwards",-30.60249900817871,topk,
