,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a blue chair facing left,-26.702682495117188,topk,,"a large, blue chair with its back to us",-11.121200561523438,topk,,"a large, green chair facing to the left """,-10.536142349243164,topk,,"a  small, grey chair facing forwards",-10.542976379394531,topk,,"a large blue fan, facing backwards",-30.134992599487305,topk,,a fan facing to the left,-30.072525024414062,topk,,"a small, grey fan face forwards",-31.95306205749512,topk,
1,"a large, blue chair, facing to the left",-29.72085952758789,topk,,a backwards-facing blue chair,-9.397207260131836,topk,,"a large, green chair to the left",-10.558941841125488,topk,,a chair facing forwards,-9.204471588134766,topk,,"a large fan, facing backwards",-32.43312072753906,topk,,a green chair facing to the left,-30.65237617492676,topk,,"a grey, small fan facing forwards",-30.465044021606445,topk,
2,a large blue chair ,-30.266843795776367,topk,,a blue chair facing backwards,-5.642885208129883,topk,,a small grey chair,-9.53921890258789,topk,,a grey chair ,-10.107177734375,topk,,a large blue fan facing to the left,-31.949668884277344,topk,,"a large, green chair",-31.99128150939941,topk,,"a small, grey fan is facing forwards",-30.07713508605957,topk,
3,a blue chair is facing to the left,-31.21582794189453,topk,,"a large, blue chair facing the wall",-10.580750465393066,topk,,"a large, green chair facing to the left in the room",-10.324320793151855,topk,,a grey chair facing forward,-10.215353965759276,topk,,a large blue fan ,-29.795921325683597,topk,,a large green fan to the left,-31.084306716918945,topk,,"a large, green chair",-28.72767448425293,topk,
4,"a large, blue chair 1",-30.3028564453125,topk,,"a blue chair, facing backwards",-9.963845252990724,topk,,a large blue chair facing to the left,-10.46634578704834,topk,,a small grey chair,-9.73103141784668,topk,,a small grey fan facing forwards,-29.98194694519043,topk,,a green fan faces left,-32.07587432861328,topk,,a small grey fan facing forwards,-29.13735580444336,topk,
5,a large blue chair facing to the left,-30.343711853027344,topk,,a small grey fan facing forwards,-10.015016555786133,topk,,"a large, green chair  (3)",-10.925488471984863,topk,,a small grey fan facing forwards,-9.827288627624512,topk,,a blue fan is facing backwards,-31.124439239501957,topk,,a green fan facing to the left,-31.02904319763184,topk,,a small grey chair,-29.568998336791992,topk,
6,a big blue chair facing left,-30.22092628479004,topk,,a large blue chair facing to the left,-10.61434841156006,topk,,"a large, green chair facing to the left""",-6.872080326080322,topk,,a large blue chair facing to the left,-9.296311378479004,topk,,a large fan is facing backwards,-32.2575569152832,topk,,a green fan ,-31.869747161865234,topk,,a large blue chair facing to the left,-30.627513885498047,topk,
7,a blue chair facing the left,-28.89048767089844,topk,,a large blue chair facing backward,-8.573894500732422,topk,,"a large, green chair facing to the left <|user|>",-12.082090377807615,topk,,a small grey chair facing forwards,-10.21998119354248,topk,,a blue fan facing backwards,-28.96805763244629,topk,,a large green fan facing the left,-31.2172794342041,topk,,a small grey fan  facing forwards,-30.725940704345703,topk,
8,a large chair facing to the left,-30.54352378845215,topk,,a large chair facing backwards,-8.177988052368164,topk,,a green chair,-3.7588138580322266,topk,,a small grey chair facing to the front,-10.806665420532228,topk,,"a  large, blue fan  facing backwards",-33.438018798828125,topk,,a green fan is facing to the left,-32.05998229980469,topk,,"a small, grey fan""",-30.773815155029297,topk,
9,a blue chair is facing left,-30.86966896057129,topk,,a small grey chair facing forwards,-9.017327308654783,topk,,"a large, green chair facing to the left ",-6.747080326080322,topk,,a grey chair,-10.216552734375,topk,,a blue fan in the room,-32.19187927246094,topk,,"a large, green fan, facing left",-31.9066219329834,topk,,a blue fan facing backwards,-30.494245529174805,topk,
