,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a small red chair to the right,-31.30540657043457,topk,,"a small, red chair facing the left",-7.136041641235352,topk,,a blue chair facing backwards,-33.07660675048828,topk,,"a large, grey chair ",-9.696833610534668,topk,,a small red sofa is facing left,-31.741832733154297,topk,,"a  small, blue sofa facing backwards",-10.674599647521973,topk,,a grey sofa facing forwards,-7.986654281616211,topk,
1,a red chair ,-30.81084632873535,topk,,"a small, red chair - facing to the left",-10.612585067749023,topk,,"a small, blue chair in the room",-32.11689376831055,topk,,a large grey chair faces forwards,-10.192867279052734,topk,,"a red sofa, facing to the left",-31.497652053833008,topk,,a blue chair facing backwards,-9.812588691711426,topk,,"a large, grey sofa, facing forwards",-9.379499435424805,topk,
2,a small red chair 1,-30.95522689819336,topk,,a blue chair facing backwards,-10.225629806518556,topk,,"a blue chair, facing backwards",-31.68800544738769,topk,,a large gray chair facing forwards,-9.801187515258787,topk,,"a small, red, left-facing sofa",-31.55609893798828,topk,,"a blue, small sofa facing backwards",-10.591188430786133,topk,,"a large, grey sofa",-7.927479267120361,topk,
3,a red chair is facing to the right,-31.28713035583496,topk,,a small red chair is facing to the left,-10.476442337036133,topk,,a small blue chair is facing backwards,-32.25690078735352,topk,,a chair facing forwards,-8.271207809448242,topk,,a red sofa facing left,-29.235294342041016,topk,,"a small, blue sofa with its back to us",-11.685977935791016,topk,,a small red chair facing to the left,-9.939041137695312,topk,
4,"a small, red sofa",-31.141246795654297,topk,,a small red chair facing to the left,-10.212113380432127,topk,,a blue chair that is facing backwards,-31.748628616333008,topk,,a large grey chair facing the front,-10.83807373046875,topk,,a small red sofa facing to the left,-26.25366973876953,topk,,a small blue sofa is facing backwards,-11.300653457641602,topk,,"a large, grey sofa  facing forwards",-8.481685638427734,topk,
5,a small red chair facing to the left,-32.67007064819336,topk,,a red chair facing to the left,-6.979221820831299,topk,,"a small, blue chair with its back to us",-32.63572311401367,topk,,"a large grey chair, facing forwards",-9.94335651397705,topk,,"a small, red",-31.87682342529297,topk,,"a small, blue sofa facing the back of the room",-11.92329216003418,topk,,"a large, grey sofa is facing forwards",-9.380374908447266,topk,
6,a red chair facing to the left,-31.23531913757324,topk,,"a small, red chair 2",-10.30296516418457,topk,,"a small, blue sofa facing backwards",-29.44600486755371,topk,,"a large, grey chair that is facing forwards",-9.521347999572754,topk,,"a  small, red sofa facing to the left",-31.362957000732425,topk,,"a small, blue sofa facing backwards",-11.176368713378906,topk,,a blue sofa facing backwards,-9.63370132446289,topk,
7,a small red chair,-30.279062271118164,topk,,a small red chair,-10.331220626831056,topk,,a blue sofa facing backwards,-31.16135597229004,topk,,a large grey chair facing to the front,-11.312264442443848,topk,,"a small red sofa, facing to the left",-30.574499130249023,topk,,a blue sofa facing backwards,-10.229413032531738,topk,,a small red chair,-10.273845672607422,topk,
8,a small chair,-29.859582901000977,topk,,"a small, red chair with its back to the right",-12.02530288696289,topk,,"a small, blue chair facing to the left",-31.2695426940918,topk,,a grey chair,-4.746493816375732,topk,,a small  red sofa facing to the left,-31.5335693359375,topk,,"a small, blue sofa that is facing backwards",-11.301316261291504,topk,,a large chair facing forwards,-10.328289031982422,topk,
9,a small red chair ,-29.935312271118164,topk,,"a small, red chair facing to the right",-6.713708877563477,topk,,"a small, blue chair is facing backwards",-30.55703353881836,topk,,a large grey chair,-9.950451850891112,topk,,a small red sofa facing left,-27.282684326171875,topk,,"a small, blue chair facing backwards",-8.860257148742676,topk,,"a small, red chair facing to the right",-7.64699125289917,topk,
