,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a large blue facing left chair,-31.22658348083496,topk,,"a large, blue chair with its back to us",-11.558250427246094,topk,,"a large, green, chair facing to the left",-33.18562316894531,topk,,a grey chair ,-31.613037109375,topk,,"a large, blue fan that is facing backwards",-30.82086181640625,topk,,a fan facing to the left,-30.072525024414062,topk,,"a grey, small fan facing forwards",-30.465044021606445,topk,
1,a blue chair facing left,-30.47913360595703,topk,,a backwards-facing blue chair,-9.397207260131836,topk,,"a large, green, facing-left chair",-33.638145446777344,topk,,a grey chair facing forward,-31.721214294433597,topk,,a blue fan is facing backwards,-30.693328857421875,topk,,"a large, green chair",-31.99128150939941,topk,,"a small, grey fan is facing forwards",-29.86940574645996,topk,
2,"a large, blue chair, facing to the left",-29.720848083496094,topk,,a blue chair facing backwards,-5.642885208129883,topk,,"a large, green, left-facing chair",-32.4642219543457,topk,,a small grey chair,-24.62484741210937,topk,,a small grey fan facing forwards,-29.98373031616211,topk,,a large green fan to the left,-31.084306716918945,topk,,a small grey fan facing forwards,-25.54354476928711,topk,
3,a large blue chair ,-30.266843795776367,topk,,"a large, blue chair facing the wall",-10.013510704040527,topk,,"a large, green chair",-23.18098258972168,topk,,a small grey fan facing forwards,-31.33788681030273,topk,,"a large, blue fan in the room",-31.753995895385746,topk,,a green fan faces left,-32.07587432861328,topk,,a small grey fan  facing forwards,-30.734376907348636,topk,
4,a blue chair is facing to the left,-31.559816360473636,topk,,a large blue chair facing to the left,-10.586806297302246,topk,,a large green chair facing the left,-32.79339599609375,topk,,"a small, grey chair  (4)",-32.99470520019531,topk,,a blue fan facing backwards,-27.82721900939941,topk,,a green fan facing to the left,-27.71837043762207,topk,,a large blue chair facing to the left,-30.627513885498047,topk,
5,"a large, blue chair 1",-30.3028564453125,topk,,a large blue chair facing backward,-8.573894500732422,topk,,a large blue chair facing to the left,-31.148571014404297,topk,,"a small, grey chair in the room",-32.150997161865234,topk,,"a large, blue fan is in the room",-30.98566246032715,topk,,a green fan ,-31.869747161865234,topk,,"a large, green chair",-31.260475158691406,topk,
6,a large blue chair facing to the left,-26.667160034179688,topk,,"a large, blue chair facing the opposite direction of the other chairs",-12.924695014953612,topk,,"a large green chair, facing to the left",-32.28076171875,topk,,a grey chair,-31.722412109375,topk,,a blue fan in the room,-31.22864532470703,topk,,a large green fan facing the left,-30.69911766052246,topk,,"a small, grey fan""",-30.773815155029297,topk,
7,a big blue chair facing left,-30.22092628479004,topk,,a small grey chair facing forwards,-9.017327308654783,topk,,a large green chair is facing left,-32.962303161621094,topk,,"a small, grey chair",-28.53974914550781,topk,,"a large, blue fan",-24.68512344360352,topk,,a green fan is facing to the left,-32.05998229980469,topk,,a small grey chair facing forwards,-30.90312957763672,topk,
8,a blue chair facing the left,-31.39080047607422,topk,,"a large, blue chair facing to the right",-9.762097358703612,topk,,a large green chair facing left,-33.35987091064453,topk,,a small chair,-29.419490814208984,topk,,a large fan facing backwards,-30.25951194763184,topk,,"a large, green fan, facing left",-32.26051330566406,topk,,a blue fan facing backwards,-30.494245529174805,topk,
9,a large chair facing to the left,-29.722639083862305,topk,,a blue fan facing backwards,-9.904139518737791,topk,,"a chair that is green, large, and facing left",-34.01963806152344,topk,,"a small, gray chair facing forwards",-30.932058334350582,topk,,a large fan,-29.627426147460938,topk,,"a large, green fan  facing to the left",-30.299657821655277,topk,,a green chair,-30.89169311523437,topk,
10,a large blue chair is facing left,-31.15386962890625,topk,,a large blue chair facing backwards ,-8.864595413208008,topk,,"a chair, green, large, facing, left",-33.34070587158203,topk,,"a small, grey chair that is facing forwards",-31.2478084564209,topk,,"a large, blue fan  (5)",-31.13817024230957,topk,,"a small, grey fan facing forwards",-31.29459953308105,topk,,a small grey fan facing forward,-29.296964645385746,topk,
