,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a grey chair facing backwards is in the room,-9.981523513793944,topk,,"a large, grey chair facing forwards'",-30.879295349121094,topk,,"a large, red chair",-25.17547035217285,topk,,"a small, gray chair facing backwards",-31.03639030456543,topk,,"a large, grey desk in the room",-10.764116287231444,topk,,a red desk facing backward,-31.317419052124023,topk,,"a small, grey desk facing forwards",-29.979528427124023,topk,
1,"a grey, large chair, facing backwards",-9.522634506225586,topk,,a large,-31.690235137939453,topk,,a large,-30.68383026123047,topk,,a large grey chair facing backwards,-31.615467071533203,topk,,"a small, grey desk facing forwards",-10.427655220031738,topk,,a large,-31.6547908782959,topk,,"a small, grey desk ",-28.607154846191406,topk,
2,a grey chair facing backwards ,-7.794899940490723,topk,,a grey chair,-31.21598625183105,topk,,"a large, red chair, facing backwards, in the room",-34.19043731689453,topk,,"a small, grey chair faces backwards",-31.69215202331543,topk,,a large,-10.61365032196045,topk,,a large red desk facing backward,-32.018646240234375,topk,,"a small, grey desk, facing backwards",-30.18136215209961,topk,
3,"a grey chair, facing backwards",-8.029589653015137,topk,,a large chair facing forwards,-29.16298484802246,topk,,"a large, red chair""",-31.47234535217285,topk,,"a small, grey chair turned away",-31.88213157653809,topk,,"a large grey desk, facing forwards",-10.00869083404541,topk,,"a large, red desk facing",-32.17045593261719,topk,,"a small, grey desk facing backwards",-23.245153427124023,topk,
4,a large grey chair ,-7.997931480407715,topk,,"a large, grey chair facing forwards",-23.832420349121094,topk,,a small red chair,-31.476619720458984,topk,,a small grey facing backwards chair,-31.281673431396484,topk,,a chair facing forwards,-10.353559494018556,topk,,a large desk,-30.823883056640625,topk,,"a small, gray desk facing backwards",-31.80310440063477,topk,
5,a chair facing backwards,-6.550819396972656,topk,,"a large, grey chair facing forwards;",-31.082420349121094,topk,,a chair facing backwards,-31.72233772277832,topk,,a chair facing backwards,-30.97787475585937,topk,,"a small, grey desk facing backwards",-8.037030220031738,topk,,"a small, grey desk facing backwards",-29.768611907958984,topk,,"a small grey desk, facing backwards",-31.34349250793457,topk,
6,"a large, grey chair facing forwards",-7.737041473388672,topk,,"a large grey chair, facing forwards",-31.829242706298828,topk,,"a large, grey chair facing forwards",-31.722658157348636,topk,,"a large, grey chair facing forwards",-29.433351516723636,topk,,"a large, grey desk face forwards",-9.82133960723877,topk,,a desk facing backwards,-30.54095268249512,topk,,a small desk,-31.51922035217285,topk,
7,a grey chair ,-8.7521390914917,topk,,"a large, grey chair",-26.374496459960938,topk,,"a large, red chair-facing backwards",-31.637779235839844,topk,,a backwards-facing small grey chair,-31.48057556152344,topk,,"a large, grey desk faced forwards",-10.504546165466309,topk,,"a large, red desk is facing backwards",-31.28236198425293,topk,,a chair facing backwards,-31.923131942749023,topk,
8,a large grey chair is facing backwards,-8.885272979736328,topk,,"a large, grey chair is facing forwards",-31.265649795532227,topk,,"a large, red chair facing the opposite direction of the other chairs",-35.48542022705078,topk,,a small grey chair facing forwards,-31.61407852172852,topk,,"a large, grey desk ",-6.428572654724121,topk,,"a large, red desk  facing backwards",-30.217458724975582,topk,,"a large, grey chair facing forwards",-30.992586135864254,topk,
9,a large grey chair 1,-9.27064609527588,topk,,"a large,",-31.842796325683597,topk,,"a large, red chair (3)",-31.7907772064209,topk,,"a large, grey chair",-31.3020076751709,topk,,"a large, grey chair facing forwards",-8.609620094299316,topk,,a chair facing backwards,-30.81062126159668,topk,,a small grey desk that is facing backwards,-32.35948944091797,topk,
