,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a large, grey chair ",-28.607345581054688,topk,,"a large, grey chair ",-7.0326995849609375,topk,,"a large, grey chair facing backwards",-31.472658157348636,topk,,"a small, grey chair facing backwards ",-9.582191467285156,topk,,"a  large, grey desk  facing forwards",-32.197601318359375,topk,,a large desk,-8.874666213989258,topk,,"a large, grey chair facing backwards",-30.898836135864254,topk,
1,a grey chair ,-30.39471435546875,topk,,a large gray chair facing forwards,-10.281970977783203,topk,,a large red desk,-31.75751495361328,topk,,"a small, grey chair that is facing backwards",-8.507916450500488,topk,,a grey desk facing forward,-31.234941482543945,topk,,a desk facing backwards,-8.591733932495117,topk,,"a small, grey desk is facing backwards",-30.839460372924805,topk,
2,"a large, grey chair facing backwards",-28.65062522888184,topk,,a grey chair facing forward,-10.10227394104004,topk,,a red desk facing backwards,-31.91667938232422,topk,,"a small, grey chair facing backwards""",-10.949378967285156,topk,,a chair facing forwards,-31.84574508666992,topk,,"a large, red desk, facing backwards",-7.320404052734375,topk,,"a small, grey desk facing backwards is object 7",-31.90278434753418,topk,
3,"a grey chair facing backwards, large",-31.498653411865234,topk,,a large grey chair that is facing forwards,-10.66531753540039,topk,,"a large, red",-32.465309143066406,topk,,"a large, grey chair facing backwards",-7.212647914886475,topk,,a large desk,-29.442184448242188,topk,,a red desk facing backwards,-9.303783416748049,topk,,"a small, grey desk ",-28.607154846191406,topk,
4,"a grey chair facing backwards, large in size",-30.92755126953125,topk,,"a large, grey chair facing backwards",-9.19752025604248,topk,,a large chair facing backwards,-31.413896560668945,topk,,a small grey chair,-8.499876976013184,topk,,"a large grey desk facing forwards""",-31.58265686035156,topk,,"a large, red chair facing backwards",-7.491929054260254,topk,,"a small, grey desk  facing backwards",-30.94140243530273,topk,
5,a large chair facing backwards,-31.360332489013672,topk,,a large grey chair facing the front,-9.826529502868652,topk,,a grey chair,-32.40353012084961,topk,,"a grey, small chair facing backwards",-11.46145725250244,topk,,"a large, grey  desk facing forwards",-32.25640106201172,topk,,"a large, red desk that is facing backwards",-9.65986156463623,topk,,a grey desk facing backwards,-30.3944149017334,topk,
6,a backwards grey chair,-29.025775909423828,topk,,"a large grey chair, facing forwards",-10.187499046325684,topk,,a small red chair,-31.476619720458984,topk,,"a small, grey chair in the room",-11.007577896118164,topk,,a forward-facing grey desk,-32.08109664916992,topk,,"a large, red desk facing backward",-7.471238136291504,topk,,"a small, grey chair",-30.63879776000977,topk,
7,"a large, grey chair, facing backwards",-29.49313735961914,topk,,"a large, grey chair that is facing forwards",-8.917179107666016,topk,,a large chair that is red in colour and facing backwards,-34.89289093017578,topk,,a small grey chair ,-8.124876976013184,topk,,a desk ,-32.30506134033203,topk,,"a large, red desk facing backwards in the room",-7.873364448547363,topk,,"a small, grey desk facing backwards""",-28.51456451416016,topk,
8,a large grey chair backwards,-30.58566665649414,topk,,a forward-facing grey chair,-10.290105819702148,topk,,a  red  chair  facing  backwards,-32.62738037109375,topk,,a grey desk facing backwards,-9.974930763244627,topk,,"a large desk, facing forwards",-32.21890640258789,topk,,"a large, red desk facing backwards  (6)",-9.33455753326416,topk,,"a small, grey desk facing backwards,",-29.74893951416016,topk,
9,a grey chair that is facing backwards,-31.520814895629883,topk,,a backwards grey chair,-10.332893371582031,topk,,"a small, red chair facing backwards",-32.36656188964844,topk,,a small chair facing backwards,-7.786143779754639,topk,,a grey chair,-31.2240047454834,topk,,"a large, red desk facing backwards""",-6.002732276916504,topk,,"a small, grey desk facing backwards ",-27.41300201416016,topk,
