,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a small blue fan facing to the left,-24.9349308013916,topk,,"a small, blue fan facing to the left",-9.738136291503906,topk,,"a small, blue fan facing to the left",-29.912792205810547,topk,,"a small, blue fan facing to the left",-8.426106452941895,topk,,a small green sofa facing left,-27.69000625610352,topk,,a large blue sofa is facing to the left,-31.445680618286133,topk,,"a large, red sofa facing forwards",-30.432823181152344,topk,
1,a fan facing to the left,-30.707555770874023,topk,,a fan facing to the left,-9.724227905273438,topk,,a big blue fan facing left,-31.81095314025879,topk,,"a large, red fan facing the opposite direction of the others",-11.844640731811523,topk,,a green small sofa facing to the left,-31.57233619689941,topk,,"a small, blue fan facing to the left",-32.38883972167969,topk,,"a small, blue fan facing to the left",-30.745445251464844,topk,
2,"a small blue fan, facing left",-29.353174209594727,topk,,"a small, green fan (2)",-10.245269775390623,topk,,"a large, blue fan-facing to the left",-31.748994827270508,topk,,a large fan that is red in color and facing backwards,-10.504462242126465,topk,,a green couch facing left,-30.7510986328125,topk,,"a large, blue couch",-31.49802017211914,topk,,a large sofa facing backwards,-28.32720375061035,topk,
3,"a small fan, blue in color, facing left",-31.16267967224121,topk,,"a small, green fan, facing left",-10.687211990356444,topk,,"a large, blue fan faced to the left",-32.02085876464844,topk,,"a small, green fan facing to the left",-7.6016526222229,topk,,"a small, green couch",-31.596267700195312,topk,,a large blue sofa  facing to the left,-31.443140029907227,topk,,a large red sofa facing backward,-30.365840911865234,topk,
4,a small blue fan is facing left,-30.91303253173828,topk,,"a small, green fan",-5.0812530517578125,topk,,"a small, green fan",-30.62790870666504,topk,,a red fan that is facing backwards,-8.598814964294434,topk,,a small sofa,-31.222450256347656,topk,,"a  large, blue sofa facing to the left",-31.29966354370117,topk,,"a large, red sofa is facing backwards",-29.76905632019043,topk,
5,a small fan facing left,-28.87307929992676,topk,,"a small, green fan facing to the left",-4.670270919799805,topk,,"a  large, blue fan facing to the left",-31.21611213684082,topk,,a large red fan facing backward,-8.643402099609375,topk,,"a small, green fan facing to the left",-32.330997467041016,topk,,"a small, green fan facing to the left",-32.94281005859375,topk,,a red sofa facing backwards,-30.237865447998047,topk,
6,a small blue fan is in the room,-30.97418785095215,topk,,a green fan facing to the left,-6.055664539337158,topk,,"a large, blue fan faces to the left",-30.647048950195312,topk,,"a large, red fan facing backward",-7.921419143676758,topk,,a small green sofa  facing to the left,-31.08115577697754,topk,,a large blue sofa facing to left,-34.28624725341797,topk,,"a large, red sofa facing to the right",-31.457904815673828,topk,
7,a blue fan on the left,-29.613664627075195,topk,,a green fan ,-8.99312686920166,topk,,"a large, blue fan, facing left",-31.47275924682617,topk,,"a large, red fan",-3.865566492080689,topk,,a small green sofa is facing left,-32.37730407714844,topk,,"a large, blue fan",-32.06833267211914,topk,,"a large, red sofa facing to the left",-30.889123916625977,topk,
8,"a small blue fan""",-30.54359436035156,topk,,a green fan in the room,-10.27581787109375,topk,,"a large, blue fan facing left",-28.993087768554688,topk,,a backwards red fan,-8.216596603393555,topk,,a blue sofa facing to the left,-30.312856674194336,topk,,a large Blue sofa facing to the left,-33.43629455566406,topk,,"a large, red sofa faces backwards",-31.263437271118164,topk,
9,a small fan that is blue in color and facing to the left,-31.48649406433105,topk,,a small green fan facing the left,-8.877323150634766,topk,,"a large, blue fan is facing to the left",-30.08476448059082,topk,,"a red, large fan",-8.33418083190918,topk,,a little green sofa facing to the left,-31.901775360107425,topk,,a large blue sofa in the room,-33.30586242675781,topk,,a red sofa facing backward,-31.26078414916992,topk,
