,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a red sofa, facing to the right",-30.77066993713379,topk,,a small red couch,-32.2572021484375,topk,,"a small, blue sofa faces to the right",-31.12955093383789,topk,,"a small, green sofa ",-30.41527366638184,topk,,"a small, red desk",-24.922313690185547,topk,,a small blue desk ,-32.362335205078125,topk,,"a small, green desk",-25.59611320495605,topk,
1,"a large, red, sofa, facing, right",-32.16875076293945,topk,,a little red couch,-32.36792755126953,topk,,"a small, blue  sofa",-32.17870330810547,topk,,a small green sofa facing backwards,-24.956905364990234,topk,,"a small, red desk  (5)",-31.8254337310791,topk,,"a small, blue desk (6)",-33.16939926147461,topk,,"a small, green desk facing to the left",-30.34288787841797,topk,
2,a large  red sofa,-30.99051094055176,topk,,a little red sofa facing to the right,-32.23358917236328,topk,,"a small, blue sofa faces right",-32.94835662841797,topk,,"a small, green sofa facing backwards",-30.22172737121582,topk,,"a small, red desk ",-27.570751190185547,topk,,"a small, blue desk to the right",-32.69204330444336,topk,,"a small, green sofa facing backwards",-30.55512237548828,topk,
3,"a large, red sofa facing to the right",-23.392505645751957,topk,,"a small, red desk",-32.41930389404297,topk,,"a small, blue couch facing to the right",-32.46459197998047,topk,,a green sofa facing backward,-30.96062469482422,topk,,"a large, red sofa facing to the right",-31.2595157623291,topk,,"a small, blue desk facing to  the right",-33.27976608276367,topk,,"a small, green desk facing backwards in the room",-29.395864486694336,topk,
4,"a large, red sofa is in the room",-31.17656517028809,topk,,"a small, red",-31.691123962402344,topk,,"a small, blue sofa faced to the right",-32.05751037597656,topk,,"a small, green sofa with its back to us",-31.82529067993164,topk,,"a small, red desk face to the right",-31.92021369934082,topk,,"a small, blue  desk facing to the right",-32.68314743041992,topk,,a desk facing backwards,-30.127174377441406,topk,
5,"a large, red sofa  facing to the right",-29.552234649658203,topk,,a red sofa facing the right,-32.25334930419922,topk,,"a small, blue sofa is in the room",-32.27933120727539,topk,,"a small, green sofa facing the opposite direction of the others",-32.41285705566406,topk,,"a small, red desk to the right",-32.09013366699219,topk,,"a  small, blue desk facing to the right",-33.38422775268555,topk,,"a small, green desk facing to the right",-31.119020462036133,topk,
6,"a large, red sofa, facing to the right",-29.33238410949707,topk,,"a small, red, sofa, facing to the right",-34.0252799987793,topk,,"a small, blue sofaFacing to the right",-32.47397994995117,topk,,"a small, green sofa faces backwards",-30.745288848876957,topk,,"a small, red desk is in the room",-31.725717544555664,topk,,"a small, blue desk that faces to the right",-32.61823654174805,topk,,"a small, green desk facing forwards",-31.17162132263184,topk,
7,a red sofa ,-30.181140899658203,topk,,a ,-32.16270446777344,topk,,"a small, blue sofa",-34.54902267456055,topk,,a green desk facing backwards,-29.697473526000977,topk,,a desk facing to the right,-31.52329635620117,topk,,"a small, blue desk facing to the left",-31.972021102905277,topk,,"a small, green desk facing the wall",-31.2443790435791,topk,
8,a red sofa facing to the right ,-31.08872604370117,topk,,"a large, red sofa facing to the right",-31.49313163757324,topk,,"a small, blue sofa facing right",-30.16399955749512,topk,,"a small, green sofa with its back facing the viewer",-32.24398422241211,topk,,"a small, blue desk",-30.638233184814453,topk,,"a small, blue desk facing right",-30.666656494140625,topk,,"a small, green table facing backwards",-30.598573684692383,topk,
9,"a large, red couch",-31.54737663269043,topk,,"a small, red sofa",-22.456748962402344,topk,,"a small, blue sofa face to the right",-33.54508209228516,topk,,a green sofa is facing backwards,-30.636615753173828,topk,,a blue desk,-32.10308074951172,topk,,"a small, blue desk  facing to the right",-29.3330020904541,topk,,"a small, green desk facing backwards;",-30.647571563720703,topk,
