,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a blue chair facing left,-30.43228912353516,topk,,"a large, blue chair with its back to us",-11.558547973632812,topk,,"a large, green chair facing the left",-7.730265140533447,topk,,"a  small, grey chair facing forwards",-32.04883575439453,topk,,"a large fan, facing backwards",-32.43312072753906,topk,,a fan facing to the left,-8.174089431762695,topk,,"a small, grey fan face forwards",-31.43442916870117,topk,
1,"a large, blue chair, facing to the left",-29.79255485534668,topk,,a backwards-facing blue chair,-9.397207260131836,topk,,a green chair to the left,-9.222468376159668,topk,,a grey chair ,-31.613037109375,topk,,a small grey fan facing forwards,-29.98373031616211,topk,,a green chair facing to the left,-7.925682067871094,topk,,"a grey, small fan facing forwards",-30.465044021606445,topk,
2,a large blue chair ,-30.27722930908203,topk,,a blue chair facing backwards,-5.642885208129883,topk,,a green chair facing to the left,-5.344257831573486,topk,,a grey chair facing forward,-31.020023345947266,topk,,a large fan is facing backwards,-32.2575569152832,topk,,"a large, green chair",-10.092843055725098,topk,,a chair facing forwards,-31.518314361572266,topk,
3,a large blue chair 1,-30.808490753173828,topk,,"a large, blue chair facing the wall",-10.013510704040527,topk,,"a large, green chair facing to the left, object 3 in the room",-13.804208755493164,topk,,"a small, grey chair, facing forwards, in a room",-36.672664642333984,topk,,a backwards-facing blue fan,-32.31388854980469,topk,,a large green fan to the left,-9.185870170593262,topk,,"a small, grey fan is facing forwards",-29.86940574645996,topk,
4,"a large, blue chair 1",-30.34461212158203,topk,,a small grey fan facing forwards,-10.015016555786133,topk,,a small grey chair,-9.53921890258789,topk,,a small grey chair,-31.23689079284668,topk,,a green fan facing to the left,-31.932844161987305,topk,,a small grey fan facing forwards,-10.178692817687988,topk,,a small grey fan facing forwards,-29.13735580444336,topk,
5,a large blue chair facing to the left,-30.953893661499023,topk,,a large blue chair facing to the left,-9.489763259887695,topk,,a large green chair facing left,-6.349880695343018,topk,,"a small, grey chair  (4)",-32.990421295166016,topk,,"a  large, blue fan  facing backwards",-34.578128814697266,topk,,a green fan faces left,-10.177435874938965,topk,,"a large, green chair",-31.260475158691406,topk,
6,"a large, blue chair facing to the left in the room",-30.848981857299805,topk,,a large blue chair facing backward,-10.501033782958984,topk,,a large green chair facing the left,-8.089706420898438,topk,,a large blue chair facing to the left,-31.859716415405277,topk,,"a large, blue  fan facing backwards",-32.84947204589844,topk,,a green chair,-8.872733116149902,topk,,a large blue chair facing to the left,-30.627513885498047,topk,
7,a big blue chair facing left,-30.970216751098636,topk,,"a large, blue chair facing the opposite direction of the other chairs",-12.91221046447754,topk,,"a large, green chair facing to the left in the room",-10.31847858428955,topk,,"a small, grey chair is facing forwards in the room",-33.19951248168945,topk,,a large fan facing backwards,-32.11329650878906,topk,,a green fan facing to the left,-9.732895851135254,topk,,a small grey fan  facing forwards,-31.2807674407959,topk,
8,a large blue chair facing left in the room,-31.008634567260746,topk,,a small grey chair facing forwards,-9.017327308654783,topk,,"a large, green chair facing to the left, object 3",-11.266101837158203,topk,,"a small, grey chair in the room",-31.571435928344727,topk,,a large fan,-29.627426147460938,topk,,a green fan ,-9.971309661865234,topk,,"a small, grey fan""",-30.773815155029297,topk,
9,a large chair facing to the left,-29.74082374572754,topk,,"a large, blue chair facing to the right",-9.750653266906738,topk,,"a large, green chair facing to the left""",-6.904540061950684,topk,,a small grey chair facing forwards,-30.944664001464844,topk,,a backwards blue fan,-32.455753326416016,topk,,a large green fan facing the left,-9.318840980529783,topk,,a small grey chair facing forwards,-30.066164016723636,topk,
10,a blue chair is facing left,-30.799182891845703,topk,,a blue fan facing backwards,-9.904139518737791,topk,,"a large, green chair ",-9.525808334350586,topk,,"a small, grey chair, facing forwards, in the room",-34.918331146240234,topk,,"a large, blue chair facing to the left",-30.53939437866211,topk,,a green fan is facing to the left,-10.161547660827637,topk,,a blue fan facing backwards,-31.332014083862305,topk,
11,a large blue chair,-30.38660430908203,topk,,a large blue chair facing backwards ,-8.864595413208008,topk,,"a large, green chair facing left",-9.047126770019531,topk,,a small grey chair facing forward,-29.748855590820312,topk,,a  blue fan facing backwards,-32.51442337036133,topk,,"a large, green fan, facing left",-10.362077713012695,topk,,"a small, grey chair",-30.41483688354492,topk,
12,"a chair, blue, large, facing left",-31.131595611572266,topk,,a chair facing backwards,-6.383200168609619,topk,,a green chair,-5.750042915344238,topk,,a small grey chair facing to the front,-32.312522888183594,topk,,a  blue fan,-32.595924377441406,topk,,"a large, green fan  facing to the left",-10.303142547607422,topk,,a grey fan is facing forwards,-31.42168617248535,topk,
13,a large chair,-30.833742141723636,topk,,"a large, blue fan",-9.160401344299316,topk,,"a large, green chair""",-9.76799488067627,topk,,a grey chair,-31.722412109375,topk,,"a small, grey fan facing forwards",-29.45097541809082,topk,,a large green fan facing to the left ,-10.131428718566896,topk,,"a small grey fan, facing forwards",-30.68111991882324,topk,
14,"a large, blue chair facing to the left",-24.91722869873047,topk,,"a large blue chair facing backwards,",-9.958345413208008,topk,,"a large, green chair facing to the left ",-6.771727561950684,topk,,"a small, grey chair facing the front",-33.14122772216797,topk,,"a large, blue chair facing backwards",-31.97261619567871,topk,,"a large, green fan facing to the left",-7.152453422546387,topk,,"a small, grey fan ",-28.648815155029297,topk,
15,"a large, blue chair facing to the left;",-31.13597869873047,topk,,a blue chair is facing backwards,-9.96674919128418,topk,,"a large, green chair facing to the left is object 3",-10.78936004638672,topk,,"a small, grey chair",-31.831209182739254,topk,,a small grey fan,-32.20600128173828,topk,,"a small, grey fan facing forwards",-9.396161079406738,topk,,"a large, blue chair facing to the left",-28.04489517211914,topk,
16,a large blue chair facing left,-26.03743553161621,topk,,"a large blue chair, facing backwards",-10.072158813476562,topk,,a large blue chair,-8.878101348876953,topk,,a small grey chair is facing forwards,-32.97244644165039,topk,,a blue fan,-26.01354217529297,topk,,"a large, green fan facing the left",-8.34818172454834,topk,,"a small, grey fan facing forwards",-27.66787338256836,topk,
17,"a large, blue chair is facing to the left",-31.129070281982425,topk,,"a large, blue chair, facing backwards",-10.92502498626709,topk,,a large chair,-9.679609298706056,topk,,"a small, gray chair facing forwards",-31.69871711730957,topk,,"a large, blue, backwards-facing fan",-32.51404571533203,topk,,"a large, green fan facing left",-8.750833511352539,topk,,a fan facing forwards,-29.751731872558597,topk,
18,a large chair facing left,-30.549455642700195,topk,,"a large, blue chair facing backward",-9.423527717590332,topk,,a green chair facing the left,-7.689412117004394,topk,,"a small, grey chair that is facing forwards",-33.50384521484375,topk,,a small fan facing forwards,-32.23666000366211,topk,,"a large green fan facing to the left""",-10.014241218566896,topk,,"a large, blue fan facing backwards",-31.562644958496094,topk,
19,"a large blue chair facing left""",-30.92806053161621,topk,,"a large, blue chair facing downwards",-10.122098922729492,topk,,"a large, blue chair facing to the left",-8.87596321105957,topk,,"a large, blue chair facing to the left",-28.6372013092041,topk,,"a blue, large fan facing backwards",-32.283843994140625,topk,,"a  large, green fan facing to the left",-10.107476234436035,topk,,"a large, green fan",-27.07759666442871,topk,
20,a blue chair ,-31.07651901245117,topk,,"a large, blue chair facing to the left",-8.469403266906738,topk,,"a large, green chair facing to the left is object 3 in the room",-12.062822341918944,topk,,"a small, grey chair is facing forwards",-32.8119010925293,topk,,a large blue fan,-25.121442794799805,topk,,a green fan facing the left,-8.459006309509277,topk,,"a small, grey fan faces forwards",-30.55799674987793,topk,
21,"a large blue chair, facing to the left",-31.099538803100582,topk,,"a chair, blue, large, facing backwards",-10.370341300964355,topk,,"a large, green fan facing to the left",-9.767858505249023,topk,,"a grey, small chair facing forwards",-30.367639541625977,topk,,"a small, blue fan facing backwards",-32.97401428222656,topk,,"a large, green fan is facing to the left",-9.385794639587402,topk,,a small grey fan,-30.22809600830078,topk,
22,"a large, blue chair facing the left",-31.063669204711918,topk,,"a large, blue, backwards-facing chair",-10.719366073608398,topk,,"a green chair, facing left",-9.146686553955078,topk,,"a small, grey chair, facing forwards",-36.87071990966797,topk,,a green fan,-32.7463493347168,topk,,"a large, green fan, facing to the left",-7.756532669067383,topk,,a small grey fan faces forwards,-31.353002548217773,topk,
23,a large blue chair facing the left,-28.07666015625,topk,,"a large, blue fan facing backwards",-7.328916072845459,topk,,"a large, green chair facing to the left'",-9.334227561950684,topk,,"a small, grey chair faces forwards",-31.25044631958008,topk,,"a large,",-31.611984252929688,topk,,a large green chair facing to the left,-10.463457107543944,topk,,"a small, grey fan  facing forwards",-29.655370712280277,topk,
24,a chair facing left,-30.34075736999512,topk,,"a small, grey fan facing forwards",-9.119476318359377,topk,,a green chair ,-8.835980415344238,topk,,a small grey fan,-28.16856575012207,topk,,"a large fan, blue in color, facing backwards",-32.95695495605469,topk,,a green fan to the left,-7.895723342895508,topk,,a small fan facing forwards,-29.121553421020508,topk,
25,a large blue chair facing left ,-29.91243553161621,topk,,"a large, blue chair facing backwards",-8.336953163146973,topk,,a large green chair facing to the left,-5.745577335357666,topk,,a grey chair is facing forwards,-31.179643630981445,topk,,"a  large, blue fan facing backwards",-32.0085563659668,topk,,a green fan,-9.861934661865234,topk,,a small gray fan facing forwards,-30.64476203918457,topk,
