,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, green desk",-28.81482315063477,topk,,a green desk facing right,-8.265849113464355,topk,,"a large, green desk facing forwards'",-30.78353500366211,topk,,"a large, grey desk, facing to the left",-32.32671356201172,topk,,"a small, green desk chair facing to the right",-30.1825008392334,topk,,"a large, green chair that is facing forwards",-32.207149505615234,topk,,"a large, grey chair ",-7.268211364746094,topk,
1,"a small, green desk facing to the right",-33.183387756347656,topk,,"a small green desk, facing to the right",-9.679259300231934,topk,,"a large, green table",-30.32022857666016,topk,,"a large, grey desk  (4)",-32.60283660888672,topk,,"a small, green desk",-30.780038833618164,topk,,a green chair facing to the left,-33.165504455566406,topk,,a grey chair ,-10.841251373291016,topk,
2,"a green desk, facing forwards",-29.993602752685547,topk,,"a small, green desk facing the right",-7.345382690429687,topk,,"a small, green desk",-28.737905502319336,topk,,"a large, grey chair facing to the left",-30.64040756225586,topk,,"a small, green chair  ",-30.95035552978516,topk,,a chair facing forwards,-30.89220428466797,topk,,"a large, grey chair faces to the left",-10.699753761291504,topk,
3,"a small, green desk facing forwards",-27.502275466918945,topk,,"a small, green desk  (2)",-10.456719398498535,topk,,"a large, green desk facing forwards;",-30.86166000366211,topk,,"a large, grey desk face to the left",-31.346458435058597,topk,,"a small, green desk facing to the right",-29.356050491333008,topk,,"a large, green chair",-27.05831718444824,topk,,"a large, grey chair facing to the left",-1.2551113367080688,topk,
4,"a small, green, desk, facing, forwards",-31.675336837768555,topk,,"a small, green desk",-4.502737998962402,topk,,"a large, green desk facing forwards  (3)",-31.533809661865234,topk,,"a small, green desk facing forwards",-33.0095329284668,topk,,"a small, green chair",-24.90348052978516,topk,,"a large, green chair ",-30.00362968444824,topk,,"a grey, large chair facing to the left",-11.530961990356444,topk,
5,a small desk facing forwards in the room,-30.654052734375,topk,,"a small, green desk (2)",-10.007192611694336,topk,,a large green desk is facing forwards,-31.17318344116211,topk,,"a large, grey desk",-25.36273193359375,topk,,"a small, green desk facing forwards",-31.757740020751957,topk,,"a large, green chair  facing forwards",-30.951478958129883,topk,,a grey chair,-10.841251373291016,topk,
6,a desk facing forwards,-30.39456558227539,topk,,a desk facing to the right,-6.753542423248291,topk,,"a large, green desk facing forwards  ",-31.42416000366211,topk,,a grey desk facing the left,-30.89167213439941,topk,,"a small, green chair 5",-30.895492553710938,topk,,"a large, green chair is facing forwards",-31.776220321655277,topk,,a large grey chair,-10.71613883972168,topk,
7,"a small, green desk 1",-29.82156181335449,topk,,"a small, green desk faced to the right",-9.65573787689209,topk,,"a large, green desk ",-30.518604278564453,topk,,a green desk,-30.928442001342773,topk,,a small green chair ,-31.59814453125,topk,,a green chair is facing forwards,-32.696868896484375,topk,,a large grey chair facing to the left,-6.16890811920166,topk,
8,a small green desk facing the front,-30.852951049804688,topk,,"a small, green desk, facing to the right",-7.679799556732178,topk,,"a large, green desk  (3)",-31.414081573486328,topk,,a grey table,-31.33964157104492,topk,,a green chair facing the right,-30.20379638671875,topk,,"a large, green chair facing the camera",-33.394500732421875,topk,,"a large, grey chair facing the left",-8.381858825683594,topk,
9,a small green desk  facing forwards,-29.85384178161621,topk,,"a small, green desk, facing right",-10.209324836730955,topk,,"a large, green desk facing forwards 3",-31.65097427368164,topk,,a grey desk facing to the left,-29.48974609375,topk,,"a small, green chair is facing to the right",-30.06395530700684,topk,,a green chair facing forward,-32.99689483642578,topk,,a large chair facing to the left,-9.12690544128418,topk,
10,a small green desk ,-29.439624786376957,topk,,"a small, green desk that is facing to the right",-10.122845649719238,topk,,"a large, green desk that is facing forwards",-31.71663856506348,topk,,a grey chair facing to the left,-31.70619010925293,topk,,a small green chair facing the right,-30.67616081237793,topk,,"a large, green chair that faces forwards",-33.41900634765625,topk,,a grey desk facing to the left,-10.202138900756836,topk,
11,"a small, green desk is facing forwards",-30.186302185058597,topk,,a green desk facing to the right,-10.227686882019045,topk,,a green desk,-26.753211975097656,topk,,"a large, grey desk facing left",-29.88469696044922,topk,,"a small, green chair in the room",-31.333721160888672,topk,,a large chair facing forwards,-30.49567413330078,topk,,"a large, grey chair face to the left",-10.360734939575195,topk,
12,a green table,-30.50546646118164,topk,,a small green desk to the right,-9.648717880249023,topk,,a desk facing forwards,-29.97249794006348,topk,,"a large, grey desk  ",-31.06585693359375,topk,,a small green chair facing to the right,-27.355701446533203,topk,,"a large, green chair facing the front",-33.16817855834961,topk,,"a large, grey chair facing left",-8.964140892028809,topk,
13,"a small green desk, facing forwards",-31.1132755279541,topk,,"a small, green desk turned to the right",-9.2550687789917,topk,,"a large, green desk  ",-30.784229278564453,topk,,a large grey desk ,-31.411985397338867,topk,,"a small, green chair to the right",-29.745004653930664,topk,,"a large, green chair, facing forwards",-30.815261840820312,topk,,a grey chair facing to the left,-10.416281700134276,topk,
