,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a blue chair facing left,-4.805221557617188,topk,,"a large, blue chair  facing backwards",-9.678905487060549,topk,,"a large, green chair facing to the left",-29.86285400390625,topk,,"a large, green chair facing to the left",-30.110332489013672,topk,,"a large,",-31.611984252929688,topk,,"a large, green chair facing to the left",-29.2988395690918,topk,,"a large, green chair facing to the left",-28.956693649291992,topk,
1,a big blue chair facing left,-8.333407402038574,topk,,"a large,",-10.181204795837402,topk,,"a large,",-32.137306213378906,topk,,"a small, grey chair, facing forwards",-32.465171813964844,topk,,a blue fan is facing backwards,-33.27429962158203,topk,,"a large, green fan facing to the left'",-30.87957191467285,topk,,"a grey, small fan facing forwards",-31.05877113342285,topk,
2,a blue chair to the left,-8.821592330932617,topk,,"a large, blue chair facing the opposite direction of the other chairs",-12.92329216003418,topk,,"a large, green chair that is facing to the left",-34.427093505859375,topk,,"a small, grey chair  facing forwards",-31.062156677246094,topk,,"a large, blue chair",-32.65113830566406,topk,,"a large, green fan  facing to the left",-30.299945831298828,topk,,a large blue fan facing backwards,-30.976173400878903,topk,
3,"a large, blue chair, facing to the left, in the room",-11.94613552093506,topk,,a large blue fan facing backwards,-10.318493843078612,topk,,a chair facing to the left,-31.09864044189453,topk,,a grey chair,-26.791994094848636,topk,,a large blue fan,-25.121442794799805,topk,,"a large, green fan facing to the left;",-31.801448822021484,topk,,"a small grey fan facing forwards""",-30.51999282836914,topk,
4,a large blue chair facing left in the room,-9.324881553649902,topk,,"a large, blue chair backwards",-10.070840835571287,topk,,"a chair, green, large",-31.22873878479004,topk,,"a small, grey chair faces forwards",-31.25044631958008,topk,,a blue chair,-32.2952766418457,topk,,a large green fan to the left,-31.084142684936523,topk,,a small grey fan is facing forwards,-30.742023468017575,topk,
5,a blue chair is facing to the left,-9.26054859161377,topk,,"a large, blue chair is facing backwards",-8.866229057312012,topk,,"a large, green chair to the left",-32.12354278564453,topk,,a small grey fan facing forwards,-28.78441047668457,topk,,"a large, blue",-32.70817184448242,topk,,a large fan facing to the left,-29.442365646362305,topk,,a small gray fan facing forwards,-30.64476203918457,topk,
6,"a blue, large chair facing left",-9.29578685760498,topk,,"a large, blue, backwards-facing chair",-10.331975936889648,topk,,"a large, green chair""",-31.332447052001957,topk,,a small grey chair facing forwards ,-29.54082679748535,topk,,a blue fan facing to the right,-33.24407196044922,topk,,"a large, green fan facing to the left""",-28.37957191467285,topk,,"a small, grey fan ",-28.648815155029297,topk,
7,"a large, blue chair facing left",-9.457154273986816,topk,,"a large, blue chair facing backwards",-8.336953163146973,topk,,a large green chair facing the left,-29.654157638549805,topk,,a small grey chair facing to the front,-32.322959899902344,topk,,a blue fan is in the room,-32.01430130004883,topk,,a large green fan,-32.016624450683594,topk,,a small grey fan facing forwards ,-29.40280532836914,topk,
8,"a blue chair, facing to the left",-9.19174098968506,topk,,a blue chair facing backward,-9.908510208129885,topk,,a large green chair is facing to the left,-32.06141662597656,topk,,a small-grey-chair-facing-forwards,-32.449581146240234,topk,,"a  large, blue fan  facing backwards",-32.579158782958984,topk,,a small grey fan facing forwards,-32.07712936401367,topk,,"a small, grey fan is facing forwards",-30.07655334472656,topk,
9,"a large, blue chair  facing to the left",-8.599767684936523,topk,,"a large, blue chair facing forwards",-8.731473922729492,topk,,a big green chair facing left,-32.04012680053711,topk,,a small chair facing forwards,-29.43719482421875,topk,,"a large, blue chair facing backwards",-31.06303596496582,topk,,"a fan, green",-32.19859313964844,topk,,a small grey fan facing forwards,-25.53561782836914,topk,
