,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a large blue facing left chair,-9.335210800170898,topk,,"a large, blue chair with its back to us",-11.482524871826172,topk,,"a large, green chair facing the left",-30.12790298461914,topk,,"a  small, grey chair facing forwards",-10.480945587158203,topk,,"a large blue fan, facing backwards",-8.789493560791016,topk,,a fan facing to the left,-30.116453170776367,topk,,"a grey, small fan facing forwards",-30.469463348388672,topk,
1,a blue chair facing left,-9.293926239013672,topk,,a backwards-facing blue chair,-9.273862838745115,topk,,"a large, green chair to the left",-32.171363830566406,topk,,a grey chair ,-10.08551788330078,topk,,"a large, blue fan that is facing backwards",-9.483110427856444,topk,,"a large, green fan facing to the right",-33.441261291503906,topk,,"a small, grey fan is facing forwards",-30.057876586914062,topk,
2,"a large, blue chair, facing to the left",-7.761825084686279,topk,,a blue chair facing backwards,-5.642209053039551,topk,,"a large, green chair",-26.09982681274414,topk,,a grey chair facing forward,-9.483600616455078,topk,,a large blue fan ,-8.489652633666992,topk,,"a large, green chair",-32.041648864746094,topk,,a large blue chair facing to the left,-30.63096618652344,topk,
3,a large blue chair ,-8.369614601135254,topk,,"a large, blue chair facing the wall",-10.508193969726562,topk,,a large green chair facing the left,-29.698240280151367,topk,,a small grey chair,-3.119060754776001,topk,,a small grey fan facing forwards,-8.579723358154297,topk,,a large green fan to the left,-31.091642379760746,topk,,"a small, grey fan""",-30.733539581298828,topk,
4,a blue chair is facing to the left,-9.294703483581545,topk,,"a blue chair, facing backwards",-10.414745330810549,topk,,a large green chair facing left,-30.30364418029785,topk,,"a small, grey chair  (4)",-11.454713821411133,topk,,a large blue fan facing backwards ,-9.231520652770996,topk,,a green chair,-28.972957611083984,topk,,a small grey chair facing forwards,-30.02680015563965,topk,
5,"a large, blue, facing-left chair",-10.139283180236816,topk,,a small grey fan facing forwards,-10.047563552856444,topk,,a small grey chair,-31.048364639282227,topk,,a large blue chair facing to the left,-9.387823104858398,topk,,"a large, blue fan is in the room",-9.675492286682127,topk,,a blue fan facing backwards,-32.25911331176758,topk,,a grey fan facing forward,-30.876739501953125,topk,
6,"a large, blue chair 1",-9.460929870605469,topk,,a large blue chair facing to the left,-10.645737648010254,topk,,"a large green chair, facing to the left",-32.294166564941406,topk,,"a small, grey chair in the room",-10.610400199890137,topk,,"a large, blue fan",-3.34827733039856,topk,,"a large, green fan on the left side of the room",-38.96150207519531,topk,,"a small, grey fan facing forwards'",-29.923364639282227,topk,
7,a large blue chair facing to the left,-8.412943840026855,topk,,a large blue chair facing backward,-8.585329055786133,topk,,"a large, green chair  (3)",-32.55088424682617,topk,,a grey chair,-10.16364288330078,topk,,a large fan facing backwards,-8.890925407409668,topk,,a green fan facing to the left,-31.75360870361328,topk,,a blue fan facing backwards,-30.470539093017575,topk,
8,a big blue chair facing left,-9.09671688079834,topk,,a large blue chair facing away,-10.499391555786133,topk,,"a large, green chair ",-29.16232681274414,topk,,"a small, grey chair",-4.223635196685791,topk,,a large fan,-8.316731452941895,topk,,a green fan ,-31.948925018310547,topk,,a grey chair,-30.292688369750977,topk,
9,a blue chair facing the left,-7.032345771789551,topk,,a large chair facing backwards,-8.130202293395996,topk,,"a large, green chair facing left",-28.99697494506836,topk,,a little grey chair,-9.293535232543944,topk,,"a large, blue fan face",-9.14515209197998,topk,,a large green fan facing the left,-30.827754974365234,topk,,"a small, grey chair",-30.477108001708984,topk,
10,a large chair facing to the left,-7.803346633911133,topk,,a small grey chair facing forwards,-8.943998336791992,topk,,"a chair that is large, green, and facing to the left",-33.42208480834961,topk,,"a small, gray chair facing forwards",-9.434814453125,topk,,"a large, blue fan facing backward",-8.04344367980957,topk,,a green fan is facing to the left,-32.13991928100586,topk,,"a large, blue fan",-27.371204376220703,topk,
11,a large blue chair is facing left,-8.896448135375977,topk,,"a large, blue chair facing the opposite direction of the other chairs",-12.869362831115724,topk,,a green chair,-25.285171508789062,topk,,"a small, grey chair that is facing forwards",-9.699678421020508,topk,,"a large, blue fan  (5)",-9.75714111328125,topk,,"a large, green fan, facing left",-32.21100616455078,topk,,"a small, grey fan ",-28.647602081298828,topk,
12,a blue chair is facing left,-9.29804229736328,topk,,"a large, blue chair facing to the right",-10.712884902954102,topk,,"a large, green chair""",-31.67272186279297,topk,,"a large, blue chair facing to the left",-7.226907730102539,topk,,"a large, blue chair facing to the left",-9.762757301330566,topk,,"a large, green fan  facing to the left",-30.21434783935547,topk,,"a large, blue chair facing to the left",-28.947938919067383,topk,
13,a large blue chair,-8.478989601135254,topk,,"a large, blue chair facing",-10.512328147888184,topk,,a large green chair is facing to the left,-32.27714157104492,topk,,"a small, grey fan ",-10.374560356140137,topk,,a big blue fan,-9.56171417236328,topk,,"a large, green fan on the left",-32.509422302246094,topk,,"a small, grey fan facing forwards is in the room",-30.804052352905277,topk,
14,"a large, blue chair facing left",-9.480478286743164,topk,,a chair facing backwards,-6.358206748962402,topk,,"a large chair, green in color, facing to the left",-33.112091064453125,topk,,"a small, grey chair is facing forwards",-11.30138111114502,topk,,"a large, blue fan facing backwards",-1.9028185606002808,topk,,"a small, grey fan facing forwards",-31.34621238708496,topk,,"a large, green fan facing to the left",-27.201980590820312,topk,
15,"a chair, blue, large, facing left",-9.955588340759276,topk,,"a large, blue fan",-9.152986526489258,topk,,a large chair,-31.29498291015625,topk,,"a small, grey fan facing forwards",-6.116641998291016,topk,,"a small, grey fan facing forwards",-6.722718715667725,topk,,"a large, green fan facing to the left",-32.45907211303711,topk,,"a small, grey fan facing forwards",-24.048364639282227,topk,
16,a large chair,-8.910737037658691,topk,,a blue chair is facing backwards,-10.318370819091797,topk,,"a large, blue chair facing to the left",-30.50452423095703,topk,,"a small, grey chair, facing forwards",-8.441412925720215,topk,,"a large, blue fan facing forwards",-8.63719367980957,topk,,"a large, green fan facing the left",-30.312108993530277,topk,,a fan facing forwards,-29.73688316345215,topk,
17,a blue chair facing left ,-8.728261947631836,topk,,"a large blue chair, facing backwards",-10.00382137298584,topk,,"a large, green fan facing to the left",-31.362157821655277,topk,,"a grey, small chair facing forwards",-8.80646800994873,topk,,"a large, blue fan facing to the left",-9.70135498046875,topk,,a green fan turned to the left,-32.197837829589844,topk,,"a large, green fan",-30.082015991210938,topk,
18,"a large, blue chair facing to the left",-6.011998653411865,topk,,a backwards large blue chair,-10.479754447937012,topk,,"a small, grey fan facing forwards",-32.10429000854492,topk,,"a small, grey chair faces forwards",-9.744112968444824,topk,,a blue fan,-4.70754861831665,topk,,"a  large, green fan facing to the left",-32.0781364440918,topk,,"a small, grey fan faces forwards",-30.53579330444336,topk,
19,"a large chair, blue in color, facing to the left",-10.727310180664062,topk,,"a large, blue chair, facing backwards",-10.773197174072266,topk,,"a chair, green, large, facing left",-32.63250732421875,topk,,"a large, blue chair facing backwards",-10.53614616394043,topk,,a large blue fan is facing backwards,-9.927234649658203,topk,,a green fan facing the left,-30.43268394470215,topk,,a small grey fan,-30.238325119018555,topk,
20,a large blue chair facing left,-7.848156929016113,topk,,"a large, blue chair facing backward",-8.254515647888184,topk,,a big green chair facing left,-31.951414108276367,topk,,a small grey fan,-6.641975402832031,topk,,"a large, blue fan""",-9.55140209197998,topk,,"a large, green fan, facing to the left",-29.31826400756836,topk,,a small fan facing forwards,-29.078826904296875,topk,
21,"a large, blue chair is facing to the left",-9.170278549194336,topk,,"a large, blue chair facing downwards",-10.090453147888184,topk,,"a chair, green, facing left",-32.636173248291016,topk,,a grey small chair facing forwards,-10.549955368041992,topk,,a fan facing backwards,-8.073902130126953,topk,,"a large fan, green",-32.01871109008789,topk,,"a small, grey fan  facing forwards",-30.40964126586914,topk,
22,a blue chair facing left in the room,-9.25681495666504,topk,,"a large, blue chair facing to the left",-9.259170532226562,topk,,a large chair facing left,-31.888540267944336,topk,,"a small, grey chair that faces forwards",-10.66522979736328,topk,,a large blue fan,-5.528714656829834,topk,,"a large, green fan (6)",-32.23103332519531,topk,,a small gray fan facing forwards,-30.606414794921875,topk,
23,a large chair facing left,-7.801301956176758,topk,,"a chair, blue, large, facing backwards",-10.37164306640625,topk,,a large green chair facing to the left,-29.78421211242676,topk,,"a small, grey chair  ",-10.19238567352295,topk,,a fan,-7.874917984008789,topk,,a large green chair facing to the left,-32.38551330566406,topk,,"a large, green chair facing to the left",-29.983123779296875,topk,
24,a blue chair ,-9.197781562805176,topk,,"a large, blue fan facing backwards",-7.301149368286133,topk,,"a large, green chair facing to the left",-23.37231063842773,topk,,a grey chair is facing forwards,-9.853863716125488,topk,,a green fan,-9.437725067138672,topk,,a green fan to the left,-31.53082847595215,topk,,a small grey fan ,-30.105512619018555,topk,
25,"a large blue chair, facing to the left",-8.809556007385254,topk,,"a small, grey fan facing forwards",-9.042550086975098,topk,,"a small, grey chair facing forwards",-31.33270072937012,topk,,a small grey facing forwards chair,-10.375448226928713,topk,,"a large, blue fan faces backwards",-9.770224571228027,topk,,a green fan,-31.831737518310547,topk,,a small grey fan facing forwards in the room,-30.729494094848636,topk,
26,"a large, blue chair facing the left",-6.642221450805664,topk,,"a large, blue chair facing backwards",-8.2518310546875,topk,,"a large, green chair  facing to the left",-31.8516788482666,topk,,"a large, green chair facing to the left",-8.683402061462402,topk,,"a large, blue fan  ",-9.33265209197998,topk,,"a large, green chair facing to the left",-29.318002700805664,topk,,"a small, grey fan, facing forwards",-30.07198143005371,topk,
27,a large blue chair facing the left,-8.566666603088379,topk,,a blue fan,-9.207756996154783,topk,,"a large, green chair that is facing to the left",-32.38261032104492,topk,,a grey fan,-8.818243026733398,topk,,"a  large, blue fan",-9.05874252319336,topk,,"a green fan, facing left",-31.300405502319336,topk,,"a small, grey fan facing forwards ",-27.188989639282227,topk,
28,"a blue chair, facing to the left",-9.201106071472168,topk,,"a large, blue chair is facing backwards",-8.77744197845459,topk,,"a large green chair, facing left",-32.50705337524414,topk,,"a small, grey chair ",-6.918947696685791,topk,,a large blue fan facing backwards in the room,-9.756806373596191,topk,,a large fan facing left,-31.87552070617676,topk,,"a small, grey chair facing forwards",-28.39750099182129,topk,
29,a large blue chair is facing to the left,-9.264426231384276,topk,,a chair,-9.64047145843506,topk,,a chair facing left,-31.037132263183597,topk,,"a small, grey chair facing forwards",-1.9276705980300903,topk,,"a large, blue fan 5",-9.342811584472656,topk,,a large green fan facing to the left,-30.991270065307617,topk,,a small grey fan facing forwards ,-30.93778610229492,topk,
30,"a blue, large chair facing left",-9.908435821533203,topk,,a fan facing backwards,-10.276103973388672,topk,,a large chair that is green in color and facing to the left,-33.412376403808594,topk,,"a small, grey chair""",-10.03613567352295,topk,,"a large, blue fan, facing backwards",-7.853899002075195,topk,,"a large, green fan in the room",-32.46768951416016,topk,,"a small, grey fan facing forwards""",-27.868677139282227,topk,
31,a chair facing left,-9.337574005126951,topk,,"a large, blue chair facing the left",-10.521756172180176,topk,,a chair that is green and large,-31.54610824584961,topk,,a small gray chair facing forwards,-9.141091346740724,topk,,"a large, blue fan  facing backwards",-9.28571319580078,topk,,a fan facing left,-31.926925659179688,topk,,"a small, grey fan facing forwards is object 7",-31.375450134277344,topk,
