,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, green desk",-28.81482315063477,topk,,a green desk facing right,-29.60959815979004,topk,,a green desk facing forward,-31.130128860473636,topk,,"a large desk, facing to the left",-32.890968322753906,topk,,"a small, green chair (5)",-32.19643020629883,topk,,"a large, green chair facing forwards <|user|>",-33.274417877197266,topk,,"a large, grey chair ",-29.289697647094727,topk,
1,"a small, green desk facing to the right",-31.58697509765625,topk,,"a small green desk, facing to the right",-31.41037368774414,topk,,"a large, green table",-31.456058502197266,topk,,"a large, grey desk, facing to the left",-34.61421203613281,topk,,"a small, green desk chair facing to the right",-30.1826114654541,topk,,"a large, green chair facing forwards;",-32.270362854003906,topk,,a grey chair ,-32.862735748291016,topk,
2,"a green desk, facing forwards",-29.355234146118164,topk,,"a small, green desk facing the right",-28.68913078308105,topk,,"a small, green desk",-30.832210540771484,topk,,"a large, grey desk;",-32.15972137451172,topk,,"a small, green desk facing the right",-32.12410354614258,topk,,a chair facing forwards,-30.89220428466797,topk,,"a large, grey chair faces to the left",-32.25440216064453,topk,
3,"a small, green desk facing forwards",-28.381874084472656,topk,,"a small, green desk  (2)",-31.80047035217285,topk,,a large green desk is facing forwards,-31.17318344116211,topk,,"a large, grey desk  (4)",-32.57870864868164,topk,,"a small, green desk",-30.780038833618164,topk,,"a large, green chair",-27.05831718444824,topk,,"a large, grey chair facing to the left",-23.27659797668457,topk,
4,"a small desk, facing forwards",-30.429298400878903,topk,,"a small, green desk",-25.84648895263672,topk,,a large green desk facing to the front,-31.6950740814209,topk,,"a small, green desk facing to the right",-33.17203521728516,topk,,"a small, green chair  ",-30.95035552978516,topk,,"a large, green chair ",-30.00362968444824,topk,,"a grey, large chair facing to the left",-32.91656494140625,topk,
5,a small desk in the room,-30.89643859863281,topk,,"a small, green desk facing  to the right",-31.89422607421875,topk,,"a green desk, facing forwards",-31.4792594909668,topk,,"a large, grey chair facing to the left",-30.570558547973636,topk,,"a small, green desk facing to the left",-32.9217643737793,topk,,"a large, green chair  facing forwards",-30.951478958129883,topk,,"a small, green desk facing forwards",-32.98537063598633,topk,
6,a desk facing forwards,-28.89951515197754,topk,,"a small, green desk (2)",-31.35094451904297,topk,,"a small, green desk facing forwards",-30.076845169067383,topk,,"a large, grey desk face to the left",-31.34656524658203,topk,,"a small, green desk facing to the right",-28.00692176818848,topk,,"a large, green chair is facing forwards",-31.51034927368164,topk,,a grey chair,-32.862735748291016,topk,
7,a small green desk facing the front,-30.852951049804688,topk,,a small green desk on the right,-31.626007080078125,topk,,"a large, green desk ",-27.768604278564453,topk,,"a small, green desk facing forwards",-31.077808380126957,topk,,"a large, grey chair facing to the left",-31.395591735839844,topk,,"a large, green chair facing forwards """,-32.176612854003906,topk,,a large grey chair,-32.73762512207031,topk,
8,"a small, green desk 1",-30.96588897705078,topk,,a desk facing to the right,-28.097291946411133,topk,,"a large, green desk  (3)",-31.42915725708008,topk,,"a large, grey desk",-25.36284446716309,topk,,"a small, green chair",-24.90348052978516,topk,,"a large, green chair facing forwards  (6)",-33.20849609375,topk,,"a large, grey chair;",-33.000633239746094,topk,
9,a small green desk  facing forwards,-29.85384178161621,topk,,"a small, green desk faced to the right",-30.999486923217773,topk,,"a large, green desk that is facing forwards",-31.73199462890625,topk,,"a large, grey desk in the room",-32.694580078125,topk,,"a small, green desk facing forwards",-30.95690155029297,topk,,"a large, green chair facing forwards'",-31.301610946655277,topk,,a large grey chair facing to the left,-31.805126190185547,topk,
10,a green desk facing forwards,-31.02179336547852,topk,,"a small, green desk, facing to the right",-29.02355194091797,topk,,a green desk,-28.724477767944336,topk,,a grey chair facing to the left,-31.70619010925293,topk,,"a small, green chair 5",-30.876829147338867,topk,,"a large, green chair facing forwards in the room",-33.99663162231445,topk,,a grey chair facing left,-32.80693054199219,topk,
11,a small green desk ,-29.439624786376957,topk,,"a small, green desk, facing right",-31.923768997192383,topk,,"a large, green desk in the room",-32.18980026245117,topk,,"a large, grey desk facing left",-30.705760955810547,topk,,a green chair facing the right,-30.20379638671875,topk,,a large chair facing forwards,-30.49567413330078,topk,,"a large, grey chair facing the left",-31.20860481262207,topk,
12,"a small, green desk is facing forwards",-30.186302185058597,topk,,"a small, green desk on the right side of the room",-33.20291519165039,topk,,a desk facing forwards,-30.97017478942871,topk,,"a large, grey desk  ",-31.06596946716309,topk,,"a small, green chair is facing to the right",-30.064451217651367,topk,,"a large, green chair facing forwards in a room with other objects",-35.7188720703125,topk,,a large chair facing to the left,-31.14839172363281,topk,
13,"a small green desk, facing forwards",-28.993427276611328,topk,,"a small, green desk that is facing to the right",-31.858760833740234,topk,,"a large, green desk facing to the left",-32.770416259765625,topk,,a green desk facing forwards,-32.01666641235352,topk,,"a small, green chair in the room",-31.333721160888672,topk,,"a large, green chair facing forwards in a room with 7 objects",-35.84481430053711,topk,,a grey desk facing to the left,-32.2236213684082,topk,
14,"a small desk, green",-29.975122451782227,topk,,a green desk facing to the right,-28.28473472595215,topk,,a green desk facing forwards,-27.442628860473636,topk,,a large grey desk ,-31.40428733825684,topk,,"a small, green chair to the right",-29.745004653930664,topk,,"a large, green chair, facing forwards",-31.23600006103516,topk,,"a large, grey chair face to the left",-32.38222122192383,topk,
15,"a small, green desk - facing forwards",-30.90093421936035,topk,,a small green desk to the right,-29.99437141418457,topk,,"a large, green desk  ",-30.784229278564453,topk,,"a large, grey desk facing the left",-30.611717224121094,topk,,a chair facing to the right,-30.31224250793457,topk,,"a large, green chair facing forwards to distinguish from other objects",-34.69048309326172,topk,,"a large, grey chair facing left",-30.088775634765625,topk,
16,"a small, green desk  (1)",-30.972442626953125,topk,,"a small, green desk turned to the right",-31.23566055297852,topk,,"a large, green desk",-28.341981887817383,topk,,"a large, green desk facing forwards",-30.329025268554688,topk,,"a small, green chair faced to the right",-31.24440193176269,topk,,a large chair,-32.64768981933594,topk,,a grey desk chair facing to the left,-33.212772369384766,topk,
17,a small green desk,-30.205249786376957,topk,,a small green desk ,-31.570911407470703,topk,,a large green desk  facing forwards,-31.658588409423828,topk,,"a large, grey desk ",-28.19096946716309,topk,,"a small, green chair facing right",-28.65704917907715,topk,,"a large green chair facing forwards""",-32.38261795043945,topk,,"a large, grey chair to the left",-31.55731010437012,topk,
18,"a small, green, desk facing forwards",-30.200529098510746,topk,,"a small, green desk faces to the right",-32.0477409362793,topk,,"a large, green desk facing to the right",-32.55812454223633,topk,,"a  large, grey desk",-31.05205345153809,topk,,"a small, green chair, facing to the right",-29.079370498657227,topk,,"a large, green chair facing forwards, ",-32.6737174987793,topk,,a grey chair facing to the left,-31.558927536010746,topk,
19,"a small, green desk that is facing forwards",-31.12810516357422,topk,,"a small, green desk facing right",-28.718168258666992,topk,,a green table,-30.39552116394043,topk,,a grey desk,-26.34081077575684,topk,,"a  small, green chair facing to the right",-31.405635833740234,topk,,a green desk chair facing forwards,-32.026458740234375,topk,,a large grey chair ,-32.76106262207031,topk,
20,a small green desk facing forwards,-29.05748748779297,topk,,"a small, green desk turning to the right",-31.17188262939453,topk,,"a large, green desk facing forwards",-26.233491897583008,topk,,"a large desk, grey in color, facing to the left",-35.52251052856445,topk,,"a green, small chair facing to the right",-31.629987716674805,topk,,"a large, green desk chair facing forwards",-31.555774688720703,topk,,"a large, grey chair  facing to the left",-31.042068481445312,topk,
21,"a small, green, desk, facing forwards",-30.747705459594727,topk,,"a large, green desk facing to the right",-29.42464637756348,topk,,a large green desk ,-30.16192626953125,topk,,"a large, grey desk to the left",-31.44521713256836,topk,,a green desk chair facing to the right,-31.68995857238769,topk,,"a large, green desk facing forwards",-30.941713333129883,topk,,"a large, grey chair, facing to the left",-31.00542640686035,topk,
22,"a small, green desk  facing forwards",-28.458391189575195,topk,,a small green desk turned to the right,-32.01519775390625,topk,,a large green desk facing the front,-31.502174377441406,topk,,a large green desk facing to the right,-32.374881744384766,topk,,"a small, green chair;",-31.84879302978516,topk,,a large green chair facing forwards,-32.47636795043945,topk,,"a large, grey chair  ",-32.274070739746094,topk,
23,a small green desk facing to the right,-31.126108169555664,topk,,a desk facing right,-30.37592887878418,topk,,"a large, green desk  facing forwards",-29.180797576904297,topk,,"a large, grey desk faced to the left",-31.849681854248047,topk,,"a small, green chair  facing to the right",-29.435678482055664,topk,,"a large, green chair faces forwards",-32.6265869140625,topk,,a green chair facing forwards,-32.38623046875,topk,
24,a small green facing forwards desk,-30.530412673950195,topk,,"a small, green desk to the right",-28.3480167388916,topk,,a large green table,-30.71719741821289,topk,,a large grey desk,-28.75584983825684,topk,,"a small, green chair facing to the right",-22.219980239868164,topk,,"a large, green chair facing forwards 6",-34.293251037597656,topk,,"a large, grey, chair facing to the left",-32.951454162597656,topk,
25,"a green, small desk facing forwards",-28.291940689086918,topk,,"a  small, green desk facing to the right",-31.4287109375,topk,,"a large, green desk, facing forwards",-31.774126052856445,topk,,a desk,-29.855091094970703,topk,,"a small, green chair that is facing to the right",-31.009849548339844,topk,,a large green chair facing to the left,-32.64100646972656,topk,,"a large, grey chair""",-32.750633239746094,topk,
26,a small green desk facing to the left,-31.18387031555176,topk,,a small green desk facing the right,-29.303760528564453,topk,,"a green, large desk facing forwards",-31.14507102966309,topk,,a large grey desk facing the left,-31.930423736572266,topk,,a little green chair facing to the right,-31.83435440063477,topk,,"a large, green chair facing forwards in a room",-33.024662017822266,topk,,"a large, grey chair 7",-32.557525634765625,topk,
27,"a small, green desk (1)",-31.027050018310547,topk,,"a small, green desk with its front facing to the right",-32.87312698364258,topk,,a large green desk facing to the right,-31.2888240814209,topk,,"a large, grey desk facing to the left",-24.32282066345215,topk,,"a small, green chair that faces to the right",-31.77825164794922,topk,,"a large, green chair facing to the left",-31.840240478515625,topk,,"a large, grey chair is facing to the left",-31.76492500305176,topk,
28,"a small, green desk in front",-31.26473045349121,topk,,"a small, green desk facing to  the right",-32.430702209472656,topk,,a small green desk facing forwards,-30.20753288269043,topk,,a large grey desk facing left,-29.541576385498047,topk,,a small green desk facing to the right,-32.21855926513672,topk,,a large green chair facing to the right,-32.45350646972656,topk,,"a large, grey desk facing to the left",-32.91899490356445,topk,
29,"a small, green desk in the room",-29.88337516784668,topk,,a small desk facing to the right,-28.557191848754883,topk,,"a large, green desk faces forwards",-30.79057502746582,topk,,"a large, grey desk  facing to the left",-31.042274475097656,topk,,"a small, green chair - facing to the right",-32.798248291015625,topk,,"a large, green chair facing forwards",-24.379735946655277,topk,,"a large, grey chair on the left",-32.9931526184082,topk,
30,a desk,-30.16376495361328,topk,,a small green desk facing to the right,-30.751148223876957,topk,,a desk,-30.15216445922852,topk,,a large gray desk,-31.252573013305664,topk,,a small chair facing to the right,-30.040075302124023,topk,,a large green chair facing forwards in the room,-32.04623794555664,topk,,"a  large, grey chair facing to the left",-31.769405364990234,topk,
