,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, green desk",-28.81482315063477,topk,,a green desk facing right,-29.60959815979004,topk,,a green desk facing forward,-31.130128860473636,topk,,"a large desk, facing to the left",-32.88702774047852,topk,,"a small, green chair (5)",-32.19643020629883,topk,,"a large, green chair that is facing forwards",-32.635372161865234,topk,,"a large, grey chair ",-7.268211364746094,topk,
1,"a small, green desk facing to the right",-31.57943344116211,topk,,"a small green desk, facing to the right",-31.40309333801269,topk,,"a large, green table",-31.43646240234375,topk,,a large desk,-32.45572662353516,topk,,"a small, green desk",-30.780038833618164,topk,,a green chair facing to the left,-33.165504455566406,topk,,a grey chair ,-10.841251373291016,topk,
2,"a green desk, facing forwards",-29.993602752685547,topk,,"a small, green desk facing the right",-28.68913459777832,topk,,"a small, green desk",-30.832210540771484,topk,,"a small, green desk facing to the right",-32.129295349121094,topk,,"a small, green chair  ",-30.95035552978516,topk,,a chair facing forwards,-30.89220428466797,topk,,"a large, grey chair faces to the left",-10.699823379516602,topk,
3,a small green desk facing forwards is in the room,-30.6893253326416,topk,,"a small, green desk",-29.30742645263672,topk,,a large green desk is facing forwards,-31.17318344116211,topk,,"a large, grey chair facing to the left",-30.6394157409668,topk,,"a small, green desk facing to the left",-32.053802490234375,topk,,"a large, green chair",-27.05831718444824,topk,,"a grey, large chair facing to the left",-11.530961990356444,topk,
4,"a small, green desk facing forwards",-28.377504348754883,topk,,"a small, green desk facing to the right",-27.589025497436523,topk,,a large desk,-28.28951835632324,topk,,"a small, green desk facing forwards",-31.077808380126957,topk,,"a small, green desk facing to the right",-28.00692749023437,topk,,"a large, green chair ",-30.00362968444824,topk,,"a small, green desk facing forwards",-10.963884353637695,topk,
5,a small green desk facing forwards 1,-31.3093204498291,topk,,a desk facing to the right,-28.097291946411133,topk,,a large green desk facing to the front,-32.3175048828125,topk,,a grey chair,-32.95890045166016,topk,,"a large, grey chair facing to the left",-31.395591735839844,topk,,"a large, green chair  facing forwards",-30.951478958129883,topk,,a grey chair,-10.841251373291016,topk,
6,a desk facing forwards,-28.89951515197754,topk,,"a small, green desk faced to the right",-30.99926376342773,topk,,"a small, green desk facing forwards",-30.076845169067383,topk,,a large grey chair,-31.699737548828125,topk,,"a small, green chair",-24.90348052978516,topk,,"a large, green chair is facing forwards",-31.51034927368164,topk,,a large grey chair,-10.71613883972168,topk,
7,"a small, green desk 1",-29.82156181335449,topk,,"a small, green desk, facing to the right",-29.41492080688477,topk,,"a large, green desk ",-30.518604278564453,topk,,"a large, grey desk",-23.66344451904297,topk,,"a small, green desk facing forwards",-30.95690155029297,topk,,a green chair is facing forwards,-33.065067291259766,topk,,"a large, grey chair;",-10.979147911071776,topk,
8,a small green desk facing the front,-30.852951049804688,topk,,a small green desk facing right,-27.786136627197266,topk,,"a large desk, facing forwards",-31.419456481933597,topk,,a grey chair facing left,-32.6232795715332,topk,,a small green chair ,-31.59814453125,topk,,"a large, green chair facing the camera",-33.394500732421875,topk,,a large grey chair facing to the left,-9.783639907836914,topk,
9,a small green desk  facing forwards,-29.85384178161621,topk,,"a small, green desk that is facing to the right",-31.466596603393555,topk,,a large desk facing forward,-31.309425354003903,topk,,a grey table,-32.24879837036133,topk,,"a small, green chair 5",-32.098079681396484,topk,,"a large, green chair that faces forwards",-32.96944808959961,topk,,a grey chair facing left,-10.785446166992188,topk,
10,"a small, green desk facing forwards ",-31.36100006103516,topk,,a green desk facing to the right,-28.28473472595215,topk,,"a large, green desk  (3)",-32.175270080566406,topk,,a large gray desk facing to the left,-32.27116775512695,topk,,a green chair facing the right,-30.20379638671875,topk,,a large chair facing forwards,-31.99806022644043,topk,,"a large, grey chair facing the left",-8.381858825683594,topk,
11,a small green desk ,-29.439624786376957,topk,,a small green desk to the right,-29.99437141418457,topk,,"a large, green desk that is facing forwards",-31.725709915161133,topk,,a grey desk facing to the left,-31.307601928710938,topk,,"a small, green chair is facing to the right",-30.389631271362305,topk,,"a large, green chair facing the front",-32.24424362182617,topk,,a large chair facing to the left,-9.12690544128418,topk,
12,"a small, green desk is facing forwards",-30.186302185058597,topk,,"a small, green desk turned to the right",-30.598819732666016,topk,,"a large, green desk in the room",-32.18806076049805,topk,,a green desk,-32.936187744140625,topk,,a small green chair facing the right,-29.93309783935547,topk,,"a large, green chair, facing forwards",-30.815261840820312,topk,,"a large, grey chair face to the left",-10.361360549926758,topk,
13,a green table,-30.50546646118164,topk,,a small green desk ,-31.570911407470703,topk,,"a large desk, facing forwards, green",-32.204097747802734,topk,,a grey chair facing to the left,-32.527496337890625,topk,,"a small, green chair in the room",-32.06946563720703,topk,,"a large, green chair facing to the right",-36.11229705810547,topk,,"a large, grey chair facing left",-8.067288398742676,topk,
14,"a small green desk, facing forwards",-29.4101505279541,topk,,"a small, green desk faces to the right",-31.587146759033203,topk,,"a large, green desk facing to the left",-31.95305061340332,topk,,a green desk facing forwards,-32.01666641235352,topk,,a small green chair facing to the right,-30.162158966064453,topk,,a large chair,-32.64768981933594,topk,,a grey chair facing to the left,-9.537443161010742,topk,
15,"a small desk, green, facing forwards",-31.55870819091797,topk,,"a small, green desk facing right",-28.718172073364254,topk,,a green desk facing forwards,-30.304519653320312,topk,,"a grey, large desk",-32.42327880859375,topk,,"a small, green chair to the right",-29.745004653930664,topk,,"a large, green, chair facing forwards",-33.52909469604492,topk,,a large grey chair ,-10.73957633972168,topk,
16,"a small, green desk  (1)",-30.972442626953125,topk,,"a small, green desk turning to the right",-31.17188262939453,topk,,"a large, green desk  ",-30.784229278564453,topk,,"a large desk, grey in color, facing left",-34.37052154541016,topk,,a chair facing to the right,-29.35048484802246,topk,,"a large, green desk chair facing forwards",-31.555774688720703,topk,,"a large, grey chair to the left",-11.16305923461914,topk,
17,a small green desk,-30.205249786376957,topk,,a small green desk facing to the right of the room,-32.22199630737305,topk,,"a large, green desk",-31.206104278564453,topk,,a gray desk,-31.9001522064209,topk,,"a small, green chair faced to the right",-31.24440193176269,topk,,"a large, green desk facing forwards",-30.941713333129883,topk,,"a large, grey chair  facing to the left",-9.02058219909668,topk,
18,"a small, green, desk facing forwards",-30.200529098510746,topk,,"a large, green desk facing to the right",-29.42464637756348,topk,,"a large desk, green in color, facing forwards",-31.812360763549805,topk,,a large green desk,-32.17965316772461,topk,,a green chair facing right,-30.016765594482425,topk,,a large green chair facing forwards,-31.88939476013184,topk,,"a large, grey chair, facing to the left",-8.998215675354004,topk,
19,"a small, green desk that is facing forwards",-30.694826126098636,topk,,a desk facing right,-31.28163719177246,topk,,a large green desk  facing forwards,-31.05047416687012,topk,,"a large, green desk facing forwards",-31.207130432128903,topk,,"a small, green chair facing right",-28.65704917907715,topk,,"a large, green chair faces forwards",-33.02339172363281,topk,,"a large, grey desk facing to the right",-10.688359260559082,topk,
20,a small green desk facing forwards,-30.870864868164062,topk,,"a small, green desk to the right",-29.442853927612305,topk,,"a large, green desk 3",-31.299835205078125,topk,,a large green chair facing forwards,-32.95028305053711,topk,,"a small, green chair, facing to the right",-29.079090118408203,topk,,"a green chair, facing forwards",-33.541500091552734,topk,,"a large, grey chair facing to the  left",-11.587573051452637,topk,
