,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a large grey chair facing the opposite direction of the others,-34.05289459228516,topk,,a large,-31.690235137939453,topk,,"a large, red chair",-3.5582823753356934,topk,,a small grey chair facing backwards ,-28.861461639404297,topk,,a grey desk facing forwards,-6.825722694396973,topk,,a large,-9.705572128295898,topk,,"a small, grey desk facing forwards",-29.979528427124023,topk,
1,a large grey chair facing backwards,-25.23303604125977,topk,,"a large, grey chair  ",-32.31199645996094,topk,,a large,-9.066641807556152,topk,,"a small, gray chair facing backwards",-31.87071990966797,topk,,"a small, grey desk facing forwards",-10.427655220031738,topk,,"a large, red table facing backwards",-10.1056489944458,topk,,"a small, grey desk ",-28.607154846191406,topk,
2,a grey chair facing backwards ,-29.437477111816406,topk,,"a chair, grey, large, facing forwards",-32.947723388671875,topk,,"a small, grey desk facing backwards",-9.40087604522705,topk,,"a small, grey desk facing backwards",-27.9643669128418,topk,,"a large grey desk, facing forwards",-10.00869083404541,topk,,a large desk,-8.874666213989258,topk,,"a small, grey desk, facing backwards",-32.637325286865234,topk,
3,a large grey chair facing the opposite direction of the other objects,-35.21733093261719,topk,,a grey chair,-31.21598625183105,topk,,"a large, red chair""",-9.855157852172852,topk,,"a small, grey chair facing forwards",-30.7893009185791,topk,,a large grey desk facing forwards in a room,-11.5291166305542,topk,,"a small, grey desk facing backwards",-7.819393634796143,topk,,"a small, grey desk facing backwards",-23.245153427124023,topk,
4,"a grey chair, facing backwards",-29.672164916992188,topk,,"a small, grey desk facing backwards",-31.943613052368164,topk,,a chair facing backwards,-10.105148315429688,topk,,a small grey facing backwards chair,-31.281673431396484,topk,,a grey desk facing forwards ,-10.364785194396973,topk,,a desk facing backwards,-7.65409517288208,topk,,"a small, gray desk facing backwards",-31.80310440063477,topk,
5,a large grey chair ,-29.6405086517334,topk,,"a large, grey chair faces forwards",-32.47642517089844,topk,,"a large, red chair (3)",-10.173588752746582,topk,,"a large, grey chair facing forwards",-29.433351516723636,topk,,a chair facing forwards,-10.353559494018556,topk,,"a large, red desk is facing backwards",-9.33314037322998,topk,,a desk facing backwards,-31.30877685546875,topk,
6,a chair facing backwards,-28.193395614624023,topk,,a large chair facing forwards,-29.16298484802246,topk,,a large red chair facing backwards ,-8.89511489868164,topk,,a grey desk,-29.781227111816406,topk,,"a small, grey desk facing backwards",-8.037030220031738,topk,,"a large, red desk  facing backwards",-8.26823902130127,topk,,"a small grey desk, facing backwards",-31.34349250793457,topk,
7,a grey chair ,-30.39471435546875,topk,,"a large, grey chair  |   facing forwards",-34.630943298339844,topk,,"a large, red chair that is facing backwards",-9.516164779663086,topk,,a small grey chair facing backwards in the room,-30.047487258911133,topk,,"a large, grey desk face forwards",-9.82133960723877,topk,,a chair facing backwards,-9.788857460021973,topk,,a small desk,-31.51922035217285,topk,
8,"a large, grey chair facing forwards",-30.470094680786133,topk,,"a large, grey chair facing forwards",-22.9690055847168,topk,,"a large,",-9.078238487243652,topk,,"a large, grey chair",-31.3020076751709,topk,,"a large grey desk facing forwards""",-10.090469360351562,topk,,"a large, red desk with its back facing you",-11.036961555480955,topk,,a chair facing backwards,-31.923131942749023,topk,
9,"a large grey chair facing backwards""",-30.75647354125977,topk,,"a large grey chair, facing forwards",-31.829242706298828,topk,,"a large, red chair facing backwards",-1.311235785484314,topk,,a small grey chair facing backwards in a room,-32.10049819946289,topk,,"a large, grey desk faced forwards",-11.055719375610352,topk,,"a large, red desk",-4.138049602508545,topk,,"a large, grey chair facing forwards",-30.992586135864254,topk,
