,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a red sofa, facing to the right",-10.292475700378418,topk,,a small red couch,-30.850814819335938,topk,,"a small, blue sofa faces to the right",-31.487546920776367,topk,,"a small, green sofa ",-9.95620822906494,topk,,a small red desk facing the right,-30.43585586547852,topk,,a small blue desk ,-10.31484317779541,topk,,"a small, green desk",-4.875973224639893,topk,
1,"a large red sofa, facing to the right",-10.194295883178713,topk,,a small red sofa facing the right,-30.40896224975586,topk,,"a small, blue  sofa",-32.18460464477539,topk,,a small green sofa facing backwards,-8.075997352600098,topk,,"a small, red desk",-24.830718994140625,topk,,"a small, blue desk (6)",-11.099549293518066,topk,,"a small, green desk facing to the left",-10.53126621246338,topk,
2,a large red sofa facing to the right,-10.628620147705078,topk,,"a small, red desk",-30.646678924560547,topk,,"a small, blue sofa faces right",-32.940406799316406,topk,,"a small, green sofa facing backwards",-10.34914779663086,topk,,"a small, red desk  (5)",-31.72176742553711,topk,,"a small, blue desk to the right",-10.588094711303713,topk,,"a small, green desk facing backwards in the room",-8.707332611083984,topk,
3,a large  red sofa,-10.049866676330566,topk,,a little red sofa facing to the right,-32.19482421875,topk,,"a  small, blue sofa",-31.86267852783203,topk,,a green sofa facing backward,-10.440093040466309,topk,,"a small, red desk ",-27.494781494140625,topk,,"a small, blue desk facing to  the right",-11.24550724029541,topk,,a desk facing backwards,-9.438076972961426,topk,
4,"a large, red, sofa, facing, right",-11.744603157043455,topk,,a small red sofa facing to the left,-32.2806510925293,topk,,a small red sofa,-31.32970428466797,topk,,"a small, green sofa with its back to us",-11.327601432800291,topk,,a red desk facing to the right,-28.748594284057617,topk,,"a small, blue  desk facing to the right",-10.593461036682127,topk,,"a small, green desk face backwards",-10.118553161621094,topk,
5,a large red sofa facing right,-11.11708927154541,topk,,"a small, red",-31.709178924560547,topk,,"a small, blue sofa facing backwards",-31.75821685791016,topk,,"a small, green sofa facing the opposite direction of the others",-11.968344688415527,topk,,"a large, red sofa facing to the right",-31.10428047180176,topk,,"a  small, blue desk facing to the right",-10.226176261901855,topk,,"a small, green desk facing to the right",-10.43926239013672,topk,
6,a red sofa facing the right,-10.208072662353516,topk,,a small red sofa  (2),-32.864559173583984,topk,,"a small, blue sofa faced to the right",-32.05156326293945,topk,,"a small, green sofa faces backwards",-10.541749954223633,topk,,"a small red desk facing to the right""",-32.10189437866211,topk,,"a small, blue desk facing to the left",-9.978585243225098,topk,,"a small, green desk facing forwards",-8.021838188171387,topk,
7,"a red, large sofa facing right",-11.390470504760742,topk,,a small red sofa is facing to the right,-30.954679489135746,topk,,"a small, blue sofa is in the room",-32.282405853271484,topk,,a green desk facing backwards,-9.110601425170898,topk,,a small red sofa,-31.671735763549805,topk,,"a small, blue desk facing right",-9.324589729309082,topk,,"a small, green desk facing backwards  (7)",-10.118535995483398,topk,
8,a red sofa ,-9.192973136901855,topk,,a ,-32.21112823486328,topk,,"a small, blue sofaFacing to the right",-32.46222305297852,topk,,"a small, green sofa with its back facing the viewer",-11.757171630859377,topk,,"a small, red desk face to the right",-30.95329093933105,topk,,"a small, blue desk  facing to the right",-7.262887477874756,topk,,"a small, green table facing backwards",-9.918902397155762,topk,
9,a large red sofa  facing to the right,-10.439257621765137,topk,,a small red sofa facing right,-28.207666397094727,topk,,"a small, blue desk",-32.683815002441406,topk,,a green sofa is facing backwards,-10.519472122192385,topk,,"a small, red desk to the right",-31.99729347229004,topk,,"a small, blue desk ",-6.881504058837891,topk,,a small green desk facing backwards ,-9.480998992919922,topk,
