,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, red chair, facing right",-30.4038028717041,topk,,"a small, red chair facing the left",-7.136038780212402,topk,,"a small, blue chair facing backwards""",-29.224899291992188,topk,,a grey sofa facing forwards,-31.583229064941406,topk,,"a small, red sofa (5)",-31.54630851745605,topk,,"a  small, blue sofa facing backwards",-32.75273132324219,topk,,"a large, grey sofa facing forwards ",-27.624345779418945,topk,
1,a red chair ,-30.80756187438965,topk,,"a small, red chair - facing to the left",-10.612204551696776,topk,,"a small, blue chair facing backwards, object 3 in the room",-35.012229919433594,topk,,a large grey chair faces forwards,-32.079586029052734,topk,,"a small, red sofa ",-27.60965347290039,topk,,"a blue, small sofa facing backwards",-32.10177230834961,topk,,a grey sofa facing forwards,-29.259315490722656,topk,
2,a red chair is facing to the right,-30.851083755493164,topk,,a blue chair facing backwards,-10.225629806518556,topk,,a blue chair facing backwards,-27.43535423278809,topk,,a large gray chair facing forwards,-31.10343170166016,topk,,a red sofa facing left,-30.574190139770508,topk,,"a small, blue sofa with its back to us",-33.75299835205078,topk,,"a large, grey sofa, facing forwards",-31.38761138916016,topk,
3,a small red chair facing to the left,-30.581695556640625,topk,,a small red chair is facing to the left,-10.803252220153809,topk,,"a blue chair, facing backwards",-31.33204460144043,topk,,a grey chair ,-31.66841125488281,topk,,a small red sofa facing to the left,-30.933752059936523,topk,,a small blue sofa is facing backwards,-33.378780364990234,topk,,"a large, grey sofa",-29.93529319763184,topk,
4,a small red chair,-30.254648208618164,topk,,a small red chair facing to the left,-9.349555015563965,topk,,"a small, blue chair facing backwards, ",-31.60166358947754,topk,,a grey chair facing forward,-30.49187469482422,topk,,"a  small, red sofa facing to the left",-31.362957000732425,topk,,"a small, blue sofa facing the back of the room",-34.00727081298828,topk,,"a large, grey sofa facing forwards""",-28.194658279418945,topk,
5,"a small, red chair facing to the right",-23.083465576171875,topk,,a red chair facing to the left,-6.979221820831299,topk,,a blue chair that is facing backwards,-31.247732162475582,topk,,"a large grey chair, facing forwards",-31.83007431030273,topk,,"a small red sofa, facing to the left",-30.607542037963867,topk,,"a small, blue sofa facing backwards",-29.7342529296875,topk,,"a large, grey sofa  facing forwards",-30.489500045776367,topk,
6,"a red chair, facing right",-29.75588035583496,topk,,"a small, red chair 2",-9.120583534240724,topk,,a blue chair facing backwards ,-31.62285423278809,topk,,a large grey chair facing forwards in the room,-32.15266036987305,topk,,"a small, red sofa faces left",-30.412569046020508,topk,,a blue sofa facing backwards,-32.30754089355469,topk,,"a large, grey sofa is facing forwards",-31.387741088867188,topk,
7,a small chair,-29.78470230102539,topk,,a small red chair,-10.325324058532717,topk,,"a small, blue chair facing backwards'",-30.740524291992188,topk,,a small red chair facing to the left,-32.603485107421875,topk,,"a small, red sofa",-24.48465156555176,topk,,"a small, blue sofa that is facing backwards",-33.40331268310547,topk,,"a small, blue sofa facing backwards",-29.387296676635746,topk,
8,a small red chair ,-29.887460708618164,topk,,"a small, red chair facing to the right",-6.698154449462891,topk,,"a small, blue chair facing backwards is in the room",-31.978748321533203,topk,,"a small, blue chair",-32.34309768676758,topk,,a small,-30.808135986328125,topk,,"a small, blue chair facing backwards",-30.938383102416992,topk,,a blue sofa facing backwards,-31.64151382446289,topk,
9,"a small red chair facing right""",-30.8765811920166,topk,,"a small, red sofa facing to the left",-10.700650215148926,topk,,"a small, blue chair facing backwards, object 3",-32.378517150878906,topk,,a large grey chair facing to the front,-32.6783561706543,topk,,"a small, red sofa facing  to the left",-31.598365783691406,topk,,"a small, blue, backwards-facing sofa",-32.52851486206055,topk,,a grey chair,-31.70893859863281,topk,
10,a small chair facing the right,-30.89031791687012,topk,,a small red chair ,-9.887824058532717,topk,,"a small, blue sofa facing backwards",-29.44600486755371,topk,,"a grey, large chair",-32.291385650634766,topk,,a small red sofa,-30.71988677978516,topk,,a small blue sofa facing to the right,-33.610103607177734,topk,,"a small, red chair facing to the right",-29.65480232238769,topk,
11,a small red chair facing right ,-29.8545036315918,topk,,a small red chair facing the left,-8.123039245605469,topk,,"a small, blue chair is facing backwards",-30.55703353881836,topk,,a grey chair,-31.309356689453125,topk,,a small red sofa facing the left,-31.499418258666992,topk,,"a small, blue sofa with its back facing us",-33.821468353271484,topk,,"a large, grey sofa faces forwards",-31.851024627685547,topk,
12,a red chair facing the right,-29.43301773071289,topk,,"a small, red chair is facing to the left",-9.378759384155272,topk,,"a small, blue chair facing to the left",-32.254730224609375,topk,,a large grey chair,-30.56138229370117,topk,,a red sofa facing the left,-31.31273651123047,topk,,"a small, blue sofa with its back to the viewer",-38.75354766845703,topk,,"a small, blue chair facing backwards",-31.473953247070312,topk,
13,a chair facing to the right,-29.77015495300293,topk,,"a  small, red chair facing to the left",-11.22983741760254,topk,,"a small, blue chair facing the opposite direction of the other chairs",-34.377376556396484,topk,,a small red chair,-32.03462600708008,topk,,"a small, red sofa is in the room",-31.31601333618164,topk,,a blue sofa facing backward,-32.478904724121094,topk,,a sofa facing forwards,-31.974184036254883,topk,
14,a small red chair facing the right,-29.874923706054688,topk,,a small red chair facing the right,-10.607640266418455,topk,,a small chair facing backwards,-31.92898178100586,topk,,"a  large, grey chair facing forwards",-32.27472305297852,topk,,"a small, red sofa faces to the left",-30.213363647460938,topk,,a blue facing backwards,-33.07008361816406,topk,,"a large, grey sofa ",-29.60716819763184,topk,
15,a small red chair facing right,-26.50690269470215,topk,,"a small, red chair  (2)",-10.235939979553224,topk,,"a small, blue chair facing backwards",-28.482711791992188,topk,,"a small, red chair facing to the right",-29.854909896850582,topk,,"a small, red sofa is facing to the left",-28.96536445617676,topk,,"a small, blue sofa (6) facing backwards",-33.16041564941406,topk,,a large grey sofa facing forwards,-26.06979179382324,topk,
