,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, blue fan facing to the left",-4.508683204650879,topk,,"a small, blue fan facing to the left",-30.603355407714844,topk,,"a small, blue fan facing to the left",-29.912792205810547,topk,,"a small, blue fan facing to the left",-8.426106452941895,topk,,a small green sofa facing left,-32.55522537231445,topk,,a large blue sofa is facing to the left,-34.11817169189453,topk,,"a large, red sofa facing forwards",-9.335165023803713,topk,
1,"a small, blue fan is facing to the left",-9.510581016540527,topk,,a fan facing to the left,-31.658891677856445,topk,,"a  large, blue fan facing to the left",-31.21611213684082,topk,,"a small, green fan",-9.545820236206056,topk,,a green small sofa facing to the left,-31.566316604614254,topk,,"a small, blue fan facing to the left",-32.38883972167969,topk,,"a small, blue fan facing to the left",-9.647787094116213,topk,
2,a fan facing to the left,-9.914589881896973,topk,,a green small fan,-32.30580139160156,topk,,"a large, blue fan faces to the left",-31.006235122680664,topk,,"a large, red fan facing the opposite direction of the others",-11.518156051635742,topk,,a green couch facing left,-30.7510986328125,topk,,"a large, blue couch",-32.98120880126953,topk,,a large sofa facing backwards,-8.088045120239258,topk,
3,"a small fan, blue in color, facing left",-10.369711875915527,topk,,"a small, green fan",-22.927875518798828,topk,,"a large, blue fan, facing left",-31.08868408203125,topk,,a large fan that is red in color and facing backwards,-10.504462242126465,topk,,a green sofa is facing left,-30.74138069152832,topk,,a large blue sofa  facing to the left,-31.443140029907227,topk,,a large red sofa facing to the right,-10.90161418914795,topk,
4,"a small, blue fan in the room",-10.15880298614502,topk,,a small fan facing left,-32.52320861816406,topk,,a large blue fan facing to the left,-31.175634384155277,topk,,"a small, green fan facing to the left",-7.6016526222229,topk,,a small sofa,-28.93260383605957,topk,,"a  large, blue sofa facing to the left",-31.29966354370117,topk,,a large red sofa facing backward,-9.268182754516602,topk,
5,"a small, blue fan  facing to the left",-9.014473915100098,topk,,a small green fan is in the room,-32.957027435302734,topk,,"a small, green fan facing to the left",-30.980920791625977,topk,,a red sofa facing backwards,-7.949881553649902,topk,,"a small, green fan facing to the left",-31.198944091796875,topk,,"a small, green fan facing to the left",-33.939918518066406,topk,,"a large, red sofa facing the opposite direction of other objects",-12.748271942138672,topk,
6,"a small, blue fan to the left",-8.463591575622559,topk,,a small fan that is green and facing to the left,-32.49238586425781,topk,,"a large fan, blue in color, facing left",-33.093021392822266,topk,,"a large, red, backwards fan",-9.85813808441162,topk,,a green sofa on the left,-30.92847442626953,topk,,a blue sofa facing to the left,-31.45932388305664,topk,,"a large, red sofa is facing backwards",-8.672991752624512,topk,
7,a blue fan on the left,-9.708271980285645,topk,,a small green fan is facing to the left,-31.52500534057617,topk,,"a large, blue fan is facing to the left",-32.08171844482422,topk,,"a large, red fan facing backward",-7.921419143676758,topk,,a small green sofa  facing to the left,-31.077585220336918,topk,,a large blue sofa faces to the left,-32.39189147949219,topk,,"a large, red sofa facing to the right",-10.359695434570312,topk,
8,a small fan that is blue in color and facing to the left,-10.689385414123535,topk,,a small fan that is green in color,-32.88170623779297,topk,,"a large, blue fan in the room",-31.92629623413086,topk,,"a large, red fan  (4)",-10.599868774414062,topk,,a green sofa ,-31.518896102905277,topk,,"a large, blue couch facing to the left",-32.90765380859375,topk,,"a large, red sofa facing to the left",-9.790915489196776,topk,
9,"a blue, small fan facing left",-9.480558395385742,topk,,a small green fan  (2),-32.68783187866211,topk,,a large fan that is blue and facing to the left,-31.88828659057617,topk,,"a large, red fan",-3.865566492080689,topk,,a small green sofa is facing left,-32.37730407714844,topk,,a green fan facing to the left,-32.91226577758789,topk,,"a large, red sofa faces backwards",-10.165780067443848,topk,
10,"a small, blue fan, facing to the left",-8.204971313476562,topk,,a small green fan facing the left,-29.74255752563477,topk,,"a large, blue fan faces left",-31.37272453308105,topk,,"a large, red fan facing forwards",-9.577669143676758,topk,,a green sofa is facing to the left in a room,-35.55366516113281,topk,,"a large, blue fan",-32.06833267211914,topk,,"a large, red sofa facing the back",-11.01829719543457,topk,
11,a blue fan facing to the left,-9.490199089050291,topk,,a small green fan to the left,-31.52162742614746,topk,,"a large, blue fan  (3)",-31.056474685668945,topk,,a large red fan ,-9.448324203491213,topk,,a green sofa faces to the left,-31.43051147460937,topk,,"a blue sofa, facing to the left",-32.7562255859375,topk,,"a large red sofa, facing backwards",-11.067212104797363,topk,
12,a blue fan facing the left,-8.061742782592773,topk,,"a small fan facing to the left, colored green",-31.698774337768555,topk,,a large blue fan  facing to the left,-32.12786102294922,topk,,a backwards red fan,-8.216596603393555,topk,,a green sofa that is facing to the left,-31.426292419433597,topk,,a large blue sofa in the room,-34.053897857666016,topk,,"a large, blue sofa facing to the left",-8.634814262390137,topk,
13,"a small, blue fan facing the left",-9.568991661071776,topk,,a small green fan facing left,-27.84479141235352,topk,,a large blue fan is facing to the left,-32.59487533569336,topk,,"a large, red fan faces backwards",-9.812832832336426,topk,,a little green sofa,-29.971830368041992,topk,,a blue sofa is facing to the left,-32.663997650146484,topk,,"a small, green sofa facing to the left",-10.587932586669922,topk,
14,a blue fan ,-8.1969575881958,topk,,"a small, green sofa facing to the left",-30.717981338500977,topk,,"a large blue fan, facing to the left",-29.914278030395508,topk,,"a large red fan, facing backwards",-9.932897567749023,topk,,"a green sofa, facing to the left",-29.719165802001957,topk,,"a small, green sofa facing to the left",-33.792930603027344,topk,,a large  red sofa facing backwards,-10.805535316467283,topk,
15,"a small, blue fan  (1)",-9.366024017333984,topk,,"a large, green fan facing to the left",-30.303003311157227,topk,,"a large, blue fan facing to the left",-30.929555892944336,topk,,"a large, red fan in the room",-10.79075813293457,topk,,"a large, blue sofa facing to the left",-29.184547424316406,topk,,a blue fan,-33.13721466064453,topk,,"a large, red, backwards-facing sofa",-11.0761137008667,topk,
16,"a small, blue fan on the left",-9.235838890075684,topk,,"a large, blue fan facing to the left",-30.361330032348636,topk,,a large fan that is blue in color,-32.7840690612793,topk,,a backwards-facing red fan,-8.747121810913086,topk,,"a small green sofa, facing left",-32.10251235961914,topk,,"a small, blue fan",-33.15068817138672,topk,,a large red sofa facing backwards,-4.39318323135376,topk,
