,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a huge blue chair facing left,-9.88361930847168,topk,,"a large, blue chair  facing backwards",-8.961700439453125,topk,,"a large, green chair facing to the left",-9.454740524291992,topk,,"a large, green chair facing to the left",-8.604472160339355,topk,,"a large, blue fan""",-9.564023971557615,topk,,"a green fan, facing to the left",-30.90188789367676,topk,,"a large, green chair facing to the left",-7.67153787612915,topk,
1,"a large,",-9.771018981933594,topk,,"a large,",-10.181204795837402,topk,,"a large,",-10.572853088378906,topk,,"a small, grey chair facing forwards in a room with other objects",-13.560197830200195,topk,,a large blue fan facing backwards,-5.096452236175537,topk,,a green fan turned to the left,-32.52935028076172,topk,,"a grey, small fan facing forwards",-9.179887771606444,topk,
2,a large blue chair that is facing left,-10.51361083984375,topk,,"a large, blue chair facing the opposite direction of the other chairs",-12.910249710083008,topk,,"a large, green chair that is facing to the left",-10.440661430358888,topk,,"a small, grey chair, facing forwards",-8.782293319702148,topk,,a large blue fan ,-8.42483139038086,topk,,"a large, green fan  facing to the left",-30.29370880126953,topk,,a large blue fan facing backwards,-9.691015243530272,topk,
3,a chair facing to the left,-9.409873962402344,topk,,"a large, blue chair backwards",-10.070840835571287,topk,,a chair facing to the left,-11.355547904968262,topk,,"a small, grey chair facing forward",-9.896854400634766,topk,,a large blue fan,-5.448268413543701,topk,,a green fan is facing to the left,-31.80227470397949,topk,,"a small grey fan facing forwards""",-9.22872257232666,topk,
4,a blue chair,-3.587583065032959,topk,,"a large, blue chair is facing backwards",-8.863691329956055,topk,,a chair that is green and facing left,-11.877985954284668,topk,,"a small, grey chair  facing forwards",-9.556743621826172,topk,,"a large, blue fan facing backward",-8.040721893310547,topk,,a green fan faces left,-32.07587432861328,topk,,a small grey fan is facing forwards,-9.445886611938477,topk,
5,a big blue chair facing left,-8.333407402038574,topk,,"a large, blue, backwards-facing chair",-10.331975936889648,topk,,"a large chair, green, facing left",-11.530980110168455,topk,,a grey chair,-10.216552734375,topk,,a large blue fan facing backwards ,-9.237077713012695,topk,,a large green fan to the left,-31.8291130065918,topk,,a small gray fan facing forwards,-9.359606742858888,topk,
6,"a large chair, blue, facing left",-10.67812156677246,topk,,"a large, blue chair facing backwards",-8.336953163146973,topk,,a blue chair,-9.41882610321045,topk,,"a small, grey chair faces forwards",-9.752495765686035,topk,,a small grey fan facing forwards,-9.343196868896484,topk,,a large fan facing to the left,-29.44269371032715,topk,,"a small, grey fan ",-7.363814353942871,topk,
7,"a blue, large chair facing left",-9.29578685760498,topk,,a blue chair facing backward,-9.908510208129885,topk,,"a large, green chair to the left",-10.55927562713623,topk,,"a small, grey chair facing forwards ",-6.482491493225098,topk,,"a large, blue fan faces backwards",-9.419517517089844,topk,,a green fan that is facing to the left,-32.56510925292969,topk,,a small grey fan facing forwards ,-8.13497257232666,topk,
8,"a large, blue, chair, facing, left",-10.836620330810549,topk,,"a large, blue chair facing forwards",-9.651382446289062,topk,,"a chair, green, large, facing, left",-11.776251792907717,topk,,"a small, grey chair facing forwards in a room",-11.423216819763184,topk,,a large blue fan is facing backwards,-9.58230209350586,topk,,"a large, green fan facing to the left""",-32.710330963134766,topk,,"a small, grey fan is facing forwards",-8.791552543640137,topk,
9,"a large, blue chair  facing to the left",-9.646409034729004,topk,,"a chair, blue, large, facing backwards",-10.370341300964355,topk,,a big green chair facing left,-10.47567367553711,topk,,a small-grey-chair-facing-forwards,-9.868304252624512,topk,,"a large, blue fan backwards",-9.957748413085938,topk,,"a large, green fan (6) facing to the left",-32.81547164916992,topk,,a small grey fan facing forwards,-4.25997257232666,topk,
