,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a fan facing to the left,-30.700424194335938,topk,,"a small, blue fan facing to the left",-9.738123893737791,topk,,a small blue fan facing to the left,-31.64790153503418,topk,,"a small, blue fan facing to the left",-29.279598236083984,topk,,a small green sofa facing left,-28.586870193481445,topk,,a large blue sofa is facing to the left,-10.053988456726074,topk,,"a large, red sofa facing forwards",-29.537586212158203,topk,
1,"a blue, small fan facing to the left",-31.05036354064941,topk,,a fan facing to the left,-10.793657302856444,topk,,a fan facing to the left,-31.593582153320312,topk,,a red fan faces backwards,-31.19930458068848,topk,,"a small, green sofa  (5)",-30.355966567993164,topk,,"a small, blue fan facing to the left",-10.759930610656738,topk,,"a small, blue fan facing to the left",-30.745445251464844,topk,
2,a small fan facing left,-31.805259704589844,topk,,a small blue fan facing to the left,-10.978910446166992,topk,,"a  large, blue fan facing to the left",-31.21611213684082,topk,,a large fan is red and facing backwards,-31.514766693115234,topk,,a green couch facing left,-30.7510986328125,topk,,"a large, blue sofa is facing to the left",-9.024099349975586,topk,,a large sofa facing backwards,-28.32720375061035,topk,
3,a small fan that is blue in color and facing to the left,-31.5335750579834,topk,,a green small fan,-11.440568923950195,topk,,a large blue fan in the room,-32.69454574584961,topk,,"a small, green fan",-30.399333953857425,topk,,"a small, green fan",-30.64007568359375,topk,,"a large, blue sofa faced to the left",-11.76726245880127,topk,,a large red sofa facing to the right,-31.999271392822266,topk,
4,"a fan, blue, small, facing left",-31.833763122558597,topk,,"a small, green fan",-2.062641859054565,topk,,a large blue fan facing to the left,-27.962841033935547,topk,,a red fan facing to the left,-30.87179946899414,topk,,a green sofa is facing left,-30.74138069152832,topk,,"a large, blue sofa (6)",-11.080227851867676,topk,,a large red sofa facing backward,-30.365840911865234,topk,
5,a green fan facing to the left,-31.78725242614746,topk,,"a green fan""",-10.44625186920166,topk,,a large blue fan ,-29.552080154418945,topk,,a large fan that is red in color and facing backwards,-31.353466033935547,topk,,"a small, green sofa ",-27.84142303466797,topk,,"a large, blue sofa  ",-10.879862785339355,topk,,"a large, red sofa facing the opposite direction of other objects",-33.84379577636719,topk,
6,"a blue, small fan facing left",-30.298603057861328,topk,,a green fan is facing left,-11.283291816711426,topk,,"a large blue fan""",-32.20832824707031,topk,,a red sofa facing backwards,-28.80339813232422,topk,,a small sofa,-28.93260383605957,topk,,"a large, blue couch",-9.869112014770508,topk,,"a large, red sofa is facing backwards",-29.770864486694336,topk,
7,a small fan 1,-32.13092041015625,topk,,a small fan that is green and facing to the left,-11.619134902954102,topk,,"a small, green fan facing to the left",-32.02788162231445,topk,,"a small, green fan facing to the left",-29.401586532592773,topk,,"a small, green sofa faces left",-30.804691314697266,topk,,a large blue sofa  facing to the left,-9.814176559448242,topk,,a red sofa facing backwards,-30.237865447998047,topk,
8,a small fan is blue and facing to the left,-32.54084014892578,topk,,a green fan facing to the left,-5.258608818054199,topk,,a large fan is facing to the left,-32.52167510986328,topk,,a red fan that is facing backwards,-30.04914093017578,topk,,a green sofa ,-30.042333602905277,topk,,"a  large, blue sofa facing to the left",-9.670754432678224,topk,,"a large, red sofa facing to the right",-31.459205627441406,topk,
9,a small fan that is blue in color and is facing to the left,-32.09202194213867,topk,,a green fan ,-8.99312686920166,topk,,a large fan that is blue and facing to the left,-32.428524017333984,topk,,"a large, red, backwards fan",-31.555294036865234,topk,,"a small, green sofa""",-30.74767303466797,topk,,"a large, blue sofa""",-10.176737785339355,topk,,"a large, red sofa facing to the left",-31.77206802368164,topk,
10,a  blue fan,-31.961183547973636,topk,,a small fan that is green in color,-11.98351764678955,topk,,"a large, red fan",-31.93732070922852,topk,,"a large, red fan",-22.69076919555664,topk,,"a green sofa, facing to the left",-30.21576499938965,topk,,a blue sofa facing to the left,-7.71359395980835,topk,,"a large, red sofa faces backwards",-30.917179107666016,topk,
11,"a small fan that is blue in color, facing to the left",-32.948482513427734,topk,,a green fan in the room,-10.27581787109375,topk,,"a large, blue fan",-23.221397399902344,topk,,a red fan turned around,-29.914512634277344,topk,,"a large, blue sofa facing to the left",-29.184547424316406,topk,,a large blue sofa faces to the left,-10.76274585723877,topk,,a red sofa facing backward,-31.26078414916992,topk,
12,"a large, blue fan facing to the left",-31.355796813964844,topk,,a green fan is facing to the left,-9.90400218963623,topk,,a blue fan facing to the left,-31.86794853210449,topk,,a red fan facing the opposite direction of the other fans,-32.34733581542969,topk,,"a small, green sofa facing to the left",-25.27712821960449,topk,,"a large, blue sofa, facing left",-11.16682243347168,topk,,a red sofa is facing backwards,-31.385143280029297,topk,
13,a small fan facing the left,-30.84200668334961,topk,,"a small, green sofa facing to the left",-9.85274600982666,topk,,a large blue fan  facing to the left,-31.394432067871094,topk,,a backwards red fan,-29.07011032104492,topk,,a green sofa facing the left,-30.777626037597656,topk,,"a large, blue fan",-10.439424514770508,topk,,"a large, red sofa facing the wall",-32.26913833618164,topk,
14,a small fan is blue,-31.637470245361328,topk,,"a large, green fan facing to the left",-9.437769889831545,topk,,a large fan,-32.116966247558594,topk,,"a red, large fan",-31.23518943786621,topk,,a small green sofa facing the left,-30.060449600219727,topk,,"a large, blue sofa that is facing to the left",-10.936115264892578,topk,,"a large red sofa, facing backwards",-31.83009910583496,topk,
