,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, green desk  facing forwards",-7.688858509063721,topk,,"a small, green desk to the right",-29.442853927612305,topk,,"a large, green desk  ",-30.784229278564453,topk,,"a large, grey desk in the room",-32.218711853027344,topk,,"a small, green chair faces to the right",-10.181441307067873,topk,,a large,-11.447248458862305,topk,,"a large, grey desk facing the left",-33.41706085205078,topk,
1,"a small, green, desk facing forwards",-9.987524032592772,topk,,"a small, green desk (2)",-31.35094451904297,topk,,"a large, green desk facing forwards  (3)",-31.53265380859375,topk,,"a large, grey desk  facing to the left",-31.04244041442871,topk,,"a small, green chair facing to the right",-1.352803111076355,topk,,a large green chair facing to the right,-10.408586502075195,topk,,a grey chair facing to the left,-29.18364524841309,topk,
2,"a small, green desk - facing forwards",-10.131403923034668,topk,,"a small, green desk, facing to the right",-29.0235595703125,topk,,a large desk,-28.28951835632324,topk,,"a large, grey desk facing the left",-30.614532470703125,topk,,"a small, green chair that is facing to the right",-10.14266300201416,topk,,a green chair is facing forwards,-10.651949882507324,topk,,"a large, grey chair  ",-32.274070739746094,topk,
3,a small green desk in the room,-9.915046691894531,topk,,"a small, green desk  facing to the right",-29.31347274780273,topk,,"a large, green desk  facing forwards",-30.14283561706543,topk,,a grey desk facing the left,-30.89167213439941,topk,,"a  small, green chair facing to the right",-10.53844928741455,topk,,a chair facing forwards,-9.941168785095217,topk,,a chair facing to the left,-32.69719314575195,topk,
4,a small green desk  facing forwards,-9.75498104095459,topk,,a green desk facing right,-29.60959815979004,topk,,"a large, green desk facing forwards 3",-31.65463256835937,topk,,a grey chair facing to the left,-32.53715896606445,topk,,"a small, green chair ",-7.051915645599365,topk,,"a large, green desk chair facing forwards",-9.510852813720703,topk,,a grey chair,-32.862735748291016,topk,
5,a small desk,-7.542771339416504,topk,,a small desk,-31.33011245727539,topk,,a large green desk facing forwards in the room,-30.73506164550781,topk,,"a large, grey desk  (4)",-32.60283660888672,topk,,a small green chair,-10.785643577575684,topk,,"a large, green chair is facing forwards",-9.71939182281494,topk,,"a large, grey chair facing the left",-30.40334701538086,topk,
6,"a small, green table",-9.679134368896484,topk,,"a small, green desk is facing to the right",-31.192428588867188,topk,,a large green desk ,-30.16192626953125,topk,,a grey desk is facing to the left,-32.16271209716797,topk,,"a small, green desk facing to the right",-7.139739513397217,topk,,a large chair facing forwards,-8.450753211975098,topk,,a large grey chair ,-32.76106262207031,topk,
7,"a small, green desk facing to the right",-10.817442893981934,topk,,"a  small, green desk facing to the right",-31.4287109375,topk,,"a green, large desk facing forwards",-30.55291748046875,topk,,"a large, grey desk ",-28.19085693359375,topk,,a small green chair ,-10.730956077575684,topk,,a large green chair  facing forwards,-11.18747329711914,topk,,a grey chair ,-32.862735748291016,topk,
8,"a small, green desk, facing forwards",-7.8752241134643555,topk,,a small green desk ,-31.570911407470703,topk,,"a large, green desk facing forwards",-24.252273559570312,topk,,"a large, grey desk faced to the left",-31.849496841430664,topk,,a small green chair to the right,-10.322797775268556,topk,,"a  large, green chair facing forwards",-10.11598014831543,topk,,a large grey chair facing the left,-32.97185134887695,topk,
9,a green desk in the room,-10.073246002197266,topk,,"a small, green desk facing the right",-28.68913459777832,topk,,"a small, green desk",-30.832210540771484,topk,,a grey desk,-31.14334297180176,topk,,"a large, grey chair facing to the left",-10.528401374816896,topk,,"a large, green chair in the room",-11.75409698486328,topk,,"a large, grey chair",-26.383447647094727,topk,
