,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a large red sofa, facing to the right",-31.09453392028809,topk,,"a small, red sofa  (2)",-30.1237907409668,topk,,"a small, blue sofa faces to the right",-31.48761367797852,topk,,a green sofa that is facing backwards,-12.029633522033691,topk,,"a small, red desk",-24.830718994140625,topk,,a small blue desk ,-32.330467224121094,topk,,"a small, green desk",-25.55951690673828,topk,
1,a large red sofa facing to the right,-30.43206596374512,topk,,"a small, red sofa facing to the right, ",-30.888103485107425,topk,,a blue small sofa,-31.78772735595703,topk,,"a small, green couch",-11.27609157562256,topk,,"a small, red desk  (5)",-31.720993041992188,topk,,"a  small, blue desk facing to the right",-32.24180221557617,topk,,"a small, green desk facing to the left",-31.213571548461918,topk,
2,"a large, red, sofa, facing, right",-32.22369766235352,topk,,"a small, red sofa (2)",-30.88935089111328,topk,,"a small, blue sofa faces right",-32.940406799316406,topk,,a green sofa facing backward,-10.440093040466309,topk,,"a small, red desk ",-27.494781494140625,topk,,"a small, blue desk facing to the left",-31.99420547485352,topk,,"a small, green deck facing backwards",-31.57921028137207,topk,
3,a large red sofa is in the room,-32.057743072509766,topk,,"a small, red sofa ",-26.836374282836918,topk,,"a small, red sofa",-32.154937744140625,topk,,a small green sofa facing backwards,-11.659869194030762,topk,,a red desk facing to the right,-28.748594284057617,topk,,"a small, blue desk facing right",-31.34021377563477,topk,,a small table facing backwards,-31.88321304321289,topk,
4,"a large, red facing to the right",-32.6334228515625,topk,,a small red sofa facing the right,-30.409557342529297,topk,,"a small, blue sofa is in the room",-32.281917572021484,topk,,"a small, green, facing-backwards sofa",-12.800629615783691,topk,,"a large, red sofa facing to the right",-31.10428047180176,topk,,"a small, blue desk  facing to the right",-29.278600692749023,topk,,"a small, green sofa facing backwards",-30.55488967895508,topk,
5,a large red sofa facing right,-32.90017318725586,topk,,"a small, red sofa facing to the right of the large, red sofa",-32.91575241088867,topk,,"a small, blue sofaFacing to the right",-32.462547302246094,topk,,"a large, red sofa facing to the right",-11.748486518859863,topk,,"a small, red sofa",-31.369853973388672,topk,,"a small, blue desk ",-28.89712905883789,topk,,a desk facing backwards,-30.121671676635746,topk,
6,"a large, red",-31.865541458129883,topk,,a small red sofa is facing to the right,-30.63983917236328,topk,,"a small, blue sofa",-25.143613815307617,topk,,a green facing-backwards sofa,-11.158867835998535,topk,,a small red sofa,-31.671735763549805,topk,,"a small, blue desk",-26.11587905883789,topk,,"a small, green desk face backwards",-30.84115982055664,topk,
7,"a red, large sofa facing right",-31.885019302368164,topk,,a small red sofa facing right,-28.207666397094727,topk,,"a small, blue sofa facing right",-29.35196685791016,topk,,a green desk facing backwards,-9.110601425170898,topk,,"a small, red desk to the right",-31.99578094482422,topk,,"a small, blue desk facing to the right, ",-31.98855400085449,topk,,"a small, green desk facing to the right",-31.12129020690918,topk,
8,"a large, red couch",-31.60997772216797,topk,,"a small, red sofa",-24.242624282836918,topk,,"a small, blue sofa facing  to the right",-32.83460235595703,topk,,a green sofa is facing backwards,-10.519472122192385,topk,,"a small, red desk is in the room",-31.64539909362793,topk,,a small blue desk facing right,-31.215112686157227,topk,,"a small, green desk facing",-31.33038330078125,topk,
9,a large red sofa  facing to the right,-32.099021911621094,topk,,"a small, red sofa  facing to the right",-29.00065040588379,topk,,"a small, blue sofa that is facing to the right",-31.828996658325195,topk,,a little green sofa,-10.207564353942873,topk,,a small  red desk facing to the right,-31.722761154174805,topk,,"a small, blue desk  (6)",-32.34112930297852,topk,,"a large, red sofa facing to the right",-30.64366912841797,topk,
10,a large red sofa 1,-31.31782531738281,topk,,"a small, red sofa facing the right",-29.847267150878903,topk,,"a small, blue sofa  ",-31.221738815307617,topk,,a small green sofa  facing backwards,-11.503673553466797,topk,,"a small, red desk facing the right",-29.83319854736328,topk,,"a small, blue desk facing to the right",-24.75535011291504,topk,,"a small, green desk facing the opposite direction of the others",-32.82594680786133,topk,
11,"a large red sofa, facing right",-31.133731842041016,topk,,a small red sofa,-28.951885223388672,topk,,a small red sofa facing to the right,-32.00227355957031,topk,,a green desk,-10.91081428527832,topk,,"a small, blue desk facing to the right",-31.645065307617188,topk,,a small blue sofa facing to the right,-31.94625473022461,topk,,"a small, green desk facing forwards",-28.705381393432617,topk,
