,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, blue fan facing to the left",-23.22777938842773,topk,,a small blue fan facing to the left,-32.738006591796875,topk,,"a small, blue fan facing to the left",-30.705541610717773,topk,,"a small, blue fan facing to the left",-8.426106452941895,topk,,"a green, facing-left sofa",-31.69530868530273,topk,,"a large, blue sofa faced to the left",-32.6352424621582,topk,,"a large, red sofa facing forwards",-29.537586212158203,topk,
1,"a small, blue fan is facing to the left",-30.346593856811523,topk,,"a  small, green fan",-32.49186706542969,topk,,a large blue fan facing to the left,-27.962799072265625,topk,,"a large, red fan""",-10.08431625366211,topk,,"a small, blue fan facing to the left",-32.735801696777344,topk,,"a large, blue sofa is facing to the left",-33.32254409790039,topk,,"a small, blue fan facing to the left",-30.745445251464844,topk,
2,a fan facing to the left,-30.700424194335938,topk,,a fan facing to the left,-33.64908599853516,topk,,a large blue fan ,-29.552080154418945,topk,,"a small, green fan",-9.545820236206056,topk,,a green couch facing left,-30.7510986328125,topk,,"a small, blue fan facing to the left",-33.49494552612305,topk,,a large sofa facing backwards,-28.32720375061035,topk,
3,"a small fan, blue in color, facing left",-31.22838020324707,topk,,a large blue fan facing to the left,-33.43042755126953,topk,,"a large, blue fan faces to the left",-30.6469841003418,topk,,"a large, red fan facing the opposite direction of the others",-11.518156051635742,topk,,"a small, green fan",-30.64007568359375,topk,,"a large, blue sofa (6)",-32.70913314819336,topk,,a large red sofa facing backward,-31.25598526000977,topk,
4,"a small, blue fan in the room",-30.983381271362305,topk,,"a small fan facing left, colored green",-33.57182693481445,topk,,"a large, blue fan, facing left",-31.45914077758789,topk,,a large fan that is red in color and facing backwards,-10.504462242126465,topk,,"a small, green couch",-29.96820068359375,topk,,"a large, blue sofa 6",-32.64036560058594,topk,,"a large, red sofa facing the opposite direction of other objects",-33.026206970214844,topk,
5,a small fan facing left,-28.917245864868164,topk,,"a small fan, green in color",-33.51563262939453,topk,,"a small, green fan facing to the left",-32.02788162231445,topk,,"a small, green fan facing to the left",-7.6016526222229,topk,,a small sofa,-31.222450256347656,topk,,"a small, green fan facing to the left",-32.94281005859375,topk,,"a large, red sofa is facing backwards",-29.76905632019043,topk,
6,"a small, blue fan  facing to the left",-29.941837310791016,topk,,a small fan facing left,-32.52320861816406,topk,,"a large, blue fan facing left",-28.993087768554688,topk,,a red sofa facing backwards,-8.713680267333984,topk,,"a small, green  sofa",-32.87403106689453,topk,,"a large, blue couch",-32.98120880126953,topk,,a red sofa facing backwards,-27.785301208496094,topk,
7,a blue fan on the left,-29.600317001342773,topk,,"a small fan, green",-33.37587356567383,topk,,"a large, blue fan is facing to the left",-29.846681594848636,topk,,"a large, red, backwards fan",-9.85813808441162,topk,,a blue sofa facing to the left,-30.312856674194336,topk,,"a  large, blue sofa facing to the left",-31.29966354370117,topk,,"a large, red sofa facing to the right",-30.639123916625977,topk,
8,"a small, blue fan to the left",-30.634153366088867,topk,,a small fan that is green and facing to the left,-32.49236297607422,topk,,"a large, blue fan in the room",-31.19911003112793,topk,,"a large, red fan facing backward",-7.921419143676758,topk,,a green chair,-32.45800018310547,topk,,"a large, blue sofa on the left",-33.811641693115234,topk,,"a large, red sofa facing to the left",-31.772186279296875,topk,
9,a small fan that is blue in color and facing to the left,-31.535724639892575,topk,,a small fan that is green in color,-32.848751068115234,topk,,a large fan that is blue and facing to the left,-32.42850112915039,topk,,"a large, red fan  (4)",-10.600393295288086,topk,,a little green sofa facing to the left,-31.901775360107425,topk,,a blue sofa facing to the left,-31.459341049194336,topk,,"a large, red sofa faces backwards",-30.917179107666016,topk,
