,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a large, grey, desk, facing forwards",-10.417719841003418,topk,,a large desk that is blue in colour and facing forwards,-11.3124361038208,topk,,"a large, red desk""",-9.465909957885742,topk,,"a small, green table",-9.020747184753418,topk,,"a large, blue desk",-30.249271392822266,topk,,a large  red fan facing backwards,-32.18355941772461,topk,,a fan facing to the left,-30.24770164489746,topk,
1,a grey desk facing forward,-10.21683120727539,topk,,"a small, green desk facing to the left",-10.274837493896484,topk,,"a small, green desk facing to the left",-8.038824081420898,topk,,"a small, green desk",-4.011623382568359,topk,,"a large, blue fan  facing forwards",-28.91939353942871,topk,,"a large fan, facing backwards",-31.92779541015625,topk,,"a small, green desk",-27.93533515930176,topk,
2,a huge grey desk facing forward,-10.667832374572754,topk,,a large desk,-8.119800567626953,topk,,a large desk,-8.126471519470215,topk,,"a large, blue desk",-9.427152633666992,topk,,"a large, blue fan in the room",-31.489273071289062,topk,,a large fan that is red in color and facing backwards,-33.20173645019531,topk,,"a small, green fan",-28.2985954284668,topk,
3,a grey desk facing forwards in the room,-11.207170486450195,topk,,a large desk with a blue top,-11.550938606262209,topk,,a desk facing backwards,-7.870490550994873,topk,,"a small, green desk facing to the left",-2.433605909347534,topk,,"a large, blue fan is in the room",-30.90011978149414,topk,,a large fan is facing backwards,-32.37968444824219,topk,,"a small, green desk facing to the left",-27.444515228271484,topk,
4,a large grey desk facing forward,-9.221960067749023,topk,,a large desk with a blue surface,-11.412930488586426,topk,,a large red desk,-7.078144073486328,topk,,"a small, green fan facing to the left",-8.734347343444824,topk,,a blue desk,-30.10489273071289,topk,,"a small, green fan facing to the left",-31.23491477966309,topk,,"a small, green fan on the left",-28.985715866088867,topk,
5,a large desk,-7.698616504669189,topk,,a large desk that is blue in color and facing forwards,-10.927698135375977,topk,,"a large, red desk, facing backwards",-7.819098472595215,topk,,"a small, green desk faced to the left",-9.977874755859377,topk,,"a large, blue fan",-24.69917297363281,topk,,a large red desk,-32.046146392822266,topk,,"a small, green fan facing to the left",-27.013904571533203,topk,
6,"a large desk, grey in color",-11.23484230041504,topk,,"a large blue desk, facing forwards",-9.944425582885742,topk,,a red desk facing backwards,-3.5140509605407715,topk,,"a small green desk, facing left",-10.291814804077148,topk,,"a large, blue fan  | facing forwards",-32.19840621948242,topk,,a large fan facing backwards is red,-32.42802810668945,topk,,a green fan facing to the left,-29.29962539672852,topk,
7,a grey desk  facing forwards,-10.383865356445312,topk,,a large desk facing forwards that is blue,-11.49067497253418,topk,,a large desk with a red color facing backwards,-10.756000518798828,topk,,"a green, small desk",-8.16879653930664,topk,,a large fan,-28.684579849243164,topk,,a large red fan facing to the left,-32.925025939941406,topk,,a small green fan is facing to the left,-30.464879989624023,topk,
8,"a grey, large, desk, facing forwards",-11.435121536254885,topk,,a green desk,-11.006147384643556,topk,,"a large, red desk with its back facing us",-11.350360870361328,topk,,a small green desk facing left,-5.973015785217285,topk,,"a large, blue fan face",-30.29292297363281,topk,,"a large red fan""",-32.22776412963867,topk,,"a green, small desk",-30.631166458129883,topk,
9,"a large desk, facing forwards, grey in color",-11.814393997192385,topk,,a  blue desk facing forwards,-11.080214500427246,topk,,"a large, red desk that is facing backwards",-11.11745262145996,topk,,"a small, green desk faces to the left",-11.520923614501951,topk,,a blue fan ,-30.72275924682617,topk,,"a large fan, red, facing backwards",-33.05935287475586,topk,,a small green desk facing left,-30.079030990600582,topk,
10,"a large, grey desk",-2.189353704452514,topk,,a  blue desk,-11.329194068908691,topk,,"a large, red desk  facing backwards",-9.465946197509766,topk,,a green desk,-5.53319787979126,topk,,"a large, blue fan  (5)",-31.44074821472168,topk,,a green fan facing to the left,-32.32089614868164,topk,,a green desk,-28.074731826782227,topk,
11,a grey desk faces forwards,-10.018693923950195,topk,,a desk facing forwards,-10.867823600769045,topk,,"a large, red desk facing backward",-8.893293380737305,topk,,a small green desk facing left ,-10.090058326721191,topk,,a big blue fan,-30.83050537109375,topk,,"a large red fan, facing backwards",-30.644540786743164,topk,,a small green fan facing the left,-27.897293090820312,topk,
12,"a grey, large, desk, facing, forwards",-12.130867004394531,topk,,"a large desk, blue in colour",-11.515838623046877,topk,,a large desk that is red in color and facing backwards,-11.330120086669922,topk,,"a small, green desk to the left",-10.261093139648438,topk,,"a large, blue fan facing forwards",-23.262222290039062,topk,,a large fan that is red in color and is facing backwards,-33.98655319213867,topk,,a small green fan to the left,-28.458017349243164,topk,
