,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, blue fan facing the left",-28.194860458374023,topk,,"a green fan, facing to the left",-30.205867767333984,topk,,"a large, blue fan faces to the left",-30.6469841003418,topk,,"a large, red fan facing backwards",-24.577367782592773,topk,,a green sofa is facing left,-30.74138069152832,topk,,"a large,",-32.837242126464844,topk,,a large red sofa,-31.519655227661133,topk,
1,a small blue fan to the left,-28.45401954650879,topk,,"a large, red fan facing backwards",-31.12493133544922,topk,,"a large, blue fan""",-30.921363830566406,topk,,"a large, red fan facing backwards,",-29.913305282592773,topk,,a small green sofa,-25.058353424072266,topk,,a blue sofa facing to the left,-31.462968826293945,topk,,"a large,",-31.154170989990234,topk,
2,"a blue fan, facing left",-29.35808563232422,topk,,a green fan is facing to the left,-30.76923370361328,topk,,a large fan that is blue in color and facing to the left,-34.839935302734375,topk,,a backwards-facing red fan,-29.600635528564453,topk,,a green sofa that is facing to the left,-31.426292419433597,topk,,a large blue fan,-32.85187149047852,topk,,"a large, red sofa""",-31.26021385192871,topk,
3,a small blue fan ,-28.081228256225582,topk,,"a small, green fan to the left",-31.18701934814453,topk,,a large blue fan,-29.786455154418945,topk,,"a large, red fan facing to the left",-30.614086151123047,topk,,a green sofa ,-30.042333602905277,topk,,"a large, red sofa",-33.1575927734375,topk,,"a large, red fan facing backwards",-31.24283790588379,topk,
4,a small blue fan is facing to the left,-30.17999267578125,topk,,a small green fan facing left,-30.040203094482425,topk,,a large blue fan is facing left,-31.27629852294922,topk,,a large red fan facing backwards,-25.590665817260746,topk,,"a green, small sofa",-31.832674026489254,topk,,a large blue sofa ,-31.180465698242188,topk,,"a large, red sofa",-29.34615135192871,topk,
5,a small blue fan facing the left,-30.407657623291016,topk,,"a small, green fan facing to the left",-23.29259490966797,topk,,"a large, blue fan, facing left",-31.47275924682617,topk,,"a large, red fan that is facing backwards",-29.749736785888672,topk,,"a small, green couch",-31.596267700195312,topk,,"a large, blue sofa",-23.396455764770508,topk,,"a large, red sofa, facing backwards",-30.178539276123047,topk,
6,a small blue fan on the left,-29.547807693481445,topk,,a green fan ,-29.85835838317871,topk,,"a large blue fan, facing left",-30.818477630615234,topk,,"a large, red fan facing backwards ",-28.116430282592773,topk,,"a small, green sofa",-22.34320068359375,topk,,a large blue sofa facing the left,-29.5262393951416,topk,,"a large, red sofa facing the opposite direction of the other objects",-33.520965576171875,topk,
7,a small blue fan facing to the left,-27.7563419342041,topk,,a small green fan,-29.85028839111328,topk,,a large fan facing to the left,-30.24367904663086,topk,,"a large, red fan facing to the right",-30.145336151123047,topk,,a green sofa on the left,-30.92847442626953,topk,,"a large blue sofa, facing to the left",-31.255956649780277,topk,,"a large, red sofa ",-28.54927635192871,topk,
8,a blue small fan,-30.104978561401367,topk,,"a small, green fan is in the room",-31.366125106811523,topk,,"a large blue fan, facing to the left",-29.914278030395508,topk,,a red fan facing the opposite direction of the other fans,-32.3618049621582,topk,,"a small, green fan facing to the left",-33.337032318115234,topk,,"a small, green fan facing to the left",-32.94281005859375,topk,,"a large, red sofa facing backward",-29.631336212158203,topk,
9,"a small, blue fan 1",-29.28738594055176,topk,,"a small, green fan, facing to the left",-29.23263168334961,topk,,"a large, blue sofa",-30.299522399902344,topk,,"a small, green fan facing to the left",-28.45516586303711,topk,,a green sofa in the room,-31.267915725708008,topk,,"a blue, large sofa facing to the left",-33.03755187988281,topk,,"a large, red sofa faces backwards",-31.263437271118164,topk,
10,a small fan facing left,-29.86309051513672,topk,,"a small, green fan (2)",-31.11920166015625,topk,,"a small, green fan facing to the left",-30.980920791625977,topk,,"a large, red fan facing backwards is in the room",-31.46236038208008,topk,,a blue sofa,-29.580093383789062,topk,,a large blue sofa that is facing to the left,-33.75821685791016,topk,,a sofa,-29.640439987182617,topk,
11,a blue fan ,-28.96588516235352,topk,,a green fan facing left,-31.28144836425781,topk,,"a large, blue fan  (3)",-31.056474685668945,topk,,"a large, red fan, facing backwards",-28.74582290649414,topk,,a sofa,-31.143394470214844,topk,,"a  large, blue sofa facing to the left",-31.29966354370117,topk,,"a large, red, backwards sofa",-31.760847091674805,topk,
12,"a small, blue fan facing left",-26.852514266967773,topk,,a small green fan facing the left,-29.74255752563477,topk,,a large blue fan facing to the left,-31.175634384155277,topk,,a red sofa facing backwards,-28.80339813232422,topk,,a green small sofa facing to the left,-31.566320419311523,topk,,a blue sofa,-33.17271041870117,topk,,"a large, red sofa facing forwards",-30.432823181152344,topk,
13,a small fan,-28.54638290405273,topk,,a green fan,-26.95210838317871,topk,,a large blue sofa facing to the left,-32.36854934692383,topk,,a large red sofa facing backwards,-29.58570671081543,topk,,a green sofa is in the room,-32.22229766845703,topk,,a sofa,-33.410099029541016,topk,,a red sofa facing backwards,-29.74058532714844,topk,
14,"a small blue fan, facing to the left",-29.60386848449707,topk,,"a green fan, facing left",-30.407447814941406,topk,,a large blue fan faces to the left,-31.6497745513916,topk,,a large fan,-29.43193244934082,topk,,"a small, green couch facing to the left",-31.15938186645508,topk,,"a blue sofa, facing to the left",-33.246456146240234,topk,,a large sofa,-30.653718948364254,topk,
15,a blue fan,-26.75494766235352,topk,,"a small, green fan""",-30.60374641418457,topk,,a large blue fan is facing to the left,-30.2163028717041,topk,,"a red, large fan facing backwards",-29.82228279113769,topk,,a sofa facing to the left,-31.83864021301269,topk,,a blue sofa facing left,-32.47700119018555,topk,,a large red sofa facing backwards,-30.847078323364254,topk,
16,"a small, blue fan  facing to the left",-29.941770553588867,topk,,a small fan,-31.01277732849121,topk,,a blue fan,-30.39091110229492,topk,,a red fan that is facing backwards,-29.452608108520508,topk,,a green sofa faces left,-30.51905632019043,topk,,a large blue sofa in the room,-34.053897857666016,topk,,"a large, red sofa is facing backwards",-29.769775390625,topk,
17,"a small, blue fan is facing to the left",-30.058256149291992,topk,,"a small, green fan face",-31.21992492675781,topk,,"a large, blue fan is facing to the left",-32.49689865112305,topk,,"a large, red, backwards-facing fan",-30.61431884765625,topk,,a green fan,-31.62506103515625,topk,,a sofa facing to the left,-33.940364837646484,topk,,"a large, blue sofa facing to the left",-30.67415428161621,topk,
18,"a small blue fan, facing left",-28.965023040771484,topk,,"a large, green fan facing to the left",-30.303003311157227,topk,,"a large, blue fan faces left",-31.37272453308105,topk,,"a large, blue fan facing to the left",-29.701879501342773,topk,,"a large, blue sofa facing to the left",-29.184547424316406,topk,,a large sofa,-29.175338745117188,topk,,a large red sofa facing backward,-31.25598526000977,topk,
19,"a blue fan, facing to the left",-29.51071548461914,topk,,"a small, green fan facing the left",-28.8466796875,topk,,"a large, blue fan ",-27.741676330566406,topk,,a red fan turned backwards,-30.008262634277344,topk,,a green sofa,-30.104833602905277,topk,,a large,-33.30091094970703,topk,,"a large, red sofa facing to the right",-31.46306037902832,topk,
20,"a small, blue fan ",-27.00624656677246,topk,,"a small, green sofa facing to the left",-30.71739196777344,topk,,"a large, blue fan  facing to the left",-30.0676212310791,topk,,"a large, red fan  facing backwards",-30.380340576171875,topk,,"a small,",-31.387454986572266,topk,,"a blue sofa, facing left",-33.0819091796875,topk,,a red sofa is facing backwards,-31.385143280029297,topk,
21,"a small fan, blue",-28.688867568969727,topk,,a small green fan facing to the left ,-31.52124786376953,topk,,a large blue fan to the left,-31.043794631958008,topk,,a red fan is facing backwards,-30.40827751159668,topk,,"a small, green couch facing left",-31.657190322875977,topk,,a blue couch facing left,-33.40180587768555,topk,,"a large, red sofa facing downwards",-31.584461212158203,topk,
22,a small blue fan facing left,-27.141695022583008,topk,,a small green fan ,-30.42831420898437,topk,,"a large, blue fan facing to the left",-23.72780418395996,topk,,"a large, red fan is facing backwards",-28.6171932220459,topk,,a green sofa facing the left,-30.77741813659668,topk,,a large blue sofa  facing to the left,-31.443140029907227,topk,,"a large red sofa, facing backwards",-31.83009910583496,topk,
23,"a small, blue fan to the left",-30.35117530822754,topk,,"a large, blue fan facing to the left",-30.361473083496094,topk,,"a large, blue fan  ",-31.093238830566406,topk,,"a large, red fan facing backwards'",-30.671117782592773,topk,,a green sofa is facing to the left,-29.704978942871094,topk,,a large blue sofa is facing to the left,-31.450668334960938,topk,,"a red, large sofa facing backwards",-31.561567306518555,topk,
24,"a small, blue fan, facing left",-29.490333557128903,topk,,"a small, green fan ",-27.66523742675781,topk,,a large fan facing left,-31.00748062133789,topk,,a red fan facing the opposite direction of the others,-31.8430233001709,topk,,"a green sofa, facing left",-30.030153274536133,topk,,a  large blue sofa facing to the left,-33.38863754272461,topk,,a red sofa,-28.969043731689453,topk,
25,a,-29.943347930908203,topk,,a green fan in the room,-31.14105033874512,topk,,"a large, blue fan, facing to the left",-29.08756828308105,topk,,a fan facing backwards,-28.147510528564453,topk,,"a green, facing-left sofa",-31.70608711242676,topk,,"a small, green sofa facing to the left",-32.41983413696289,topk,,"a large, red sofa facing to the left",-31.761716842651367,topk,
26,"a small, blue fan facing to the left",-23.22777366638184,topk,,"a small, green fan is facing to the left",-30.584142684936523,topk,,"a large fan, blue in color, facing to the left",-34.03691864013672,topk,,"a large, red sofa facing backwards",-28.55161666870117,topk,,a small sofa,-28.93260383605957,topk,,a large blue sofa to the left,-32.661468505859375,topk,,a large red sofa is facing backwards,-31.28589630126953,topk,
27,a fan,-28.427722930908203,topk,,"a small, green fan in the room",-31.376171112060547,topk,,"a large, blue fan in the room",-31.92629623413086,topk,,"a large, red fan facing backwards is object 4",-31.30099296569824,topk,,a green sofa facing to the left,-28.713159561157227,topk,,"a large, blue couch",-31.49802017211914,topk,,"a large, red sofa that is facing backwards",-31.63340950012207,topk,
28,"a small, blue fan (1)",-30.51401710510254,topk,,"a small, green fan  ",-30.89179992675781,topk,,a large blue fan  facing to the left,-31.394432067871094,topk,,a large fan that is red in color and is facing backwards,-32.70113754272461,topk,,"a large, green sofa facing to the left",-31.496252059936523,topk,,"a large, blue fan facing to the left",-32.47991943359375,topk,,a large red sofa ,-31.300905227661133,topk,
29,a blue fan facing left,-29.88573837280273,topk,,a green fan facing the left,-29.44427299499512,topk,,"a large, blue fan facing the left",-29.3669490814209,topk,,"a red fan, facing backwards",-28.64930534362793,topk,,"a large, red sofa facing backwards",-30.247690200805664,topk,,"a ""large, blue sofa facing to the left""",-33.61842346191406,topk,,"a large, red sofa facing backwards",-27.295373916625977,topk,
30,a blue fan facing the left,-28.931007385253903,topk,,"a small, green fan",-25.15742492675781,topk,,a,-29.72704124450684,topk,,a,-29.38344955444336,topk,,"a green sofa, facing to the left",-29.719202041625977,topk,,a green sofa facing to the left,-32.87681579589844,topk,,a red sofa facing backwards ,-31.441551208496094,topk,
31,a small fan in the room,-29.83946990966797,topk,,"a small, green fan facing left",-28.5109920501709,topk,,"a small, blue fan facing to the left",-29.912792205810547,topk,,a large red fan,-27.138107299804688,topk,,a green sofa facing left in a room,-32.10083770751953,topk,,a large blue sofa  (6),-33.79566955566406,topk,,"a  large, red sofa facing backwards",-30.47689247131348,topk,
32,"a small, blue fan, facing to the left",-28.58502197265625,topk,,a,-30.581111907958984,topk,,a blue fan facing left,-30.36826515197754,topk,,"a small, blue fan facing to the left",-29.279621124267575,topk,,a,-29.541091918945312,topk,,a large blue sofa is facing left,-33.166988372802734,topk,,a,-28.984189987182617,topk,
33,"a small, blue fan""",-30.19374656677246,topk,,"a small green fan, facing to the left",-31.11765480041504,topk,,"a  large, blue fan facing to the left",-31.21611213684082,topk,,a red fan backwards,-29.863189697265625,topk,,a green small sofa facing left,-31.3588809967041,topk,,a large blue sofa facing left,-27.95806884765625,topk,,"a small, blue fan facing to the left",-30.745445251464844,topk,
34,"a small, blue fan  (1)",-30.180221557617188,topk,,a small green fan facing to the left,-28.62281036376953,topk,,"a large, blue fan that is facing to the left",-31.54176139831543,topk,,a large red fan is facing backwards,-30.36768913269043,topk,,a green sofa faces to the left,-31.43051147460937,topk,,a big blue sofa facing left,-32.40463638305664,topk,,a red sofa facing backwards in the room,-31.95488548278809,topk,
35,"a small, blue fan",-24.63124656677246,topk,,a fan facing to the left,-30.58946228027344,topk,,a large blue fan facing left,-31.52427864074707,topk,,a red fan facing backwards,-31.38095092773437,topk,,a green sofa  facing to the left,-30.748708724975582,topk,,a,-30.16026496887207,topk,,"a small, blue fan",-31.147062301635746,topk,
36,a small blue fan,-25.706228256225582,topk,,"a small, green fan  facing to the left",-30.20161437988281,topk,,"a large, blue fan",-25.108863830566406,topk,,"a large, red fan facing backwards is object 4 in the room",-32.48664474487305,topk,,a green sofa facing left in the room,-31.6806583404541,topk,,"a small, blue fan facing to the left",-32.38883972167969,topk,,"a large, red sofa-facing backwards",-31.857372283935547,topk,
37,a small fan facing to the left,-27.965600967407227,topk,,"a small, green fan  (2)",-30.388813018798828,topk,,"a small, blue fan",-31.550762176513672,topk,,"a large, red fan is facing backwards in the room",-32.205909729003906,topk,,a green sofa to the left,-30.13284492492676,topk,,a blue sofa facing the left,-31.33371353149414,topk,,"a large, red sofa  ",-31.57271385192871,topk,
38,a blue fan facing to the left,-28.25710868835449,topk,,"a small, blue fan",-30.23138999938965,topk,,a large blue fan facing the left,-31.06361198425293,topk,,a large red fan facing backward,-29.496915817260746,topk,,a green sofa facing left,-27.44526672363281,topk,,"a large blue sofa, facing left",-32.757545471191406,topk,,a large sofa facing backwards,-28.32720375061035,topk,
39,a red thing,-42.063846588134766,logic,,a green fan facing to the left,-28.738489151000977,topk,,"a large, blue fan facing left",-28.993087768554688,topk,,a backwards red fan,-29.07011032104492,topk,,a green couch facing left,-30.7510986328125,topk,,"a large blue sofa""",-33.18827819824219,topk,,a red thing,-35.918216705322266,logic,
40,a red thing facing backwards,-44.19739532470703,logic,,a blue fan facing to the left,-31.02855682373047,topk,,"a large, blue fan;",-31.405738830566406,topk,,"a large, red fan facing the opposite direction",-30.192657470703125,topk,,"a  small, green sofa facing to the left",-31.72173309326172,topk,,a large blue sofa faces left,-32.02346420288086,topk,,a red thing facing backwards,-37.24482727050781,logic,
41,a red thing facing to the left,-48.39413833618164,logic,,a red thing,-43.432376861572266,logic,,a large blue fan faces left,-30.671600341796875,topk,,a big red fan,-29.09676170349121,topk,,a little green sofa facing left,-31.148439407348636,topk,,"a large , blue sofa facing to the left",-33.16510009765625,topk,,a red thing facing to the left,-43.53169250488281,logic,
42,a red fan,-33.61606979370117,logic,,a red thing facing backwards,-45.447792053222656,logic,,a blue fan facing to the left,-30.629905700683597,topk,,a large fan that is red in color and facing backwards,-31.217012405395508,topk,,a green sofa facing left ,-31.54450416564941,topk,,a blue sofa is facing to the left,-32.999473571777344,topk,,a red fan,-31.70909881591797,logic,
43,a red fan facing backwards,-34.3846549987793,logic,,a red thing facing to the left,-49.99567413330078,logic,,a red thing,-40.7690315246582,logic,,a red fan facing to the right,-29.87179946899414,topk,,a small green couch,-31.855228424072266,topk,,a large blue sofa,-28.039840698242188,topk,,a red fan facing backwards,-32.8317756652832,logic,
44,a red fan facing to the left,-38.11592864990234,logic,,a red fan,-34.770687103271484,logic,,a red thing facing backwards,-42.82939147949219,logic,,"a large, red fan facing backwards""",-29.296117782592773,topk,,"a green, small sofa facing to the left",-32.20968246459961,topk,,a large blue sofa faces to the left,-32.39189147949219,topk,,a red fan facing to the left,-37.21123504638672,logic,
45,a red sofa,-33.61509704589844,logic,,a red fan facing backwards,-35.57090377807617,logic,,a red thing facing to the left,-47.70125961303711,logic,,a red thing,-14.4898681640625,logic,,a red thing,-41.22901153564453,logic,,a large  blue sofa facing to the left,-32.659400939941406,topk,,a red sofa,-25.572607040405277,logic,
46,a red sofa facing backwards,-34.3973274230957,logic,,a red fan facing to the left,-39.48183822631836,logic,,a red fan,-32.96013641357422,logic,,a red thing facing backwards,-16.000354766845703,logic,,a red thing facing backwards,-43.098121643066406,logic,,"a small, blue fan",-33.15068817138672,topk,,a red sofa facing backwards,-25.85979652404785,logic,
47,a red sofa facing to the left,-38.738399505615234,logic,,a red sofa,-34.989315032958984,logic,,a red fan facing backwards,-33.92683792114258,logic,,a red thing facing to the left,-23.369842529296875,logic,,a red thing facing to the left,-47.05086517333984,logic,,a large blue sofa facing to the left,-25.9589900970459,topk,,a red sofa facing to the left,-31.408870697021484,logic,
