,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, blue fan facing the left",-7.315964698791504,topk,,"a large, red fan facing backwards",-31.12493133544922,topk,,"a large,",-32.077327728271484,topk,,a large red fan facing to the right,-31.533103942871094,topk,,a small green sofa ,-30.501632690429688,topk,,a blue sofa facing to the left,-29.342500686645508,topk,,a large red sofa,-10.421998977661133,topk,
1,a small fan that is blue in color and facing to the left,-10.65325164794922,topk,,a little green fan facing left,-31.910720825195312,topk,,a large blue fan ,-31.638017654418945,topk,,a backwards-facing red fan,-29.600635528564453,topk,,a small sofa facing to the left,-29.70594024658203,topk,,"a large, blue sofa  facing to the left",-30.00376510620117,topk,,"a large,",-10.05651569366455,topk,
2,"a fan, blue, small",-10.050506591796877,topk,,"a small, green fan faces left",-32.136348724365234,topk,,a large blue fan,-29.786455154418945,topk,,a large blue fan,-30.512136459350582,topk,,"a small, green sofa (5)",-31.00436019897461,topk,,"a large, blue sofa is facing to the left",-30.646530151367188,topk,,"a large, red sofa""",-10.162556648254396,topk,
3,a small blue facing left fan,-10.408811569213867,topk,,"a small, green fan to the left",-32.124366760253906,topk,,a large blue fan is facing left,-31.27629852294922,topk,,"a large, red sofa",-28.36264419555664,topk,,a blue sofa facing to the left,-30.312856674194336,topk,,"a large, blue sofa  (6)",-32.35770797729492,topk,,"a large, red fan facing backwards",-10.145180702209473,topk,
4,a small fan facing left,-8.99560832977295,topk,,"a small, green fan in a room",-32.01749420166016,topk,,"a large blue fan, facing left",-32.62077331542969,topk,,a large fan that is red in color and facing in the opposite direction of the other fans,-35.77379608154297,topk,,a small green sofa,-27.392257690429688,topk,,"a large, blue sofa",-30.071269989013672,topk,,"a large, red sofa",-8.248494148254395,topk,
5,"a small, blue fan 1",-9.66564655303955,topk,,a small fan facing left,-31.253347396850582,topk,,"a large blue fan, facing to the left",-30.27212905883789,topk,,"a large red fan, facing backwards",-30.47197532653809,topk,,"a small, green sofa is in the room",-31.094860076904297,topk,,"a large blue sofa, facing to the left",-31.2601261138916,topk,,"a large, red sofa facing the opposite direction of the other objects",-12.423052787780762,topk,
6,a small,-10.205584526062012,topk,,"a small, green sofa",-30.287250518798828,topk,,"a large, blue sofa",-30.299522399902344,topk,,a large fan with a red color and facing backwards,-32.00967788696289,topk,,a small green sofa facing to the left,-25.565818786621094,topk,,a large blue sofa facing the left,-30.13267135620117,topk,,"a large, red sofa ",-7.451619148254394,topk,
7,"a small fan, blue, facing left",-9.561602592468262,topk,,"a small, green fan facing to the left",-23.29258918762207,topk,,a large blue fan on the left,-31.812414169311523,topk,,a large red fan facing backwards,-25.590665817260746,topk,,"a green, small sofa",-29.482046127319336,topk,,"a large, blue sofa to the left",-32.13618850708008,topk,,"a large, red sofa facing backward",-8.53367805480957,topk,
8,"a small, blue fan on the left",-10.113000869750977,topk,,"a small, green fan facing to the right",-32.1441535949707,topk,,"a small, green fan facing to the left",-32.02788162231445,topk,,a red fan facing the opposite direction of the other fans,-31.80625534057617,topk,,"a small, green sofa  (5)",-30.352081298828125,topk,,"a  large, blue sofa facing to the left",-31.29966354370117,topk,,"a large, red sofa faces backwards",-10.165780067443848,topk,
9,a small fan that is blue in color and is facing to the left,-11.21374797821045,topk,,a small green fan,-25.491771697998047,topk,,a big blue fan facing left,-31.81095314025879,topk,,a red fan facing the opposite direction of other fans,-32.93186569213867,topk,,"a small, green sofa, facing to the left",-27.823392868041992,topk,,a blue sofa,-30.314836502075195,topk,,"a large, red, backwards sofa",-10.663190841674805,topk,
