,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a large, grey, desk, facing forwards",-31.44710731506348,topk,,a large desk that is blue in colour and facing forwards,-33.36016845703125,topk,,"a large, red desk""",-30.57783889770508,topk,,"a small, green table",-10.960977554321287,topk,,"a large, blue desk",-30.27023696899414,topk,,"a large, red fan face",-29.755788803100582,topk,,"a small, green fan",-28.2175407409668,topk,
1,a grey desk facing forward,-30.73325729370117,topk,,"a small, green desk facing to the left",-32.27580642700195,topk,,"a small, green desk",-30.86335563659668,topk,,a little green desk,-9.040119171142578,topk,,"a large, blue fan  facing forwards",-28.9415225982666,topk,,"a large, red fan""",-29.771413803100582,topk,,"a small, green desk facing to the left",-29.64791488647461,topk,
2,a large desk,-28.70415687561035,topk,,a large desk,-30.165061950683597,topk,,a red facing backwards desk,-31.63449478149414,topk,,"a large, blue desk",-7.5771260261535645,topk,,"a large, blue fan in the room",-31.480987548828125,topk,,a large red fan facing backward,-30.512222290039062,topk,,"a small, green fan on the left",-28.913951873779297,topk,
3,"a large desk, facing forwards, grey in color",-32.682037353515625,topk,,a large desk that is blue in color and facing forwards,-32.94939422607422,topk,,"a small, green desk facing to the left",-29.14759063720703,topk,,"a small desk, green in color, facing left",-12.532620429992676,topk,,"a large, blue fan is in the room",-30.92238044738769,topk,,a red desk facing backwards,-30.017112731933597,topk,,"a small, green fan facing to the left",-26.9591064453125,topk,
4,"a large, grey desk, facing forwards",-29.159019470214844,topk,,"a large blue desk, facing forwards",-31.935693740844727,topk,,a desk facing backwards,-29.00157928466797,topk,,"a small, green fan facing to the left",-11.410099029541016,topk,,a blue desk,-28.77911758422852,topk,,"a large, red fan facing backward",-29.40933609008789,topk,,a small fan facing left,-30.078617095947266,topk,
5,"a large, grey desk",-25.23567771911621,topk,,a large desk facing forwards that is blue,-32.680381774902344,topk,,a large red desk,-25.6376953125,topk,,a small  green desk facing to the left,-12.102752685546877,topk,,"a large, blue fan",-24.72886085510254,topk,,"a large, red fan",-24.771413803100582,topk,,a green fan facing to the left,-30.604965209960938,topk,
6,a grey desk faces forwards,-30.723432540893555,topk,,"a large blue desk facing forwards""",-32.394874572753906,topk,,"a small, green fan facing to the left",-31.02854347229004,topk,,"a small desk, green in color, facing to the left",-11.726524353027344,topk,,a large fan,-28.68400001525879,topk,,"a large, red fan facing forwards",-29.74527359008789,topk,,a small green fan is facing to the left,-30.170698165893555,topk,
7,"a large, grey desk in the room",-31.24630355834961,topk,,a blue desk,-27.55714988708496,topk,,"a large, red desk, facing backwards",-31.197643280029297,topk,,"a small desk, green in colour, facing to the left",-12.226945877075195,topk,,"a large, blue fan  (5)",-31.43229484558105,topk,,a large red fan ,-30.633020401000977,topk,,a small green desk facing left,-30.066770553588867,topk,
8,a desk facing forwards,-29.165197372436523,topk,,a blue desk in the room,-32.555538177490234,topk,,a  red desk facing backwards,-31.429462432861328,topk,,a small desk facing the left,-9.572080612182615,topk,,a blue fan ,-30.71792221069336,topk,,"a large, red fan facing backwards in the room",-30.128725051879883,topk,,"a large, blue fan",-28.89788055419922,topk,
9,a grey desk is facing forwards,-29.51078224182129,topk,,"a  large, blue desk",-31.922134399414062,topk,,"a large, red desk with its back facing us",-32.066307067871094,topk,,"a large, grey desk",-9.006749153137207,topk,,a big blue fan,-30.834169387817383,topk,,"a large, red fan facing backwards'",-29.27009010314941,topk,,a small green fan facing the left,-27.929967880249023,topk,
10,a large desk that is grey in color and facing forwards,-32.342262268066406,topk,,a desk facing forwards,-32.89371490478516,topk,,a small green desk facing left,-31.696792602539062,topk,,a blue desk,-10.2278413772583,topk,,"a large, blue fan facing forwards",-23.27629852294922,topk,,"a large, red fan faces backwards",-30.660978317260746,topk,,a small green fan to the left,-28.44926071166992,topk,
11,a large grey desk  facing forwards,-30.22928047180176,topk,,"a large desk that is blue in color, facing forwards",-34.0674934387207,topk,,"a large, red desk that is facing backwards",-30.09248924255371,topk,,"a green, small desk",-8.0870943069458,topk,,a large blue fan facing forwards,-28.91685676574707,topk,,"a large red fan, facing backwards",-30.67043113708496,topk,,a small green fan facing left,-29.84410095214844,topk,
12,a large grey desk is facing forwards,-30.669357299804688,topk,,a blue desk facing forward,-32.517093658447266,topk,,"a large, red desk  facing backwards",-30.598812103271484,topk,,"a small, green, desk facing to the left",-11.399938583374023,topk,,a fan facing forwards,-30.797203063964844,topk,,a large fan facing backwards,-27.451313018798828,topk,,"a small, green fan that is facing to the left",-30.99634552001953,topk,
13,a large grey desk  (1),-31.77117729187012,topk,,a large blue desk facing forwards in a room,-33.11538314819336,topk,,"a large, red desk facing backward",-29.95050048828125,topk,,a green desk,-5.461870193481445,topk,,a large blue desk facing forwards,-30.82690048217773,topk,,a large fan,-29.641698837280277,topk,,a small green fan facing to the left ,-29.72207260131836,topk,
14,a grey desk in a room,-30.53523826599121,topk,,a blue desk facing forwards,-27.1577205657959,topk,,"a large, red desk backwards",-31.03096389770508,topk,,"a small desk, facing to the left",-10.884081840515137,topk,,a large fan facing forwards,-27.92908477783203,topk,,a large red fan,-30.69277572631836,topk,,a small green fan facing left ,-30.66638946533203,topk,
15,"a large, grey desk  facing forwards",-29.579946517944336,topk,,a large blue desk facing forwards,-32.695457458496094,topk,,"a large, red desk  (3)",-31.84460830688477,topk,,a small desk to the left,-10.388298988342283,topk,,"a blue fan, facing forwards",-30.668703079223636,topk,,"a  large, red fan facing backwards",-30.8087100982666,topk,,a small fan facing to the left,-28.48597526550293,topk,
16,a large grey facing forwards desk,-31.007539749145508,topk,,"a blue desk""",-32.682151794433594,topk,,a big red table,-30.96239471435547,topk,,a small green table facing left,-10.95042896270752,topk,,a blue fan,-30.64760971069336,topk,,"a large, red fan  facing backwards",-29.60696029663086,topk,,a green desk facing left,-30.415668487548828,topk,
17,"a large, grey desk ",-27.35286521911621,topk,,a large desk that is blue in colour,-33.52290725708008,topk,,"a large, red desk with its back to us",-32.48434829711914,topk,,a small desk with a green surface,-11.936863899230955,topk,,"a large, blue fan is in the room, facing forwards",-33.86195755004883,topk,,"a large, red fan that is facing backwards",-30.445158004760746,topk,,a green fan facing the left,-30.4195613861084,topk,
18,"a grey desk, facing forwards",-31.37401580810547,topk,,"a large desk, blue in colour, facing forwards",-32.202674865722656,topk,,"a large, red desk that faces backwards",-31.91470718383789,topk,,a small desk that is green in color and facing to the left,-12.558435440063477,topk,,"a  large, blue fan facing forwards",-30.514467239379883,topk,,"a large, red fan facing to the left",-31.136863708496094,topk,,a small green fan facing to the left,-30.291259765625,topk,
19,"a grey, large desk facing forwards",-31.63373565673828,topk,,a large blue desk is facing forwards,-32.756004333496094,topk,,"a large, red desk facing the opposite direction of the others",-33.428077697753906,topk,,"a small, green, desk",-11.652655601501465,topk,,"a large, blue fan""",-29.72104835510254,topk,,a large red fan facing backwards,-29.08760452270508,topk,,"a small, green fan""",-30.1003532409668,topk,
20,a grey desk,-28.657146453857425,topk,,a large desk is blue and facing forwards,-32.78977584838867,topk,,a  red  desk,-30.87995719909668,topk,,"a large, blue fan facing forwards",-10.907957077026367,topk,,"a large, blue fan that is facing forwards",-31.169618606567383,topk,,"a large, red fan facing backwards  (6)",-31.53143119812012,topk,,"a small, green fan is facing to the left",-29.79888916015625,topk,
21,a large grey desk in the room,-30.87967872619629,topk,,"a large desk, blue in color, facing forwards",-31.99028968811035,topk,,"a large, red desk",-24.75752639770508,topk,,a small green facing left desk,-11.01857089996338,topk,,a fan,-29.166824340820312,topk,,"a large, red desk",-30.431583404541016,topk,,a green fan to the left,-30.08696174621582,topk,
22,a grey large desk facing forwards,-30.30363273620605,topk,,a large desk in the room,-32.8587760925293,topk,,"a large, red desk  ",-30.42940139770508,topk,,a green table,-9.37697982788086,topk,,a large blue fan,-30.199920654296875,topk,,"a large, red fan facing backwards ",-27.45759010314941,topk,,"a small, green fan facing the left",-28.87578773498535,topk,
23,a large grey desk,-30.317062377929688,topk,,a large desk with a blue color,-32.941680908203125,topk,,"a large,",-31.199493408203125,topk,,a green fan,-10.977766036987305,topk,,a green fan,-30.30705451965332,topk,,"a red fan, facing backwards",-30.41415405273437,topk,,"a large, red fan facing backwards",-30.10293960571289,topk,
24,a grey desk is in the room,-30.540945053100582,topk,,"a large,",-32.58927536010742,topk,,"a large, red fan facing backwards",-30.794700622558597,topk,,a small green desk,-3.2113301753997803,topk,,"a large fan, facing forwards",-31.565696716308597,topk,,"a large, red fan  ",-30.943288803100582,topk,,a small green fan,-29.13322257995605,topk,
25,a large desk facing forwards,-27.98809242248535,topk,,a blue table,-31.838960647583008,topk,,a red table,-30.800262451171875,topk,,"a small, green table facing to the left",-10.603503227233888,topk,,a large blue fan  facing forwards,-31.588285446166992,topk,,a fan,-29.90350151062012,topk,,a small green desk facing to the left,-31.383724212646484,topk,
26,"a large desk, grey in color, facing forwards",-30.687782287597656,topk,,a large desk that is blue and facing forwards,-32.256080627441406,topk,,"a large, red desk in the room",-32.257080078125,topk,,a green small desk,-9.252546310424805,topk,,"a large, blue fan, facing forwards",-33.54544448852539,topk,,"a large, red fan facing backwards""",-27.34821510314941,topk,,"a small, green fan faces to the left",-29.92836570739746,topk,
27,a large gray desk facing forwards,-30.602895736694336,topk,,a large blue desk,-32.288631439208984,topk,,"a large, red desk ",-27.43721389770508,topk,,"a small, green facing to the left desk",-12.643677711486816,topk,,"a large blue fan, facing forwards",-30.85322952270508,topk,,"a large, red fan, facing backwards",-31.556793212890625,topk,,a green fan facing left,-28.81499481201172,topk,
28,a desk,-28.970548629760746,topk,,a small green desk,-32.371463775634766,topk,,"a large, red desk face backwards",-30.776460647583008,topk,,a small desk facing left,-7.706035137176514,topk,,"a large, blue desk facing forwards",-30.38761138916016,topk,,"a large, red fan facing backwards",-23.77009010314941,topk,,a green desk facing to the left,-29.93474769592285,topk,
29,a grey desk in the room,-30.01506233215332,topk,,"a large, blue  desk",-32.6878662109375,topk,,"a red, large desk facing backwards",-30.58729553222656,topk,,a large grey desk,-11.17747688293457,topk,,a blue fan is facing forwards,-30.653779983520508,topk,,a red fan,-28.00040626525879,topk,,"a small, green fan to the left",-28.11960792541504,topk,
30,a,-29.004472732543945,topk,,a large blue desk  facing forwards,-32.72308349609375,topk,,"a large, red desk facing the opposite direction of the other desks",-33.469444274902344,topk,,a small desk ,-11.031339645385742,topk,,"a large, blue fan  ",-30.97886085510254,topk,,a red fan facing backwards,-26.80004119873047,topk,,"a small, green fan ",-27.8425407409668,topk,
