,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a blue chair facing left,-26.787355422973636,topk,,a backwards-facing blue chair,-31.2767276763916,topk,,"a large, green chair facing the left",-8.492652893066406,topk,,"a  small, grey chair facing forwards",-31.959571838378903,topk,,"a large blue fan, facing backwards",-8.728100776672363,topk,,a fan facing to the left,-8.160222053527832,topk,,"a grey, small fan facing forwards",-31.12653541564941,topk,
1,a large blue chair ,-30.271514892578125,topk,,a blue chair facing backwards,-27.636362075805664,topk,,a green chair to the left,-9.17497444152832,topk,,a blue chair facing left,-32.31819152832031,topk,,"a large, blue fan that is facing backwards",-9.853947639465332,topk,,a green chair facing to the left,-7.897712707519531,topk,,"a small, grey fan is facing forwards",-30.073711395263672,topk,
2,a large blue chair 1,-30.856599807739254,topk,,"a large, blue chair facing backwards  (2)",-31.484025955200195,topk,,a green chair facing to the left,-5.9775166511535645,topk,,a small grey chair,-24.628759384155277,topk,,a large blue fan facing to the left,-10.581375122070312,topk,,"a large, green chair",-10.094411849975586,topk,,a small grey fan facing forwards,-25.555530548095703,topk,
3,a blue chair is facing to the left,-31.25112533569336,topk,,"a large, blue chair facing backwards <|user|>",-32.46404266357422,topk,,a green chair that is facing to the left,-10.345589637756348,topk,,a large blue chair facing to the left,-30.837968826293945,topk,,a large blue fan ,-8.433832168579102,topk,,a large green fan to the left,-9.10268497467041,topk,,a small grey fan  facing forwards,-30.748668670654297,topk,
4,"a large, blue, facing-left chair",-32.06404495239258,topk,,a small grey chair,-30.536540985107425,topk,,a large green chair facing left,-5.61702299118042,topk,,"a small, grey chair in the room",-32.1236457824707,topk,,a small grey fan facing forwards,-8.634903907775879,topk,,a small grey fan facing forwards,-10.16242218017578,topk,,a large blue chair facing to the left,-30.70992851257324,topk,
5,a large blue chair facing leftward,-31.612838745117188,topk,,a large blue chair facing backward,-30.502729415893555,topk,,a large green chair facing the left,-8.147089958190918,topk,,a grey chair,-26.715763092041016,topk,,a blue fan is facing backwards,-9.804039001464844,topk,,a green chair,-8.885774612426758,topk,,"a large, green chair",-31.2259521484375,topk,
6,a large blue chair facing to the left,-30.40689468383789,topk,,a large chair facing backwards,-30.10791015625,topk,,a large blue chair facing to the left,-9.633424758911133,topk,,"a small, grey chair facing the front",-32.251163482666016,topk,,"a large, blue fan in the room",-10.39594841003418,topk,,a green fan facing to the left,-11.051937103271484,topk,,"a small, grey fan""",-30.780494689941406,topk,
7,a big blue chair facing left,-30.27273941040039,topk,,"a large, blue chair facing to the right",-32.79243469238281,topk,,"a large, green chair  (3)",-10.923593521118164,topk,,"a small, grey, chair facing forwards",-32.18781661987305,topk,,a blue fan facing backwards,-7.612565517425537,topk,,a green fan ,-9.964160919189451,topk,,a small grey chair facing forwards,-30.063980102539062,topk,
8,a large blue chair facing left in the room,-31.213489532470703,topk,,"a large, blue chair facing backwards  ",-30.818979263305664,topk,,"a large, green chair ",-9.552682876586914,topk,,"a small, grey chair",-25.67875289916992,topk,,"a large, blue fan is in the room",-9.658503532409668,topk,,"a large, green fan (6) facing to the left (6)",-14.777433395385742,topk,,a grey fan facing forward,-30.926862716674805,topk,
9,a blue chair facing the left,-31.483530044555664,topk,,a chair facing backwards,-29.00972557067871,topk,,a green chair,-6.038414001464844,topk,,a small chair,-29.42485237121582,topk,,a blue fan in the room,-9.877737998962402,topk,,a large green fan facing the left,-8.813947677612305,topk,,a blue fan facing backwards,-30.58205223083496,topk,
10,a large chair facing to the left,-29.749780654907227,topk,,"a large, blue fan",-28.97820281982422,topk,,"a large, green chair""",-9.826119422912598,topk,,"a large, blue fan",-31.669437408447266,topk,,"a large, blue fan",-3.2688820362091064,topk,,a green fan is facing to the left,-10.152850151062012,topk,,a green chair,-30.94090461730957,topk,
11,a large blue chair is facing left,-31.201562881469727,topk,,"a large, blue chair, facing backwards",-29.87704467773437,topk,,a green chair facing to the left ,-10.743141174316406,topk,,"a small, gray chair facing forwards",-30.949037551879883,topk,,"a large, blue fan  (5)",-9.66439437866211,topk,,"a large, green fan, facing left",-10.239097595214844,topk,,a small grey fan facing forward,-29.31771469116211,topk,
12,a blue chair is facing left,-31.22212791442871,topk,,"a large, blue chair facing backwards 2",-31.861995697021484,topk,,a large green chair is facing to the left,-10.690041542053224,topk,,"a small, grey chair that is facing forwards",-31.565095901489254,topk,,"a large, blue fan facing backward",-8.057746887207031,topk,,"a large, green fan  facing to the left",-8.324234962463379,topk,,"a small, grey chair",-30.416786193847656,topk,
13,a large blue chair,-30.419952392578125,topk,,"a large, blue chair facing backward",-30.277143478393555,topk,,a large chair facing to the left,-8.236737251281738,topk,,"a large, blue chair facing to the left",-29.600849151611328,topk,,a blue fan ,-9.215261459350586,topk,,a large green fan facing left,-7.0134148597717285,topk,,"a large, blue fan",-30.02080535888672,topk,
14,"a chair, blue, large, facing left",-31.15946578979492,topk,,"a large, blue chair facing to the left",-30.472002029418945,topk,,"a green chair, facing to the left",-9.879591941833496,topk,,"a small, grey fan ",-31.89266395568848,topk,,"a large, blue chair facing to the left",-9.762022972106934,topk,,"a large, green fan facing to the left",-6.086223602294922,topk,,a small grey fan facing forwards is in the room,-31.941579818725582,topk,
15,a large chair,-30.881759643554688,topk,,"a large, blue chair facing backwards,",-31.701791763305664,topk,,a large chair,-9.718232154846191,topk,,"a small, grey chair is facing forwards",-32.779754638671875,topk,,"a small, grey fan facing forwards",-6.768331050872803,topk,,"a small, grey fan facing forwards",-9.343427658081056,topk,,"a small grey fan, facing forwards",-31.05533218383789,topk,
16,a blue chair facing left ,-30.677978515625,topk,,"a small, grey fan facing forwards",-31.05635643005371,topk,,a green chair facing the left,-8.19972038269043,topk,,"a small, grey fan facing forwards",-27.647829055786133,topk,,"a large, blue fan facing backwards",-1.9171221256256104,topk,,"a large, green fan facing the left",-8.319525718688965,topk,,"a large, blue chair facing to the left",-28.137353897094727,topk,
17,a blue chair facing to the left ,-32.07101058959961,topk,,"a large, blue chair facing backwards ",-27.272104263305664,topk,,"a large, blue chair facing to the left",-8.894047737121582,topk,,"a small, grey chair, facing forwards",-29.95238494873047,topk,,"a large, blue fan facing forwards",-8.667121887207031,topk,,"a large, green fan facing left",-7.051299571990967,topk,,"a small, grey fan ",-28.624244689941406,topk,
