,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a green small desk facing forwards,-29.39976692199707,topk,,"a large, green desk facing to the right",-29.42464637756348,topk,,"a large, green desk facing to the right",-11.276877403259276,topk,,a large desk,-29.729412078857425,topk,,a chair facing to the right,-8.483295440673828,topk,,"a large, green chair facing to the left",-32.78063201904297,topk,,a grey chair facing left,-30.323223114013672,topk,
1,a small desk facing forwards,-26.41082000732422,topk,,a small green desk facing to the right,-32.464149475097656,topk,,a desk,-8.870912551879883,topk,,"a large grey desk, facing to the left",-32.20454406738281,topk,,"a small, green chair  facing to the right",-8.571527481079102,topk,,"a large, green chair  ",-33.019256591796875,topk,,"a large, grey chair facing the left",-30.40334701538086,topk,
2,a desk,-30.16376495361328,topk,,"a  small, green desk facing to the right",-31.4287109375,topk,,"a large, green desk-facing forwards",-10.244393348693848,topk,,"a large,",-33.15849685668945,topk,,"a  small, green chair facing to the right",-11.311664581298828,topk,,a large green chair is facing forwards,-33.288597106933594,topk,,"a  large, grey chair facing to the left",-31.769405364990234,topk,
3,a small green desk facing to the right,-31.126108169555664,topk,,"a small, green desk facing  to the right",-31.89422607421875,topk,,a large green desk facing to the left,-11.030200958251951,topk,,"a large desk, grey in color, facing to the left",-32.61515426635742,topk,,a small green chair ,-10.730956077575684,topk,,"a large,",-33.49983215332031,topk,,a chair facing to the left,-32.69719314575195,topk,
4,a little green desk facing forward,-30.5502872467041,topk,,a desk facing to the right,-28.097291946411133,topk,,"a large, green desk;",-10.002981185913086,topk,,"a grey, large desk facing left",-33.3636360168457,topk,,a small green desk facing to the right,-10.334102630615234,topk,,"a large, green chair  facing forwards",-30.951478958129883,topk,,a grey chair facing the left,-32.37247085571289,topk,
5,a green desk is facing forwards,-30.98760223388672,topk,,a desk facing right,-30.37592887878418,topk,,a large green desk  facing forwards,-10.37734031677246,topk,,a large green desk facing to the left,-32.85455322265625,topk,,"a small, green chair 5",-10.028303146362305,topk,,"a  large, green chair facing forwards",-32.1609001159668,topk,,"a large, grey, chair facing to the left",-32.951454162597656,topk,
6,a small green desk ,-29.439624786376957,topk,,a small green desk facing the right,-29.303760528564453,topk,,a green chair facing forwards,-9.983290672302246,topk,,"a grey, large desk facing to the left",-32.00733947753906,topk,,"a small, green chair, facing to the right",-8.68776798248291,topk,,a green chair facing forwards,-32.42803955078125,topk,,a grey chair to the left,-32.97411346435547,topk,
7,a small,-30.305822372436523,topk,,a small green desk ,-31.570911407470703,topk,,"a large, green desk that is facing forwards",-10.450746536254885,topk,,a grey chair,-32.95890045166016,topk,,a green desk chair facing to the right,-9.930704116821287,topk,,a large green chair facing to the right,-32.45350646972656,topk,,a grey chair,-32.862735748291016,topk,
8,a small desk,-28.31230354309082,topk,,a desk facing the right,-31.24064064025879,topk,,a large green desk facing forwards,-7.367701530456543,topk,,a large grey desk facing left,-29.541576385498047,topk,,a small,-10.68844223022461,topk,,a green chair facing the front,-32.57440185546875,topk,,"a large, grey chair faced to the left",-32.738765716552734,topk,
9,"a small, green desk that is facing forwards",-30.694826126098636,topk,,a small,-31.52078437805176,topk,,"a large, green desk",-7.060734748840332,topk,,a large desk facing to the left,-28.60713577270508,topk,,"a small, green chair""",-10.708166122436523,topk,,a big green chair facing forward,-32.619956970214844,topk,,a green chair facing forwards,-32.38623046875,topk,
10,"a small, green desk  ",-30.53357315063477,topk,,"a large, grey desk facing to the left",-31.582788467407227,topk,,"a large, green desk is facing forwards",-9.138150215148926,topk,,"a  large, grey desk facing to the left",-31.723552703857425,topk,,"a small, green chair ",-7.051915645599365,topk,,"a large, green chair is facing forwards",-31.51034927368164,topk,,"a large, grey chair facing left",-30.088775634765625,topk,
11,"a small, green, desk, facing forwards",-30.74338722229004,topk,,"a small, green desk  (2)",-31.80047035217285,topk,,a large green desk is facing forwards,-9.89193344116211,topk,,a large green desk facing forwards,-30.36579132080078,topk,,a small chair facing to the right,-10.055851936340332,topk,,"a large, green chair facing to the right",-34.467376708984375,topk,,"a large, grey desk facing to the left",-34.03541564941406,topk,
12,a desk facing forwards,-29.84769058227539,topk,,"a small, green desk facing to the righ",-33.12360382080078,topk,,a large green desk ,-8.880678176879883,topk,,"a large, green desk",-33.05338287353516,topk,,a small green chair to the right,-10.322797775268556,topk,,a large chair facing forwards,-30.49567413330078,topk,,a grey chair ,-32.862735748291016,topk,
13,"a small green desk, facing forwards",-31.1132755279541,topk,,a small desk,-31.33011245727539,topk,,"a large, green desk 3",-10.01858901977539,topk,,a large grey chair facing to the left,-32.24721908569336,topk,,a green chair,-6.1839094161987305,topk,,"a large, green desk chair facing forwards",-31.555774688720703,topk,,"a large, grey chair facing to the right",-32.8234977722168,topk,
14,"a small desk, green, facing forwards",-30.752948760986328,topk,,"a small, green desk  ",-31.46367645263672,topk,,a large green desk,-8.943178176879883,topk,,a large green desk,-32.17965316772461,topk,,"a small, green chair",-4.036290168762207,topk,,a large green chair facing the front,-31.97264671325684,topk,,a large gray chair facing to the left,-32.84596252441406,topk,
15,"a small, green desk ",-27.61169815063477,topk,,"a small, green desk with its front facing to the right",-32.87312698364258,topk,,a green table,-9.11427116394043,topk,,"a large, grey table",-31.866682052612305,topk,,a small green chair facing to the right,-6.4885125160217285,topk,,"a large, green chair facing forward",-32.41123580932617,topk,,"a grey, large chair facing to the left",-32.91656494140625,topk,
16,a small green desk  facing forwards,-30.524511337280277,topk,,a small desk facing to the right,-28.557191848754883,topk,,"a large green desk, facing forwards",-9.203280448913574,topk,,a large grey desk facing to the left,-29.560443878173828,topk,,a small chair facing right,-10.7297945022583,topk,,a green desk chair facing forwards,-32.026458740234375,topk,,"a large, grey chair to the left",-30.601947784423828,topk,
17,"a small, green desk (1)",-31.027050018310547,topk,,a small green desk facing right,-28.55902099609375,topk,,"a large, green desk facing to the left",-11.48917007446289,topk,,a large desk facing the left,-32.38939666748047,topk,,"a small, green desk chair facing to the right",-9.315313339233398,topk,,"a large green chair, facing forwards",-32.70912170410156,topk,,a large chair facing to the left,-31.14839172363281,topk,
18,"a small, green desk in the room",-30.66386604309082,topk,,a green desk facing right,-31.308462142944336,topk,,a large green table,-9.435949325561523,topk,,a large gray desk,-31.252573013305664,topk,,"a small, green chair that is facing to the right",-10.14266300201416,topk,,a large green chair,-32.944149017333984,topk,,"a large, grey chair is facing to the left",-31.76492500305176,topk,
19,"a small,",-30.725067138671875,topk,,a small green desk turned to the right,-31.37315559387207,topk,,"a large, green desk  (3)",-10.147909164428713,topk,,a large grey desk,-28.75584983825684,topk,,"a small, green chair to the right",-8.877814292907715,topk,,a large,-33.49216842651367,topk,,a large grey desk facing to the left,-31.868858337402344,topk,
20,"a small, green, facing forwards desk",-31.010292053222656,topk,,a small green desk on the right,-31.626007080078125,topk,,a large green desk facing to the right,-10.595976829528809,topk,,"a large, gray desk facing to the left",-32.4581298828125,topk,,"a small, green chair is facing to the right",-9.515652656555176,topk,,a large green chair ,-32.772274017333984,topk,,"a large, grey desk chair facing to the left",-32.916996002197266,topk,
21,a small green desk in front,-31.12871360778809,topk,,"a small, green table facing to the right",-31.451499938964844,topk,,"a large, green desk  facing forwards",-7.899550437927246,topk,,a large grey desk ,-31.40428733825684,topk,,"a small, green chair face to the right",-10.503113746643066,topk,,"a large, green chair, facing forwards",-33.32063674926758,topk,,"a large, grey chair facing  to the left",-33.55210876464844,topk,
22,a small green desk 1,-30.925268173217773,topk,,"a small, green desk ",-28.61992645263672,topk,,"a large, green desk in the room",-10.908554077148438,topk,,a chair,-31.6373291015625,topk,,"a small,",-10.631956100463867,topk,,"a large, green chair facing the front",-33.16817855834961,topk,,a chair that is large and grey and facing to the left,-33.73712539672852,topk,
23,"a small, green desk in a room",-31.131710052490234,topk,,a small desk facing right,-31.381935119628903,topk,,a green desk facing forwards,-6.161377429962158,topk,,a large desk that is grey in color and facing to the left,-33.55450820922852,topk,,"a small, green chair that faces to the right",-10.911062240600586,topk,,a green chair facing to the right,-33.103004455566406,topk,,"a large, grey chair in the room",-33.56892013549805,topk,
24,"a small, green, desk facing forwards",-30.757057189941406,topk,,"a small, green desk faced to the right",-30.999486923217773,topk,,a large green desk facing forward,-7.5891265869140625,topk,,"a large, grey chair facing to the left",-30.56956672668457,topk,,"a small, green chair faces to the right",-10.181441307067873,topk,,"a large, green chair",-27.05831718444824,topk,,"a large, grey chair that is facing to the left",-41.53334045410156,topk,
25,"a green desk, facing forwards",-29.355234146118164,topk,,"a small, green desk, facing to the right",-29.02355194091797,topk,,"a large, green desk face forwards",-10.591415405273438,topk,,"a large, grey chair",-32.906002044677734,topk,,a little green chair facing right,-10.837603569030762,topk,,a large chair,-32.64768981933594,topk,,"a large, grey chair faces to the left",-32.25440216064453,topk,
26,a small green desk,-30.205249786376957,topk,,"a small, green desk is facing to the right",-31.192428588867188,topk,,"a  large, green desk facing forwards",-9.300992012023926,topk,,a grey chair facing to the left,-31.70619010925293,topk,,"a small, green chair faced to the right",-10.377211570739746,topk,,"a large, green chair faces forwards",-33.02339172363281,topk,,"a large, grey chair 7",-33.78240966796875,topk,
27,"a small, green desk - facing forwards",-30.90093421936035,topk,,"a small, green desk in the room",-32.4362678527832,topk,,"a green desk, facing forwards",-10.198009490966797,topk,,a grey desk,-26.34081077575684,topk,,"a large, grey chair facing to the left",-10.528401374816896,topk,,"a large, green chair-facing forwards",-33.49047088623047,topk,,"a large, grey chair  ",-32.274070739746094,topk,
