,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a red, small chair facing right",-30.95266532897949,topk,,"a small, red chair  (2)",-10.199203491210938,topk,,"a small, blue chair facing to the left",-31.21245574951172,topk,,a large grey chair faces forwards,-32.13779830932617,topk,,"a small, red sofa faces left",-30.46693229675293,topk,,"a large, grey sofa facing forwards",-32.48137283325195,topk,,"a large, grey facing forwards",-30.73837661743164,topk,
1,a red chair facing to the right,-30.85196304321289,topk,,a small red chair facing to the right,-9.504201889038086,topk,,"a small, blue chair  ",-31.63633918762207,topk,,"a large, grey sofa facing forwards",-30.69693946838379,topk,,"a small, red sofa facing the left",-30.894886016845703,topk,,a blue sofa that is facing backwards,-33.55776596069336,topk,,"a large, grey sofa facing forwards",-28.85963249206543,topk,
2,a small red chair facing left,-30.636363983154297,topk,,"a small red chair, facing to the left",-9.932939529418944,topk,,a blue sofa facing backwards,-31.09551048278809,topk,,a chair facing forwards,-29.40506172180176,topk,,a small sofa facing to the left,-30.651756286621094,topk,,a blue sofa facing backwards,-33.09727096557617,topk,,"a large, gray sofa facing forwards",-31.70469284057617,topk,
3,a small red chair facing to the right,-29.43089866638184,topk,,a small red chair,-10.305135726928713,topk,,"a small, blue chair facing to the right",-31.33745574951172,topk,,a grey chair,-31.783878326416016,topk,,"a small, red sofa in the room",-32.03044891357422,topk,,"a small, blue sofa facing upwards",-32.30360412597656,topk,,a blue sofa facing backwards,-32.326602935791016,topk,
4,"a small, red chair facing to the  right",-32.712581634521484,topk,,a small chair facing the left,-10.314760208129885,topk,,"a small, blue chair facing backwards is in the room",-31.94356155395508,topk,,"a large, grey chair faces forwards",-31.340595245361328,topk,,"a small, red  sofa",-31.525835037231445,topk,,"a small, blue sofa facing to the right",-31.898208618164062,topk,,a small red chair facing to the right,-32.8054084777832,topk,
5,a small red chair,-30.225994110107425,topk,,a red chair facing left,-7.707664012908935,topk,,a small chair facing backwards,-31.85347557067871,topk,,a small red chair facing to the right,-31.991634368896484,topk,,"a small, red sofa to the left",-30.963775634765625,topk,,"a small, blue sofa faces backwards",-32.77256393432617,topk,,"a large, grey couch facing forwards",-32.47412109375,topk,
6,a red chair facing left,-30.14230728149414,topk,,"a small, red chair facing the left",-8.040024757385254,topk,,"a small, blue chair facing backwards ",-28.12707901000977,topk,,a grey chair facing forward,-31.1616268157959,topk,,"a small, red, left-facing sofa",-31.66569328308105,topk,,"a  small, blue sofa facing backwards",-32.78738784790039,topk,,a small red chair,-32.35717010498047,topk,
7,a small red chair facing to the left,-30.61254119873047,topk,,a small red chair facing to the left,-10.931918144226074,topk,,"a large, grey chair",-32.040977478027344,topk,,a small red chair,-32.1204719543457,topk,,"a small, red sofa""",-30.956283569335938,topk,,a small blue sofa is facing backwards,-33.21063995361328,topk,,"a large, grey chair facing forwards",-30.122262954711918,topk,
8,"a small, red chair facing the left",-31.98613739013672,topk,,"a small, red chair that is facing to the left",-9.964991569519045,topk,,"a small, blue chair ",-29.21446418762207,topk,,a grey chair is facing forwards,-31.18627166748047,topk,,"a small, red couch facing to the left",-31.651430130004883,topk,,"a small, blue sofa with its back to the viewer",-34.19620132446289,topk,,a small red chair facing to the left,-32.010711669921875,topk,
9,a small red chair is facing to the right,-31.22233009338379,topk,,a small red chair facing the right,-10.59208869934082,topk,,"a small, blue chair facing backwards is object 3 in the room",-32.863922119140625,topk,,"a large, grey chair facing forwards",-33.612300872802734,topk,,"a small, red sofa facing to the right",-31.78149032592773,topk,,"a small, blue sofa facing backwards",-28.5496768951416,topk,,a large grey sofa  facing forwards,-32.85771942138672,topk,
10,a small red chair facing the right,-31.9598331451416,topk,,"a small, red, left-facing chair",-10.559343338012695,topk,,"a small, blue chair that's facing backwards",-32.797550201416016,topk,,"a large grey chair, facing forwards",-32.124446868896484,topk,,"a small, red sofa faces to the left",-32.344478607177734,topk,,"a small, blue sofa facing backward",-30.78016662597656,topk,,"a large, grey chair",-31.75860977172852,topk,
11,"a small, red chair  (1)",-31.3416805267334,topk,,a red chair facing to the left,-6.916220188140869,topk,,"a small, blue sofa facing backwards",-29.38186264038086,topk,,"a large, grey chair is facing forwards",-33.87298583984375,topk,,"a small, red sofa is in the room",-31.373964309692383,topk,,a blue chair facing backwards,-31.825439453125,topk,,"a large,",-32.327754974365234,topk,
12,a red chair ,-30.769710540771484,topk,,"a small, red chair is facing to the left",-11.700121879577637,topk,,"a small, blue chair, facing backwards",-30.247560501098636,topk,,a grey sofa facing forwards,-31.6223201751709,topk,,a small red sofa,-25.41456794738769,topk,,a blue small sofa facing backwards,-33.1369743347168,topk,,"a large, grey, forward-facing sofa",-32.47834396362305,topk,
13,a small red chair  facing to the right,-31.023584365844727,topk,,"a small, red chair  ",-10.154804229736328,topk,,"a small, blue chair facing backwards, object 3",-32.035186767578125,topk,,"a large, grey, facing forwards chair",-32.14398193359375,topk,,a small  red sofa facing to the left,-31.542558670043945,topk,,"a small, blue sofa that faces backwards",-32.69182205200195,topk,,"a small, blue sofa facing backwards",-29.39032554626465,topk,
14,"a small, red chair, facing right",-29.969905853271484,topk,,a blue chair facing backwards,-10.251888275146484,topk,,a blue chair,-26.184844970703125,topk,,a large grey chair facing forwards,-33.70438003540039,topk,,"a small, red sofa on the left",-31.45081329345703,topk,,"a small, blue, backwards-facing sofa",-32.53328323364258,topk,,a large grey chair facing forwards,-31.327051162719727,topk,
15,a red chair facing the right,-32.348201751708984,topk,,a chair,-6.982395648956299,topk,,"a small, blue chair facing the opposite direction of the other chairs",-34.301815032958984,topk,,"a grey, large chair facing forwards",-30.45482444763184,topk,,"a small, red sofa  (5)",-31.56315422058105,topk,,"a blue sofa, facing backwards",-33.136287689208984,topk,,"a  large, grey sofa facing forwards",-31.297422409057617,topk,
16,"a small, red, facing-right chair",-30.86588859558105,topk,,"a small, red chair - facing to the left",-10.610270500183104,topk,,"a small, blue chair with its back facing us",-32.93537139892578,topk,,a chair,-30.159910202026367,topk,,"a small, red sofa  ",-30.987533569335938,topk,,"a small, blue sofa",-30.596717834472656,topk,,a sofa,-31.09765243530273,topk,
17,a red chair facing right,-30.645774841308597,topk,,a small red chair is facing to the left,-10.446520805358888,topk,,"a small, blue chair  facing backwards",-31.19329261779785,topk,,a big grey chair facing forward,-32.01156997680664,topk,,"a red sofa, facing to the left",-31.45601272583008,topk,,"a small, blue chair facing backwards",-30.815279006958008,topk,,a large gray sofa facing forwards,-31.27433013916016,topk,
18,a chair,-30.10020065307617,topk,,"a small, red chair facing to the right",-6.665853023529053,topk,,"a small, blue chair facing backwards  ",-31.61145401000977,topk,,"a small, red chair facing to the right",-30.888029098510746,topk,,"a small, red sofa-facing to the left",-31.652921676635746,topk,,a small blue sofa facing backwards,-31.7432804107666,topk,,a small blue chair,-32.3580436706543,topk,
19,"a small, red chair  facing to the right",-29.36431121826172,topk,,"a small, red chair facing left",-6.80222225189209,topk,,"a small, blue chair facing backwards",-23.97082901000977,topk,,a small blue chair,-31.22974395751953,topk,,a red sofa,-28.839733123779297,topk,,"a small, blue sofa, facing backwards",-30.260881423950195,topk,,a large gray sofa facing forward,-32.82120513916016,topk,
20,"a red chair, facing to the right",-30.53826141357422,topk,,"a small, red chair 2",-10.325969696044922,topk,,"a small, blue chair facing backwards;",-31.52551651000977,topk,,a large grey chair,-31.83856201171875,topk,,"a red sofa, facing left",-30.999656677246094,topk,,a small blue sofa facing backward,-31.80064582824707,topk,,"a small, blue sofa",-32.11346435546875,topk,
21,"a small, red chair facing to the right",-30.67411994934082,topk,,"a small, red chair facing to the  left",-10.49240779876709,topk,,"a small, blue chair with its back facing you",-32.99787139892578,topk,,a large grey chair facing forward,-31.48499870300293,topk,,"a small, red sofa 5",-31.25495338439941,topk,,"a small, blue sofa is facing backwards",-31.094003677368164,topk,,"a small, blue chair facing backwards",-30.394851684570312,topk,
22,a red chair is facing to the right,-30.81480598449707,topk,,a small red chair facing right,-10.556623458862305,topk,,"a small, blue chair facing backwards""",-29.20520401000977,topk,,"a large, grey chair in the room",-32.87687301635742,topk,,"a small, red chair facing to the left",-31.37362289428711,topk,,"a small, blue sofa  ",-33.002967834472656,topk,,a large grey facing forwards,-32.18840026855469,topk,
23,a small red chair facing right,-29.67344856262207,topk,,"a small, red chair facing the right",-9.294631004333496,topk,,"a small, blue chair backwards",-31.41758918762207,topk,,"a large, grey chair  facing forwards",-31.33345603942871,topk,,"a small, red sofa facing  to the left",-31.627042770385746,topk,,"a small, blue sofa facing to the left",-32.68722915649414,topk,,a small blue sofa facing backwards,-32.210872650146484,topk,
24,"a small, red chair facing the right",-27.80381202697754,topk,,"a small, red chair (2) facing to the left",-10.470267295837402,topk,,"a small, blue chair with its back to the viewer",-33.300636291503906,topk,,a large grey chair facing the front,-32.17332077026367,topk,,"a small, red sofa, facing left",-30.07456398010254,topk,,"a blue, facing-backwards sofa",-32.95067596435547,topk,,"a large, grey, sofa facing forwards",-33.24344253540039,topk,
25,"a small chair, red, facing right",-32.02192687988281,topk,,"a small, red chair in the room",-9.893330574035645,topk,,"a small, blue, backwards-facing chair",-31.462139129638672,topk,,"a large, grey, forward-facing chair",-32.491790771484375,topk,,"a small, red sofa ",-29.84691047668457,topk,,"a small, blue sofa facing forwards",-30.72547912597656,topk,,a large grey sofa ,-31.997119903564453,topk,
26,"a small, red chair, facing to the right",-28.75809669494629,topk,,a small red chair  facing to the left,-10.456263542175291,topk,,"a small, blue chair is facing backwards",-30.490703582763672,topk,,"a small, red chair facing to the left",-32.65705871582031,topk,,"a small, red sofa  facing to the left",-28.992307662963867,topk,,"a small, blue sofa facing downwards",-32.81922912597656,topk,,a large grey sofa is facing forwards,-32.88087463378906,topk,
27,"a small, red chair that is facing to the right",-31.257179260253903,topk,,a red chair facing the left,-10.210742950439451,topk,,a small blue chair facing backwards,-30.13069725036621,topk,,"a large, grey chair that is facing forwards",-31.718524932861328,topk,,"a small, red sofa face",-30.925033569335938,topk,,"a small, blue sofa facing the back of the room",-33.60548782348633,topk,,"a large, grey sofa ",-29.783151626586918,topk,
