,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a large grey desk facing forwards is in the room,-31.02668190002441,topk,,"a large, blue desk",-25.33342170715332,topk,,"a large, red desk""",-30.520959854125977,topk,,"a small, green table",-30.735450744628903,topk,,"a large, blue fan-facing forwards",-31.39389038085937,topk,,"a large red fan facing backwards""",-30.683881759643555,topk,,"a small, green fan facing to the left""",-27.575647354125977,topk,
1,"a large, grey, desk, facing forwards",-31.370046615600582,topk,,"a small, green desk facing to the left",-32.27789306640625,topk,,"a small, green fan",-30.802980422973636,topk,,"a small, green desk",-22.414987564086918,topk,,"a large, blue desk",-30.28881454467773,topk,,"a large, red fan""",-29.78866577148437,topk,,"a small, green fan face",-29.97397994995117,topk,
2,a large desk,-28.61991310119629,topk,,a large desk,-30.17464256286621,topk,,"a small, green desk",-30.827146530151367,topk,,"a small, green fan",-30.798561096191406,topk,,"a large, blue fan  facing forwards",-28.90851783752441,topk,,a large red fan facing backward,-30.54141998291016,topk,,a fan facing to the left,-30.20365524291992,topk,
3,"a large desk, facing forwards, grey in color",-32.72123718261719,topk,,"a large, blue desk facing forwards'",-31.17281913757324,topk,,"a small, green desk facing to the left",-29.150989532470703,topk,,"a small green desk""",-30.81454086303711,topk,,"a small, green fan facing to the left",-31.160253524780277,topk,,"a small, green fan facing to the left",-31.25683212280273,topk,,"a small, green fan",-25.12241744995117,topk,
4,"a large, grey desk, facing forwards",-31.8723087310791,topk,,"a large, blue desk facing forwards  (2)",-32.60840606689453,topk,,a large desk,-29.243358612060547,topk,,"a small, green fan facing to the left",-29.299949645996094,topk,,"a large, blue fan in the room",-31.523269653320312,topk,,a red desk facing backwards,-30.97146224975586,topk,,"a small, green fan facing to the left, ",-30.725534439086918,topk,
5,"a large, grey desk",-25.17042350769043,topk,,a large desk that is blue in color and facing forwards,-32.97736358642578,topk,,a desk facing backwards,-29.94804573059082,topk,,a small desk facing the left,-30.193662643432617,topk,,"a large, blue fan is in the room",-30.94291305541992,topk,,"a large, red fan facing backward",-29.387847900390625,topk,,"a small, green desk facing to the left",-29.677993774414062,topk,
6,"a large, grey desk in the room",-31.195676803588867,topk,,"a large, blue desk in the room",-31.371910095214844,topk,,"a large, red desk, facing backwards",-28.98371124267578,topk,,"a large, grey desk",-30.841028213500977,topk,,"a large, blue fan",-24.729137420654297,topk,,"a large, red fan",-24.81991577148437,topk,,"a small, green fan on the left",-29.819259643554688,topk,
7,a blue desk,-30.668725967407227,topk,,"a large, blue desk, facing forwards",-32.725887298583984,topk,,a large red desk,-31.14669418334961,topk,,"a small green desk, facing left",-30.845355987548828,topk,,a large blue fan facing forward,-30.783462524414062,topk,,"a large, red fan facing forwards",-29.661285400390625,topk,,"a small, green fan facing to the left in the room",-46.562286376953125,topk,
8,a large grey desk facing forwards in a room,-30.648094177246094,topk,,a large desk that is blue in color and faces forwards,-34.17820739746094,topk,,a large red desk is facing backwards,-31.351333618164062,topk,,a blue desk,-30.838525772094727,topk,,"a large fan, blue in colour",-31.63315963745117,topk,,a large red fan ,-30.6621036529541,topk,,"a small, green fan facing to the left",-23.403772354125977,topk,
9,"a large, grey desk is facing forwards in the room",-32.68110275268555,topk,,"a large, blue desk faced forwards",-32.34406661987305,topk,,"a  large, red desk",-31.262800216674805,topk,,"a green, small desk",-30.56439018249512,topk,,a large fan,-28.713211059570312,topk,,"a large red fan, facing backwards",-31.004852294921875,topk,,"a small, green fan facing to the left'",-29.450647354125977,topk,
