,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a blue chair on the left,-9.694927215576172,topk,,"a large, blue chair with its back to us",-11.108593940734863,topk,,"a large green chair facing to the left""",-32.21627426147461,topk,,a chair facing forwards,-31.593158721923828,topk,,"a large fan, facing backwards",-11.062030792236328,topk,,a fan facing to the left,-30.072525024414062,topk,,"a small, grey fan face forwards",-31.43442916870117,topk,
1,a blue chair facing left,-8.54752254486084,topk,,a backwards-facing blue chair,-9.397207260131836,topk,,"a large, green chair facing the left",-30.00010108947754,topk,,a grey chair facing forward,-31.020023345947266,topk,,"a fan, blue, large",-10.709593772888184,topk,,a green chair facing to the left,-29.824121475219727,topk,,"a grey, small fan facing forwards",-30.465044021606445,topk,
2,"a large, blue chair, facing to the left",-7.438509464263916,topk,,a blue chair facing backwards,-6.309989929199219,topk,,a green chair to the left,-30.78692054748535,topk,,a grey chair ,-31.613037109375,topk,,a blue fan is facing backwards,-9.322237968444824,topk,,"a large, green chair",-31.99128150939941,topk,,"a small, grey fan is facing forwards",-30.07655334472656,topk,
3,a large blue chair ,-8.392463684082031,topk,,"a large, blue chair facing the wall",-10.580750465393066,topk,,a green chair facing to the left,-31.208595275878903,topk,,a small grey chair,-24.62484741210937,topk,,a small grey fan facing forwards,-8.610854148864746,topk,,a large green fan to the left,-31.82894897460937,topk,,a small grey fan facing forwards,-29.13735580444336,topk,
4,a blue chair is facing to the left,-9.61451530456543,topk,,a large blue chair facing to the left,-10.586806297302246,topk,,a green chair that is facing to the left,-31.921541213989254,topk,,a small grey fan facing forwards,-31.333148956298828,topk,,a large fan is facing backwards,-10.886465072631836,topk,,a small grey fan facing forwards,-32.07712936401367,topk,,a small grey fan  facing forwards,-30.723312377929688,topk,
5,"a large, blue chair 1",-8.459846496582031,topk,,a large blue chair facing backward,-8.573894500732422,topk,,a large green chair facing left,-27.91433334350586,topk,,a large blue chair facing to the left,-30.80217170715332,topk,,a large blue chair facing to the left,-11.171316146850586,topk,,a large green fan on the left,-33.0750617980957,topk,,a large blue chair facing to the left,-31.66033935546875,topk,
6,a large blue chair facing to the left,-4.739996433258057,topk,,a blue chair facing backwards ,-9.96623992919922,topk,,a large green chair facing the left,-29.654157638549805,topk,,"a small, grey chair in the room",-32.14931106567383,topk,,a blue fan facing backwards,-5.715134143829346,topk,,a green chair,-30.77117156982422,topk,,"a small, grey fan""",-30.773815155029297,topk,
7,a big blue chair facing left,-8.333407402038574,topk,,"a large, blue chair facing the opposite direction of the other chairs",-12.9447603225708,topk,,"a large, green chair  (3)",-32.48440933227539,topk,,a grey chair,-30.988767623901367,topk,,a green fan facing to the left,-10.561750411987305,topk,,"a large, green fan on the left side of the room",-36.448184967041016,topk,,a small grey chair facing forwards,-30.066164016723636,topk,
8,"a large blue chair facing to the left,",-9.474370956420898,topk,,a small grey chair facing forwards,-9.017327308654783,topk,,"a large, green chair ",-31.090261459350582,topk,,"a small, grey chair",-25.698396682739254,topk,,a blue fan in the room,-10.82079029083252,topk,,a large green fan facing the left,-30.69911766052246,topk,,a grey fan facing forward,-30.919527053833008,topk,
9,a blue chair facing the left,-9.509379386901855,topk,,"a large, blue chair facing to the right",-9.750653266906738,topk,,a small grey chair facing forwards,-31.6554012298584,topk,,"a small, gray chair facing forwards",-32.716346740722656,topk,,"a  large, blue fan  facing backwards",-12.066923141479492,topk,,a large fan,-32.287715911865234,topk,,a small grey fan facing forward,-29.296964645385746,topk,
