,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a large, grey chair ",-28.607345581054688,topk,,"a large, grey chair ",-7.0326995849609375,topk,,a red chair ,-7.755543708801269,topk,,"a small, grey chair that is facing backwards",-30.009870529174805,topk,,"a large, grey desk face forwards",-31.31352806091309,topk,,"a large, red desk with its back facing the viewer",-11.59762477874756,topk,,"a large, grey desk facing backwards",-31.55750274658203,topk,
1,a large grey chair facing backwards in the room,-29.744834899902344,topk,,a large gray chair facing forwards,-10.281970977783203,topk,,a red chair facing backward,-8.268287658691406,topk,,"a large, grey chair facing backwards",-28.714601516723636,topk,,"a large, grey desk-facing forwards",-32.03807067871094,topk,,"a large, red desk""",-9.927112579345703,topk,,"a large, grey chair facing backwards",-30.898836135864254,topk,
2,a grey chair ,-30.39471435546875,topk,,"a large, grey chair facing backwards",-10.182963371276855,topk,,"a large, grey chair facing backwards",-10.507871627807615,topk,,a small grey chair,-30.0018310546875,topk,,"a  large, grey desk  facing forwards",-32.197601318359375,topk,,"a large, red desk facing downwards",-10.549363136291504,topk,,"a small, grey desk is facing backwards",-30.575946807861328,topk,
3,"a large, grey chair facing backwards",-28.65062522888184,topk,,a large grey chair facing the front,-10.65476417541504,topk,,"a large, red chair  (3)",-10.42164421081543,topk,,"a small, grey chair  (4)",-32.12403869628906,topk,,a grey desk facing forward,-32.0873908996582,topk,,"a large, red desk facing the opposite direction of the other objects",-13.093104362487791,topk,,"a small, grey desk ",-28.607154846191406,topk,
4,a large chair facing backwards,-28.35926055908203,topk,,"a large grey chair, facing forwards",-10.187499046325684,topk,,"a large, red chair that is facing away",-14.232511520385742,topk,,"a grey, small chair facing backwards",-31.643096923828125,topk,,a desk that is facing forwards,-32.200462341308594,topk,,a large desk,-8.874666213989258,topk,,"a small, grey desk  facing backwards",-30.94140243530273,topk,
5,a backwards grey chair,-30.040510177612305,topk,,a large grey chair facing forwards in the room,-10.297759056091309,topk,,a large chair facing backwards,-9.796709060668944,topk,,"a small, grey chair in the room",-32.51703643798828,topk,,a chair facing forwards,-31.01290512084961,topk,,"a large, red desk, facing backwards",-7.320404052734375,topk,,"a small grey desk facing backwards""",-31.28197288513184,topk,
6,a grey chair that is facing backwards,-30.868772506713867,topk,,a forward-facing grey chair,-10.290105819702148,topk,,a small red chair,-9.859429359436035,topk,,"a small, grey chair  facing backwards",-31.00859832763672,topk,,a desk ,-32.30506134033203,topk,,a red desk facing backwards,-5.446325302124023,topk,,a grey desk facing backwards,-30.3944149017334,topk,
7,"a large, grey chair, facing backwards",-32.10293960571289,topk,,"a large, grey chair that is facing forwards",-13.53091049194336,topk,,"a large, red chair (3)",-10.173588752746582,topk,,a small grey chair facing forwards,-31.61407852172852,topk,,a forward-facing grey desk,-32.08109664916992,topk,,"a large, red chair facing backwards",-7.491929054260254,topk,,a small grey desk facing backwards is in the room,-32.42307662963867,topk,
8,a large grey chair,-30.3201961517334,topk,,a grey chair,-9.225751876831056,topk,,"a large, red chair facing backwards",-11.321310997009276,topk,,a small grey chair ,-29.6268310546875,topk,,"a large, grey desk faced forwards",-31.996734619140625,topk,,"a large, red desk that is facing backwards",-9.648455619812012,topk,,"a large, red chair facing backwards",-31.640424728393555,topk,
9,"a large grey chair facing backwards, ",-31.968379974365234,topk,,a large chair facing forwards,-7.172751426696777,topk,,a large red chair facing backwards,-7.462039947509766,topk,,a grey desk facing backwards,-31.476884841918945,topk,,"a large, grey desk  |   facing forwards",-32.864070892333984,topk,,"a large, red desk  facing backwards",-8.26823902130127,topk,,"a small, grey chair",-30.63879776000977,topk,
