,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a blue chair on the left,-31.57969284057617,topk,,"a large, blue chair with its back to us",-11.558250427246094,topk,,"a large, green chair facing the left",-7.730265140533447,topk,,a grey chair ,-31.613037109375,topk,,"a large blue fan, facing backwards",-9.101314544677734,topk,,a fan facing to the left,-8.174089431762695,topk,,"a small, grey fan face forwards",-31.95306205749512,topk,
1,a blue chair facing left,-31.130096435546875,topk,,a backwards-facing blue chair,-9.397207260131836,topk,,a green chair to the left,-9.222468376159668,topk,,a grey chair facing forward,-31.020023345947266,topk,,"a large, blue fan that is facing backwards",-9.867266654968262,topk,,a green chair facing to the left,-7.925682067871094,topk,,"a grey, small fan facing forwards",-30.465044021606445,topk,
2,"a large, blue chair, facing to the left",-29.792638778686523,topk,,a blue chair facing backwards,-6.309989929199219,topk,,a green chair facing to the left,-5.344257831573486,topk,,"a small grey chair facing forwards""",-31.05645179748535,topk,,a large blue fan facing to the left,-10.578577041625977,topk,,"a large, green chair",-10.092843055725098,topk,,"a small, grey fan is facing forwards",-29.86940574645996,topk,
3,a blue chair is facing to the left,-31.49925994873047,topk,,"a large, blue chair facing the wall",-10.580750465393066,topk,,"a green chair facing left""",-9.916519165039062,topk,,"a large, green chair",-29.891366958618164,topk,,a large blue fan ,-8.42483139038086,topk,,a large green fan to the left,-9.185870170593262,topk,,a small grey fan facing forwards,-29.85556983947754,topk,
4,"a large, blue, facing-left chair",-32.0771369934082,topk,,"a blue chair, facing backwards",-10.391642570495604,topk,,a small grey chair,-9.53921890258789,topk,,a small grey chair,-31.23689079284668,topk,,a small grey fan facing forwards,-8.610854148864746,topk,,a small grey fan facing forwards,-10.178692817687988,topk,,a small grey fan  facing forwards,-30.723312377929688,topk,
5,"a large, blue chair 1",-30.34461212158203,topk,,a small grey fan facing forwards,-10.015016555786133,topk,,a large green chair facing left,-5.622256278991699,topk,,a large blue chair facing to the left,-30.80217170715332,topk,,"a large, blue fan in the room",-9.70738124847412,topk,,a green chair,-8.872733116149902,topk,,a large blue chair facing to the left,-30.627513885498047,topk,
6,a big blue chair facing left,-30.218172073364254,topk,,a large blue chair facing to the left,-10.61434841156006,topk,,a large green chair facing the left,-8.687725067138672,topk,,a small grey fan facing forwards,-31.333148956298828,topk,,"a large, blue fan is in the room",-9.611759185791016,topk,,a green fan facing to the left,-11.053586959838867,topk,,"a large, green chair",-31.260475158691406,topk,
7,"a large chair, blue, facing left",-31.916810989379883,topk,,a large blue chair facing backward,-8.573894500732422,topk,,a large blue chair facing to the left,-9.584342002868652,topk,,"a small, grey chair in the room",-32.139137268066406,topk,,"a large, blue fan",-3.3140244483947754,topk,,a green fan ,-9.971309661865234,topk,,"a small, grey fan""",-30.773815155029297,topk,
8,a blue chair facing the left,-29.53598022460937,topk,,a blue chair facing backwards ,-9.96623992919922,topk,,a green chair that is facing to the left,-10.357090950012209,topk,,a small grey chair facing forwards in the room,-30.633197784423828,topk,,a large blue fan facing to the right,-10.232515335083008,topk,,a large green fan facing the left,-9.318840980529783,topk,,a small grey chair facing forwards,-30.066164016723636,topk,
9,a large chair facing to the left,-32.679107666015625,topk,,a large chair facing backwards,-8.815343856811523,topk,,"a large, green chair ",-9.525808334350586,topk,,a small grey chair facing forwards,-25.72832679748535,topk,,a large fan facing backwards,-7.583733558654785,topk,,a green fan is facing to the left,-10.161547660827637,topk,,a blue fan facing backwards,-30.494245529174805,topk,
