,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a fan facing to the left,-30.700424194335938,topk,,"a small, blue fan facing to the left",-30.603355407714844,topk,,"a small, blue fan facing to the left",-29.912792205810547,topk,,"a small, blue fan facing to the left",-8.426106452941895,topk,,a small green sofa facing left,-27.69000625610352,topk,,a large blue sofa is facing to the left,-31.68289566040039,topk,,"a large, red sofa facing forwards",-9.836790084838867,topk,
1,"a small fan, blue in color, facing left",-31.2187614440918,topk,,"a small, green fan (2)",-31.86233901977539,topk,,a fan facing to the left,-31.593582153320312,topk,,"a small, green fan",-9.545820236206056,topk,,"a small, green sofa  (5)",-30.355966567993164,topk,,"a large, blue sofa faced to the left",-32.62928771972656,topk,,"a small, blue fan facing to the left",-9.647787094116213,topk,
2,"a blue, small fan facing to the left",-31.05036354064941,topk,,"a small, green fan",-25.94648742675781,topk,,"a large, blue fan-facing to the left",-31.748994827270508,topk,,"a large, red fan facing the opposite direction of the others",-11.522086143493652,topk,,a green couch facing left,-30.7510986328125,topk,,"a large, blue sofa is facing to the left",-30.65300750732422,topk,,a large sofa facing backwards,-7.229547023773193,topk,
3,"a small fan facing to the left, blue in color",-31.935943603515625,topk,,"a small, green fan facing to the left",-25.53553009033203,topk,,a big blue fan facing left,-31.81095314025879,topk,,a large fan that is red in color and facing backwards,-10.504462242126465,topk,,a green sofa is facing left,-30.74138069152832,topk,,"a large, blue sofa (6)",-32.70913314819336,topk,,a large red sofa facing backward,-10.158326148986816,topk,
4,a small fan facing left,-29.874515533447266,topk,,"a small, green fan 2",-31.10123443603516,topk,,"a large, blue fan faces to the left",-30.98847007751465,topk,,"a small, green fan facing to the left",-7.6016526222229,topk,,"a small, green sofa ",-27.84142303466797,topk,,"a blue, large sofa",-32.3097038269043,topk,,"a large, red sofa facing the opposite direction of other objects",-12.715948104858398,topk,
5,a small fan that is blue in color and facing to the left,-31.326997756958008,topk,,a green fan facing to the left,-26.123842239379883,topk,,"a large, blue fan, facing left",-31.45914077758789,topk,,a red sofa facing backwards,-7.949881553649902,topk,,a small sofa,-28.93260383605957,topk,,"a small, green fan",-32.43217849731445,topk,,"a large, red sofa is facing backwards",-8.45053482055664,topk,
6,"a fan, blue, small, facing left",-31.833763122558597,topk,,a green fan ,-29.85835838317871,topk,,"a small, green fan facing to the left",-30.980920791625977,topk,,a large red fan facing backward,-8.627446174621582,topk,,"a small, green sofa faces left",-30.804492950439453,topk,,"a large, blue sofa  ",-32.50876998901367,topk,,a red sofa facing backwards,-9.14020824432373,topk,
7,"a blue, small fan facing left",-32.20765686035156,topk,,a green fan in the room,-31.14105033874512,topk,,"a large, blue fan facing left",-29.894472122192383,topk,,"a large, red fan facing backward",-7.921419143676758,topk,,a green sofa ,-30.042333602905277,topk,,"a large, blue sofa 6",-32.64036560058594,topk,,"a large, red sofa facing to the right",-9.54134750366211,topk,
8,a small fan that is blue in color and is facing to the left,-32.09743881225586,topk,,a green fan is facing to the left,-30.76923370361328,topk,,"a large, blue fan is facing to the left",-32.0818977355957,topk,,"a large, red fan",-7.162441253662109,topk,,"a small, green sofa is facing to the left in the room",-32.31253433227539,topk,,a large blue sofa  facing to the left,-31.443084716796875,topk,,"a large, red sofa facing to the left",-10.674409866333008,topk,
9,"a, blue fan",-32.09989547729492,topk,,a small green fan facing the left,-31.691837310791016,topk,,"a large, blue fan in the room",-31.92669105529785,topk,,a large red fan ,-9.448324203491213,topk,,a blue sofa facing to the left,-30.312856674194336,topk,,"a  large, blue sofa facing to the left",-31.29966354370117,topk,,"a large, red sofa faces backwards",-9.8195219039917,topk,
10,"a large, blue fan facing to the left",-31.355796813964844,topk,,a small green fan facing left,-27.84479141235352,topk,,a large fan that is blue and facing to the left,-31.88828659057617,topk,,a backwards red fan,-9.008397102355955,topk,,"a small, green sofa""",-30.74767303466797,topk,,"a large, blue sofa""",-31.805644989013672,topk,,a red sofa facing backward,-10.163125991821287,topk,
11,a small fan facing the left,-30.84200668334961,topk,,"a large, green fan facing to the left",-30.303003311157227,topk,,"a large, red fan",-31.93732070922852,topk,,"a red, large fan",-8.33418083190918,topk,,"a green sofa, facing to the left",-29.719165802001957,topk,,a blue sofa facing to the left,-31.45932388305664,topk,,"a large, red couch",-9.50629711151123,topk,
12,"a small fan that is blue in color, facing to the left",-32.95390319824219,topk,,"a large, blue fan facing to the left",-30.361473083496094,topk,,"a large, blue fan faces left",-31.37272453308105,topk,,"a large, red fan faces backwards",-9.45981502532959,topk,,"a small, green sofa face",-30.52111053466797,topk,,a large blue sofa faces to the left,-32.73064422607422,topk,,a red sofa is facing backwards,-10.28748607635498,topk,
13,a small fan is blue,-31.637470245361328,topk,,"a small, green fan  (2)",-30.41233253479004,topk,,"a large, blue fan  (3)",-31.065332412719727,topk,,a backwards-facing red fan,-8.747121810913086,topk,,"a large, blue sofa facing to the left",-29.184547424316406,topk,,"a large, blue sofa, facing left",-32.79573059082031,topk,,"a large, red sofa facing the wall",-11.171478271484377,topk,
