,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a red sofa, facing to the right",-31.259033203125,topk,,a small red couch,-30.823558807373047,topk,,"a small, blue  sofa",-32.115177154541016,topk,,"a small, green sofa facing forwards",-30.913618087768555,topk,,a small red desk facing the right,-30.55437469482422,topk,,a small blue desk ,-32.39137649536133,topk,,"a small, green desk",-25.58928680419922,topk,
1,"a large red sofa, facing to the right",-31.13183212280273,topk,,"a small, red sofa  (2)",-30.176733016967773,topk,,"a small, green sofa facing backwards",-33.87773895263672,topk,,"a small, green sofa ",-30.45269775390625,topk,,"a small, red desk",-24.90001106262207,topk,,"a small, blue  desk facing to the right",-32.677364349365234,topk,,"a small, green desk facing to the left",-31.242456436157227,topk,
2,a large red sofa facing to the right,-25.558982849121094,topk,,"a small, red sofa (2)",-30.92225456237793,topk,,"a large, red sofa facing to the right",-33.21158981323242,topk,,a small green sofa facing backwards,-28.50835609436035,topk,,"a small, red desk  (5)",-31.80697250366211,topk,,"a  small, blue desk facing to the right",-32.26028060913086,topk,,"a small, green deck facing backwards",-31.591737747192383,topk,
3,"a large, red, sofa, facing, right",-32.23698043823242,topk,,"a small, red sofa ",-26.846214294433597,topk,,"a small, blue couch facing to the right",-32.430198669433594,topk,,"a small, green sofa facing backwards",-30.276540756225582,topk,,"a small, red desk ",-27.56407356262207,topk,,"a small, blue desk that faces to the right",-32.610721588134766,topk,,"a small, green sofa facing backwards",-31.678356170654297,topk,
4,a red sofa facing the right,-29.36872100830078,topk,,"a small, red",-31.67531967163086,topk,,"a small, blue desk",-32.57461166381836,topk,,"a large, red sofa facing to the right",-31.39214324951172,topk,,"a small, red desk to the right",-32.06660461425781,topk,,a blue desk facing the right,-32.890228271484375,topk,,a desk facing backwards,-30.08522224426269,topk,
5,a large sofa facing right,-30.148727416992188,topk,,"a small, red sofa facing backwards",-30.418067932128903,topk,,a small blue sofa faces to the right,-32.76203155517578,topk,,"a small, green sofa with its back to us",-31.85486221313477,topk,,"a small red desk, facing to the right",-31.565593719482425,topk,,"a small, blue desk facing to the left",-32.026756286621094,topk,,"a small, green desk face backwards",-30.842893600463867,topk,
6,a small red sofa,-31.450164794921875,topk,,"a small, red sofa  facing to the right",-28.98538589477539,topk,,a Small blue sofa,-33.05377197265625,topk,,"a small, green sofa facing the opposite direction of the others",-32.467166900634766,topk,,a small red desk is facing to the right,-31.60553359985352,topk,,"a small, blue desk facing right",-30.549509048461918,topk,,"a small, green desk facing to the right",-30.20440101623535,topk,
7,a red sofa ,-30.14840316772461,topk,,"a small, red sofa",-27.721214294433597,topk,,a small blue sofa facing the right,-32.8023681640625,topk,,"a small, green sofa faces backwards",-30.77626037597656,topk,,a desk facing to the right,-31.51014709472656,topk,,"a small, blue desk  facing to the right",-29.36353874206543,topk,,"a small, green desk facing",-31.407032012939453,topk,
8,a large red sofa to the right,-30.120410919189453,topk,,"a large, red sofa facing to the right",-31.541414260864254,topk,,"a small blue sofa, facing right",-33.46646881103516,topk,,a green desk facing backwards,-29.65131950378418,topk,,"a small, red desk is in the room",-31.67103576660156,topk,,"a small, blue desk ",-28.9843692779541,topk,,"a small, green desk facing forwards",-28.703907012939453,topk,
9,a large red sofa  facing to the right,-32.20454025268555,topk,,"a small, red sofa facing the right",-31.98848342895508,topk,,a little blue sofa facing to the right,-33.22185516357422,topk,,"a small, green sofa with its back facing the viewer",-32.69010925292969,topk,,a small  red desk facing to the right,-31.770410537719727,topk,,"a small blue desk, facing to the right",-32.559383392333984,topk,,"a small, green desk facing the wall",-31.24776077270508,topk,
10,a large red sofa 1,-31.42075538635254,topk,,a small red sofa,-24.80915069580078,topk,,"a small, blue sofa",-23.01992416381836,topk,,"a small, green sofa with its back facing forward",-31.90151023864746,topk,,"a small, red desk facing the right",-29.88511657714844,topk,,"a small, blue table",-32.84282684326172,topk,,"a small, green table facing backwards",-30.590665817260746,topk,
11,"a large red sofa, facing right",-31.134510040283203,topk,,"a  small, red sofa facing to the right",-31.21660614013672,topk,,"a small, blue, right-facing sofa",-33.543174743652344,topk,,"a small, green sofa that faces backwards",-30.73256492614746,topk,,"a small, blue desk facing to the right",-30.834556579589844,topk,,a blue desk,-31.06587219238281,topk,,a green desk,-27.13560485839844,topk,
12,a big red sofa facing right,-31.160099029541016,topk,,"a small, red sofa is facing to the right",-31.45991325378418,topk,,a small blue sofa  (3),-33.75334930419922,topk,,"a  small, green sofa facing backwards",-31.207494735717773,topk,,"a small, red  desk facing to the right",-31.95323944091797,topk,,"a small, blue desk",-26.1484317779541,topk,,a small green desk facing backwards ,-30.15632438659668,topk,
13,a large red sofa facing the right,-29.272205352783203,topk,,"a small, red sofa, facing to the right",-32.922935485839844,topk,,a blue small sofa facing to the right,-33.49089431762695,topk,,a small green sofa facing to the right,-31.722978591918945,topk,,"a small, red desk""",-31.01719856262207,topk,,a small blue desk facing right,-31.30600357055664,topk,,"a small, green desk is facing backwards",-30.06999969482422,topk,
14,a large red sofa is facing right,-31.653976440429688,topk,,"a small, red sofa that is facing to the right",-30.537839889526367,topk,,a small blue sofa facing to the right,-28.320056915283203,topk,,"a small, green sofa facing the opposite direction of the other sofas",-32.521034240722656,topk,,a small red desk ,-30.87262725830078,topk,,"a small, blue desk  (6)",-32.3324089050293,topk,,"a small, green desk facing ",-31.758594512939453,topk,
15,a red sofa facing right,-29.248367309570312,topk,,"a small, red sofa facing to the left",-31.699920654296875,topk,,a blue sofa facing the right,-32.52947235107422,topk,,"a small, green sofa with its back facing us",-32.33052062988281,topk,,"a small, red desk faces to the right",-30.066370010375977,topk,,a blue desk facing right,-32.81938934326172,topk,,"a small, red desk facing to the right",-31.98688507080078,topk,
16,"a large, red facing right sofa",-31.594013214111328,topk,,"a small, red desk facing to the right",-31.24564552307129,topk,,a small blue sofa  facing to the right,-31.49629783630371,topk,,"a small, green couch facing backwards",-30.363134384155277,topk,,"a small, red desk  ",-31.08751106262207,topk,,a small blue sofa facing to the right,-31.95297241210937,topk,,"a small green desk facing backwards""",-31.23444938659668,topk,
17,a large red facing right sofa,-30.79563331604004,topk,,"a small, red sofa - facing to the right",-31.58905601501465,topk,,a small red sofa facing to the right,-32.07793426513672,topk,,"a small, green sofa facing to the left",-30.64583778381348,topk,,"a small, red desk that is facing to the right",-31.72973251342773,topk,,"a small, blue desk-facing to the right",-33.471004486083984,topk,,"a small, blue desk facing to the right",-29.626192092895508,topk,
18,a red sofa is facing to the right,-30.770959854125977,topk,,"a small, red sofa, facing to the right, in a room",-35.70875930786133,topk,,a small blue couch,-32.181854248046875,topk,,"a small, green sofa facing downwards",-31.519386291503903,topk,,"a small, red desk facing to the left",-32.215511322021484,topk,,a small blue desk  facing to the right,-32.21837615966797,topk,,a small desk facing backwards,-29.259801864624023,topk,
19,a sofa,-29.60263061523437,topk,,"a small, red sofa in the room",-31.88771247863769,topk,,"a blue, small sofa facing to the right",-33.283504486083984,topk,,a green couch facing backwards,-31.41675567626953,topk,,a red desk,-28.015064239501957,topk,,"a small, blue desk face to the right",-31.91668128967285,topk,,a small green desk ,-31.72764587402344,topk,
20,"a large,",-30.777740478515625,topk,,"a small, red sofa, facing right",-31.67763328552246,topk,,a blue sofa ,-32.5049934387207,topk,,"a small, green sofa turned around",-31.51515388488769,topk,,"a small, red desk  facing to the right",-28.90062141418457,topk,,"a small, blue desk facing backwards",-31.75263214111328,topk,,"a  small, green desk facing backwards",-31.277023315429688,topk,
21,"a, large, red sofa",-31.483455657958984,topk,,"a small, red sofa""",-30.494651794433597,topk,,a small blue sofa facing to the left,-32.77370834350586,topk,,"a small, green sofa  ",-31.31207275390625,topk,,a small red desk facing to the right,-29.67978858947754,topk,,"a small, blue desk facing  to the right",-32.64985656738281,topk,,"a small, green desk facing the left",-31.57463836669922,topk,
22,"a large, red, facing-right sofa",-31.46654510498047,topk,,a sofa,-30.20758056640625,topk,,a blue couch facing to the right,-33.278343200683594,topk,,"a small, green sofa facing the left",-31.825389862060547,topk,,a small desk facing to the right,-29.25369453430176,topk,,"a small, blue desk is facing to the right",-30.830001831054688,topk,,"a small, green desk facing the opposite direction of the other desks and sofas",-33.83053207397461,topk,
23,a red couch,-30.597339630126957,topk,,"a small, red sofa-facing to the right",-31.284502029418945,topk,,a small blue sofa that is facing to the right,-33.19928741455078,topk,,a green facing backwards sofa,-31.24670791625977,topk,,a small red desk,-28.52887725830078,topk,,"a small, blue desk""",-31.4921817779541,topk,,"a small, green desk facing backward",-29.438282012939453,topk,
