,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,a large blue facing left chair,-31.255584716796875,topk,,"a large, blue chair with its back to us",-11.488401412963867,topk,,"a large, green chair facing the left",-29.366199493408203,topk,,"a  small, grey chair facing forwards",-31.959571838378903,topk,,"a large, blue fan that is facing backwards",-9.443960189819336,topk,,a fan facing to the left,-31.68849372863769,topk,,"a grey, small fan facing forwards",-9.229235649108888,topk,
1,a blue chair facing left,-30.551136016845703,topk,,a backwards-facing blue chair,-9.915431022644045,topk,,a green chair to the left,-30.73747444152832,topk,,a chair facing forwards,-30.654390335083008,topk,,a small grey fan facing forwards,-8.633722305297852,topk,,a green chair facing to the left,-32.19636154174805,topk,,"a small, grey fan is facing forwards",-8.795905113220215,topk,
2,"a large, blue chair, facing to the left",-29.772998809814453,topk,,a blue chair facing backwards,-6.3220295906066895,topk,,a green chair facing to the left,-31.22449111938477,topk,,a grey chair facing forward,-30.931774139404297,topk,,"a large, blue fan in the room",-9.715002059936523,topk,,"a large, green chair",-32.03191375732422,topk,,a small grey fan facing forwards,-7.892303943634033,topk,
3,a large blue chair ,-30.271514892578125,topk,,"a blue chair, facing backwards",-9.99127960205078,topk,,"a large, green chair",-26.029247283935547,topk,,a grey chair ,-31.52371597290039,topk,,"a large, blue fan is in the room",-9.631731033325195,topk,,a large green fan to the left,-31.040184020996094,topk,,a small grey chair facing forwards,-8.781536102294922,topk,
4,a large blue chair 1,-30.856599807739254,topk,,a large blue chair facing backward,-8.545698165893555,topk,,a large green chair facing left,-27.939435958862305,topk,,a small grey chair,-30.010986328125,topk,,"a large, blue fan",-3.2688820362091064,topk,,a green fan facing to the left,-31.09134864807129,topk,,"a small, grey fan facing forwards'",-8.687439918518066,topk,
5,a blue chair is facing to the left,-31.599241256713867,topk,,a blue chair facing backwards ,-10.009529113769531,topk,,a large green chair facing the left,-30.291566848754883,topk,,a large blue chair facing to the left,-34.814903259277344,topk,,a large fan facing backwards,-6.978559494018555,topk,,a green fan ,-31.901660919189453,topk,,a grey chair,-9.080808639526367,topk,
6,"a large, blue chair 1",-30.259456634521484,topk,,a large chair facing backwards,-8.7451171875,topk,,a small grey chair,-31.030759811401367,topk,,"a small, grey chair is facing forwards in the room",-33.19401550292969,topk,,a large fan,-8.268098831176758,topk,,a large green fan facing the left,-30.751447677612305,topk,,"a small, grey chair",-9.127723693847656,topk,
7,a large blue chair facing to the left,-26.0095329284668,topk,,a small grey chair facing forwards,-8.98614501953125,topk,,a large blue chair facing to the left,-31.19592666625977,topk,,"a small, grey chair in the room",-32.1236457824707,topk,,"a large, blue fan  (5)",-9.686186790466309,topk,,a green fan is facing to the left,-32.09035110473633,topk,,"a large, blue fan",-8.731741905212402,topk,
8,a big blue chair facing left,-31.020097732543945,topk,,"a large, blue chair facing the opposite direction of the other chairs",-12.979665756225586,topk,,"a large, green chair ",-29.154247283935547,topk,,a small grey chair facing forwards,-29.74608421325684,topk,,"a large, blue fan facing backward",-8.057746887207031,topk,,a large fan,-32.23997116088867,topk,,"a small grey fan, facing forwards",-9.766268730163574,topk,
9,a blue chair facing the left,-28.93281364440918,topk,,"a large, blue chair facing to the right",-10.833526611328123,topk,,"a large, green chair facing left",-28.97336196899414,topk,,a small grey chair facing forward,-29.05323982238769,topk,,"a large, blue fan facing backwards",-1.9171221256256104,topk,,"a large, green fan, facing left",-32.176597595214844,topk,,"a large, blue chair facing to the left",-6.848289966583252,topk,
