,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, red chair facing the left",-31.00141143798828,topk,,"a small, red chair facing the left",-8.105982780456543,topk,,a blue chair facing backwards,-26.606529235839844,topk,,a grey sofa facing forwards,-31.583229064941406,topk,,"a small, red sofa ",-27.60968399047852,topk,,"a  small, blue sofa facing backwards",-32.75273132324219,topk,,a grey sofa facing forwards,-29.259315490722656,topk,
1,"a small, red chair, facing right",-30.433177947998047,topk,,a blue chair facing backwards,-10.225629806518556,topk,,"a small, blue chair in the room",-32.11689376831055,topk,,a chair facing forwards,-30.157928466796875,topk,,"a small, red, left-facing sofa",-31.55396842956543,topk,,a blue chair facing backwards,-31.890714645385746,topk,,"a large, grey sofa, facing forwards",-31.403400421142575,topk,
2,a red chair ,-30.80756187438965,topk,,"a small, red chair, facing to the left, in a room",-13.840779304504396,topk,,"a blue chair, facing backwards",-31.68800544738769,topk,,a grey chair facing forward,-31.164066314697266,topk,,a small red sofa facing to the left,-30.894750595092773,topk,,"a small, blue sofa with its back to us",-35.65346908569336,topk,,"a large, grey sofa",-29.93529319763184,topk,
3,"a small, red chair - facing to the right",-31.51405143737793,topk,,a small red chair facing to the left,-5.63228702545166,topk,,a small blue chair is facing backwards,-32.25690078735352,topk,,a grey chair ,-31.66841125488281,topk,,"a  small, red sofa facing to the left",-31.362957000732425,topk,,a small blue sofa is facing backwards,-33.378780364990234,topk,,a small red chair facing to the left,-31.946853637695312,topk,
4,"a red, small chair facing to the right",-31.5054874420166,topk,,a red chair facing to the left,-7.823714733123779,topk,,a blue chair that is facing backwards,-31.247732162475582,topk,,"a large grey chair, facing forwards",-32.10954666137695,topk,,"a small, red sofa faces left",-30.92104721069336,topk,,"a small, blue sofa facing the back of the room",-34.00740432739258,topk,,"a large, grey sofa  facing forwards",-31.37965583801269,topk,
5,a red chair is facing to the right,-31.24012756347656,topk,,"a small, red chair 2",-10.30296516418457,topk,,"a small, blue chair with its back to us",-32.635162353515625,topk,,"a large, grey chair that is facing forwards",-31.696531295776367,topk,,a small red sofa facing left,-30.531652450561523,topk,,"a small, blue sofa facing backwards",-29.7342529296875,topk,,"a large, grey sofa is facing forwards",-31.3881893157959,topk,
6,a small red chair,-24.62027359008789,topk,,"a small, red chair, facing to the left, in the room",-11.689788818359377,topk,,"a small, blue chair facing the opposite direction of the other objects",-35.40176010131836,topk,,a large grey chair facing forwards in the room,-32.150489807128906,topk,,"a small, red sofa",-24.484682083129883,topk,,a blue sofa facing backwards,-32.30754089355469,topk,,"a small, blue sofa facing backwards",-30.413055419921875,topk,
7,"a small, red chair  (1)",-32.83833312988281,topk,,a small red chair,-10.331220626831056,topk,,"a small, blue chair facing backward",-31.341716766357425,topk,,a small red chair facing to the left,-32.603485107421875,topk,,"a small, red sofa facing  to the left",-31.6036434173584,topk,,"a small, blue sofa that is facing backwards",-33.40331268310547,topk,,a blue sofa facing backwards,-32.3376350402832,topk,
8,"a small, red chair facing to the right",-23.0850887298584,topk,,"a small, red chair facing to the right",-6.713708877563477,topk,,"a small, blue sofa facing backwards",-29.44600486755371,topk,,a grey chair,-28.79341125488281,topk,,a small red sofa,-30.68651390075684,topk,,"a small, red sofa facing to the left",-33.51806640625,topk,,a small red chair facing to the right,-32.077884674072266,topk,
9,"a small, red sofa facing to the left",-31.65133285522461,topk,,a small red chair ,-9.932783126831056,topk,,a blue sofa facing backwards,-31.16135597229004,topk,,a large grey chair,-30.56138229370117,topk,,a small red sofa faces left,-31.454614639282227,topk,,"a small, blue chair facing backwards",-30.938383102416992,topk,,a small red chair,-32.28165817260742,topk,
10,a small chair,-29.78470230102539,topk,,a small red chair facing the left,-7.386974334716797,topk,,"a small, blue chair is facing backwards",-30.747209548950195,topk,,"a  large, grey chair facing forwards",-31.413333892822266,topk,,"a small, red sofa is in the room",-31.01032066345215,topk,,"a small, blue, backwards-facing sofa",-32.90480041503906,topk,,a large chair facing forwards,-32.33610153198242,topk,
11,"a red chair, facing right",-30.295352935791016,topk,,"a small, red chair is facing to the left",-9.375932693481444,topk,,a blue chair facing away,-31.879966735839844,topk,,"a small, red chair facing to the right",-29.854909896850582,topk,,"a small, red sofa faces to the left",-30.716493606567383,topk,,"a small, blue sofa with its back facing us",-33.821468353271484,topk,,"a small, red chair facing to the right",-29.65480232238769,topk,
12,a chair facing right,-31.28914451599121,topk,,a second red chair,-10.192723274230955,topk,,a small blue chair facing to the left,-32.74287033081055,topk,,"a small, blue chair facing backwards",-30.122041702270508,topk,,"a small, red sofa is facing to the left",-28.965394973754883,topk,,"a small, blue sofa with its back to the viewer",-34.16176986694336,topk,,"a large, grey sofa faces forwards",-32.13628005981445,topk,
13,a red chair facing the right,-28.626554489135746,topk,,"a  small, red chair facing to the left",-10.208466529846191,topk,,"a small, blue chair facing to the left",-33.8365478515625,topk,,a large grey chair facing forwards ,-30.500133514404297,topk,,"a small, red couch facing to the left",-31.620344161987305,topk,,a blue sofa facing backward,-32.478904724121094,topk,,"a large, grey sofa""",-32.08373260498047,topk,
14,a chair facing to the right,-29.77015495300293,topk,,"a small, red chair  (2)",-10.235942840576172,topk,,a small chair facing backwards,-31.92898178100586,topk,,a large grey chair ,-30.6418571472168,topk,,"a small, red sofa faced to the left",-31.63611602783203,topk,,a blue facing backwards,-33.07008361816406,topk,,"a small, blue chair facing backwards",-30.41482353210449,topk,
