,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, blue fan facing to the left",-4.481902122497559,topk,,"a small, blue fan facing to the left",-30.603355407714844,topk,,"a small, blue fan facing to the left",-9.168432235717772,topk,,"a small, blue fan facing to the left",-29.279598236083984,topk,,"a small, green sofa  (5)",-10.154903411865234,topk,,a large blue sofa is facing to the left,-34.113224029541016,topk,,"a large, red sofa facing forwards",-9.35247802734375,topk,
1,"a small, blue fan is facing to the left",-9.467687606811523,topk,,a fan facing to the left,-33.64908599853516,topk,,"a  large, blue fan facing to the left",-9.67900276184082,topk,,"a small, green fan",-30.399333953857425,topk,,"a small, green fan",-10.440857887268066,topk,,"a large, blue sofa faced to the left",-32.62948989868164,topk,,"a small, blue fan facing to the left",-9.647787094116213,topk,
2,a fan facing to the left,-9.82151985168457,topk,,"a small fan facing left, colored green",-33.32833480834961,topk,,a large blue fan facing to the left,-8.880741119384766,topk,,a large fan that is red in color and facing backwards,-31.35797882080078,topk,,a small sofa,-8.733386039733887,topk,,"a large, blue sofa is facing to the left",-36.00331115722656,topk,,a large sofa facing backwards,-7.229547023773193,topk,
3,"a small fan, blue in color, facing left",-10.349470138549805,topk,,"a small fan, green in color",-33.55460739135742,topk,,"a large, blue fan faces to the left",-9.109893798828123,topk,,"a small, green fan facing to the left",-28.45516586303711,topk,,"a small, green sofa ",-10.509392738342283,topk,,"a large, blue sofa (6)",-32.69660949707031,topk,,a large red sofa facing backward,-9.269346237182615,topk,
4,"a small, blue fan in the room",-10.104474067687988,topk,,a small fan facing left,-32.52320861816406,topk,,"a large, blue fan, facing left",-9.935669898986816,topk,,a red sofa facing backwards,-28.80339813232422,topk,,"a small, green sofa faced to the left",-10.80315113067627,topk,,"a large, blue sofa 6",-32.6380500793457,topk,,"a large, red sofa is facing backwards",-8.673272132873535,topk,
5,a small fan facing left,-8.038337707519531,topk,,a small fan in green color,-32.736541748046875,topk,,"a small, green fan facing to the left",-9.44381046295166,topk,,a red fan that is facing backwards,-29.452608108520508,topk,,"a small, green sofa faces left",-10.19269847869873,topk,,a large blue sofa  facing to the left,-31.443084716796875,topk,,a red sofa facing backwards,-9.14020824432373,topk,
6,"a small, blue fan  facing to the left",-9.062931060791016,topk,,a small fan that is green and facing to the left,-34.40011978149414,topk,,"a large, blue fan facing left",-7.455997467041016,topk,,a large red fan facing backward,-29.496915817260746,topk,,a small green sofa  facing to the left,-10.878275871276855,topk,,"a  large, blue sofa facing to the left",-31.29966354370117,topk,,"a large, red sofa facing to the right",-9.541411399841309,topk,
7,"a small, blue fan to the left",-8.406189918518066,topk,,"a large, red fan",-30.88367462158203,topk,,"a large, blue fan is facing to the left",-8.311837196350098,topk,,"a large, red, backwards fan",-30.711652755737305,topk,,"a small, green sofa is facing to the left in the room",-12.058500289916992,topk,,a blue sofa facing to the left,-31.45932388305664,topk,,"a large, red sofa facing to the left",-10.674473762512209,topk,
8,a blue fan on the left,-8.721410751342773,topk,,a small fan that is green in color,-32.84893798828125,topk,,"a large, blue fan in the room",-10.389204978942873,topk,,"a large, red fan",-22.69076919555664,topk,,a little green sofa facing left,-10.949223518371582,topk,,a large blue sofa faces to the left,-32.39164733886719,topk,,"a large, red sofa faces backwards",-9.819585800170898,topk,
9,a small fan that is blue in color and facing to the left,-10.652229309082031,topk,,"a large, blue fan",-33.260162353515625,topk,,"a large, blue fan faces left",-9.4181489944458,topk,,a large red fan ,-30.286544799804688,topk,,"a small, green sofa""",-10.548455238342283,topk,,"a large, blue sofa, facing left",-32.814788818359375,topk,,a red sofa facing backward,-10.163125991821287,topk,
10,"a blue, small fan facing left",-9.415475845336914,topk,,"a small fan that is green in color, facing to the left",-34.048004150390625,topk,,"a large, blue fan  (3)",-9.519384384155272,topk,,a red fan facing the opposite direction of the other fans,-32.34733581542969,topk,,"a small, green sofa;",-10.892205238342283,topk,,"a large, blue sofa that is facing to the left",-32.14850616455078,topk,,"a large, red couch",-9.475111961364746,topk,
11,"a small, blue fan, facing to the left",-9.852914810180664,topk,,a green object,-32.16804504394531,topk,,"a large, blue fan",-4.681148529052734,topk,,a backwards red fan,-29.07011032104492,topk,,"a small, green sofa on the left",-11.029159545898438,topk,,a large blue sofa facing to the left ,-31.03487968444824,topk,,a red sofa is facing backwards,-9.922369003295898,topk,
12,a blue fan facing to the left,-6.330820083618164,topk,,"a large, blue sofa facing to the left",-33.56732177734375,topk,,a blue fan facing to the left,-8.240076065063477,topk,,"a large red fan, facing backwards",-30.739870071411133,topk,,"a large, blue sofa facing to the left",-9.541419982910156,topk,,"a large, blue sofa in the room",-32.933982849121094,topk,,"a large, red sofa facing the wall",-10.5338134765625,topk,
13,a blue fan facing the left,-8.052101135253906,topk,,a small fan of green color,-33.07173156738281,topk,,a large fan,-7.931243896484375,topk,,a backwards-facing red fan,-29.600635528564453,topk,,"a small, green sofa facing to the left",-10.315458297729492,topk,,"a large, blue sofa facing to the left",-33.85205078125,topk,,"a large, red sofa facing upwards",-10.76811695098877,topk,
14,"a small, blue fan  #1",-10.320399284362791,topk,,a  green fan facing to the left,-33.269561767578125,topk,,"a large fan, blue in color",-9.219767570495604,topk,,a large fan facing backwards,-29.113210678100582,topk,,a small green sofa facing the left,-9.170303344726562,topk,,"a large, blue fan facing to the left",-32.479942321777344,topk,,"a large, blue sofa facing to the left",-8.635842323303223,topk,
