,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a large, grey chair ",-28.595855712890625,topk,,"a large, grey chair ",-29.01675796508789,topk,,"a large, red chair facing the opposite direction of the other chairs",-35.376399993896484,topk,,"a small, grey chair that is facing backwards",-8.935525894165039,topk,,"a large, grey desk face forwards",-31.92632293701172,topk,,"a large, red desk with its back facing the viewer",-11.992666244506836,topk,,"a large, grey desk facing backwards",-31.48455619812012,topk,
1,"a large, grey chair facing backwards  ",-30.82125473022461,topk,,a large gray chair facing forwards,-32.229923248291016,topk,,a  red  chair,-31.63100814819336,topk,,"a large, grey chair facing backwards",-8.192851066589355,topk,,"a large, grey desk-facing forwards",-31.96636962890625,topk,,"a large, red desk""",-9.93070125579834,topk,,"a small, grey desk faced backwards",-31.828636169433597,topk,
2,a grey chair ,-30.367895126342773,topk,,a grey chair facing forward,-31.8977165222168,topk,,"a large, red chair faces backwards",-31.723596572875977,topk,,a small grey chair,-8.575398445129395,topk,,a grey desk facing forward,-31.236461639404297,topk,,a large desk,-8.872849464416504,topk,,"a large, grey chair facing backwards",-30.94344139099121,topk,
3,"a large, grey chair facing backwards  (1)",-31.95509910583496,topk,,a large grey chair that is facing forwards,-32.6306266784668,topk,,"a large, grey chair facing backwards",-32.19550323486328,topk,,"a small, grey chair  (4)",-10.66320514678955,topk,,a chair facing forwards,-31.829587936401367,topk,,a desk facing backwards,-8.579889297485352,topk,,a desk facing backwards,-31.272615432739254,topk,
4,"a large, grey chair facing backwards",-24.66500473022461,topk,,"a large, grey chair facing backwards",-31.22063446044922,topk,,"a chair, red",-31.70639038085937,topk,,"a grey, small chair facing backwards",-9.61203670501709,topk,,"a large grey desk facing forwards""",-31.564210891723636,topk,,"a large, red desk, facing backwards",-7.238968372344971,topk,,a small grey chair,-31.928163528442383,topk,
5,a large chair facing backwards,-29.219385147094727,topk,,a large grey chair facing the front,-31.823375701904297,topk,,"a large, red chair facing",-31.93338203430176,topk,,"a small, grey chair in the room",-11.029205322265623,topk,,"a large, grey desk faced forwards",-32.53514862060547,topk,,"a large, red desk facing the opposite direction",-10.124775886535645,topk,,"a small, grey desk is facing backwards",-30.83618927001953,topk,
6,a backwards grey chair,-29.049575805664062,topk,,"a large grey chair, facing forwards",-31.82008171081543,topk,,"a large, red chair  (3)",-32.00954055786133,topk,,"a small, grey chair  facing backwards",-9.539653778076172,topk,,"a large, grey desk  |   facing forwards",-32.896759033203125,topk,,a red desk facing backwards,-9.46265983581543,topk,,"a small, grey desk facing the wall",-32.10879135131836,topk,
7,"a large, grey chair, facing backwards",-29.477140426635746,topk,,"a large, grey chair that is facing forwards",-30.894737243652344,topk,,a large chair facing backwards,-31.364036560058597,topk,,a grey desk facing backwards,-9.123064041137695,topk,,"a large, grey desk, facing forwards",-29.504653930664062,topk,,"a large, red table facing backwards",-10.129600524902344,topk,,"a small, grey desk ",-28.610754013061523,topk,
8,"a large, grey chair facing backwards in the room",-30.22860145568848,topk,,a forward-facing grey chair,-31.565637588500977,topk,,a small red chair,-31.44397354125977,topk,,a small grey chair ,-8.200398445129395,topk,,"a large, grey desk",-25.18516159057617,topk,,"a large, red chair facing backwards",-7.519103527069092,topk,,"a small, grey desk  facing backwards",-30.094650268554688,topk,
9,a large grey chair,-30.29890251159668,topk,,a backwards grey chair,-32.26652145385742,topk,,"a large, red chair facing backwards",-22.90213203430176,topk,,a small chair facing backwards,-7.846504211425781,topk,,a large grey desk facing forwards in a room,-32.58974075317383,topk,,"a large, red desk that is facing backwards",-9.610017776489258,topk,,a grey desk facing backwards,-29.636981964111328,topk,
10,"a large, grey chair that is facing backwards",-30.37938690185547,topk,,a grey chair,-31.11247444152832,topk,,"a large, red chair (3)",-32.56495666503906,topk,,"a large, red chair facing backwards",-7.773612022399902,topk,,"a large, grey desk is facing forwards in the room",-33.01506805419922,topk,,a chair facing backwards,-9.747990608215332,topk,,"a large, red chair facing backwards",-32.57644271850586,topk,
11,"a large, grey chair facing backwards;",-30.59469223022461,topk,,a large chair facing forwards,-29.130062103271484,topk,,a chair facing backwards,-31.68584442138672,topk,,"a small, grey chair",-9.733922004699709,topk,,a desk facing forwards,-28.612762451171875,topk,,"a large, red desk  facing backwards",-8.275763511657715,topk,,"a small, grey chair",-30.56720542907715,topk,
12,a large grey chair ,-29.67390251159668,topk,,a large grey chair,-32.58987045288086,topk,,a large red chair facing backwards,-29.06743049621582,topk,,a small grey facing backwards chair,-9.807788848876951,topk,,"a  large, grey desk facing forwards",-30.24001884460449,topk,,"a large, red desk facing backward",-7.451533794403076,topk,,a small chair,-31.253070831298828,topk,
13,a grey chair facing away,-30.31895637512207,topk,,"a  large, grey chair facing forwards",-30.83794403076172,topk,,a large chair,-30.51893424987793,topk,,a small chair,-8.837992668151855,topk,,"a large, grey desk  ",-30.90391159057617,topk,,a large desk facing backwards,-9.801031112670898,topk,,a chair facing backwards,-31.88744735717773,topk,
14,a large chair,-30.632238388061523,topk,,"a large, grey desk",-32.613563537597656,topk,,a large red chair,-30.961578369140625,topk,,"a small, grey, backwards-facing chair",-9.832524299621582,topk,,a large grey desk ,-30.89734268188477,topk,,"a large, red desk",-4.11820125579834,topk,,"a small, grey desk, facing backwards",-32.556663513183594,topk,
15,a large grey facing backwards chair,-30.36895179748535,topk,,"a large, grey chair face forwards",-33.45429992675781,topk,,a large chair that is red in color and facing backwards,-33.98775863647461,topk,,"a small, grey chair facing the opposite direction of the other chairs",-13.76976203918457,topk,,a large grey desk  facing forwards,-31.279279708862305,topk,,"a small, grey desk facing backwards",-7.77747106552124,topk,,a small desk facing backwards,-29.940845489501957,topk,
16,a grey chair is facing backwards,-30.4680118560791,topk,,a chair is facing forwards,-32.45461654663086,topk,,a small grey chair facing backwards,-32.05696105957031,topk,,"a small, grey chair face",-9.577672004699709,topk,,a large grey desk is facing forwards,-31.94142723083496,topk,,a small grey desk facing backwards,-8.971635818481445,topk,,a small grey chair facing backwards,-29.37645530700684,topk,
17,a grey chair facing backward,-30.268749237060547,topk,,a large gray chair facing forward,-32.292423248291016,topk,,"a large, red chair that is facing backwards",-33.671607971191406,topk,,"a small, gray chair facing backwards",-9.60317325592041,topk,,"a large, grey desk  facing forwards",-29.004295349121094,topk,,"a large, red desk  ",-9.96976375579834,topk,,a small gray desk facing backwards,-31.28459930419922,topk,
18,"a large grey chair, facing backwards",-30.10556411743164,topk,,a large chair,-32.06624221801758,topk,,a large red chair facing backward,-29.59383583068848,topk,,a chair,-7.472127914428711,topk,,a large grey desk facing forwards in the room,-31.970922470092773,topk,,"a large, red desk facing away",-10.045284271240234,topk,,"a small, grey desk facing backwards",-23.21751976013184,topk,
19,"a large, grey chair facing backward",-29.985485076904297,topk,,"a chair, large, grey, facing forwards",-33.726905822753906,topk,,a red chair,-24.90293884277344,topk,,"a small, grey chair  ",-9.608922004699709,topk,,"a large, grey desk ",-27.84922409057617,topk,,"a large,",-9.870070457458496,topk,,a small grey desk facing backwards,-29.960426330566406,topk,
20,a large grey chair facing forwards,-30.366531372070312,topk,,a small grey chair facing backwards,-31.618701934814453,topk,,"a large red chair, facing backwards",-31.25745391845703,topk,,a small-grey-chair-facing-backwards,-9.628459930419922,topk,,"a small, grey desk facing backwards",-30.678691864013672,topk,,"a red desk, facing backwards",-9.351234436035156,topk,,"a small, grey desk that is facing backwards",-31.09708595275879,topk,
21,a large grey chair that is facing backwards,-30.93368530273437,topk,,"a large, grey chair, facing forwards",-32.554935455322266,topk,,"a large, red chair""",-31.367881774902344,topk,,"a small, grey desk facing backwards",-9.123196601867676,topk,,a small grey desk facing backwards,-31.55977439880371,topk,,a red table,-9.36359691619873,topk,,a small grey desk ,-30.688724517822266,topk,
22,a backwards-facing grey chair,-29.61884117126465,topk,,a chair that is facing forwards,-31.93429946899414,topk,,"a large, red chair facing forwards",-30.07400703430176,topk,,a small grey desk facing backwards,-9.768636703491213,topk,,"a grey desk, facing forwards",-31.75760841369629,topk,,"a large, red desk ",-7.21195125579834,topk,,"a small, grey desk facing forwards",-29.94408226013184,topk,
23,a large grey chair is facing backwards,-30.921401977539062,topk,,"a large, grey chair  ",-32.32925796508789,topk,,"a large, red desk",-31.19992446899414,topk,,"a small, grey chair with its back to you",-12.246240615844728,topk,,"a grey, large desk facing forwards",-31.849624633789062,topk,,"a large, red desk  (6)",-10.633255004882812,topk,,"a small, grey desk with its back to the viewer",-34.102779388427734,topk,
24,"a grey, large chair facing backwards",-29.714677810668945,topk,,"a large, grey chair is facing forwards",-31.23737907409668,topk,,a red desk,-30.26599884033203,topk,,a small gray chair facing backwards,-9.061692237854004,topk,,"a large,",-31.953723907470703,topk,,"a large, red desk face backwards",-9.42006492614746,topk,,"a small, grey desk facing backward",-29.57689476013184,topk,
