,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a large, grey, desk, facing forwards",-31.0407772064209,topk,,a large desk that is blue in colour and facing forwards,-33.268829345703125,topk,,a desk that is red in color and facing backwards,-33.11996078491211,topk,,"a small, green table",-30.721097946166992,topk,,"a large, blue fan-facing forwards",-31.375244140625,topk,,"a large, red fan""",-29.75516891479492,topk,,"a small, green fan facing to the left""",-27.611547470092773,topk,
1,"a large, grey desk facing forwards""",-28.84995460510254,topk,,"a large, blue desk",-25.3223876953125,topk,,a red facing backwards desk,-31.54470634460449,topk,,"a small, green desk",-24.58063125610352,topk,,"a large, blue desk",-28.482397079467773,topk,,a large red fan facing backward,-30.49768829345703,topk,,"a small, green fan",-28.24443626403809,topk,
2,"a large, grey desk facing forwards'",-30.56089210510254,topk,,"a large, blue desk 2",-33.15386962890625,topk,,"a small, green desk facing to the left",-34.67957305908203,topk,,"a small, green fan",-28.83019256591797,topk,,"a large, blue fan  facing forwards",-28.8597412109375,topk,,"a small, green fan facing to the left",-31.2255859375,topk,,"a small, green desk facing to the left",-30.859020233154297,topk,
3,"a large, grey desk facing forwards is in the room",-30.56695938110352,topk,,"a small, green desk facing to the left",-33.16085433959961,topk,,a large desk,-29.16596984863281,topk,,"a small, green desk facing to the left",-23.010107040405277,topk,,"a small, green fan facing to the left",-31.130207061767575,topk,,a red desk facing backwards,-30.00936508178711,topk,,"a small, green fan on the left",-28.96633529663086,topk,
4,a large grey desk facing forward,-29.709461212158203,topk,,a large desk,-30.102283477783203,topk,,a desk facing backwards,-29.85221672058105,topk,,"a small, green desk faced to the left",-30.57710647583008,topk,,"a large, blue fan in the room",-31.53575325012207,topk,,"a large, red fan facing backward",-29.35438346862793,topk,,"a small, green fan facing to the left in the room",-32.11316680908203,topk,
5,"a large, grey desk facing forwards  (1)",-32.04789733886719,topk,,a large desk that is blue in color and facing forwards,-32.836944580078125,topk,,a large red desk,-31.12369155883789,topk,,"a small, green desk on the left",-31.119504928588867,topk,,"a large, blue fan is in the room",-30.938865661621094,topk,,"a large, red fan",-24.80204391479492,topk,,"a small, green fan facing to the left",-23.431859970092773,topk,
6,"a large, grey desk, facing forwards",-29.491086959838867,topk,,"a large, blue desk in the room",-31.29696655273437,topk,,a large red desk is facing backwards,-31.299928665161133,topk,,"a large, grey desk",-30.832813262939453,topk,,a blue fan in the room,-31.35499382019043,topk,,"a large, red fan facing forwards",-30.44835662841797,topk,,"a small, green fan facing to the left'",-29.525609970092773,topk,
7,a grey desk faces forwards,-31.016969680786133,topk,,a large desk facing forwards that is blue,-32.60118103027344,topk,,"a small, green fan facing to the left",-32.01682662963867,topk,,"a green, small desk",-30.531095504760746,topk,,"a large, blue fan",-24.71139907836914,topk,,a large red fan ,-30.633243560791016,topk,,"a small, green fan facing to the left ",-27.291234970092773,topk,
8,"a large, grey desk in the room",-31.224403381347656,topk,,"a large, blue desk  | facing forwards",-32.68571472167969,topk,,a large desk with a red color facing backwards,-32.02573013305664,topk,,a green desk ,-31.061511993408203,topk,,a large fan,-28.719310760498047,topk,,"a large red fan, facing backwards",-30.688438415527344,topk,,a green fan facing to the left,-28.729887008666992,topk,
9,"a large, grey desk facing forwards 1",-31.680381774902344,topk,,"a large, blue desk, facing forwards",-29.666183471679688,topk,,"a large red desk, facing backwards",-31.12982940673828,topk,,"a small, green desk faces to the left",-30.05595016479492,topk,,"a large, blue fan face",-30.33639907836914,topk,,"a large, red fan faces backwards",-30.682546615600582,topk,,a small green fan is facing to the left,-30.249879837036133,topk,
