,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, green desk",-28.81482315063477,topk,,a green desk facing right,-29.60959815979004,topk,,"a large, green table",-31.43646240234375,topk,,"a large desk, facing to the left",-32.07955551147461,topk,,"a small, green desk chair facing to the right",-9.315313339233398,topk,,"a large, green chair that is facing forwards",-32.207149505615234,topk,,"a large, grey chair ",-29.289697647094727,topk,
1,a small green desk in the room,-30.68457794189453,topk,,"a small, green desk facing  to the right",-31.909854888916016,topk,,"a small, green desk",-30.832210540771484,topk,,"a large, grey desk, facing to the left",-32.32306289672852,topk,,"a small, green desk",-9.912850379943848,topk,,a green chair facing forwards in the room,-33.282379150390625,topk,,a grey chair ,-32.862735748291016,topk,
2,"a small, green desk facing to the right",-34.70448303222656,topk,,"a small, green desk facing the right",-28.68913459777832,topk,,a large green desk is facing forwards,-31.17318344116211,topk,,"a small, green desk facing to the right",-32.129295349121094,topk,,"a small, green chair  ",-10.083166122436523,topk,,a green chair facing to the left,-33.165504455566406,topk,,"a large, grey chair faces to the left",-32.72124099731445,topk,
3,"a green desk, facing forwards",-29.993602752685547,topk,,"a small, green desk  (2)",-31.80047035217285,topk,,a large desk,-28.28951835632324,topk,,"a large, grey desk  (4)",-32.59165573120117,topk,,"a small, green desk facing to the right",-8.207612991333008,topk,,a chair facing forwards,-30.89220428466797,topk,,"a large, grey chair facing to the left",-23.27651023864746,topk,
4,"a small, green desk facing forwards",-27.502281188964844,topk,,"a small, green desk",-25.84648895263672,topk,,"a small, green desk facing forwards",-29.06353759765625,topk,,"a large, grey chair facing to the left",-30.570556640625,topk,,"a large, grey chair facing to the left",-10.528401374816896,topk,,a green chair facing forwards ,-32.430660247802734,topk,,"a small, green desk facing forwards",-32.38728713989258,topk,
5,"a small, green, desk, facing, forwards",-31.686643600463867,topk,,"a small, green desk facing to the righ",-33.12361145019531,topk,,"a large, green desk ",-27.768604278564453,topk,,"a large, grey desk face to the left",-31.34656524658203,topk,,"a small, green chair",-4.036290168762207,topk,,"a large, green chair",-27.05831718444824,topk,,a large grey chair facing left,-30.50191879272461,topk,
6,a small desk facing forwards in the room,-30.946680068969727,topk,,"a small, green desk facing to the left",-33.2346076965332,topk,,"a large desk, facing forwards",-31.419456481933597,topk,,"a small, green desk facing forwards",-31.077808380126957,topk,,"a small, green desk facing forwards",-10.089712142944336,topk,,"a large, green chair ",-30.00362968444824,topk,,a grey chair,-29.800235748291016,topk,
7,a small desk in the room,-30.89643859863281,topk,,"a small, green desk (2) facing to the right",-32.921756744384766,topk,,"a large, green desk  (3)",-31.42915725708008,topk,,a large desk facing left,-31.288305282592773,topk,,a small green chair ,-10.730956077575684,topk,,"a large, green chair is facing forwards",-31.776220321655277,topk,,a large grey chair,-32.73762512207031,topk,
8,a desk facing forwards,-28.89951515197754,topk,,a desk facing to the right,-28.097291946411133,topk,,"a large, green desk that is facing forwards",-31.73199462890625,topk,,"a large, grey desk",-25.36284446716309,topk,,"a small, green chair 5",-11.254262924194336,topk,,"a large, green chair  facing forwards",-31.956178665161133,topk,,a large grey chair facing to the left,-31.814329147338867,topk,
9,"a small, green desk 1",-29.82156181335449,topk,,"a small, green desk faced to the right",-30.999486923217773,topk,,a green desk,-26.753211975097656,topk,,"a large, grey desk in the room",-32.21804428100586,topk,,a green chair facing the right,-9.336607933044434,topk,,a green chair is facing forwards,-33.065067291259766,topk,,a grey chair facing left,-29.552810668945312,topk,
