,S1,p_llm_1,seq_type1,p_rsa_1,S2,p_llm_2,seq_type2,p_rsa_2,S3,p_llm_3,seq_type3,p_rsa_3,S4,p_llm_4,seq_type4,p_rsa_4,S5,p_llm_5,seq_type5,p_rsa_5,S6,p_llm_6,seq_type6,p_rsa_6,S7,p_llm_7,seq_type7,p_rsa_7
0,"a small, green desk",-28.81482315063477,topk,,a green desk facing right,-8.265849113464355,topk,,a green desk facing forward,-31.92117691040039,topk,,"a large desk, facing to the left",-32.890968322753906,topk,,"a small, green desk chair facing to the right",-30.1825008392334,topk,,"a large, green chair that is facing forwards",-12.39242172241211,topk,,"a large, grey chair ",-7.268211364746094,topk,
1,"a small, green desk facing to the right",-31.57943344116211,topk,,"a small green desk, facing to the right",-10.066622734069824,topk,,"a large, green table",-30.32022857666016,topk,,"a large, grey desk, facing to the left",-29.78544807434082,topk,,"a small, green desk",-30.780038833618164,topk,,a green chair facing to the left,-11.120583534240724,topk,,a grey chair ,-10.841251373291016,topk,
2,"a green desk, facing forwards",-29.993602752685547,topk,,"a small, green desk facing the right",-7.345386028289795,topk,,"a small, green desk",-30.832210540771484,topk,,"a large, grey desk;",-32.15972137451172,topk,,"a small, green chair  ",-30.95035552978516,topk,,a chair facing forwards,-8.847284317016602,topk,,"a large, grey chair faces to the left",-10.232916831970217,topk,
3,a small green desk facing forwards is in the room,-30.6893253326416,topk,,"a small, green desk  (2)",-10.456719398498535,topk,,a green desk that is large and facing forwards,-32.609004974365234,topk,,"a small, green desk facing to the right",-32.129295349121094,topk,,"a small, green desk facing to the right",-28.00692749023437,topk,,"a large, green chair",-5.013395309448242,topk,,"a large, grey chair facing to the left",-1.2551206350326538,topk,
4,"a small, green desk facing forwards",-27.502275466918945,topk,,"a small, green desk",-4.502737998962402,topk,,a large green desk is facing forwards,-31.174623489379883,topk,,"a large, grey desk  (4)",-32.59165573120117,topk,,"a green, small chair",-31.03704833984375,topk,,"a large, green chair ",-7.958707809448242,topk,,"a grey, large chair facing to the left",-10.895081520080566,topk,
5,a small desk facing forwards in the room,-30.946680068969727,topk,,"a small, green desk (2)",-10.007192611694336,topk,,"a large, green, forward-facing desk",-31.759822845458984,topk,,"a large, grey chair facing to the left",-30.570556640625,topk,,"a large, grey chair facing to the left",-31.395591735839844,topk,,"a large, green chair is facing forwards",-9.731298446655272,topk,,"a small, green desk facing forwards",-10.365800857543944,topk,
6,a desk facing forwards,-28.89951515197754,topk,,a small green desk on the right,-10.282257080078123,topk,,a large green desk facing to the front,-31.693340301513672,topk,,"a large, grey desk face to the left",-31.34656524658203,topk,,"a small, green chair",-24.90348052978516,topk,,"a large, green chair  facing forwards",-9.91125774383545,topk,,a large grey chair facing left,-8.48043441772461,topk,
7,"a small, green desk 1",-29.82156181335449,topk,,a desk facing to the right,-6.753542423248291,topk,,"a large, green, desk facing forwards",-32.37457656860352,topk,,"a small, green desk facing forwards",-31.077808380126957,topk,,"a small, green desk facing forwards",-30.95690155029297,topk,,a green chair is facing forwards,-11.020149230957031,topk,,a grey chair,-10.841251373291016,topk,
8,a small green desk facing the front,-30.852951049804688,topk,,"a small, green desk faced to the right",-9.65573787689209,topk,,"a green desk, facing forwards",-31.4792594909668,topk,,"a large, grey desk",-25.36284446716309,topk,,"a small, green chair 5",-30.895492553710938,topk,,"a large, green chair facing the camera",-11.349579811096191,topk,,a large grey chair,-10.71613883972168,topk,
9,a small green desk  facing forwards,-29.85384178161621,topk,,"a small, green desk, facing to the right",-7.679799556732178,topk,,"a small, green desk facing to the right",-32.524314880371094,topk,,"a large, grey desk in the room",-32.21804428100586,topk,,a small green chair ,-31.59814453125,topk,,"a large, green chair that faces forwards",-10.924527168273926,topk,,a large grey chair facing to the left,-9.783639907836914,topk,
10,a small green desk ,-29.439624786376957,topk,,"a small, green desk, facing right",-10.580018043518066,topk,,"a small, green desk facing forwards",-29.06353759765625,topk,,a large grey chair facing to the left,-33.06169128417969,topk,,a green chair facing the right,-30.20379638671875,topk,,a large chair facing forwards,-8.450753211975098,topk,,a grey chair facing left,-8.301737785339355,topk,
11,"a small, green desk is facing forwards",-30.186302185058597,topk,,a small green desk facing right,-7.215271949768066,topk,,a green desk ,-31.833852767944336,topk,,a large gray desk facing to the left,-33.00699996948242,topk,,"a small, green chair is facing to the right",-32.398468017578125,topk,,"a large, green chair facing the front",-10.199321746826172,topk,,"a large, grey chair facing the left",-8.381858825683594,topk,
