,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a large, blue chair, facing backwards",0.19436783,0.9863632,0.06187598,0.017712303,0.03622005,0.01941935,0.014957084
1,a backwards blue chair,0.10970578,0.95915425,0.063714996,0.02635535,0.064653486,0.01450358,0.014728615
2,"a large, blue chair, facing left",0.9921841,0.029760094,0.15817434,0.016403036,0.0140636265,0.025178837,0.014063627
3,"a large, blue chair facing forwards",0.33458945,0.02716923,0.07159119,0.025957355,0.014063624,0.0226292,0.015663646
4,a small gray fan facing forwards,0.024423089,0.025178842,0.029760094,0.02442309,0.03258975,0.056652427,0.9728308
5,"a large, green thing",0.0427222,0.044680867,0.4804787,0.026759282,0.035144847,0.37754065,0.028870909
6,"a small, grey chair facing forwards",0.028007524,0.021615334,0.034618836,0.9854964,0.014728616,0.016403034,0.033589505
7,a large blue chair facing to the left,0.99029154,0.02368947,0.09807931,0.016403032,0.014728616,0.022286186,0.014728614
8,"a large, green chair facing backwards",0.03732689,0.030675808,0.25982565,0.01665704,0.02064593,0.031143827,0.017712299
9,"a small grey fan, facing forwards",0.022977369,0.025178844,0.028436037,0.02442309,0.030675804,0.04958901,0.9820138
10,"a small, blue fan facing forwards",0.021287352,0.02442309,0.021615334,0.017442485,0.060086653,0.058345836,0.14414886
11,"a small, green thing facing forwards",0.016152835,0.014063628,0.048136767,0.054198742,0.015663644,0.06954173,0.0665692
12,"a large, green chair facing to the right",0.020332353,0.01150815,0.061875988,0.015906394,0.014957085,0.02297737,0.021948254
13,a grey chair facing forwards in the room,0.0460339,0.025957352,0.052618954,0.8267118,0.01150815,0.012431647,0.02843603
14,a small grey chair is facing forwards,0.020645933,0.01640303,0.026355352,0.98775876,0.011687259,0.013848609,0.035144847
15,a small grey chair facing the front,0.021287352,0.017442485,0.030214585,0.9678993,0.014957086,0.016914908,0.039638847
16,"a large, blue chair facing the wall",0.38491213,0.199308,0.09670579,0.024423089,0.0177123,0.02096424,0.01640303
17,a blue chair facing left,0.93439513,0.045352574,0.21469143,0.03258975,0.016914917,0.023689471,0.015906388
18,"a  large, blue fan  facing backwards",0.016152836,0.02556522,0.017442482,0.015663648,0.9893475,0.06954174,0.01495709
19,"a large fan, blue in color, facing backwards",0.010986943,0.013428251,0.012053779,0.009708477,0.97557694,0.044680867,0.010986943
20,"a large, green fan face to the left",0.0154245505,0.014957088,0.037326887,0.014063624,0.022629196,0.97631055,0.02161533
21,a grey fan facing forwards,0.028436033,0.03410043,0.030214587,0.03114383,0.05921025,0.08151976,0.34864515
22,a large fan facing backward,0.011687259,0.017442483,0.011331755,0.009708474,0.5621765,0.14033625,0.023330767
23,"a small, blue fan facing backwards",0.019719128,0.02931223,0.022977365,0.016152835,0.4726835,0.058345843,0.024798159
24,a grey fan facing backwards,0.020023443,0.031143837,0.021948257,0.022629198,0.20181322,0.14033625,0.061875984
25,a large blue chair facing the left,0.9912886,0.038466193,0.106690586,0.017712293,0.015424551,0.021615336,0.014503581
26,a grey fan,0.024798159,0.037892427,0.027169233,0.03410043,0.17328823,0.16885695,0.22270012
27,"a large, blue chair that is facing to the left",0.98481095,0.02517884,0.09268777,0.015424553,0.014063628,0.019124035,0.012821216
28,a large blue fan facing backwards,0.016152835,0.020332353,0.014957086,0.013428256,0.98504287,0.04813677,0.015189052
29,a green fan facing backwards,0.015189048,0.02161533,0.02033235,0.021948254,0.037326887,0.2689414,0.027169231
30,"a large, blue chair facing to the right",0.051845465,0.019124037,0.03514485,0.017986208,0.01798621,0.02333077,0.020332353
31,a big green chair facing left,0.028436037,0.012053781,0.98481095,0.016152836,0.010013572,0.03358951,0.013848609
32,a large blue chair ,0.8688268,0.57749534,0.06754669,0.023330769,0.019719131,0.013222824,0.012241273
33,a large blue chair is facing to the left,0.98849183,0.026759284,0.06278921,0.012053779,0.014957082,0.019719128,0.01322282
34,a grey chair,0.071591206,0.08509906,0.10521054,0.6370308,0.021615334,0.017442489,0.025565209
35,a large fan facing backwards,0.014503581,0.01971913,0.013020489,0.012821216,0.5888891,0.21469143,0.030214584
36,a large blue fan,0.014957083,0.020332355,0.013636839,0.014063625,0.96432143,0.042087723,0.01798621
37,"a  large, green fan facing to the left",0.01798621,0.018833127,0.03963884,0.019124037,0.023689475,0.9883127,0.024798162
38,a large thing facing to the left,0.839734,0.14804721,0.7520126,0.038466193,0.4225046,0.53509843,0.056652427
39,"a large, blue chair  facing backwards",0.19930801,0.9879462,0.07585818,0.017986212,0.030675804,0.020645933,0.015189051
40,a large thing facing backwards,0.21206881,0.67233163,0.24508503,0.03410043,0.71542394,0.30735803,0.037892427
41,"a chair, green, large",0.033085983,0.029312229,0.83761996,0.02758528,0.011508146,0.020023443,0.014503582
42,"a large, green chair to the left",0.04468087,0.021615338,0.9658996,0.021948254,0.016657043,0.05108273,0.020645935
43,"a small, grey fan that is facing forwards",0.023330769,0.027169231,0.029312229,0.01798621,0.031143837,0.047425877,0.97557694
44,a large green fan facing left,0.014063627,0.016403032,0.028436035,0.013222819,0.016914913,0.97482115,0.019419348
45,"a large, blue chair facing away",0.44939262,0.89478946,0.09268777,0.017442489,0.035144847,0.022629196,0.018833129
46,"a large, green chair 3",0.075858176,0.061875984,0.6757646,0.048857775,0.036220055,0.048857775,0.032100707
47,a small grey chair faces forwards,0.022286184,0.018546568,0.028436035,0.9867771,0.012821216,0.015663652,0.03963884
48,"a small, green fan facing forwards",0.01615283,0.019124033,0.029760094,0.018546565,0.022286182,0.108188964,0.12592277
49,"a blue, large chair facing left",0.9915544,0.04603391,0.2173375,0.018546563,0.016403032,0.023689471,0.014281932
50,a chair facing left,0.8807971,0.0705596,0.84796774,0.087563835,0.014728612,0.029312229,0.022286184
51,a small grey fan,0.024053553,0.035678554,0.03461884,0.037326887,0.060086645,0.078078166,0.81989336
52,a thing facing forwards,0.20689403,0.11757214,0.21733752,0.83548355,0.14804721,0.20689407,0.6791787
53,"a large, blue chair  facing to the left",0.9912886,0.020964243,0.117572136,0.016657045,0.014281932,0.021948254,0.013636837
54,"a large, green chair, facing left",0.030214593,0.0126249455,0.99073195,0.014728616,0.010818448,0.04468087,0.013222823
55,a large  blue fan facing backwards,0.014063629,0.01941935,0.012241273,0.011687256,0.9863632,0.0646535,0.014957082
56,a large fan that is blue and facing backwards,0.007937993,0.011687256,0.008847355,0.0076956484,0.9802809,0.044680864,0.010818447
57,a large blue chair facing backwards,0.21733752,0.9857181,0.066569194,0.017986212,0.042087734,0.018546559,0.016914912
58,a large fan that is facing backwards,0.010652512,0.014957088,0.011508148,0.009125639,0.5774954,0.15002881,0.02333077
59,a large fan in the room,0.013636832,0.018833129,0.013020488,0.00898543,0.307358,0.23370637,0.028436033
60,"a large,",0.40356687,0.35220176,0.37754065,0.117572136,0.38491213,0.28140563,0.092687786
61,a green fan facing to the left,0.015663644,0.01717671,0.03567855,0.019719128,0.025565214,0.9591543,0.039638836
62,a small grey fan ,0.019719126,0.028007522,0.028436033,0.035678543,0.0627892,0.07807818,0.8128673
63,"a large, blue fan facing backwards",0.01883313,0.022629196,0.017986206,0.015663652,0.9859364,0.0675467,0.01826428
64,"a grey, small fan facing forwards",0.020645928,0.02595736,0.026759284,0.02556522,0.03258975,0.05665243,0.9732407
65,"a large, blue, backwards-facing fan",0.010986942,0.020332355,0.0124316495,0.012241278,0.971564,0.040845726,0.01590639
66,a grey small chair facing forwards,0.028870905,0.02096424,0.036220055,0.98116684,0.01384861,0.014063627,0.035678547
67,"a  large, green chair facing to the left",0.03258975,0.011687256,0.99115264,0.016914913,0.012053778,0.031143833,0.017176708
68,a large fan,0.014503582,0.022286186,0.015424556,0.013636833,0.49609384,0.31405056,0.04468087
69,a grey chair facing to the left,0.049589027,0.016403034,0.083890386,0.060975187,0.013636835,0.018833129,0.021615336
70,a green chair facing to the left,0.031143833,0.013222823,0.8244619,0.022286188,0.011687259,0.020023441,0.0145035805
71,a green chair facing backwards,0.02758528,0.025178839,0.15203226,0.019719128,0.015424558,0.019124039,0.016914917
72,"a blue, large fan facing backwards",0.016152836,0.02368947,0.01971913,0.01798621,0.9850429,0.07477005,0.017176704
73,a small grey chair facing to the front,0.02002344,0.016914915,0.028870903,0.96932423,0.015906395,0.01883313,0.04023795
74,a green fan facing left,0.018264279,0.018546565,0.025565214,0.015663648,0.028007526,0.9441769,0.044680867
75,"a  large, blue fan facing backwards",0.02002344,0.025178844,0.019124037,0.018264273,0.9891815,0.07477005,0.019124037
76,a small chair,0.08509905,0.08151976,0.11124121,0.79310596,0.025957357,0.020023443,0.03963884
