,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a large, grey chair facing forwards ",0.016914913,0.014503578,0.016403032,0.9863632,0.011687259,0.01590639,0.3276683
1,a small blue chair facing backward,0.017442483,0.015663648,0.9899864,0.015424552,0.012821215,0.5350984,0.017986214
2,"a chair, red, small, facing right",0.99408895,0.033085976,0.015189051,0.014503579,0.029312236,0.011687261,0.013222824
3,"a large, blue chair facing forwards",0.018833132,0.015906394,0.024423087,0.047425874,0.011158031,0.025178839,0.05500529
4,a large grey facing forwards chair,0.013848611,0.013428253,0.016152835,0.9637799,0.010169655,0.017986206,0.27512974
5,"a small, blue chair, facing backwards",0.01665704,0.01665704,0.99014014,0.0154245505,0.012431654,0.5621765,0.016152835
6,"a large, grey chair is facing forwards",0.014957083,0.014281932,0.014957089,0.9840936,0.009268015,0.0140636265,0.23934937
7,"a small, red chair facing left",0.038466185,0.9910146,0.013428254,0.014957085,0.53509843,0.013428257,0.017176712
8,"a small, red sofa is in the room, facing to the left",0.012431653,0.02716923,0.011687255,0.007815891,0.9875684,0.012053782,0.013636836
9,a sofa facing backwards,0.01081845,0.009708474,0.017442485,0.014728614,0.05749329,0.4843801,0.028436033
10,a small red chair  facing to the right,0.99408895,0.029312229,0.0094125895,0.012431651,0.018546565,0.009708478,0.016152836
11,"a small, red chair 1",0.6791787,0.83761996,0.03461884,0.03308598,0.18713269,0.023689471,0.030214587
12,"a small chair, red, facing right",0.9933072,0.04208772,0.012431651,0.012241277,0.029760098,0.012241275,0.014728617
13,"a small, blue sofa facing the opposite direction of the others",0.0106525095,0.009125638,0.03676947,0.009559398,0.014503579,0.5926666,0.015189047
14,"a small, grey sofa facing backwards",0.010489089,0.009412587,0.012821213,0.01428193,0.013636832,0.025565213,0.017176708
15,a red thing,0.61878043,0.6370308,0.025178842,0.038466197,0.5926666,0.019719128,0.025957359
16,"a small, red thing facing backwards",0.11279541,0.13660838,0.020964239,0.0154245505,0.13846178,0.042087734,0.017712303
17,"a small, blue chair  ",0.023689475,0.020332353,0.61138195,0.029312233,0.013636837,0.09947021,0.016152835
18,"a small, red chair facing the left",0.03676947,0.9918121,0.014503579,0.015663648,0.49609384,0.014281932,0.019124035
19,"a small, grey thing facing to the right",0.024798162,0.0226292,0.030675804,0.046033893,0.021948256,0.027585281,0.031143831
20,"a small, red chair, facing to the right",0.99206203,0.031618774,0.010652513,0.014063627,0.024423093,0.01081845,0.015663652
21,a large grey chair is facing forwards,0.013020492,0.012053777,0.013636832,0.9857181,0.008315777,0.012624946,0.23370637
22,"a small, red chair facing",0.9433476,0.9621076,0.052618954,0.053403325,0.43014735,0.044680864,0.042087726
23,"a small, red sofa, facing to the left",0.017442487,0.060086645,0.01048909,0.0095593985,0.991938,0.01186912,0.01495709
24,"a large, blue sofa",0.009559399,0.010328151,0.024798159,0.013428257,0.011331752,0.04813677,0.03114383
25,"a large, grey couch facing forwards",0.012053779,0.011687258,0.015663644,0.0321007,0.014728614,0.020964243,0.9648552
26,a grey chair,0.030675804,0.028007519,0.07369627,0.82218915,0.019124033,0.03461884,0.06008664
27,a blue sofa facing to the left,0.009708478,0.010013573,0.01048909,0.010169657,0.011687259,0.033589505,0.016914913
28,a large sofa facing forwards,0.012431649,0.010986941,0.013848612,0.019124037,0.026759282,0.02333077,0.90465057
29,"a large, grey chair facing forwards,",0.01744248,0.015906394,0.017442485,0.9863632,0.011331751,0.017176706,0.28776783
30,"a large, grey facing forwards",0.024798159,0.021948252,0.033085976,0.39233682,0.019719128,0.03461884,0.60766315
31,"a small, red sofa, facing to the left, in the room",0.014281931,0.03161877,0.014063628,0.011331752,0.94580126,0.017442483,0.014281932
32,"a small, blue chair facing the back of the room",0.020964244,0.016152838,0.96323055,0.015663652,0.01243165,0.46879065,0.01665704
33,"a large, grey sofa is facing forwards",0.012431649,0.011687258,0.013636834,0.01717671,0.013020493,0.018546565,0.9817357
34,"a small, red chair is facing to the left",0.028870905,0.9914225,0.01186912,0.013428255,0.44552958,0.0118691195,0.017176706
35,a large grey chair ,0.01518905,0.015189053,0.023689471,0.78266245,0.012053779,0.018833127,0.14804721
36,"a small, blue, backwards chair",0.018264277,0.017986208,0.9766692,0.014957089,0.011331751,0.41489887,0.011687257
37,"a large, grey chair  facing forwards",0.0177123,0.014281935,0.018546566,0.98615134,0.010986945,0.017442483,0.3557749
38,"a small, red chair is facing to the right",0.9933072,0.02368947,0.012241279,0.014957087,0.019124037,0.011508151,0.018264277
39,a blue chair facing away,0.026759282,0.020332353,0.8872046,0.02442309,0.01640303,0.43014738,0.025565213
40,"a large, red chair facing forwards",0.07369628,0.04958903,0.015906394,0.023689471,0.043365803,0.014503578,0.04885778
41,"a large, grey sofa facing forwards",0.013428257,0.013222824,0.014957084,0.020332353,0.014728615,0.020023441,0.98255754
42,"a red sofa, facing to the left",0.012241272,0.02064593,0.008061993,0.009125637,0.8887588,0.00898543,0.014728614
43,"a small, grey thing facing to the left",0.02716923,0.037326887,0.03963884,0.046033904,0.03732688,0.02843603,0.031143835
44,"a small, red chair 2",0.6001884,0.7185944,0.053403333,0.04401865,0.19930801,0.030675804,0.03258974
45,a thing facing forwards,0.2877678,0.17328821,0.1112412,0.743168,0.15405756,0.102304704,0.692642
46,"a small, grey chair facing backwards",0.02161533,0.022286184,0.044018652,0.02517884,0.01883313,0.0665692,0.028436035
47,"a small, red sofa is facing to the left",0.0140636265,0.039048295,0.0106525095,0.009125636,0.9912886,0.010986942,0.015424549
48,a small red chair to the right,0.98255754,0.0715912,0.023330767,0.018546563,0.03846619,0.015424553,0.017442483
49,a large grey chair facing forwards ,0.014503581,0.012241275,0.013636837,0.985718,0.009859856,0.013636835,0.32766828
50,a sofa,0.008847355,0.009708473,0.0124316495,0.024053557,0.46879062,0.43782347,0.7185944
51,"a large,",0.10230471,0.11124121,0.122523196,0.30735803,0.091382116,0.09009299,0.22541662
52,a small blue sofa is facing backwards,0.009268011,0.010013572,0.076960824,0.010818448,0.011687259,0.9865717,0.015424554
53,"a small, red chair",0.7799929,0.8962514,0.025957357,0.020964237,0.22270015,0.019124035,0.016152836
54,"a blue sofa, facing backwards",0.009125637,0.008985427,0.035144843,0.010652511,0.010986942,0.7879312,0.014503577
55,a grey chair facing to the left,0.019719128,0.018833129,0.016403032,0.05261895,0.016914917,0.013222821,0.032100707
56,"a small, red thing",0.5813031,0.62977463,0.028007524,0.025957359,0.6001884,0.022977373,0.020332355
57,a small red chair ,0.76348376,0.8807971,0.024423089,0.021948256,0.22815652,0.017986208,0.01640303
58,a small blue sofa facing backwards,0.010652509,0.011508152,0.108188964,0.011687259,0.012821213,0.9814535,0.016152833
59,"a large, grey chair facing forwards  (4)",0.025178842,0.022286184,0.02843603,0.953275,0.01971913,0.032100707,0.30074558
60,"a large, grey sofa",0.010169657,0.01001357,0.01384861,0.022286184,0.015424554,0.021287354,0.754915
61,a small chair,0.6654106,0.69925445,0.6654106,0.10669057,0.17781085,0.12765263,0.032100704
62,a grey thing facing to the left,0.026759284,0.03963884,0.036220055,0.06754669,0.03904829,0.02442309,0.05184545
63,a blue chair ,0.020645931,0.016403036,0.62612414,0.10087864,0.010818451,0.14414884,0.017986214
64,a grey thing,0.048857782,0.050330635,0.119202934,0.5621765,0.03963884,0.08509904,0.3738758
65,"a small, blue sofa facing upwards",0.01243165,0.013636835,0.039638836,0.013428255,0.012053778,0.11757212,0.015906392
66,"a small, blue sofa facing the wall",0.014063629,0.015906395,0.039048295,0.01205378,0.020645933,0.46490157,0.019124039
67,a small chair facing backwards,0.09807934,0.12940273,0.82218915,0.021287356,0.067546695,0.34864515,0.021287352
68,"a large, grey thing",0.027169231,0.029312234,0.041462276,0.3557749,0.020964243,0.030214585,0.29098088
69,"a small, blue sofa is facing backwards",0.00912564,0.009859855,0.04885778,0.010013571,0.012431653,0.98457545,0.015906392
70,"a small, red chair ",0.7826625,0.8933094,0.02368947,0.019124035,0.24508503,0.016152838,0.015906394
71,"a small red chair, facing left",0.03622006,0.9933071,0.012431649,0.014281933,0.5660186,0.01302049,0.016657041
72,a grey sofa facing forwards,0.012053778,0.011687255,0.014281936,0.024423089,0.016914917,0.027585285,0.93439513
73,a large chair facing forward,0.040845726,0.02758528,0.024423087,0.9637799,0.02297737,0.025565214,0.5
74,"a large, grey chair ",0.015906394,0.015189045,0.02479816,0.7310586,0.012053778,0.01717671,0.14608724
75,"a small, red chair, facing to the left, in the room",0.036220055,0.97631055,0.017176704,0.012241278,0.46101677,0.014281936,0.013020491
76,a red chair facing to the right,0.97666925,0.02556522,0.009708478,0.0154245505,0.01590639,0.01001357,0.014957089
77,"a small, blue sofa  facing backwards",0.01150815,0.011331756,0.096705794,0.010986944,0.013636839,0.98116684,0.01615283
78,a small  red sofa,0.09947022,0.102304704,0.014957086,0.010818451,0.8499712,0.018833129,0.018264277
79,"a large, grey chair facing forward",0.018264275,0.015189049,0.018264275,0.97324073,0.013020491,0.018546565,0.39606816
80,a blue chair facing to the left,0.016403036,0.014728615,0.033589512,0.01971913,0.013020491,0.021615334,0.015189046
81,"a small, blue sofa (6) facing backwards",0.01518905,0.015424554,0.09401018,0.016152838,0.019419346,0.96323055,0.029312227
82,a large grey sofa facing forwards in the room,0.011331752,0.012053781,0.013848612,0.02479816,0.010169656,0.01640303,0.91730267
83,"a small, blue sofa that is facing backwards",0.009125635,0.009708475,0.048857786,0.010652513,0.011687256,0.97997653,0.0154245505
84,"a small blue sofa, facing backwards",0.010986939,0.010489091,0.09401018,0.009708476,0.012053779,0.98697954,0.015424552
85,a small chair that is red and facing to the right,0.9905874,0.023689467,0.01016966,0.010169657,0.01495709,0.009125634,0.010652509
86,a large grey chair facing forwards,0.015906394,0.012821215,0.016914913,0.98527133,0.011508149,0.015663646,0.35577488
87,"a small, blue sofa in the room",0.011869121,0.012053777,0.035678547,0.012431651,0.022629198,0.3415825,0.024423087
88,"a small, red chair facing right",0.991938,0.045352582,0.012821213,0.014957084,0.0433658,0.013222821,0.017986212
89,"a small, blue, backwards-facing chair",0.013020488,0.012241275,0.95976204,0.01691491,0.009268013,0.30074558,0.014063626
90,"a small, blue couch facing backwards",0.011687256,0.01205378,0.05665242,0.013222824,0.016657038,0.96691406,0.022286184
91,"a large, grey chair",0.02033235,0.017712304,0.02556521,0.7217432,0.014503579,0.020964244,0.13117322
92,a blue thing facing to the right,0.013848607,0.0124316495,0.072636716,0.020964243,0.01186912,0.067546695,0.01640303
93,"a large, grey chair facing forwards""",0.016914913,0.014063623,0.017442485,0.9820138,0.011687261,0.01691491,0.27825683
94,"a large, red thing",0.075858176,0.06560484,0.019124037,0.028007519,0.06656919,0.014281932,0.025957355
95,a large grey sofa,0.010013567,0.010169657,0.01302049,0.02128735,0.013428258,0.020023441,0.76629364
96,"a grey, large chair facing forwards",0.018833129,0.014957086,0.017986212,0.98593634,0.01065251,0.015424553,0.39233682
97,"a small, red sofa  (5)",0.0726367,0.0705596,0.027169233,0.02479816,0.8376199,0.0427222,0.044680867
98,"a large, grey chair facing forwards",0.018546563,0.016657041,0.018546566,0.9835969,0.010986942,0.017442487,0.3451053
99,a small red chair facing to the right,0.99418,0.034100432,0.010986941,0.01566365,0.021615334,0.01168726,0.018546568
100,"a small, blue sofa facing forwards",0.013636836,0.01472861,0.019124039,0.01450358,0.01971913,0.029760092,0.022286184
101,a blue thing,0.020332351,0.02064593,0.6723317,0.06278921,0.016152836,0.46490157,0.033085976
102,"a small, blue chair ",0.020332357,0.0177123,0.60766315,0.031143831,0.012624947,0.119202934,0.014503583
103,"a small, red sofa faces to the left",0.016914917,0.06008664,0.010013571,0.008847353,0.9910146,0.01243165,0.01665704
104,"a small, red sofa, facing left",0.01941935,0.06954175,0.011158033,0.010013572,0.99253935,0.012053777,0.0154245505
105,a chair facing to the left,0.03846619,0.7905303,0.043365803,0.042087726,0.14033626,0.020964239,0.021615332
106,a small sofa facing to the left,0.014728614,0.019719128,0.010652511,0.014503577,0.5234204,0.04208773,0.025178844
107,a blue small sofa facing backwards,0.011331753,0.012053781,0.18713266,0.0145035805,0.015906392,0.97404265,0.020332353
108,a large sofa,0.010328153,0.009708473,0.013222825,0.019124037,0.042722203,0.0384662,0.5621765
109,"a small, red, facing-right chair",0.99242276,0.055005293,0.0128212115,0.013636833,0.049589027,0.013848612,0.015424556
110,"a small, red sofa, facing to the left, in a room",0.016403032,0.035678543,0.01542455,0.01243165,0.8856315,0.01971913,0.016403034
111,a blue chair facing forwards,0.028870909,0.020964244,0.032100707,0.08632348,0.013222823,0.028870905,0.03514485
112,a small sofa,0.01912404,0.023689471,0.028870907,0.034100432,0.39233685,0.44552952,0.10970577
113,"a small, blue chair facing to the right",0.01854656,0.014281931,0.027585285,0.018833132,0.012821214,0.021615338,0.019719128
114,a sofa facing to the left,0.010818449,0.011331752,0.008061992,0.01322282,0.38121954,0.04468087,0.04468087
115,a small chair facing left,0.03963884,0.86522406,0.052618947,0.031143835,0.35577485,0.026355352,0.021948252
116,a small blue chair that is facing backwards,0.0128212115,0.012821216,0.98934746,0.014063623,0.01016966,0.4225046,0.014957091
117,"a small, blue thing facing to the left",0.013636832,0.014728614,0.058345843,0.01665704,0.011508151,0.042087734,0.014281936
118,"a large, grey sofa faces forwards",0.010328153,0.010013573,0.012821217,0.017712303,0.013222825,0.01971913,0.98334295
119,"a small, grey chair",0.025565214,0.023689475,0.05749328,0.11124119,0.023689473,0.044680864,0.040237952
120,"a small, blue thing facing backwards",0.019419348,0.018833132,0.8887588,0.01717671,0.017176706,0.74017435,0.016657043
121,a thing,0.50781184,0.56985265,0.60393184,0.49218813,0.4610168,0.43014735,0.29746994
122,a small red chair is facing to the left,0.027585281,0.9921841,0.010818451,0.013222822,0.49218813,0.010986941,0.01798621
123,"a small, blue sofa facing the back of the room",0.0124316495,0.010328152,0.064653486,0.01098694,0.016657036,0.938124,0.014957086
124,"a large, gray sofa facing forwards",0.009125637,0.008847355,0.010652509,0.01542455,0.010818451,0.017176712,0.98201376
125,"a large, grey chair, facing forwards",0.017176708,0.014728616,0.01691491,0.9875683,0.010489093,0.016403036,0.32423538
126,"a large, blue sofa facing forwards",0.013222825,0.01133175,0.017176704,0.01450358,0.012241274,0.02161533,0.046033908
127,"a small, red sofa  facing to the left",0.01798621,0.064653486,0.011331749,0.00941259,0.992062,0.010328151,0.014957085
128,a thing facing backwards,0.09534947,0.1384618,0.87407726,0.037326884,0.10374863,0.7606507,0.035144843
129,"a large, grey sofa that is facing forwards",0.012241274,0.011331754,0.014728618,0.01912404,0.01262495,0.017442485,0.9787127
130,a small blue chair is facing backwards,0.015906392,0.014503582,0.99029154,0.0145035805,0.010818448,0.41869688,0.018833129
131,"a small, red sofa (5)",0.072636716,0.07055961,0.024423093,0.020023443,0.8056322,0.035678547,0.040845707
132,"a small, blue chair facing the wall",0.02096424,0.02128735,0.44939265,0.019719131,0.01590639,0.10970579,0.017442482
133,"a large, grey sofa facing forward",0.014503583,0.013848612,0.017986208,0.025178844,0.01384861,0.021615332,0.9728308
134,a thing facing to the left,0.037892424,0.9173026,0.22270015,0.07369626,0.8872046,0.11757212,0.06465349
135,"a large, grey chair facing forwards, ",0.018833129,0.014728615,0.018264277,0.9875684,0.011331751,0.017442487,0.294215
136,"a small, red chair facing the right",0.99351174,0.03732689,0.013222818,0.016657036,0.025957357,0.013848613,0.02033235
137,"a small, red chair - facing to the left",0.045352582,0.9918121,0.013020491,0.015906395,0.50781184,0.01205378,0.016152838
138,"a small, red chair  (1)",0.746139,0.8688268,0.029312233,0.02931223,0.18010667,0.015906395,0.02517884
139,"a small, red chair facing  to the left",0.029760096,0.9921841,0.013636833,0.01518905,0.4882834,0.012241273,0.016914915
140,a large grey sofa  facing forwards,0.010169658,0.009859858,0.012821217,0.020645931,0.011331751,0.016403032,0.9865717
141,"a small, blue chair facing the opposite direction of the other chairs",0.024053553,0.019419346,0.6584175,0.018264275,0.012624947,0.16885693,0.014728612
142,"a small, blue sofa  (6)",0.017712297,0.017986204,0.055823144,0.022286186,0.027169228,0.31069437,0.03622006
143,"a small, blue chair facing backwards",0.022977369,0.021287352,0.991938,0.018833129,0.015424549,0.47268346,0.019419346
144,a small blue chair facing backwards,0.020332353,0.019124037,0.9898303,0.019124037,0.013636835,0.4804787,0.02002344
145,"a small, blue sofa with its back facing the viewer",0.009125636,0.008847353,0.08035748,0.010013569,0.012241275,0.9465967,0.016657041
146,a grey chair facing forwards,0.035144843,0.023689471,0.028870903,0.9511422,0.016152833,0.023689473,0.14223191
147,"a small, blue sofa with its back facing us",0.010013571,0.010986945,0.09401017,0.010818447,0.014063625,0.93991333,0.019719126
148,"a blue chair, facing backwards",0.020332351,0.017986216,0.95257413,0.018264275,0.011869123,0.5273165,0.016657038
149,"a small, red sofa",0.076960824,0.079210326,0.014503578,0.013636834,0.9196425,0.019419348,0.020964243
150,"a small, red chair facing to the right",0.9929882,0.04023794,0.011508152,0.015424554,0.023689466,0.013020488,0.020332351
151,"a blue, facing-backwards sofa",0.009412591,0.01001357,0.09947022,0.010169656,0.012241274,0.8333246,0.016914913
152,a small chair facing the right,0.9518632,0.029312227,0.040845722,0.026759284,0.023330763,0.022977365,0.0226292
153,"a small, blue sofa faces backwards",0.01048909,0.010328154,0.061875984,0.010489089,0.014503577,0.9863632,0.016403032
154,"a large, grey sofa  facing forwards",0.012821217,0.011687256,0.014957088,0.021615332,0.013636832,0.020332353,0.98504287
155,"a small, red sofa facing to the  left",0.016657038,0.069541745,0.01168726,0.01001357,0.99115264,0.010328153,0.013848607
156,"a small, blue sofa, facing backwards",0.011331756,0.010652509,0.06954175,0.010328154,0.01243165,0.98384714,0.015189047
157,a grey thing facing backwards,0.033589512,0.038466193,0.13660838,0.050330643,0.028436031,0.16026606,0.04146228
158,"a large, grey thing facing forwards",0.025957359,0.026355352,0.030214584,0.50781184,0.021287352,0.029312233,0.62245935
159,a red chair facing forwards,0.22270013,0.12421303,0.01854656,0.0297601,0.051845465,0.015663654,0.032589745
160,a large chair facing forwards,0.040845722,0.032100704,0.022629203,0.93439513,0.02064593,0.022286186,0.41489887
161,"a large, grey, sofa, facing forwards",0.010328154,0.010652511,0.012241279,0.025957355,0.01243165,0.01640303,0.9850429
162,a grey sofa facing backwards,0.008577487,0.008315777,0.010986944,0.01615284,0.013428257,0.033589505,0.031143831
163,a small red chair facing to the left,0.03789242,0.99168426,0.01133175,0.014063629,0.5,0.012053784,0.017176712
164,a chair facing to the right,0.9086179,0.027169237,0.037892424,0.030214591,0.017442489,0.01854656,0.020645935
165,"a small, red, chair, facing, right",0.99242276,0.041462276,0.01322282,0.014503583,0.04208773,0.011687256,0.015663646
166,"a small, red sofa to the left",0.042722195,0.117572136,0.01542455,0.01186912,0.9766692,0.021615336,0.022286184
167,a red chair facing backwards,0.1112412,0.11920293,0.028436031,0.016657041,0.06187599,0.048857782,0.017442487
168,a large gray sofa facing forwards,0.009859855,0.009125639,0.011687257,0.01941935,0.010328151,0.015906394,0.9820138
169,"a small, blue sofa facing backwards",0.012624947,0.013428257,0.069541745,0.011508148,0.015424551,0.98201376,0.016657041
170,"a small, blue chair in the room",0.021948254,0.022286184,0.46101677,0.026759278,0.011508146,0.13296425,0.014957082
171,a small thing facing backwards,0.12940273,0.17553808,0.7718435,0.0427222,0.13846178,0.6513549,0.037892427
172,"a small red chair, facing right",0.9949396,0.0390483,0.011687259,0.014281931,0.034618836,0.012053778,0.017986208
173,"a small, red chair""",0.692642,0.89029425,0.027169233,0.017442483,0.1919328,0.015663646,0.013020492
174,a large chair,0.04672496,0.039048295,0.046724956,0.74017435,0.03732689,0.036220048,0.20434187
175,"a small, blue thing",0.017986204,0.017176706,0.55832696,0.03258974,0.01495709,0.40356687,0.019419346
176,"a small, blue sofa that faces backwards",0.010986942,0.010652509,0.06371499,0.008847356,0.01168726,0.9773708,0.01384861
177,a blue thing facing backwards,0.025565214,0.025178842,0.86882675,0.024423089,0.02128735,0.75201255,0.023330772
178,a red thing facing to the left,0.034618832,0.91730267,0.012821211,0.017986214,0.89478946,0.012053781,0.015663648
179,"a small, grey chair facing to the right",0.015906392,0.016914912,0.017986214,0.03114383,0.014957085,0.018546563,0.03308598
180,"a small, red sofa facing  to the left",0.016403034,0.054198727,0.011869123,0.00941259,0.9914225,0.011158029,0.014281931
181,a red sofa facing to the left,0.014728616,0.02161533,0.009268013,0.010169659,0.9219218,0.008847358,0.013636835
182,"a large, grey sofa, facing forwards",0.013020487,0.012053781,0.014957084,0.021948252,0.013020491,0.017176712,0.9863632
183,"a  large, grey sofa facing forwards",0.01302049,0.013428254,0.016403036,0.02297737,0.014957083,0.021615334,0.9879462
184,"a small, blue sofa",0.01065251,0.011687259,0.052618954,0.014063629,0.016914915,0.44552955,0.024798159
185,"a small, red chair that is facing to the right",0.990732,0.025565214,0.011331755,0.013222822,0.020645931,0.011687261,0.016152833
186,a little red chair facing right,0.9914225,0.028436031,0.011869122,0.016152835,0.029312229,0.011869119,0.017442489
187,"a small, red sofa facing to the left",0.021615332,0.08035747,0.013636836,0.01081845,0.99168426,0.011508151,0.016152838
188,a small blue chair ,0.017442482,0.015906394,0.5964331,0.031143833,0.011331754,0.12592275,0.015424553
189,"a small, red chair to the right",0.98116684,0.063715,0.024053551,0.019419346,0.044018652,0.015906388,0.017442482
190,a small red chair is facing to the right,0.99390244,0.026759284,0.011331756,0.014063629,0.017712299,0.011158031,0.018546566
191,"a small, red sofa in the room",0.04672496,0.044680867,0.015189049,0.010652512,0.6992544,0.02635535,0.020645933
192,"a large grey sofa facing forwards""",0.007577239,0.007815889,0.009125636,0.016403032,0.01001357,0.015189047,0.9780517
193,a red sofa facing the left,0.014281935,0.023689473,0.010328152,0.010818449,0.8840393,0.010986942,0.016914915
194,a red sofa facing backwards,0.022286186,0.020332353,0.013428257,0.011687257,0.07921031,0.020645933,0.013428255
195,a grey chair facing to the right,0.015906395,0.017986208,0.012821216,0.03963884,0.012624952,0.012624949,0.030214584
196,"a small, grey sofa",0.010818448,0.012624948,0.018833132,0.026355356,0.02635535,0.053403325,0.10230469
197,"a large, grey chair that is facing forwards",0.014503581,0.011869123,0.015663648,0.9787126,0.009859858,0.015663646,0.2509128
198,a blue chair that is facing backwards,0.016152833,0.013428255,0.9473811,0.014957086,0.00898543,0.43398148,0.013636833
199,a chair facing backwards,0.09268776,0.09807931,0.7690802,0.034100424,0.041462276,0.21733755,0.02479816
200,a sofa facing forwards,0.01590639,0.014728619,0.014957087,0.025565213,0.08035746,0.034100424,0.87059724
201,"a small, blue sofa with its back to us",0.010489091,0.010328153,0.10087862,0.011331751,0.015424549,0.9603611,0.021615336
