,Sequence,o1,o2,o3,o4,o5,o6,o7
0,a small green desk ,0.7310586,0.44552952,0.10669059,0.028436031,0.013636835,0.023689473,0.007121429
1,"a small, green thing",0.26284182,0.20946968,0.070559606,0.022286186,0.2254166,0.08509906,0.024053553
2,a small green desk,0.7248703,0.39981166,0.11596071,0.030214593,0.014503578,0.026759282,0.007937995
3,a little green chair facing to the right,0.009125638,0.017986212,0.01590639,0.012431649,0.9879462,0.029760092,0.017442487
4,"a large, grey desk that is facing to the left",0.014503581,0.013636837,0.03514485,0.9805807,0.016403029,0.018546566,0.014063629
5,"a small, green chair 5",0.029312233,0.03410043,0.030675802,0.018546565,0.3775407,0.10818894,0.047425862
6,a,0.26284185,0.21469142,0.3451053,0.30074558,0.18713269,0.26894143,0.26284185
7,a small green desk in front,0.79310596,0.42632157,0.13660839,0.06754669,0.04535258,0.052618958,0.024053555
8,"a small, green chair (5)",0.02333077,0.02161533,0.028007522,0.014503583,0.41869694,0.120853215,0.044018652
9,"a large, green thing facing forwards",0.1480472,0.075858176,0.5544704,0.0427222,0.052618958,0.5851011,0.034618832
10,a green chair facing forwards,0.018264275,0.014728617,0.01941935,0.010013574,0.1871327,0.80069196,0.04958903
11,"a small, green desk facing to  the right",0.05665243,0.98334295,0.031143833,0.016152833,0.028007517,0.023330774,0.009859857
12,"a small, grey thing facing to the right",0.038466193,0.17553808,0.034100424,0.03461884,0.14223191,0.028436037,0.03622006
13,"a  small, green desk facing to the right",0.055005282,0.98504287,0.032100704,0.017442482,0.023330767,0.023330765,0.010986946
14,a large green desk,0.057493284,0.06008665,0.7057851,0.0460339,0.016657041,0.01717671,0.008315779
15,a large green desk ,0.065604836,0.069541745,0.7310586,0.048136767,0.014728616,0.016403034,0.007345828
16,a grey chair facing the left,0.01016966,0.014281933,0.016152833,0.013020489,0.035678554,0.04084572,0.9481545
17,"a small, green desk 1",0.5888891,0.30074558,0.10087862,0.037326884,0.024798162,0.028436037,0.011331751
18,"a small, green desk faces to the right",0.07807817,0.9865717,0.04401865,0.019719128,0.029760096,0.02517884,0.011331754
19,"a large, green chair facing forwards <|user|>",0.031143827,0.028007519,0.033085976,0.022629198,0.07477004,0.9780518,0.055823132
20,a desk facing the right,0.06954175,0.68594944,0.09009301,0.04885778,0.030214585,0.020023441,0.0128212115
21,a small green desk 1,0.6442251,0.37754065,0.0967058,0.031143833,0.02442309,0.02675928,0.010652512
22,"a large, grey chair facing forwards",0.01322282,0.013636834,0.019719128,0.014728615,0.028436033,0.05033064,0.388618
23,a large grey desk,0.017442483,0.020964243,0.044680867,0.6224593,0.02096424,0.01941935,0.015189045
24,a green desk facing the right,0.0726367,0.93991333,0.08389039,0.028436037,0.01798621,0.01717671,0.010986944
25,"a small, green chair facing right",0.013222825,0.017712295,0.016657038,0.014957085,0.9802809,0.029312229,0.021615332
26,a small thing,0.51952136,0.38121957,0.14608724,0.111241214,0.4649016,0.14033625,0.12592275
