,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a small, green thing",0.02442309,0.028436037,0.07369627,0.06560484,0.024798159,0.081519745,0.06560484
1,a small grey chair faces forwards,0.021615332,0.01883313,0.029312234,0.9871788,0.012821214,0.016403032,0.03963884
2,a green fan,0.016914913,0.02368947,0.03308598,0.024053553,0.051082738,0.7310586,0.08035747
3,"a large, blue chair that is facing backwards",0.12940273,0.9783847,0.051082734,0.016914912,0.034100424,0.019719128,0.012821212
4,"a small, grey fan is facing forwards",0.024423085,0.029312233,0.02843603,0.019719126,0.03676947,0.05834584,0.9799766
5,a,0.2658805,0.3242354,0.33807713,0.28140563,0.2281565,0.17781086,0.2254166
6,"a large, blue chair facing the opposite direction of the other chairs",0.62245935,0.5389832,0.1225232,0.017176706,0.027169231,0.019124035,0.011508151
7,a large blue chair ,0.87234735,0.57749534,0.063715,0.022286182,0.019124039,0.013222825,0.012431653
8,a green chair facing forwards,0.030214584,0.017712303,0.1968262,0.091382094,0.01262495,0.01883313,0.015663648
9,a green fan turned to the left,0.0118691195,0.013222818,0.025957353,0.011687255,0.03114383,0.94165415,0.044680867
10,"a large, blue fan facing to the right",0.016403029,0.014957083,0.020332351,0.01566365,0.04208773,0.044018656,0.023689475
11,a blue fan facing to the left,0.037892424,0.015906386,0.025178839,0.014503582,0.15203224,0.1710612,0.036220055
12,a large fan facing to the left,0.014728614,0.011687257,0.015424551,0.008985431,0.07921032,0.44167298,0.020964239
13,"a chair, blue, large, facing backwards",0.21733752,0.9912886,0.08151975,0.017176708,0.034618836,0.011508148,0.01302049
14,"a small, grey fan""",0.016914912,0.021948256,0.020332355,0.022977369,0.056652427,0.060975187,0.56985265
15,"a small grey chair, facing forwards",0.022629196,0.017986212,0.028870909,0.98866826,0.012053781,0.015424553,0.042087726
16,a small grey fan facing forwards,0.024798159,0.029312233,0.031143824,0.025957359,0.033085983,0.056652423,0.9736446
17,"a large,",0.40356684,0.34864515,0.38121957,0.109705776,0.39233685,0.2782568,0.09268778
18,"a large, blue thing",0.6442251,0.49609387,0.04813677,0.025178842,0.743168,0.054198727,0.02517884
19,"a large, blue chair facing backwards",0.28140563,0.9890131,0.09670579,0.020964243,0.034618836,0.02128735,0.017986214
20,a small grey chair facing to the left,0.028870907,0.013848607,0.035144847,0.054198727,0.013222819,0.019124039,0.030214585
21,"a large blue fan, facing backwards",0.014063628,0.018546565,0.012821212,0.011508152,0.9867772,0.055005293,0.013020492
22,a chair is facing backwards,0.12940273,0.8723474,0.14414884,0.032100707,0.021287352,0.017712304,0.021615334
23,a small grey fan is facing forwards,0.022286182,0.025957353,0.028870907,0.023330769,0.02716923,0.055005297,0.98457545
24,a small thing,0.12252322,0.16885695,0.13117321,0.611382,0.18713267,0.1127954,0.4378235
25,a green chair,0.03358951,0.0306758,0.6001884,0.08632347,0.012431647,0.014063625,0.014281933
26,a large blue fan facing to the left,0.023330767,0.01243165,0.02096424,0.0128212115,0.054198727,0.08035747,0.019124035
27,a green fan on the left,0.017442483,0.017712299,0.039638832,0.015906388,0.05033064,0.9449947,0.090092994
28,"a small, green fan",0.015663648,0.022629198,0.028436037,0.020964237,0.025565216,0.11920293,0.08035747
29,a green chair facing the left,0.026759282,0.013222823,0.8056322,0.027169233,0.011331756,0.021615334,0.015189049
30,a fan facing to the left,0.015424551,0.012053778,0.019124039,0.010328153,0.17553808,0.76065063,0.102304704
31,a blue chair is facing to the left,0.9449947,0.05340332,0.18242553,0.021615332,0.017442487,0.023330769,0.017442482
32,"a small, grey fan facing forwards",0.027585285,0.032100707,0.034100424,0.024053551,0.039638836,0.06560485,0.97068775
33,a large blue fan facing backwards,0.015424551,0.021287354,0.015189047,0.012821215,0.9850429,0.050330628,0.016403036
34,"a large, blue fan facing to the left",0.025957357,0.013428254,0.024053551,0.015663646,0.048857782,0.11596073,0.01883313
35,a small grey fan facing forwards in the room,0.028436033,0.030675804,0.033085983,0.035144847,0.031143824,0.042722195,0.9196425
36,a grey thing facing forwards,0.08151976,0.07477003,0.090093,0.6688803,0.06465349,0.07807817,0.65135485
37,"a large, green fan  facing to the left",0.015663654,0.01744249,0.037326884,0.016914913,0.019124039,0.9863632,0.020332357
38,a large fan facing left,0.012624951,0.0120537765,0.014503582,0.008985426,0.088820264,0.40356684,0.02096424
39,a blue thing facing forwards,0.30074558,0.10374863,0.08509904,0.11920293,0.16885695,0.08756385,0.1127954
40,"a large, green chair, facing to the left",0.028436033,0.012053778,0.9884919,0.014281934,0.01150815,0.030214585,0.013848608
41,"a large, green chair that is facing to the left",0.020023443,0.0111580305,0.98457545,0.013428259,0.010328156,0.02333077,0.0124316495
42,a grey chair facing to the left,0.049589027,0.016403034,0.083890386,0.060975187,0.013636835,0.018833129,0.021615336
43,"a large, blue fan  facing backwards",0.015906394,0.022977367,0.016914915,0.01566365,0.9867772,0.06853749,0.015906392
44,a small grey chair,0.030214587,0.032100704,0.042087726,0.8633916,0.018546563,0.014503579,0.02758528
45,"a small, grey chair facing the front",0.025178837,0.020964243,0.03514485,0.94580126,0.014957087,0.016914912,0.040845722
46,a backwards blue chair,0.10970578,0.95915425,0.063714996,0.02635535,0.064653486,0.01450358,0.014728615
47,"a grey, small fan facing forwards",0.020645928,0.02595736,0.026759284,0.02556522,0.03258975,0.05665243,0.9732407
48,a large thing facing to the left,0.839734,0.14804721,0.7520126,0.038466193,0.4225046,0.53509843,0.056652427
49,a green fan ,0.01883313,0.023689471,0.029312227,0.022629198,0.055005282,0.7745834,0.09534947
50,"a small, green fan facing forwards",0.01615283,0.019124033,0.029760094,0.018546565,0.022286182,0.108188964,0.12592277
51,"a small, grey chair, facing forwards",0.02368947,0.019419348,0.03210071,0.9871788,0.012821215,0.014728614,0.040845715
52,a green chair is facing to the left,0.029312233,0.012821216,0.83761996,0.020332355,0.010652511,0.025178842,0.015424551
53,a large blue chair facing the left,0.9912886,0.038466193,0.106690586,0.017712293,0.015424551,0.021615336,0.014503581
54,"a large, green chair in the room",0.04535258,0.033085976,0.7279754,0.02333077,0.014503578,0.021615336,0.01302049
55,"a large, green fan ",0.013428257,0.017986208,0.02479816,0.014503581,0.031143833,0.70578504,0.020332351
56,"a large, blue chair is facing to the left",0.9883127,0.02333077,0.07696083,0.013848608,0.015663644,0.02096424,0.0145035805
57,"a small, grey chair  facing forwards",0.027585283,0.021615336,0.03410043,0.9871788,0.012431653,0.014503582,0.037892424
58,a small grey chair facing to the front,0.02002344,0.016914915,0.028870903,0.96932423,0.015906395,0.01883313,0.04023795
59,a chair,0.8175745,0.746139,0.754915,0.75201255,0.021615334,0.017442485,0.02442309
60,"a small, grey chair facing forwards",0.028007524,0.021615334,0.034618836,0.9854964,0.014728616,0.016403034,0.033589505
61,a small grey fan facing forwards ,0.022977369,0.023689467,0.0306758,0.028436035,0.03308598,0.058345847,0.97997653
62,"a large, blue chair facing to the left",0.9921841,0.018546568,0.14608724,0.019124039,0.014957083,0.029312238,0.01717671
63,"a large, blue chair facing left",0.99014014,0.024053553,0.17106119,0.016403036,0.014281935,0.025565216,0.017176706
64,"a large, grey thing",0.071591206,0.08509905,0.09807932,0.055823136,0.09670579,0.08269735,0.044680864
65,"a large, green chair is facing to the left",0.021615334,0.01048909,0.9871788,0.01428193,0.011331754,0.024423093,0.015189049
