,Sequence,o1,o2,o3,o4,o5,o6,o7
0,a grey fan is facing forwards,0.02297737,0.029312229,0.025565214,0.029760094,0.05184547,0.06371499,0.44939265
1,"a small, green thing",0.02442309,0.028436037,0.07369627,0.06560484,0.024798159,0.081519745,0.06560484
2,a green fan,0.016914913,0.02368947,0.03308598,0.024053553,0.051082738,0.7310586,0.08035747
3,"a large, blue chair that is facing backwards",0.12940273,0.9783847,0.051082734,0.016914912,0.034100424,0.019719128,0.012821212
4,"a large, blue chair facing to the left in the room",0.9711291,0.01450358,0.12421303,0.016914913,0.010986943,0.020023441,0.012821214
5,"a large, green, left-facing chair",0.029312227,0.01302049,0.9697854,0.013848606,0.013222824,0.045352582,0.014063624
6,"a small, grey fan is facing forwards",0.024423085,0.029312233,0.02843603,0.019719126,0.03676947,0.05834584,0.9799766
7,a,0.2658805,0.3242354,0.33807713,0.28140563,0.2281565,0.17781086,0.2254166
8,"a large, blue chair facing to the left""",0.9881309,0.016152838,0.09009298,0.012241273,0.008577487,0.01205378,0.009559397
9,a large blue chair ,0.87059724,0.57367843,0.067546695,0.022977369,0.019419348,0.012821215,0.012624948
10,a green chair facing forwards,0.030214584,0.017712303,0.1968262,0.091382094,0.01262495,0.01883313,0.015663648
11,"a small, grey chair facing forwards in the room",0.025565214,0.021615338,0.028436031,0.9184802,0.013636835,0.014063627,0.02843603
12,"a large, blue fan facing to the right",0.016403029,0.014957083,0.020332351,0.01566365,0.04208773,0.044018656,0.023689475
13,a blue fan facing to the left,0.037892424,0.015906386,0.025178839,0.014503582,0.15203224,0.1710612,0.036220055
14,a large blue chair facing to the left ,0.99128866,0.017986206,0.08389038,0.013636838,0.01048909,0.019419348,0.013636835
15,a large fan facing to the left,0.014728614,0.011687257,0.015424551,0.008985431,0.07921032,0.44167298,0.020964239
16,"a small, grey fan""",0.016914912,0.021948256,0.020332355,0.022977369,0.056652427,0.060975187,0.56985265
17,"a small grey chair, facing forwards",0.022629196,0.017986212,0.028870909,0.98866826,0.012053781,0.015424553,0.042087726
18,"a small, gray fan facing forwards",0.022977367,0.026759282,0.031618766,0.020964239,0.034100424,0.06008665,0.97023994
19,a small grey fan facing forwards,0.02442309,0.030214584,0.028007524,0.025957355,0.032589745,0.055005286,0.9736446
20,"a large,",0.40356684,0.34864515,0.38121957,0.109705776,0.39233685,0.2782568,0.09268778
21,"a large, blue chair facing to the left is in the room",0.98457545,0.01665704,0.09401017,0.012431652,0.011331754,0.016914913,0.011331754
22,"a large, blue thing",0.65135485,0.4960938,0.046033904,0.025957357,0.74017435,0.054198727,0.026759282
23,"a large, blue chair facing backwards",0.28776786,0.9893475,0.094010174,0.020332351,0.03410042,0.022977373,0.018264282
24,a small grey fan is facing forwards,0.022286182,0.025957353,0.028870907,0.023330769,0.02716923,0.055005297,0.98457545
25,a chair that is green and facing left,0.019419346,0.011869121,0.8128673,0.017712299,0.0073458278,0.024423087,0.009708474
26,"a small, grey chair facing forwards is in the room",0.021948252,0.020645933,0.028007522,0.9702399,0.014503582,0.01168726,0.042087723
27,"a small, grey chair facing forwards  (4)",0.03904829,0.037892424,0.05261895,0.9566342,0.032100707,0.03308598,0.0627892
28,a small thing,0.12085322,0.16667542,0.13117322,0.61878043,0.19682622,0.117572136,0.43398145
29,a green chair,0.03358951,0.0306758,0.6001884,0.08632347,0.012431647,0.014063625,0.014281933
30,a green fan on the left,0.017986206,0.0177123,0.04084572,0.01615283,0.055005282,0.94499475,0.0888203
31,"a small, green fan",0.015663648,0.022629198,0.028436037,0.020964237,0.025565216,0.11920293,0.08035747
32,"a small, grey chair facing forwards""",0.031143831,0.020964243,0.039638836,0.9830851,0.010013572,0.010986943,0.032589745
33,a fan facing to the left,0.015424551,0.012053778,0.019124039,0.010328153,0.17553808,0.76065063,0.102304704
34,a green fan that is facing to the left,0.010818453,0.013020491,0.021615332,0.013428252,0.021615332,0.9603612,0.028436031
35,"a small, grey, fan facing forwards",0.019719128,0.023330765,0.024423089,0.020332353,0.03904829,0.06465349,0.9481545
36,"a small, grey fan facing forwards",0.028870903,0.0306758,0.035678543,0.023689471,0.04146228,0.066569194,0.9702399
37,a large blue fan facing backwards,0.015424551,0.021287354,0.015189047,0.012821215,0.9850429,0.050330628,0.016403036
38,"a large, blue chair facing backwards,",0.2782568,0.9901402,0.070559606,0.017712297,0.03622006,0.016914912,0.015424555
39,"a large, blue fan facing to the left",0.025957357,0.013428254,0.024053551,0.015663646,0.048857782,0.11596073,0.01883313
40,a grey thing facing forwards,0.08151976,0.07477003,0.090093,0.6688803,0.06465349,0.07807817,0.65135485
41,"a large, green fan  facing to the left",0.015663654,0.01744249,0.037326884,0.016914913,0.019124039,0.9863632,0.020332357
