,Sequence,o1,o2,o3,o4,o5,o6,o7
0,a green sofa,0.0106525095,0.00941259,0.01186912,0.011158031,0.9073122,0.03567855,0.018546563
1,a backwards red fan,0.0335895,0.029760092,0.045352574,0.97156394,0.007577244,0.014957089,0.05921025
2,"a large, green thing",0.02297737,0.069541745,0.041462272,0.021948254,0.19930801,0.053403333,0.022977373
3,"a blue fan, small in size, facing left",0.9865717,0.20689406,0.09807933,0.012821217,0.020332353,0.03567855,0.01168726
4,"a small, blue fan faces left",0.99073195,0.13477594,0.45713672,0.01243165,0.021615334,0.044680867,0.012241277
5,a blue fan is in the room,0.5234204,0.061875984,0.76629364,0.028436031,0.016914913,0.047425866,0.019719128
6,a sofa facing backwards,0.015424554,0.010986941,0.022286186,0.021948254,0.08882029,0.087563835,0.5078119
7,a large red sofa is facing backwards,0.011331755,0.009559398,0.013428255,0.013428252,0.012431652,0.01205378,0.9861514
8,"a large, red fan facing to the right",0.01798621,0.018546563,0.025178846,0.037326884,0.01941935,0.01798621,0.02096424
9,"a small, blue fan that is facing to the left",0.9852714,0.08756386,0.22000712,0.011687256,0.015663652,0.033085983,0.0120537765
10,a green sofa is facing left,0.016403038,0.014503581,0.020332357,0.010013572,0.9603612,0.0460339,0.012624947
11,"a small, green fan  facing to the left",0.032100704,0.9863632,0.027585281,0.01518905,0.2018132,0.01883313,0.01615284
12,"a small, blue fan, facing to the left",0.98849183,0.09807932,0.35577485,0.01186912,0.022977369,0.0460339,0.013428256
13,a large red sofa facing backwards,0.0140636265,0.011508151,0.015906392,0.01798621,0.012241277,0.016403036,0.9799766
14,a red thing,0.02675928,0.03410043,0.02442309,0.49609384,0.01941935,0.020332353,0.5
15,"a large, red fan",0.015906392,0.013636833,0.02843603,0.9579123,0.007345826,0.013428257,0.039638843
16,a large fan that is red in color and is facing backwards,0.0095593985,0.007815889,0.019719128,0.95531917,0.0049822694,0.008711386,0.017442483
17,"a large, blue sofa facing backwards",0.016152835,0.012821213,0.017986204,0.01590639,0.017986212,0.20434189,0.016657041
18,"a small, green fan is facing to the left",0.02297737,0.9843363,0.022977369,0.015189049,0.09947022,0.016914912,0.015663646
19,"a large, blue sofa",0.014063624,0.011331753,0.010986944,0.012241276,0.016657041,0.87578696,0.017442483
20,a green fan facing backwards,0.02931223,0.13296422,0.0427222,0.017442482,0.014503582,0.014728618,0.017986212
21,a large blue sofa facing the left,0.019124035,0.012241278,0.019124035,0.009125637,0.028007522,0.9905874,0.009125639
22,a blue sofa facing to the left,0.020023445,0.011687257,0.018546565,0.012053782,0.2018132,0.97068775,0.00898543
23,a large fan facing backwards,0.0306758,0.024798159,0.30074558,0.18242551,0.008061991,0.017986214,0.024053555
24,a large blue fan,0.02800752,0.012821212,0.7853086,0.018546568,0.0062899003,0.025178842,0.015189045
25,"a large, blue sofa is in the room",0.017442487,0.014281937,0.0095593985,0.014281937,0.01941935,0.6654106,0.015189044
26,a large thing facing to the left,0.1422319,0.07263671,0.692642,0.26894143,0.26284185,0.86703575,0.069541745
27,a green sofa is facing to the left,0.020023437,0.01717671,0.023689471,0.011508146,0.95791227,0.054198723,0.011869123
28,a large thing facing backwards,0.078078166,0.06278921,0.36658975,0.61508787,0.04468087,0.18242553,0.54673815
29,"a small, blue fan is facing to the left",0.99115264,0.06560484,0.2782568,0.012241275,0.018546563,0.035678547,0.013848612
30,a blue fan is facing left,0.9124362,0.08035747,0.9854964,0.01495709,0.015906395,0.07696083,0.013020487
31,a large blue sofa,0.012821214,0.010328151,0.010328151,0.011508149,0.014063627,0.8175745,0.01566365
32,"a small, green sofa facing to the left;",0.034618836,0.026355354,0.036769465,0.025565209,0.99029154,0.03904829,0.017442487
33,"a small, green sofa  (5)",0.026759282,0.02096424,0.027585285,0.019419348,0.92192185,0.030214587,0.022977369
34,"a large, red sofa facing the opposite direction of other objects",0.02297737,0.017986206,0.018833127,0.022286184,0.023689467,0.019124039,0.5851011
35,"a large, red sofa facing downwards",0.016403036,0.012821216,0.015424554,0.017442483,0.013222826,0.014063627,0.2658805
36,"a large, red fan that is facing backwards",0.01428193,0.012241274,0.025178839,0.9814535,0.008711384,0.01262495,0.06097519
37,a blue fan in the room,0.47657967,0.0726367,0.7371581,0.022286184,0.014957087,0.039048295,0.015906392
38,"a small, blue fan""",0.86153823,0.10374864,0.31405056,0.01691491,0.007937997,0.016914915,0.010986945
39,a large sofa facing to the left,0.017712297,0.01048909,0.020964244,0.010013569,0.06187599,0.59643316,0.018264282
40,a blue fan is facing to the left,0.91490096,0.05033063,0.98384714,0.013636834,0.019719126,0.09138211,0.015189047
41,a large fan in the room,0.026355352,0.01971913,0.44167298,0.09268777,0.010986945,0.020645931,0.017442483
42,"a large,",0.10374863,0.056652416,0.39981163,0.24798742,0.11124121,0.3849121,0.23091978
43,a sofa,0.0145035805,0.009708476,0.018833129,0.015663646,0.90990704,0.7185944,0.5195213
44,a green fan facing to the left,0.035144847,0.86522406,0.046724964,0.019719126,0.05033062,0.019419346,0.016914915
45,a big blue sofa facing left,0.017176712,0.010986944,0.016914913,0.0085774865,0.025957357,0.98593634,0.00912564
46,"a large, blue fan facing backwards",0.039048295,0.019719128,0.31069437,0.018546565,0.01065251,0.03461884,0.016152833
47,a blue fan on the left,0.87914675,0.10818896,0.97241473,0.02333077,0.020964243,0.13477592,0.018546566
48,"a large, blue sofa  ",0.01168726,0.010169659,0.008847357,0.009708475,0.014957088,0.9184802,0.014957088
49,a large fan,0.040845726,0.029312233,0.5851011,0.1895211,0.008187911,0.020023441,0.018546566
50,"a large, red sofa  facing backwards",0.015424551,0.010986944,0.017176708,0.013428258,0.014503582,0.017176712,0.98457545
51,"a large blue sofa, facing to the left",0.02161533,0.013222821,0.017176712,0.009708477,0.024798162,0.9916842,0.007815889
52,"a small, red thing",0.026759282,0.046724953,0.01971913,0.1561049,0.028870905,0.015424553,0.13846178
53,"a large red fan, facing backwards",0.013848608,0.013020491,0.024423094,0.9840936,0.008315777,0.0120537765,0.057493273
54,a green fan facing left,0.04208773,0.8418256,0.05033064,0.019124035,0.024053553,0.017712297,0.01495709
55,a large red sofa,0.013222822,0.011331752,0.012431652,0.0095593985,0.013636838,0.018264279,0.41489884
56,a large red fan backwards,0.018546566,0.016657038,0.035144847,0.9755769,0.007937993,0.014728615,0.06097518
57,"a large, green thing facing backwards",0.020023441,0.060975187,0.04813677,0.019124033,0.07055959,0.04023794,0.024053553
58,"a large, red fan  facing backwards",0.0154245505,0.015663648,0.028007517,0.9869795,0.010986939,0.0140636265,0.06754669
59,a small green sofa ,0.012053777,0.011331753,0.013636838,0.011687255,0.95531917,0.01566365,0.012821216
60,"a large, green fan facing backwards",0.020645933,0.042087726,0.039048295,0.01542455,0.01883313,0.017986212,0.01941935
61,"a large, red sofa facing backwards",0.015424552,0.012821214,0.01971913,0.015906394,0.014728612,0.018546565,0.98308504
62,"a green, small sofa facing to the left",0.017442487,0.013636835,0.017712295,0.010986942,0.9937101,0.023689473,0.010169659
63,"a small, blue fan 1",0.8175745,0.09268777,0.33111972,0.025178844,0.015906395,0.042722203,0.016914915
64,a small fan facing to the left,0.68257374,0.692642,0.085099034,0.02297737,0.03963884,0.020964244,0.010328154
65,a green thing,0.04023795,0.36296916,0.043365803,0.024423089,0.9046505,0.05108273,0.03021459
66,a red couch,0.0128212115,0.01133175,0.014503582,0.009125637,0.019719124,0.020645931,0.7371581
67,"a large, red, backwards sofa",0.014503583,0.008985429,0.016403029,0.028436037,0.010986944,0.017442485,0.8933094
68,a large fan ,0.042087723,0.025957355,0.60393184,0.21206881,0.008187909,0.02675929,0.022286184
69,"a small, green fan, facing to the left",0.033589505,0.9814534,0.028007517,0.014728617,0.17781086,0.020332351,0.016914913
70,a  blue fan,0.62245935,0.053403325,0.8558512,0.017712297,0.008061992,0.04023794,0.016914919
71,a large fan that is blue and facing to the left,0.021287352,0.010328154,0.97156394,0.007937995,0.007460644,0.035144843,0.008187909
72,"a small, green fan to the left",0.055005293,0.97324073,0.03963884,0.017176712,0.25982562,0.020332355,0.013848609
73,"a large, green fan",0.019124037,0.044680867,0.037326884,0.02002344,0.01322282,0.017176706,0.019124039
74,"a small, green sofa facing to the left  (5 is the number of the object)",0.026355354,0.017986206,0.029760098,0.024798162,0.95853776,0.027169235,0.019124035
75,"a large, blue sofa faced to the left",0.025178842,0.012821215,0.016657041,0.010986946,0.035678543,0.98593634,0.011158031
76,"a large, red fan turned around",0.014281936,0.0140636265,0.028436031,0.8519528,0.008445627,0.012821214,0.054198727
77,"a small, green fan facing to the left",0.03732689,0.9871788,0.028870901,0.017442483,0.24798745,0.019124039,0.017986212
78,"a large, red fan facing the opposite direction of the others",0.019719128,0.017442482,0.033589505,0.5851011,0.009708477,0.013020488,0.04885778
79,"a large, red, backwards fan",0.0145035805,0.010328154,0.02517884,0.95257413,0.0060975626,0.012053778,0.06371499
80,"a large, blue sofa (6)",0.022629198,0.0154245505,0.021615334,0.015906392,0.025565213,0.715424,0.023689473
81,"a large, red sofa, facing backwards",0.012821213,0.010328152,0.0154245505,0.014728614,0.012053777,0.013020491,0.9830851
82,a blue fan ,0.65841746,0.05921026,0.8633916,0.02064593,0.009708477,0.052618954,0.020332353
83,"a large, blue sofa that is facing to the left",0.018833129,0.011331751,0.01542455,0.01001357,0.025178846,0.9871788,0.008445626
84,"a small, green sofa facing to the left is in the room",0.02758528,0.018546568,0.029312233,0.022286184,0.98549646,0.03161877,0.015906395
85,"a large, blue sofa facing to the left",0.02758528,0.016657045,0.016914913,0.011869122,0.029312225,0.99142253,0.010328154
86,"a blue, small fan facing to the left",0.9886682,0.15002881,0.21469143,0.013222823,0.030214587,0.046033893,0.013636834
87,"a small, green fan, facing left",0.044018652,0.98717874,0.033085976,0.013848613,0.100878626,0.017442482,0.015906392
88,a large blue sofa facing to the left,0.020332355,0.013020489,0.016403034,0.010489089,0.02368947,0.9905874,0.008847356
89,"a small, green fan in the room",0.065604836,0.6548947,0.037326887,0.021287356,0.039048295,0.0140636265,0.013222821
90,"a large, red fan facing the opposite direction",0.021615336,0.02161533,0.04023794,0.6224593,0.01615284,0.0177123,0.06278922
91,"a small, green sofa facing to the left in the room",0.02368947,0.0145035805,0.025178844,0.015189046,0.9759464,0.022286188,0.014957084
92,"a large fan, blue in color, facing to the left",0.026759284,0.010986943,0.9773708,0.00898543,0.008985428,0.046724956,0.010013568
93,"a large, red fan is facing backwards in the room",0.010013568,0.008577486,0.024053551,0.9518632,0.008577485,0.012241272,0.032589745
94,"a blue, small fan facing left",0.9879462,0.1847675,0.20689406,0.012624947,0.021948254,0.044680864,0.011869121
95,"a large, green fan facing to the left",0.023689471,0.05184547,0.04813677,0.01826428,0.047425866,0.026759284,0.018264282
96,"a large, red, backwards-facing fan",0.01384861,0.009859855,0.02161533,0.9553191,0.0065897703,0.010986942,0.06560483
97,a small green sofa facing to the left,0.019719124,0.013636832,0.021948254,0.011508149,0.99435806,0.029312229,0.010328152
98,a blue fan,0.62612414,0.050330628,0.85776806,0.019719124,0.008985427,0.0427222,0.02161533
99,"a large, blue sofa facing left",0.022286182,0.014063627,0.01691491,0.010818449,0.03514485,0.99014014,0.010489092
