,Sequence,o1,o2,o3,o4,o5,o6,o7
0,a large fan that is red in color and facing in the opposite direction of the other fans,0.012624947,0.009708474,0.02128735,0.8267118,0.0060975607,0.008711384,0.025957357
1,a green sofa,0.0106525095,0.00941259,0.01186912,0.011158031,0.9073122,0.03567855,0.018546563
2,a backwards red fan,0.0335895,0.029760092,0.045352574,0.97156394,0.007577244,0.014957089,0.05921025
3,"a large, green thing",0.02297737,0.069541745,0.041462272,0.021948254,0.19930801,0.053403333,0.022977373
4,"a small, green sofa (5)",0.026355354,0.019719128,0.025957359,0.017442482,0.92630374,0.027585283,0.017986206
5,a small blue fan facing the left,0.9904406,0.108188964,0.3451053,0.013222825,0.01691491,0.03410043,0.0120537765
6,"a small, green sofa faced to the left",0.019719126,0.015906394,0.021615334,0.011331752,0.9790358,0.022629196,0.011331752
7,a sofa facing backwards,0.015424554,0.010986941,0.022286186,0.021948254,0.08882029,0.087563835,0.5078119
8,a large red sofa is facing backwards,0.011331755,0.009559398,0.013428255,0.013428252,0.012431652,0.01205378,0.9861514
9,"a fan, blue, small",0.8519528,0.14608723,0.2751297,0.02161533,0.010328152,0.029312233,0.012821214
10,"a small, green sofa on the left",0.02368947,0.017986212,0.024798159,0.01450358,0.9637799,0.03161877,0.0116872545
11,"a large, red fan facing to the right",0.01798621,0.018546563,0.025178846,0.037326884,0.01941935,0.01798621,0.02096424
12,a small fan that is green in color and facing left,0.026355356,0.9865717,0.01883313,0.008847354,0.027585289,0.010818449,0.008577484
13,a large red sofa facing backwards,0.0140636265,0.011508151,0.015906392,0.01798621,0.012241277,0.016403036,0.9799766
14,a red thing,0.02675928,0.03410043,0.02442309,0.49609384,0.01941935,0.020332353,0.5
15,a small fan that is green in color and facing to the left,0.021287352,0.9840936,0.01518905,0.0087113865,0.026759276,0.010986943,0.009268012
16,a large fan that is blue in color and faces to the left,0.020332355,0.009125636,0.97068775,0.007345827,0.0058199605,0.034100424,0.00781589
17,a large fan that is red in color and is facing backwards,0.009708477,0.007345825,0.020332351,0.9532751,0.005384939,0.008577484,0.017712299
18,"a large, red fan",0.014957082,0.014063624,0.027585285,0.9591543,0.00781589,0.014063627,0.038466185
19,"a large, blue sofa facing backwards",0.01542455,0.012821213,0.019124037,0.01566365,0.018264279,0.20689406,0.017442482
