,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a large, grey chair that is facing backwards",0.9777138,0.030675804,0.011508148,0.030214587,0.011508151,0.0104890885,0.008577487
1,"a large, red desk facing the opposite direction of the other objects",0.019419348,0.0226292,0.025957357,0.021287357,0.030675799,0.5544705,0.02368947
2,a forward-facing grey chair,0.042722207,0.9763105,0.015424551,0.044018645,0.016152838,0.0118691195,0.009125638
3,a backwards grey chair,0.96432143,0.028007524,0.020023445,0.76629364,0.013222824,0.014957085,0.019719128
4,"a large, grey chair  (2)",0.64779824,0.6370308,0.042722195,0.07585818,0.02675928,0.020023443,0.020332357
5,"a large, grey chair, facing forwards",0.04958902,0.9875684,0.013636836,0.025178842,0.015424553,0.010986945,0.011687255
6,"a large, red chair that is facing backwards",0.018546563,0.015424553,0.97997653,0.014957085,0.012431648,0.014063626,0.010489093
7,a,0.34864515,0.28776786,0.307358,0.34864515,0.3208213,0.31405053,0.33807713
8,"a large grey chair, facing forwards",0.056652427,0.9879462,0.013222822,0.023330769,0.0177123,0.012431648,0.011869121
9,"a small, grey chair that is facing backwards",0.04208773,0.02096424,0.013848612,0.9770226,0.0124316495,0.016914915,0.013020489
10,a small grey desk that is facing backwards,0.020332353,0.01883313,0.013428252,0.025178844,0.022629201,0.01205378,0.9840936
11,a large grey desk  facing forwards,0.017442485,0.023330769,0.013222826,0.016914915,0.99029154,0.0145035805,0.027585287
12,"a large, red chair facing backwards, ",0.029760094,0.019719128,0.9896719,0.021615336,0.011508147,0.011158031,0.010489092
13,"a large, red desk facing backwards",0.02128735,0.020023441,0.029312229,0.022286186,0.020964243,0.97997653,0.020964239
14,a grey chair is facing backwards,0.9637799,0.034100432,0.016657041,0.9136765,0.015189047,0.01854656,0.015424551
15,"a  large, grey chair facing forwards",0.061875988,0.9863632,0.017442483,0.028870907,0.015906394,0.012821215,0.012624946
16,"a large, grey chair that is facing forwards",0.04208773,0.9793541,0.013222823,0.024798159,0.01450358,0.011508149,0.011869119
17,a red thing facing forwards,0.039638836,0.06656918,0.079210326,0.042087734,0.09534946,0.13117321,0.055005293
18,"a large,",0.3415825,0.3007456,0.27202454,0.13660839,0.3738758,0.3208213,0.18242553
19,"a large, grey chair facing forwards",0.04672496,0.98255754,0.015906392,0.028436033,0.014728612,0.014728617,0.012241274
20,a large grey desk,0.020023443,0.022286188,0.01717671,0.02228618,0.76065063,0.01941935,0.04084572
21,"a small, grey desk that is facing backwards",0.023689471,0.019719126,0.015424556,0.029760098,0.025957359,0.013636832,0.97199243
22,"a  large, red desk facing backwards",0.019719128,0.019719126,0.028007519,0.022286186,0.01971913,0.9843363,0.023330769
23,"a grey, large desk facing forwards",0.020964235,0.03258974,0.014728613,0.018546565,0.9904406,0.017442482,0.02800752
24,"a grey chair, facing backwards, large",0.9875684,0.02368947,0.013222819,0.02368947,0.012053779,0.010986943,0.01186912
25,a small thing,0.19436781,0.15203224,0.1422319,0.5851011,0.13846178,0.16885696,0.5117166
26,"a small grey desk, facing backwards",0.023689467,0.020332355,0.016657038,0.028007517,0.02716923,0.012821218,0.9869795
27,"a grey, large chair, facing backwards",0.98549646,0.03676947,0.01243165,0.040845715,0.013222824,0.010652508,0.008847358
28,"a large, red desk faces backwards",0.02843604,0.022286184,0.029760094,0.02479816,0.020332355,0.98593634,0.023330767
29,a large desk facing forwards,0.01798621,0.03308598,0.014957092,0.01912404,0.9433476,0.03789242,0.032100707
30,"a large, red desk (6)",0.01854656,0.022286186,0.027585281,0.020964243,0.05108273,0.27512974,0.024798159
31,"a large, grey, backwards-facing chair",0.8596638,0.02758528,0.014503579,0.026355356,0.012431653,0.012053781,0.01001357
32,a large grey desk facing forwards,0.01883313,0.02931223,0.014503582,0.020023441,0.9875684,0.015424555,0.027585275
33,a grey thing facing forwards,0.17553808,0.6619229,0.0460339,0.1422319,0.6513549,0.058345843,0.16238004
34,"a large, grey chair ",0.63703084,0.73411953,0.020332355,0.046724956,0.015663648,0.01450358,0.012624952
35,"a large, grey desk ",0.019419346,0.02194826,0.014503582,0.020645933,0.71859443,0.021615334,0.037892427
36,a grey desk facing backwards,0.033589505,0.028870907,0.019419346,0.029760096,0.044018652,0.02096424,0.7905303
37,a facing forwards large grey desk,0.019124039,0.025178844,0.014063624,0.020332355,0.979354,0.013636835,0.028436033
38,"a small, grey thing facing backwards",0.2281565,0.03567855,0.030214587,0.65841746,0.034618843,0.02931223,0.41489884
39,a large grey chair facing the front,0.07477003,0.94165415,0.012821214,0.031618763,0.020964243,0.013848608,0.012821213
40,a large grey chair ,0.6654105,0.7718435,0.017442482,0.048857782,0.017442483,0.015906394,0.012431651
41,a small grey chair,0.10230472,0.10374864,0.021615334,0.5888891,0.019124035,0.02064593,0.016914913
42,a large grey chair facing forwards ,0.049589023,0.9863632,0.013020489,0.023330769,0.0145035805,0.0118691195,0.010013571
43,"a large, red chair",0.025178837,0.026759278,0.6442252,0.01941935,0.014063626,0.01665704,0.009708476
44,"a grey desk, facing forwards",0.021615332,0.035144843,0.015663648,0.020645933,0.9850429,0.01912404,0.04742587
45,a large grey facing backwards chair,0.95257413,0.027585283,0.013636837,0.04672496,0.014503582,0.0116872545,0.010986942
46,a chair,0.8175745,0.78266245,0.743168,0.7122322,0.014957084,0.02556521,0.01243165
47,"a small, grey chair facing forwards",0.0306758,0.11436853,0.016152835,0.059210252,0.016657043,0.019719128,0.016657038
48,"a small, grey chair is facing backwards",0.0705596,0.022286186,0.014957084,0.9852714,0.016657043,0.019419348,0.012821217
49,"a large, grey desk  facing forwards",0.023330765,0.024053553,0.014957089,0.02096424,0.9890131,0.017176706,0.031618766
50,a large desk,0.017442485,0.018546565,0.015663646,0.01640303,0.7279754,0.34864515,0.049589027
51,a backwards facing grey chair,0.9559814,0.026759284,0.020645931,0.75201255,0.013222819,0.014281937,0.012624947
52,a large gray chair facing backwards,0.9850429,0.031143833,0.012431649,0.034618843,0.0126249455,0.011687255,0.008847357
53,"a large, grey thing",0.38121954,0.3629692,0.03904829,0.064653486,0.3557749,0.05108273,0.08035746
54,"a large, red desk face backwards",0.026355352,0.020645928,0.037892427,0.025957357,0.02096424,0.9697854,0.025178842
55,"a large, red chair facing backwards  ",0.015906392,0.01566365,0.98951095,0.014063627,0.01205378,0.009559398,0.009268015
56,"a large, grey desk, facing forwards",0.021287352,0.025957357,0.015663646,0.019124037,0.9886682,0.01590639,0.026759276
57,"a small, red chair facing backwards",0.014281936,0.014957084,0.117572136,0.044680875,0.018546565,0.02064593,0.0138486065
58,"a small, grey desk with its back facing you",0.03410043,0.02595736,0.020645931,0.053403333,0.050330635,0.018264279,0.9553191
59,"a large, red thing facing forwards",0.016657038,0.028436037,0.044680875,0.015424555,0.04885778,0.075858176,0.022977365
60,"a large, grey chair, backwards",0.9787126,0.04023795,0.017986214,0.046033904,0.01542455,0.012821215,0.014728613
61,a desk,0.0106525095,0.014957088,0.011331754,0.012431651,0.79565805,0.5389832,0.5273165
62,"a large, red desk facing backward",0.025178844,0.016152836,0.035678547,0.023689471,0.018546563,0.9825575,0.028436035
63,"a large, grey desk 5",0.0460339,0.0427222,0.03308598,0.046033893,0.5,0.04401865,0.06187599
64,a chair facing forwards ,0.028007522,0.92522997,0.026355356,0.035144847,0.020645935,0.012241275,0.011869123
65,a small grey chair that is facing backwards,0.033085976,0.020964244,0.012241277,0.9867772,0.011687259,0.015424554,0.012053779
66,"a red desk, facing backwards",0.015906392,0.014957085,0.021615332,0.0177123,0.016914915,0.9597621,0.06853749
67,"a large, grey chair  (1)",0.6370308,0.65489477,0.028436033,0.05340333,0.019419352,0.014281931,0.014503579
68,"a large, grey chair  facing forwards",0.052618947,0.9869795,0.01518905,0.025565214,0.015424552,0.013020492,0.012431651
69,"a large, grey desk;",0.036220055,0.04272219,0.023330767,0.038466193,0.7310586,0.024798162,0.044680875
70,a small desk facing backwards,0.022977365,0.020964243,0.018264277,0.032589745,0.03514485,0.063714996,0.9124362
71,"a large, grey chair  ",0.6334103,0.76348376,0.021948254,0.0460339,0.016403029,0.013848607,0.011687256
72,"a large, red desk, facing backwards",0.019124039,0.01717671,0.02368947,0.017176714,0.019124035,0.98255754,0.020964243
73,"a large, red chair facing forwards",0.013020493,0.024053548,0.025178842,0.015663646,0.016914912,0.012821214,0.013222822
74,a  red  chair,0.02368947,0.029760094,0.7122322,0.036769465,0.009708475,0.01691491,0.007695648
75,a large desk facing backwards,0.027585281,0.022977367,0.019419348,0.02297737,0.04336581,0.35220176,0.072636716
76,"a large red desk facing backwards""",0.010013571,0.010652512,0.015189051,0.009708475,0.01243165,0.9790358,0.014957085
77,"a small, grey chair, facing backwards",0.06278921,0.026355356,0.014503577,0.98481095,0.01590639,0.017712299,0.013636837
78,"a large, red thing",0.025957353,0.02843603,0.5039062,0.020645931,0.033085976,0.3923368,0.021287354
79,"a large, red desk ",0.012241273,0.013636834,0.018264279,0.012241273,0.025178842,0.2974699,0.01941935
80,"a small grey chair, facing backwards",0.047425874,0.024053557,0.013636837,0.9879462,0.01590639,0.02002344,0.014503583
81,a large grey desk is facing forwards,0.019124037,0.02635535,0.014063625,0.021615338,0.9898303,0.012821216,0.026759284
82,a large chair facing forwards,0.033085983,0.9372108,0.026759285,0.024798159,0.02517884,0.013020489,0.010986943
83,"a small, grey desk facing forwards",0.021287354,0.03210071,0.017176706,0.02368947,0.20689406,0.017986206,0.052618947
84,"a large, grey chair  facing backwards",0.98282325,0.031143827,0.01243165,0.036220055,0.0128212115,0.0104890885,0.009708475
85,"a grey chair, facing backwards, large in size",0.9883128,0.02333077,0.012241273,0.018264279,0.01016966,0.008577485,0.0075772386
86,a small grey desk facing backwards,0.028436031,0.02675928,0.018546566,0.032100707,0.026759284,0.014957085,0.9830851
87,"a large, grey thing facing forwards",0.112795405,0.50390613,0.025565214,0.048857782,0.6001883,0.03358951,0.06278921
88,a red chair,0.030675802,0.035144843,0.754915,0.04084572,0.012241274,0.01854656,0.008445629
89,"a small, grey chair",0.11920292,0.112795405,0.022977374,0.53120935,0.016914917,0.017712299,0.015189049
90,a red chair facing backwards,0.018264282,0.016403032,0.92192185,0.03308598,0.01518905,0.016914919,0.010986945
91,"a large grey chair, facing backwards",0.9863632,0.033085983,0.012053781,0.027585283,0.013222822,0.011331757,0.010652511
92,"a large, grey chair facing forward",0.06097519,0.97156394,0.017712299,0.03258974,0.016403034,0.015424551,0.013636837
93,a small grey chair facing backwards,0.06560485,0.025178839,0.014728616,0.9850429,0.016657041,0.019719128,0.01615283
94,"a small, grey desk facing backwards",0.031143833,0.029760089,0.02128735,0.039048288,0.028870909,0.017176706,0.9777138
95,a red thing,0.03789243,0.038466193,0.6442251,0.04146227,0.03514484,0.46101677,0.035678554
96,a small grey chair ,0.094010174,0.08035747,0.017442483,0.57367843,0.015424552,0.01971913,0.017176708
97,"a small, grey chair ",0.10374863,0.08882029,0.019419346,0.5389832,0.013636834,0.01590639,0.015663648
98,"a large, red chair facing backwards""",0.015189048,0.012821216,0.98504287,0.013222821,0.008711386,0.009708475,0.0072327633
99,"a large, red chair faces backwards",0.020964244,0.016914915,0.98866826,0.014957085,0.014503579,0.01428193,0.01243165
100,"a small, grey desk with its back facing the viewer",0.031143835,0.02333077,0.018264282,0.04401865,0.040845722,0.017176708,0.93245333
101,"a large, grey chair facing backwards",0.9828233,0.03410043,0.014503579,0.042087726,0.0130204875,0.011687259,0.01032815
