,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a large, grey fan facing forwards",0.022977369,0.03210071,0.025957355,0.03676947,0.03622005,0.01566365,0.019719128
1,"a large, green thing",0.04401865,0.043365803,0.032100707,0.124213025,0.043365795,0.0226292,0.0705596
2,"a large, grey desk ",0.7090191,0.04742587,0.022286182,0.017712299,0.017986206,0.012431652,0.013636839
3,a large blue fan facing forwards in a room,0.017442487,0.020332353,0.016657041,0.014503577,0.90990704,0.013222824,0.015424553
4,"a large, red fan facing backward",0.017176706,0.01826428,0.024053555,0.02517884,0.02297737,0.9865717,0.015906395
5,"a grey, large desk facing forwards",0.99014014,0.059210245,0.017442482,0.017986206,0.023330769,0.011331752,0.011508148
6,a small green desk,0.031143826,0.025178839,0.017986206,0.715424,0.013636836,0.01065251,0.023689471
7,"a large, grey desk facing forwards",0.98717874,0.046724956,0.01826428,0.020645931,0.025178842,0.015189046,0.012053778
8,a grey desk in the room,0.79818684,0.071591206,0.025957359,0.047425874,0.019124037,0.011687256,0.014063627
9,"a large, red fan facing to the right",0.025565213,0.025178837,0.013020491,0.03622006,0.03308598,0.037326884,0.018833132
10,a grey desk facing forwards,0.9783847,0.080357455,0.022977367,0.03622006,0.031143831,0.01615283,0.014503582
11,"a blue desk, facing forwards",0.15405756,0.9840936,0.016403034,0.068537496,0.07807817,0.014063628,0.019719128
12,"a small, green fan  facing to the left",0.026759284,0.030214585,0.023689473,0.033085976,0.026355354,0.01518905,0.9869795
13,a grey fan facing forwards,0.048136774,0.051082745,0.045352582,0.056652427,0.06754669,0.031618766,0.040845715
14,"a large, blue desk  facing forwards",0.05665243,0.9904406,0.016914913,0.024423087,0.026355356,0.01115803,0.013848609
15,a red thing,0.03514484,0.03567855,0.46101677,0.05340332,0.03114383,0.49609384,0.03410043
16,"a large, blue desk""",0.06371499,0.81286734,0.026355356,0.027169235,0.025565214,0.010489089,0.012624953
17,a grey fan facing backwards,0.031143827,0.044018656,0.028436033,0.037326884,0.05582314,0.058345847,0.046724964
18,a large fan that is blue and facing forwards,0.014503578,0.025957357,0.013636834,0.013020492,0.97156394,0.010328151,0.0126249455
19,a large blue desk facing forwards,0.06187599,0.9896718,0.014503578,0.021287356,0.030675799,0.012821216,0.012053783
20,"a large fan, facing forwards",0.018264277,0.03258974,0.022977363,0.020332353,0.39981163,0.031618763,0.020645931
21,a small desk facing to the left,0.036769465,0.034100424,0.016657038,0.93045825,0.020645933,0.012624949,0.0306758
22,"a large, red fan",0.019719128,0.025957355,0.031618766,0.024798157,0.03622006,0.95791227,0.01322282
23,a grey fan,0.05419872,0.061875988,0.04672496,0.049589023,0.17106117,0.05419872,0.060975187
24,"a red desk, facing backwards",0.016914915,0.022977367,0.9597621,0.04208773,0.021615332,0.063715,0.01495709
25,a blue desk fan,0.10818896,0.57367843,0.0335895,0.12421302,0.71859443,0.020023443,0.064653486
26,"a small, green fan is facing to the left",0.027169228,0.03258974,0.02297737,0.026759285,0.021287352,0.015189049,0.9840936
27,"a large red desk, facing backwards",0.015663646,0.017442483,0.9830851,0.015424555,0.017712299,0.038466193,0.01243165
