,Sequence,o1,o2,o3,o4,o5,o6,o7
0,"a small, red desk facing backwards",0.01883313,0.01826428,0.028007522,0.020964244,0.019124039,0.26284185,0.07159121
1,"a small, grey chair facing forwards",0.031143833,0.11124122,0.016403032,0.061875984,0.017442483,0.019719126,0.016152836
2,"a large, grey desk ",0.019419346,0.02194826,0.014503582,0.020645933,0.71859443,0.021615334,0.037892427
3,"a large, grey chair is facing forwards",0.042087734,0.9850429,0.013222822,0.024423089,0.014063628,0.01243165,0.012431653
4,"a grey, large desk facing forwards",0.020964235,0.03258974,0.014728613,0.018546565,0.9904406,0.017442482,0.02800752
5,"a small, grey desk  ",0.016657038,0.02161533,0.013020491,0.020332355,0.11920292,0.019719128,0.29098088
6,"a large, grey desk facing forwards",0.02517884,0.030214587,0.016914912,0.022286186,0.9871788,0.018264275,0.029760094
7,"a large, red desk that is facing backwards",0.018833127,0.018546565,0.025565213,0.017442487,0.020332355,0.9777138,0.021948252
8,"a large, red desk (6)",0.016914913,0.022629198,0.026759284,0.020964244,0.05108274,0.26588053,0.022977369
9,a large grey chair facing away,0.95791227,0.04023795,0.013020493,0.0433658,0.013636838,0.013428253,0.014503582
10,a grey desk facing forwards,0.021948252,0.032100707,0.017442483,0.022977369,0.9783847,0.022977367,0.056652423
11,"a, large, red chair facing backwards",0.025565216,0.022629198,0.9891816,0.021948257,0.015906394,0.01883313,0.013636837
12,a red thing,0.03789243,0.038466193,0.6442251,0.04146227,0.03514484,0.46101677,0.035678554
13,"a small, red thing facing backwards",0.024423087,0.016152836,0.13477592,0.04468087,0.02096424,0.10970577,0.055005286
14,"a small, grey desk facing downwards",0.025957355,0.03021459,0.017986206,0.03161877,0.04468087,0.016657038,0.3923368
15,"a large, grey chair  facing backwards",0.98282325,0.031143827,0.01243165,0.036220055,0.0128212115,0.0104890885,0.009708475
16,"a large red chair, facing backwards",0.019719128,0.014957084,0.9883127,0.014728612,0.012241276,0.01406363,0.010013573
17,"a small, grey desk ",0.0177123,0.020332353,0.013636833,0.02517884,0.083890386,0.019419346,0.2782568
18,"a small, grey chair, facing backwards, in the room",0.042722203,0.021948254,0.016403032,0.92522997,0.012821212,0.012821215,0.016657041
19,a large grey chair is facing forwards,0.04535258,0.9857181,0.011687257,0.021615332,0.015424551,0.012431649,0.012053782
20,"a red desk, facing backwards",0.015906392,0.014957085,0.021615332,0.0177123,0.016914915,0.9597621,0.06853749
21,a large grey chair facing backwards in the room,0.9481545,0.03410043,0.016403034,0.031143831,0.01406363,0.012821212,0.010328154
22,a large gray chair facing forward,0.054198727,0.98087597,0.013222824,0.027585285,0.018264277,0.015906388,0.012053782
23,a grey chair,0.7772999,0.82218915,0.032589745,0.53509843,0.02096424,0.020964239,0.014957088
24,a chair that is red and facing backwards,0.012431648,0.010986944,0.9637799,0.015189053,0.009708477,0.013636834,0.007345826
25,a large grey chair that is facing forwards,0.0460339,0.9822877,0.0111580305,0.022977373,0.016152835,0.011687259,0.01115803
26,"a large, grey desk is facing forwards in the room",0.021615334,0.037326887,0.019124037,0.02556521,0.9773708,0.0140636265,0.022977369
27,a large grey desk facing forwards,0.020023441,0.030214591,0.014281935,0.020964244,0.98775876,0.015189048,0.026759287
28,"a large, red desk facing forwards",0.013636836,0.01971913,0.016914912,0.01566365,0.029312229,0.030675804,0.017986208
29,a large thing facing backwards,0.7185944,0.05033064,0.57367843,0.14033625,0.05665242,0.4960938,0.14608726
30,"a large, grey desk is facing forwards",0.021948252,0.022629198,0.0154245505,0.024053551,0.9896719,0.01472861,0.02758528
31,"a large, grey desk  (5)",0.040845715,0.042087726,0.03308598,0.040237945,0.7185944,0.04742587,0.06853749
32,a desk,0.0106525095,0.014957088,0.011331754,0.012431651,0.79565805,0.5389832,0.5273165
33,a large grey chair ,0.6723317,0.7745834,0.017986214,0.048136767,0.017986208,0.015663646,0.012624951
34,a large red chair is facing backwards,0.016152833,0.013636833,0.9879462,0.014503584,0.014063627,0.012431654,0.010986941
35,"a small, grey chair in the room",0.08389038,0.07477005,0.02096424,0.49218816,0.013428255,0.013020488,0.013636839
36,"a large, grey chair  facing forwards",0.051082734,0.9867772,0.014957089,0.025565214,0.0154245505,0.012624951,0.0128212115
37,a large grey desk is facing forwards,0.019719126,0.025957359,0.014281934,0.021948256,0.9899864,0.013222824,0.025957359
38,"a large, red chair facing forwards",0.012821212,0.025178842,0.024053555,0.015424551,0.016403032,0.013222818,0.012821212
39,"a large, grey chair  (2)",0.64779824,0.63703084,0.04146228,0.07369626,0.025957353,0.019719126,0.020645931
40,a thing facing forwards,0.19682619,0.73411953,0.08756384,0.1847675,0.77999294,0.11596071,0.20689404
41,"a small, grey chair facing backwards",0.10818896,0.024798159,0.015663646,0.9850429,0.017442485,0.021615332,0.013848607
42,"a large chair facing backwards, colored red",0.013222822,0.0073458278,0.9793541,0.012821214,0.008315777,0.010169658,0.0056419093
43,"a large, grey desk faces forwards",0.020964239,0.025957352,0.016403032,0.02064593,0.9893475,0.016403032,0.02517884
44,"a chair, red, large, facing backwards",0.025565213,0.014957083,0.99101454,0.018546566,0.011331752,0.014063631,0.008315779
45,"a large,",0.3415825,0.3007456,0.27202454,0.13660839,0.3738758,0.3208213,0.18242553
46,"a small, gray chair facing backwards",0.067546695,0.023689475,0.01322282,0.98593634,0.013428256,0.014957088,0.01048909
47,a small grey table,0.020023443,0.022286182,0.013636835,0.022977367,0.08509904,0.022977367,0.39233685
48,"a small, grey chair is facing backwards",0.069541745,0.022977373,0.0149570815,0.9850429,0.016657041,0.01883313,0.013636834
49,a small grey chair ,0.09268778,0.08151975,0.017442483,0.5698527,0.016403032,0.01941935,0.017442483
50,a small grey facing backwards chair,0.055823144,0.025565213,0.014063626,0.96210754,0.011687257,0.013636836,0.019124037
51,"a small, red chair",0.016914908,0.021615336,0.12765263,0.033589505,0.013222819,0.020964244,0.010489091
52,a small grey desk ,0.017442482,0.02096424,0.013428254,0.02194825,0.078078166,0.016914915,0.30404168
53,"a small, red thing",0.02931223,0.026759287,0.1666754,0.04468087,0.025957353,0.16451646,0.037892427
54,a small chair,0.10970578,0.10669061,0.064653486,0.6791787,0.015424554,0.01798621,0.01590639
55,a large grey chair facing backwards,0.98457545,0.03461884,0.012624945,0.035678547,0.014281936,0.012821216,0.01133175
56,"a small grey chair, facing backwards",0.047425874,0.024053557,0.013636837,0.9879462,0.01590639,0.02002344,0.014503583
57,a large red chair that is facing backwards,0.014957089,0.0120537765,0.9838472,0.013636833,0.011331754,0.012624947,0.009559401
58,a grey thing,0.56985265,0.56985265,0.065604836,0.51952136,0.4843801,0.08509906,0.41869688
59,a large red desk,0.0140636265,0.0140636265,0.019124039,0.014281933,0.024798162,0.3174263,0.022629201
